Orthogroup	longest_isoform_HydraProteins	longest_isoform_HydractiniaProteins
OG0007775	Hydra|LOC101236392	Hydractinia|LOC130623707
OG0007776	Hydra|LOC101236610	Hydractinia|LOC130623276
OG0007777	Hydra|LOC100213958	Hydractinia|LOC130623632
OG0007778	Hydra|LOC100201906	Hydractinia|LOC130623306
OG0007779	Hydra|LOC100214314	Hydractinia|LOC130624040
OG0007780	Hydra|LOC100215129	Hydractinia|LOC130623509
OG0007781	Hydra|LOC100213269	Hydractinia|LOC130624260
OG0007783	Hydra|LOC100208678	Hydractinia|LOC130623314
OG0007784	Hydra|LOC105846685	Hydractinia|LOC130623315
OG0007785	Hydra|LOC100215216	Hydractinia|LOC130630405
OG0007786	Hydra|LOC100203637	Hydractinia|LOC130662485
OG0007787	Hydra|LOC100200409	Hydractinia|LOC130612227
OG0007788	Hydra|LOC100198371	Hydractinia|LOC130614816
OG0007789	Hydra|LOC100207503	Hydractinia|LOC130662491
OG0007790	Hydra|LOC100210800	Hydractinia|LOC130612216, Hydractinia|LOC130612066
OG0007791	Hydra|LOC100200809	Hydractinia|LOC130614862
OG0007792	Hydra|LOC100213987	Hydractinia|LOC130614825
OG0007793	Hydra|LOC100211964	Hydractinia|LOC130613895
OG0007794	Hydra|LOC100215587	Hydractinia|LOC130614139
OG0007795	Hydra|LOC100214962	Hydractinia|LOC130640869
OG0007796	Hydra|LOC100211381	Hydractinia|LOC130640867
OG0007797	Hydra|LOC100214696	Hydractinia|LOC130641709
OG0007798	Hydra|LOC100198804	Hydractinia|LOC130649123
OG0007799	Hydra|LOC100206150	Hydractinia|LOC130649037
OG0007800	Hydra|LOC101238609	Hydractinia|LOC130648425
OG0007801	Hydra|LOC100198168	Hydractinia|LOC130648844
OG0007802	Hydra|LOC100204852	Hydractinia|LOC130629135
OG0007803	Hydra|LOC100198794	Hydractinia|LOC130629136
OG0007804	Hydra|LOC100210552	Hydractinia|LOC130628975
OG0007805	Hydra|LOC100211249	Hydractinia|LOC130629016
OG0007806	Hydra|LOC100207689	Hydractinia|LOC130640925
OG0007807	Hydra|LOC100215966	Hydractinia|LOC130641130, Hydractinia|LOC130640754
OG0007808	Hydra|LOC101240185	Hydractinia|LOC130642010
OG0007809	Hydra|LOC100203025	Hydractinia|LOC130641884
OG0007810	Hydra|LOC100200403	Hydractinia|LOC130646933
OG0007811	Hydra|LOC100210318	Hydractinia|LOC130647023
OG0007812	Hydra|LOC100213931	Hydractinia|LOC130646972
OG0007813	Hydra|LOC124808011	Hydractinia|LOC130647123
OG0007814	Hydra|LOC100206649	Hydractinia|LOC130647945
OG0007815	Hydra|LOC100197717	Hydractinia|LOC130645058
OG0007816	Hydra|LOC105844798	Hydractinia|LOC130645627
OG0007817	Hydra|LOC100198406	Hydractinia|LOC130657514
OG0007818	Hydra|LOC100215623	Hydractinia|LOC130636341
OG0007819	Hydra|LOC100202565	Hydractinia|LOC130636339
OG0007820	Hydra|LOC100198990	Hydractinia|LOC130636340
OG0007821	Hydra|LOC105846101	Hydractinia|LOC130654214
OG0007822	Hydra|LOC101240534	Hydractinia|LOC130656067
OG0007823	Hydra|LOC100199931	Hydractinia|LOC130656068
OG0007824	Hydra|LOC105847893	Hydractinia|LOC130655596
OG0007825	Hydra|LOC100192269	Hydractinia|LOC130655591
OG0007826	Hydra|LOC101239600	Hydractinia|LOC130654706
OG0007828	Hydra|LOC100215019	Hydractinia|LOC130654090
OG0007829	Hydra|LOC100201561	Hydractinia|LOC130641168, Hydractinia|LOC130640791
OG0007830	Hydra|LOC100211035	Hydractinia|LOC130646327
OG0007831	Hydra|LOC101238783	Hydractinia|LOC130662551
OG0007832	Hydra|LOC100215529	Hydractinia|LOC130623548
OG0007833	Hydra|LOC100202247	Hydractinia|LOC130623766
OG0007834	Hydra|LOC100204778	Hydractinia|LOC130656712
OG0007835	Hydra|LOC101240983	Hydractinia|LOC130623923
OG0007836	Hydra|LOC100212805	Hydractinia|LOC130623929
OG0007837	Hydra|LOC100200323	Hydractinia|LOC130624241
OG0007840	Hydra|LOC100212478	Hydractinia|LOC130623411
OG0007841	Hydra|LOC100204901	Hydractinia|LOC130623412
OG0007842	Hydra|LOC100210162	Hydractinia|LOC130623578
OG0007843	Hydra|LOC101241799	Hydractinia|LOC130623573
OG0007844	Hydra|LOC100198848	Hydractinia|LOC130622980
OG0007845	Hydra|LOC100209488	Hydractinia|LOC130624182
OG0007846	Hydra|LOC100210805	Hydractinia|LOC130629565
OG0007847	Hydra|LOC100202466	Hydractinia|LOC130629567
OG0007849	Hydra|LOC101234741	Hydractinia|LOC130641963
OG0007850	Hydra|LOC100210573	Hydractinia|LOC130640975
OG0007851	Hydra|LOC100209333	Hydractinia|LOC130641064
OG0007852	Hydra|LOC100205145	Hydractinia|LOC130642031
OG0007853	Hydra|LOC100215787	Hydractinia|LOC130641903
OG0007854	Hydra|LOC100200709	Hydractinia|LOC130641326
OG0007855	Hydra|LOC100199529	Hydractinia|LOC130641311
OG0007856	Hydra|LOC100211437	Hydractinia|LOC130641307
OG0007857	Hydra|LOC100207318	Hydractinia|LOC130629582
OG0007858	Hydra|LOC101238957	Hydractinia|LOC130629584
OG0007859	Hydra|LOC100203932	Hydractinia|LOC130630440
OG0007860	Hydra|LOC100210921	Hydractinia|LOC130641961
OG0007861	Hydra|LOC100209548	Hydractinia|LOC130641964
OG0007862	Hydra|LOC101236407	Hydractinia|LOC130640943
OG0007863	Hydra|LOC100214689	Hydractinia|LOC130640940
OG0007864	Hydra|LOC100203891	Hydractinia|LOC130641451
OG0007864	Hydra|LOC100209510	Hydractinia|LOC130641403
OG0007865	Hydra|LOC100201195	Hydractinia|LOC130641703
OG0007866	Hydra|LOC100204460	Hydractinia|LOC130641040
OG0007867	Hydra|LOC100206761	Hydractinia|LOC130612844
OG0007868	Hydra|LOC105845682, Hydra|LOC100203137	Hydractinia|LOC130612491, Hydractinia|LOC130613208
OG0007869	Hydra|LOC100210303	Hydractinia|LOC130662854
OG0007870	Hydra|LOC100215428	Hydractinia|LOC130654488
OG0007871	Hydra|LOC100208584	Hydractinia|LOC130655131
OG0007872	Hydra|LOC100197622	Hydractinia|LOC130655316
OG0007873	Hydra|LOC100207572	Hydractinia|LOC130654153
OG0007874	Hydra|LOC100214909	Hydractinia|LOC130655825
OG0007875	Hydra|LOC100200376	Hydractinia|LOC130655999
OG0007876	Hydra|LOC100197210	Hydractinia|LOC130655997
OG0007877	Hydra|LOC100204958	Hydractinia|LOC130655278
OG0007878	Hydra|LOC100200658	Hydractinia|LOC130654239
OG0007879	Hydra|LOC100214660	Hydractinia|LOC130654916
OG0007880	Hydra|LOC100211227	Hydractinia|LOC130655280
OG0007881	Hydra|LOC100204498	Hydractinia|LOC130654159
OG0007882	Hydra|LOC100210539	Hydractinia|LOC130655912
OG0007883	Hydra|LOC105844645	Hydractinia|LOC130653713
OG0007884	Hydra|LOC100214920	Hydractinia|LOC130613181
OG0007885	Hydra|LOC100213191	Hydractinia|LOC130645124
OG0007886	Hydra|LOC100215791	Hydractinia|LOC130662772
OG0007887	Hydra|LOC100215593	Hydractinia|LOC130613070
OG0007888	Hydra|LOC100213688	Hydractinia|LOC130612062
OG0007889	Hydra|LOC100202984	Hydractinia|LOC130662325
OG0007890	Hydra|LOC100199205	Hydractinia|LOC130612357
OG0007891	Hydra|LOC100200137	Hydractinia|LOC130612358
OG0007892	Hydra|LOC101239878	Hydractinia|LOC130662574
OG0007893	Hydra|LOC124812333	Hydractinia|LOC130613182
OG0007894	Hydra|LOC101237916	Hydractinia|LOC130662447
OG0007895	Hydra|LOC101236746	Hydractinia|LOC130613115
OG0007896	Hydra|LOC100197250	Hydractinia|LOC130662401
OG0007897	Hydra|LOC105846518	Hydractinia|LOC130622242, Hydractinia|LOC130613731, Hydractinia|LOC130628843
OG0007898	Hydra|LOC100209600	Hydractinia|LOC130612369
OG0007899	Hydra|LOC100210051	Hydractinia|LOC130662345
OG0007900	Hydra|LOC100213659	Hydractinia|LOC130662641
OG0007901	Hydra|LOC100213884	Hydractinia|LOC130613353
OG0007902	Hydra|LOC100204701	Hydractinia|LOC130612197
OG0007903	Hydra|LOC101240090	Hydractinia|LOC130622906
OG0007904	Hydra|LOC100202599	Hydractinia|LOC130654308
OG0007905	Hydra|LOC101239690	Hydractinia|LOC130653869
OG0007906	Hydra|LOC100212529	Hydractinia|LOC130655367
OG0007907	Hydra|LOC100214287	Hydractinia|LOC130654793
OG0007908	Hydra|LOC100200237	Hydractinia|LOC130653862
OG0007909	Hydra|LOC105843819	Hydractinia|LOC130654796
OG0007910	Hydra|LOC100205636	Hydractinia|LOC130623525
OG0007911	Hydra|LOC100208159	Hydractinia|LOC130623529
OG0007912	Hydra|LOC100211676	Hydractinia|LOC130623530
OG0007914	Hydra|LOC100198186	Hydractinia|LOC130623019
OG0007915	Hydra|LOC100209360	Hydractinia|LOC130641509
OG0007916	Hydra|LOC100210707	Hydractinia|LOC130641649
OG0007917	Hydra|LOC100201395	Hydractinia|LOC130640935
OG0007918	Hydra|LOC100205141	Hydractinia|LOC130613085
OG0007919	Hydra|LOC100208424	Hydractinia|LOC130641262
OG0007920	Hydra|LOC100215340	Hydractinia|LOC130641808
OG0007921	Hydra|LOC101237139	Hydractinia|LOC130640936
OG0007922	Hydra|LOC100206936	Hydractinia|LOC130641742
OG0007923	Hydra|LOC100211805	Hydractinia|LOC130641769
OG0007924	Hydra|LOC100208447	Hydractinia|LOC130644884
OG0007925	Hydra|LOC100208627	Hydractinia|LOC130625779
OG0007926	Hydra|LOC100207378	Hydractinia|LOC130648833
OG0007927	Hydra|LOC101234799	Hydractinia|LOC130648364
OG0007928	Hydra|LOC100197296	Hydractinia|LOC130648365
OG0007929	Hydra|LOC100197511	Hydractinia|LOC130634497
OG0007930	Hydra|LOC100204189	Hydractinia|LOC130634073
OG0007931	Hydra|LOC105847479	Hydractinia|LOC130647323
OG0007932	Hydra|LOC100210806	Hydractinia|LOC130647308
OG0007934	Hydra|LOC100200883	Hydractinia|LOC130646939
OG0007935	Hydra|LOC105850869	Hydractinia|LOC130647917
OG0007936	Hydra|LOC100210999	Hydractinia|LOC130647510
OG0007937	Hydra|LOC100212802	Hydractinia|LOC130647916
OG0007938	Hydra|LOC101235387	Hydractinia|LOC130646942
OG0007939	Hydra|LOC100207782	Hydractinia|LOC130629094
OG0007940	Hydra|LOC100208529	Hydractinia|LOC130629095
OG0007941	Hydra|LOC100201720	Hydractinia|LOC130628999
OG0007942	Hydra|LOC100206652	Hydractinia|LOC130629008
OG0007944	Hydra|LOC101238741	Hydractinia|LOC130645720
OG0007945	Hydra|LOC100199247	Hydractinia|LOC130628739
OG0007946	Hydra|LOC100213962	Hydractinia|LOC130644782
OG0007947	Hydra|LOC101234844	Hydractinia|LOC130644338
OG0007948	Hydra|LOC100209629	Hydractinia|LOC130644375
OG0007949	Hydra|LOC100207253	Hydractinia|LOC130645623
OG0007950	Hydra|LOC100212254	Hydractinia|LOC130645631
OG0007951	Hydra|LOC100203218	Hydractinia|LOC130644753
OG0007952	Hydra|LOC101241649	Hydractinia|LOC130644805, Hydractinia|LOC130644804
OG0007954	Hydra|LOC100198345	Hydractinia|LOC130645297
OG0007955	Hydra|LOC100197329, Hydra|LOC105847811	Hydractinia|LOC130644824
OG0007956	Hydra|LOC100205001	Hydractinia|LOC130644986
OG0007957	Hydra|LOC100201725	Hydractinia|LOC130644303
OG0007958	Hydra|LOC105850553	Hydractinia|LOC130644377
OG0007959	Hydra|LOC100215508	Hydractinia|LOC130640999
OG0007960	Hydra|LOC105846161	Hydractinia|LOC130641696
OG0007961	Hydra|LOC105845194	Hydractinia|LOC130623703
OG0007962	Hydra|LOC100212507	Hydractinia|LOC130636392
OG0007963	Hydra|LOC101238539	Hydractinia|LOC130636385
OG0007964	Hydra|LOC100199064	Hydractinia|LOC130635702
OG0007965	Hydra|LOC100212283	Hydractinia|LOC130647819
OG0007966	Hydra|LOC100211416	Hydractinia|LOC130635693
OG0007967	Hydra|LOC100204213	Hydractinia|LOC130635653
OG0007968	Hydra|LOC100207944	Hydractinia|LOC130635654
OG0007969	Hydra|LOC100202684	Hydractinia|LOC130635820
OG0007970	Hydra|LOC100200122	Hydractinia|LOC130636035
OG0007971	Hydra|LOC100215706	Hydractinia|LOC130635647
OG0007972	Hydra|LOC100208593	Hydractinia|LOC130635817
OG0007973	Hydra|LOC100213539	Hydractinia|LOC130624370
OG0007974	Hydra|LOC100202421	Hydractinia|LOC130624371
OG0007975	Hydra|LOC100215103	Hydractinia|LOC130623785
OG0007976	Hydra|LOC100207611	Hydractinia|LOC130623844
OG0007977	Hydra|LOC100198637	Hydractinia|LOC130623569
OG0007978	Hydra|LOC100197096	Hydractinia|LOC130636395
OG0007979	Hydra|LOC100198588	Hydractinia|LOC130635677
OG0007980	Hydra|LOC101241065	Hydractinia|LOC130628973, Hydractinia|LOC130635555, Hydractinia|LOC130635546
OG0007981	Hydra|LOC100208145	Hydractinia|LOC130635708
OG0007982	Hydra|LOC100199772	Hydractinia|LOC130635709
OG0007983	Hydra|LOC100199248	Hydractinia|LOC130635811
OG0007984	Hydra|LOC100203875	Hydractinia|LOC130624299
OG0007985	Hydra|LOC100201712	Hydractinia|LOC130624919
OG0007986	Hydra|LOC101241078	Hydractinia|LOC130645380
OG0007987	Hydra|LOC100205538	Hydractinia|LOC130645453
OG0007988	Hydra|LOC100214416	Hydractinia|LOC130623729
OG0007989	Hydra|LOC100209409	Hydractinia|LOC130630990
OG0007990	Hydra|LOC124817626, Hydra|LOC124810063, Hydra|LOC124815027	Hydractinia|LOC130628892
OG0007991	Hydra|LOC100198779	Hydractinia|LOC130628774
OG0007992	Hydra|LOC100213858	Hydractinia|LOC130642056
OG0007993	Hydra|LOC101241832	Hydractinia|LOC130641047
OG0007995	Hydra|LOC100211522	Hydractinia|LOC130641244
OG0007996	Hydra|LOC100200977	Hydractinia|LOC130641586
OG0007997	Hydra|LOC100209588	Hydractinia|LOC130641477
OG0007998	Hydra|LOC101241467	Hydractinia|LOC130640948
OG0007999	Hydra|LOC100206930	Hydractinia|LOC130641788
OG0008000	Hydra|LOC100203191	Hydractinia|LOC130641785
OG0008001	Hydra|LOC100211957	Hydractinia|LOC130644517
OG0008002	Hydra|LOC100197502	Hydractinia|LOC130644515
OG0008003	Hydra|LOC105848562	Hydractinia|LOC130645000
OG0008004	Hydra|LOC100213581	Hydractinia|LOC130645625
OG0008005	Hydra|LOC100209699	Hydractinia|LOC130644518
OG0008006	Hydra|LOC100201869	Hydractinia|LOC130644998
OG0008007	Hydra|LOC100199329	Hydractinia|LOC130614549
OG0008008	Hydra|LOC100210798	Hydractinia|LOC130614231
OG0008009	Hydra|LOC101237000	Hydractinia|LOC130614545
OG0008010	Hydra|LOC100207058	Hydractinia|LOC130614544
OG0008011	Hydra|LOC100203841	Hydractinia|LOC130614851
OG0008012	Hydra|LOC101241145	Hydractinia|LOC130614854
OG0008013	Hydra|LOC100204834	Hydractinia|LOC130614045
OG0008014	Hydra|LOC101236709	Hydractinia|LOC130614128
OG0008015	Hydra|LOC100208113	Hydractinia|LOC130614875
OG0008016	Hydra|LOC100206548	Hydractinia|LOC130614554
OG0008017	Hydra|LOC101240513	Hydractinia|LOC130614859
OG0008018	Hydra|LOC100199692	Hydractinia|LOC130648787
OG0008019	Hydra|LOC100205090	Hydractinia|LOC130649055
OG0008020	Hydra|LOC101234304	Hydractinia|LOC130648730
OG0008021	Hydra|LOC100208579	Hydractinia|LOC130648731
OG0008022	Hydra|LOC100202880	Hydractinia|LOC130649035
OG0008023	Hydra|LOC100210294	Hydractinia|LOC130649292
OG0008024	Hydra|LOC100203396	Hydractinia|LOC130648841
OG0008025	Hydra|LOC100198866	Hydractinia|LOC130613832
OG0008026	Hydra|LOC101238022	Hydractinia|LOC130614861
OG0008027	Hydra|LOC100214797	Hydractinia|LOC130614340
OG0008028	Hydra|LOC100206073	Hydractinia|LOC130614101
OG0008029	Hydra|LOC100207432	Hydractinia|LOC130614765
OG0008030	Hydra|LOC100204248	Hydractinia|LOC130628750
OG0008031	Hydra|LOC100211134	Hydractinia|LOC130644546
OG0008032	Hydra|LOC101237984	Hydractinia|LOC130645507
OG0008033	Hydra|LOC100204994	Hydractinia|LOC130644657
OG0008034	Hydra|LOC100213059	Hydractinia|LOC130614446
OG0008035	Hydra|LOC100208605	Hydractinia|LOC130614294
OG0008036	Hydra|LOC100200735	Hydractinia|LOC130613855
OG0008037	Hydra|LOC100210651	Hydractinia|LOC130614572
OG0008038	Hydra|LOC100197522	Hydractinia|LOC130621125
OG0008039	Hydra|LOC100213967	Hydractinia|LOC130612290
OG0008040	Hydra|LOC100202856	Hydractinia|LOC130649529
OG0008041	Hydra|LOC100212846	Hydractinia|LOC130645066
OG0008042	Hydra|LOC100197574	Hydractinia|LOC130644536
OG0008043	Hydra|LOC100209603	Hydractinia|LOC130644531
OG0008044	Hydra|LOC100208572	Hydractinia|LOC130644734
OG0008045	Hydra|LOC100205230	Hydractinia|LOC130644738
OG0008046	Hydra|LOC100204107	Hydractinia|LOC130644511
OG0008047	Hydra|LOC100206869	Hydractinia|LOC130645128
OG0008048	Hydra|LOC100206329	Hydractinia|LOC130649615
OG0008049	Hydra|LOC100200845	Hydractinia|LOC130645935
OG0008050	Hydra|LOC100206879	Hydractinia|LOC130645206
OG0008051	Hydra|LOC100214495	Hydractinia|LOC130644737
OG0008052	Hydra|LOC100198507	Hydractinia|LOC130644740
OG0008053	Hydra|LOC100209454	Hydractinia|LOC130644739
OG0008054	Hydra|LOC100213136	Hydractinia|LOC130614707
OG0008055	Hydra|LOC100197146	Hydractinia|LOC130613890
OG0008056	Hydra|LOC100201131	Hydractinia|LOC130613699
OG0008057	Hydra|LOC100210994	Hydractinia|LOC130636733
OG0008058	Hydra|LOC100201174	Hydractinia|LOC130630255
OG0008059	Hydra|LOC100198041	Hydractinia|LOC130630258
OG0008060	Hydra|LOC101240322	Hydractinia|LOC130630176
OG0008061	Hydra|LOC100208653	Hydractinia|LOC130630225
OG0008062	Hydra|LOC100213009	Hydractinia|LOC130630557
OG0008063	Hydra|LOC100212542	Hydractinia|LOC130629723
OG0008064	Hydra|LOC100204580	Hydractinia|LOC130629726
OG0008065	Hydra|LOC100211013	Hydractinia|LOC130629593
OG0008066	Hydra|LOC100206972	Hydractinia|LOC130629579
OG0008067	Hydra|LOC105844215	Hydractinia|LOC130630489
OG0008068	Hydra|LOC100214655	Hydractinia|LOC130630622
OG0008069	Hydra|LOC100206904	Hydractinia|LOC130630472
OG0008070	Hydra|LOC100202906	Hydractinia|LOC130648301, Hydractinia|LOC130647299
OG0008071	Hydra|LOC100214978	Hydractinia|LOC130630371
OG0008072	Hydra|LOC100214545	Hydractinia|LOC130630482
OG0008073	Hydra|LOC100205428	Hydractinia|LOC130644526
OG0008074	Hydra|LOC101237087, Hydra|LOC105846134	Hydractinia|LOC130621516
OG0008075	Hydra|LOC105847522	Hydractinia|LOC130621506
OG0008076	Hydra|LOC101237801	Hydractinia|LOC130621790
OG0008077	Hydra|LOC100209581	Hydractinia|LOC130622580
OG0008078	Hydra|LOC100197392	Hydractinia|LOC130622141
OG0008079	Hydra|LOC100215123	Hydractinia|LOC130621568
OG0008080	Hydra|LOC100200251	Hydractinia|LOC130630487
OG0008081	Hydra|LOC100200250	Hydractinia|LOC130630388
OG0008082	Hydra|LOC101238178	Hydractinia|LOC130622140
OG0008083	Hydra|LOC100201432	Hydractinia|LOC130630480
OG0008084	Hydra|LOC105848859	Hydractinia|LOC130644528
OG0008085	Hydra|LOC100202322	Hydractinia|LOC130645147
OG0008086	Hydra|LOC101239383	Hydractinia|LOC130644987
OG0008087	Hydra|LOC100214568	Hydractinia|LOC130623612, Hydractinia|LOC130623616, Hydractinia|LOC130614676
OG0008088	Hydra|LOC100203240	Hydractinia|LOC130630600
OG0008089	Hydra|LOC101241678	Hydractinia|LOC130635005
OG0008090	Hydra|LOC100209556	Hydractinia|LOC130635021
OG0008091	Hydra|LOC100202318	Hydractinia|LOC130638994, Hydractinia|LOC130642250
OG0008093	Hydra|LOC100208538	Hydractinia|LOC130621645
OG0008094	Hydra|LOC101234531	Hydractinia|LOC130622396
OG0008095	Hydra|LOC100212411	Hydractinia|LOC130622397
OG0008097	Hydra|LOC101237679	Hydractinia|LOC130621480
OG0008098	Hydra|LOC100204646	Hydractinia|LOC130622376
OG0008099	Hydra|LOC101240134	Hydractinia|LOC130623772
OG0008100	Hydra|LOC100207846	Hydractinia|LOC130621987
OG0008101	Hydra|LOC100206900	Hydractinia|LOC130622619
OG0008102	Hydra|LOC100205418	Hydractinia|LOC130621474
OG0008103	Hydra|LOC100210301	Hydractinia|LOC130621182
OG0008104	Hydra|LOC100202256	Hydractinia|LOC130621680
OG0008105	Hydra|LOC101241757	Hydractinia|LOC130621524
OG0008106	Hydra|LOC100214147	Hydractinia|LOC130621805
OG0008107	Hydra|LOC100204146	Hydractinia|LOC130622252
OG0008108	Hydra|LOC100210034	Hydractinia|LOC130622231
OG0008109	Hydra|LOC101234935	Hydractinia|LOC130622433
OG0008110	Hydra|LOC100198728	Hydractinia|LOC130621833
OG0008111	Hydra|LOC100215396	Hydractinia|LOC130621923
OG0008112	Hydra|LOC100207239	Hydractinia|LOC130621519
OG0008113	Hydra|LOC100208570	Hydractinia|LOC130621491
OG0008114	Hydra|LOC100214286	Hydractinia|LOC130622169
OG0008115	Hydra|LOC100207687	Hydractinia|LOC130622727
OG0008116	Hydra|LOC100198319	Hydractinia|LOC130622726
OG0008117	Hydra|LOC100205250	Hydractinia|LOC130658015
OG0008118	Hydra|LOC100200548	Hydractinia|LOC130621607
OG0008119	Hydra|LOC100197841	Hydractinia|LOC130624209
OG0008120	Hydra|LOC100214397	Hydractinia|LOC130614629
OG0008121	Hydra|LOC100199134	Hydractinia|LOC130614145
OG0008122	Hydra|LOC100212670, Hydra|LOC100202019	Hydractinia|LOC130613982
OG0008123	Hydra|LOC100207994	Hydractinia|LOC130614073
OG0008124	Hydra|LOC124809141	Hydractinia|LOC130614897
OG0008125	Hydra|LOC100210370	Hydractinia|LOC130613822
OG0008126	Hydra|LOC100206838	Hydractinia|LOC130613826
OG0008127	Hydra|LOC100203340	Hydractinia|LOC130613816
OG0008128	Hydra|LOC100209638	Hydractinia|LOC130613778
OG0008129	Hydra|LOC100199467	Hydractinia|LOC130614189
OG0008130	Hydra|LOC101238204	Hydractinia|LOC130614892
OG0008131	Hydra|LOC100200135	Hydractinia|LOC130614054
OG0008132	Hydra|LOC100208050	Hydractinia|LOC130613786
OG0008133	Hydra|LOC100212842	Hydractinia|LOC130613665
OG0008134	Hydra|LOC105846258	Hydractinia|LOC130614013
OG0008135	Hydra|LOC100197756	Hydractinia|LOC130613860
OG0008136	Hydra|LOC124809139	Hydractinia|LOC130614896
OG0008137	Hydra|LOC100206921	Hydractinia|LOC130613824
OG0008138	Hydra|LOC100206964	Hydractinia|LOC130636366
OG0008139	Hydra|LOC105845279	Hydractinia|LOC130636793, Hydractinia|LOC130636769
OG0008140	Hydra|LOC101236904	Hydractinia|LOC130644521
OG0008141	Hydra|LOC101235917	Hydractinia|LOC130644501
OG0008142	Hydra|LOC100215228	Hydractinia|LOC130645647
OG0008143	Hydra|LOC100201339	Hydractinia|LOC130644641
OG0008144	Hydra|LOC100197659	Hydractinia|LOC130614175
OG0008145	Hydra|LOC100200437	Hydractinia|LOC130613705
OG0008146	Hydra|LOC100197691	Hydractinia|LOC130614479
OG0008147	Hydra|LOC100207009	Hydractinia|LOC130656524
OG0008148	Hydra|LOC100214961	Hydractinia|LOC130657051
OG0008149	Hydra|LOC100192237	Hydractinia|LOC130644355
OG0008150	Hydra|LOC100206423	Hydractinia|LOC130644354
OG0008151	Hydra|LOC100202819	Hydractinia|LOC130644353
OG0008152	Hydra|LOC100198489	Hydractinia|LOC130645548
OG0008153	Hydra|LOC101236355	Hydractinia|LOC130649558
OG0008154	Hydra|LOC124817343	Hydractinia|LOC130648369
OG0008155	Hydra|LOC100213870	Hydractinia|LOC130649155
OG0008156	Hydra|LOC100208670	Hydractinia|LOC130648725
OG0008157	Hydra|LOC100212187	Hydractinia|LOC130626040
OG0008158	Hydra|LOC105845937	Hydractinia|LOC130625460
OG0008159	Hydra|LOC100207361	Hydractinia|LOC130626155
OG0008160	Hydra|LOC100206504	Hydractinia|LOC130625632
OG0008161	Hydra|LOC100202642	Hydractinia|LOC130625373
OG0008162	Hydra|LOC100203008	Hydractinia|LOC130625426
OG0008163	Hydra|LOC100200901	Hydractinia|LOC130626062
OG0008164	Hydra|LOC100199404	Hydractinia|LOC130625326
OG0008165	Hydra|LOC100201724	Hydractinia|LOC130626182
OG0008166	Hydra|LOC100199711	Hydractinia|LOC130625736
OG0008167	Hydra|LOC100214259	Hydractinia|LOC130625402
OG0008168	Hydra|LOC101241227	Hydractinia|LOC130624986
OG0008169	Hydra|LOC100202843	Hydractinia|LOC130625509
OG0008170	Hydra|LOC100214586	Hydractinia|LOC130626086
OG0008171	Hydra|LOC100214343	Hydractinia|LOC130625005
OG0008172	Hydra|LOC100208324	Hydractinia|LOC130649613
OG0008173	Hydra|LOC100205059	Hydractinia|LOC130648794
OG0008174	Hydra|LOC100205570	Hydractinia|LOC130649077
OG0008175	Hydra|LOC100200349	Hydractinia|LOC130649074
OG0008176	Hydra|LOC100206607	Hydractinia|LOC130648720
OG0008177	Hydra|LOC100207218	Hydractinia|LOC130649625
OG0008178	Hydra|LOC101241470	Hydractinia|LOC130654764
OG0008179	Hydra|LOC100213644	Hydractinia|LOC130653964
OG0008180	Hydra|LOC101241277	Hydractinia|LOC130655441
OG0008181	Hydra|LOC100201997	Hydractinia|LOC130658044
OG0008182	Hydra|LOC100206907	Hydractinia|LOC130656591
OG0008183	Hydra|LOC100213192	Hydractinia|LOC130656464
OG0008184	Hydra|LOC100197176	Hydractinia|LOC130656596
OG0008185	Hydra|LOC100197378	Hydractinia|LOC130656415
OG0008186	Hydra|LOC100205178	Hydractinia|LOC130656225
OG0008187	Hydra|LOC124811390	Hydractinia|LOC130656226
OG0008188	Hydra|LOC100211017	Hydractinia|LOC130657169
OG0008189	Hydra|LOC100199826	Hydractinia|LOC130636356
OG0008190	Hydra|LOC100200982	Hydractinia|LOC130636702
OG0008191	Hydra|LOC100199576	Hydractinia|LOC130635650
OG0008192	Hydra|LOC100211007	Hydractinia|LOC130636696
OG0008193	Hydra|LOC100201682	Hydractinia|LOC130654478
OG0008194	Hydra|LOC100214077	Hydractinia|LOC130654476
OG0008195	Hydra|LOC101234303	Hydractinia|LOC130648816
OG0008196	Hydra|LOC100198344	Hydractinia|LOC130648819
OG0008197	Hydra|LOC101236467	Hydractinia|LOC130646361
OG0008198	Hydra|LOC100201974	Hydractinia|LOC130636497
OG0008199	Hydra|LOC100199602	Hydractinia|LOC130636331
OG0008201	Hydra|LOC100200751	Hydractinia|LOC130614080
OG0008202	Hydra|LOC100204984	Hydractinia|LOC130636359
OG0008203	Hydra|LOC100208936	Hydractinia|LOC130636358
OG0008204	Hydra|LOC100200350	Hydractinia|LOC130649654
OG0008205	Hydra|LOC100200068	Hydractinia|LOC130648399
OG0008206	Hydra|LOC105846977	Hydractinia|LOC130648400
OG0008207	Hydra|LOC100215398	Hydractinia|LOC130648410
OG0008208	Hydra|LOC100207065	Hydractinia|LOC130648403
OG0008209	Hydra|LOC100213598	Hydractinia|LOC130648814
OG0008210	Hydra|LOC100197708	Hydractinia|LOC130656830
OG0008211	Hydra|LOC100200081	Hydractinia|LOC130636005
OG0008212	Hydra|LOC100207704	Hydractinia|LOC130635773
OG0008213	Hydra|LOC100212672	Hydractinia|LOC130641987
