Orthogroup	longest_isoform_HydraProteins	longest_isoform_NematostellaProteins
OG0008166	Hydra|LOC100199711	Nematostella|LOC5501646
OG0008167	Hydra|LOC100214259	Nematostella|LOC5520349
OG0008168	Hydra|LOC101241227	Nematostella|LOC5520348
OG0008169	Hydra|LOC100202843	Nematostella|LOC5517391
OG0008170	Hydra|LOC100214586	Nematostella|LOC5499958
OG0008171	Hydra|LOC100214343	Nematostella|LOC5519012
OG0008172	Hydra|LOC100208324	Nematostella|LOC5520584
OG0008173	Hydra|LOC100205059	Nematostella|LOC5511734
OG0008174	Hydra|LOC100205570	Nematostella|LOC5514537
OG0008175	Hydra|LOC100200349	Nematostella|LOC5520244
OG0008176	Hydra|LOC100206607	Nematostella|LOC5520132
OG0008177	Hydra|LOC100207218	Nematostella|LOC5520637
OG0008178	Hydra|LOC101241470	Nematostella|LOC5503063
OG0008179	Hydra|LOC100213644	Nematostella|LOC116601563
OG0008180	Hydra|LOC101241277	Nematostella|LOC5507703
OG0008181	Hydra|LOC100201997	Nematostella|LOC5515368
OG0008182	Hydra|LOC100206907	Nematostella|LOC5511968
OG0008183	Hydra|LOC100213192	Nematostella|LOC5506333
OG0008184	Hydra|LOC100197176	Nematostella|LOC5520710
OG0008185	Hydra|LOC100197378	Nematostella|LOC5509736
OG0008186	Hydra|LOC100205178	Nematostella|LOC5501277
OG0008187	Hydra|LOC124811390	Nematostella|LOC5518371
OG0008188	Hydra|LOC100211017	Nematostella|LOC5515991
OG0008189	Hydra|LOC100199826	Nematostella|LOC5503208
OG0008190	Hydra|LOC100200982	Nematostella|LOC5504858
OG0008191	Hydra|LOC100199576	Nematostella|LOC5509445
OG0008192	Hydra|LOC100211007	Nematostella|LOC5509962
OG0008193	Hydra|LOC100201682	Nematostella|LOC5519200
OG0008194	Hydra|LOC100214077	Nematostella|LOC5499186
OG0008195	Hydra|LOC101234303	Nematostella|LOC5511768
OG0008196	Hydra|LOC100198344	Nematostella|LOC5510124
OG0008197	Hydra|LOC101236467	Nematostella|LOC5508071
OG0008198	Hydra|LOC100201974	Nematostella|LOC5517224
OG0008199	Hydra|LOC100199602	Nematostella|LOC5506607
OG0008201	Hydra|LOC100200751	Nematostella|LOC5505155
OG0008202	Hydra|LOC100204984	Nematostella|LOC5510989
OG0008203	Hydra|LOC100208936	Nematostella|LOC5501668
OG0008204	Hydra|LOC100200350	Nematostella|LOC5506895
OG0008205	Hydra|LOC100200068	Nematostella|LOC5516900
OG0008206	Hydra|LOC105846977	Nematostella|LOC5504662
OG0008207	Hydra|LOC100215398	Nematostella|LOC5508300
OG0008208	Hydra|LOC100207065	Nematostella|LOC5520211
OG0008209	Hydra|LOC100213598	Nematostella|LOC5509634
OG0008210	Hydra|LOC100197708	Nematostella|LOC5521525
OG0008211	Hydra|LOC100200081	Nematostella|LOC5506615
OG0008212	Hydra|LOC100207704	Nematostella|LOC5509949
OG0008213	Hydra|LOC100212672	Nematostella|LOC5501225
OG0008214	Hydra|LOC100201270	Nematostella|LOC5502190
OG0008215	Hydra|LOC100213777	Nematostella|LOC5503654
OG0008216	Hydra|LOC100211798	Nematostella|LOC5509397
OG0008217	Hydra|LOC100199065	Nematostella|LOC5518645
OG0008218	Hydra|LOC100213274	Nematostella|LOC5509351
OG0008219	Hydra|LOC100211326	Nematostella|LOC5518911
OG0008220	hyfzd5/8	Nematostella|LOC5514782
OG0008221	Hydra|LOC100208704	Nematostella|LOC5500406
OG0008222	Hydra|LOC100205713	Nematostella|LOC5507825
OG0008223	Hydra|LOC101238512	Nematostella|LOC5514297
OG0008224	Hydra|LOC101239185	Nematostella|LOC5513500
OG0008225	lrr-1	Nematostella|LOC5516398
OG0008226	Hydra|LOC124807741	Nematostella|LOC5519175
OG0008227	Hydra|LOC101240198	Nematostella|LOC5519801
OG0008230	Hydra|LOC100213291	Nematostella|LOC5521566
OG0008231	Hydra|LOC100202272	Nematostella|LOC5515289
OG0008232	Hydra|LOC100203139	Nematostella|LOC5519254
OG0008233	Hydra|LOC100206732	Nematostella|LOC5519195
OG0008234	Hydra|LOC100215007	Nematostella|LOC5516409
OG0008235	Hydra|LOC100198317	Nematostella|LOC5511171
OG0008236	Hydra|LOC100204986	Nematostella|LOC5512916
OG0008237	Hydra|LOC100201544	Nematostella|LOC5512913
OG0008238	Hydra|LOC101236441	Nematostella|LOC116618917
OG0008239	Hydra|LOC101235392	Nematostella|LOC5509936
OG0008240	Hydra|LOC100206601	Nematostella|LOC5514343
OG0008241	Hydra|LOC100209441	Nematostella|LOC5515240
OG0008242	Hydra|LOC100202550	Nematostella|LOC5517731
OG0008243	Hydra|LOC100210284	Nematostella|LOC5513525
OG0008244	Hydra|LOC100197842	Nematostella|LOC5521890
OG0008245	Hydra|LOC100211414	Nematostella|LOC5516472
OG0008246	Hydra|LOC100209716	Nematostella|LOC5510801
OG0008247	Hydra|LOC101240112	Nematostella|LOC5512947
OG0008248	Hydra|LOC100200475	Nematostella|LOC5507445
OG0008249	Hydra|LOC101236336	Nematostella|LOC116618357
OG0008250	Hydra|LOC100198511	Nematostella|LOC5507976
OG0008251	Hydra|LOC100205929	Nematostella|LOC5516263
OG0008252	Hydra|LOC100212788	Nematostella|LOC5520941
OG0008253	Hydra|LOC100212584	Nematostella|LOC5517861
OG0008255	Hydra|LOC100204400	Nematostella|LOC5514196
OG0008256	Hydra|LOC101241672	Nematostella|LOC5519476
OG0008257	Hydra|LOC100206913	Nematostella|LOC5506824
OG0008258	Hydra|LOC100210562	Nematostella|LOC5511863
OG0008259	Hydra|LOC100215889	Nematostella|LOC5501231
OG0008260	Hydra|LOC101240934	Nematostella|LOC116614911
OG0008261	Hydra|LOC100213180	Nematostella|LOC5515833
OG0008262	Hydra|LOC100205882	Nematostella|LOC5521172
OG0008263	Hydra|LOC101236679	Nematostella|LOC5521619
OG0008264	Hydra|LOC100203523	Nematostella|LOC5516356
OG0008265	Hydra|LOC100202574	Nematostella|LOC5515564
OG0008266	Hydra|LOC100209426	Nematostella|LOC5521171
OG0008267	Hydra|LOC100209407	Nematostella|LOC5515817
OG0008268	Hydra|LOC100200361	Nematostella|LOC5508791
OG0008269	Hydra|LOC101241782	Nematostella|LOC116612560, Nematostella|LOC5516162
OG0008270	Hydra|LOC100201849	Nematostella|LOC5504034
OG0008271	Hydra|LOC100210913	Nematostella|LOC5520800
OG0008272	Hydra|LOC101238664	Nematostella|LOC5518951
OG0008273	Hydra|LOC100210272	Nematostella|LOC5510765
OG0008274	Hydra|LOC101236368	Nematostella|LOC5511963
OG0008275	Hydra|LOC100201057	Nematostella|LOC5504073
OG0008276	Hydra|LOC100215698	Nematostella|LOC5520425
OG0008277	Hydra|LOC101235255	Nematostella|LOC5512541
OG0008278	Hydra|LOC100214238	Nematostella|LOC5520202
OG0008279	Hydra|LOC100197468	Nematostella|LOC5516969
OG0008280	Hydra|LOC101238359	Nematostella|LOC5518035
OG0008281	Hydra|LOC100199199	Nematostella|LOC5514092
OG0008282	Hydra|LOC105844630	Nematostella|LOC5514219
OG0008283	Hydra|LOC100207210	Nematostella|LOC5520679
OG0008284	Hydra|LOC100212223	Nematostella|LOC5504672
OG0008285	Hydra|LOC100212363	Nematostella|LOC116601905
OG0008286	Hydra|LOC100208834	Nematostella|LOC5507079
OG0008287	Hydra|LOC100209595	Nematostella|LOC5512694
OG0008288	Hydra|LOC124817817	Nematostella|LOC5516884
OG0008289	Hydra|LOC100215982	Nematostella|LOC125556768
OG0008290	Hydra|LOC100213673	Nematostella|LOC5518095
OG0008291	Hydra|LOC100214433	Nematostella|LOC5521018
OG0008292	Hydra|LOC100192262	Nematostella|LOC116602101
OG0008293	Hydra|LOC101235239	Nematostella|LOC5518020
OG0008294	Hydra|LOC101239932	Nematostella|LOC5521494
OG0008296	Hydra|LOC100200516	Nematostella|LOC5505168
OG0008297	Hydra|LOC100210041	Nematostella|LOC5507542
OG0008298	Hydra|LOC100197558	Nematostella|LOC5503625
OG0008299	Hydra|LOC100201063	Nematostella|LOC5510970
OG0008300	Hydra|LOC101238393	Nematostella|LOC5515405
OG0008301	Hydra|LOC100201169	Nematostella|LOC5506264
OG0008302	Hydra|LOC101237442	Nematostella|LOC5510599
OG0008303	Hydra|LOC101235135	Nematostella|LOC5520771
OG0008304	Hydra|LOC100209242	Nematostella|LOC5512202
OG0008305	Hydra|LOC100197033	Nematostella|LOC5498901
OG0008307	Hydra|LOC100210366	Nematostella|LOC116604641
OG0008308	Hydra|LOC100197225	Nematostella|LOC5522129
OG0008309	Hydra|LOC100201302	Nematostella|LOC5509391
OG0008310	Hydra|LOC105844364	Nematostella|LOC5508606
OG0008311	Hydra|LOC100204358	Nematostella|LOC5512578
OG0008312	Hydra|LOC100206462	Nematostella|LOC5513247
OG0008313	Hydra|LOC100205191	Nematostella|LOC5521848
OG0008314	Hydra|LOC100199360	Nematostella|LOC5511250
OG0008315	Hydra|LOC101239853	Nematostella|LOC5511972
OG0008317	Hydra|LOC100199926	Nematostella|LOC5509803
OG0008318	Hydra|LOC100200779	Nematostella|LOC5511157
OG0008319	Hydra|LOC100212924	Nematostella|LOC5515844
OG0008320	Hydra|LOC100205983	Nematostella|LOC5510656
OG0008321	Hydra|LOC105847882	Nematostella|LOC5517885
OG0008322	Hydra|LOC100205860	Nematostella|LOC5515571
OG0008323	Hydra|LOC100209405	Nematostella|LOC5521127
OG0008324	Hydra|LOC100207479	Nematostella|LOC5517912
OG0008325	Hydra|LOC100199511	Nematostella|LOC5505333
OG0008326	Hydra|LOC100200753	Nematostella|LOC5517249
OG0008327	Hydra|LOC100206807	Nematostella|LOC5514799
OG0008328	Hydra|LOC100198617	Nematostella|LOC5516743
OG0008329	Hydra|LOC100204237	Nematostella|LOC5518107
OG0008330	Hydra|LOC100201284	Nematostella|LOC116604076
OG0008331	Hydra|LOC100205922	Nematostella|LOC116614594
OG0008332	Hydra|LOC100211113	Nematostella|LOC5522264
OG0008333	Hydra|LOC100214352	Nematostella|LOC5519362
OG0008334	Hydra|LOC100204009	Nematostella|LOC116604034
OG0008335	Hydra|LOC100197480	Nematostella|LOC5519396
OG0008336	Hydra|LOC100213808	Nematostella|LOC5515355
OG0008337	Hydra|LOC105845166	Nematostella|LOC5517180
OG0008338	Hydra|LOC100211403	Nematostella|LOC5509776
OG0008339	Hydra|LOC100212671	Nematostella|LOC5508912
OG0008340	Hydra|LOC100208775	Nematostella|LOC5521645
OG0008341	Hydra|LOC105845147	Nematostella|LOC5508623
OG0008342	Hydra|LOC100207745	Nematostella|LOC5510954
OG0008343	Hydra|LOC100210859	Nematostella|LOC5502471
OG0008344	Hydra|LOC100213417	Nematostella|LOC5512883
OG0008345	Hydra|LOC100200468	Nematostella|LOC5501111
OG0008346	Hydra|LOC105843796	Nematostella|LOC5519594
OG0008347	Hydra|LOC101239919	Nematostella|LOC5503941
OG0008348	Hydra|LOC100212991	Nematostella|LOC5512876
OG0008349	Hydra|LOC100208540	Nematostella|LOC5504006
OG0008350	Hydra|LOC100212519	Nematostella|LOC116604285
OG0008351	Hydra|LOC100201501	Nematostella|LOC5509026
OG0008352	Hydra|LOC100198903	Nematostella|LOC5510108
OG0008353	Hydra|LOC100197237	Nematostella|LOC116611673
OG0008354	Hydra|LOC100208171	Nematostella|LOC5520164
OG0008355	Hydra|LOC100206857	Nematostella|LOC5508314
OG0008356	Hydra|LOC101235836	Nematostella|LOC5520196
OG0008357	Hydra|LOC100209968	Nematostella|LOC5507033
OG0008358	Hydra|LOC100208858	Nematostella|LOC5508155
OG0008359	Hydra|LOC100204116	Nematostella|LOC5519627
OG0008360	Hydra|LOC100202780	Nematostella|LOC5504550
OG0008361	Hydra|LOC100213041	Nematostella|LOC5520151
OG0008362	Hydra|LOC100207631	Nematostella|LOC116615540
OG0008363	Hydra|LOC100209027	Nematostella|LOC5517029
OG0008364	Hydra|LOC100202383	Nematostella|LOC5512270
OG0008365	Hydra|LOC100201675	Nematostella|LOC5508428
OG0008366	Hydra|LOC101240865	Nematostella|LOC116616958
OG0008367	Hydra|LOC101235534	Nematostella|LOC5510098
OG0008368	Hydra|LOC100200593	Nematostella|LOC5501802
OG0008369	Hydra|LOC100209945	Nematostella|LOC5506255
OG0008370	Hydra|LOC100202669	Nematostella|LOC5509374
OG0008371	Hydra|LOC100197798	Nematostella|LOC5516291
OG0008372	Hydra|LOC105849093	Nematostella|LOC5508285
OG0008373	Hydra|LOC100206716	Nematostella|LOC116617202
OG0008374	Hydra|LOC101236161	Nematostella|LOC5520491
OG0008375	Hydra|LOC100202527	Nematostella|LOC5511144
OG0008376	Hydra|LOC100210250	Nematostella|LOC5502738
OG0008377	Hydra|LOC101239184	Nematostella|LOC5506485
OG0008378	Hydra|LOC100214288	Nematostella|LOC5521737
OG0008379	Hydra|LOC100211215	Nematostella|LOC5509833
OG0008380	Hydra|LOC100206611	Nematostella|LOC5506266
OG0008381	Hydra|LOC100215655	Nematostella|LOC5521379
OG0008382	Hydra|LOC100203415	Nematostella|LOC5500548, Nematostella|LOC5501221
OG0008383	Hydra|LOC100202940	Nematostella|LOC5517819
OG0008384	Hydra|LOC101241766	Nematostella|LOC116617730
OG0008385	Hydra|LOC100201589	Nematostella|LOC5519150
OG0008386	Hydra|LOC100209749	Nematostella|LOC5516525
OG0008387	Hydra|LOC100214005	Nematostella|LOC5507824
OG0008388	Hydra|LOC100209948	Nematostella|LOC5508679
OG0008389	Hydra|LOC100212818	Nematostella|LOC5517045
OG0008390	Hydra|LOC100204104	Nematostella|LOC5501000
OG0008391	Hydra|LOC100200942	Nematostella|LOC5520815
OG0008392	Hydra|LOC100208571	Nematostella|LOC5503400
OG0008393	Hydra|LOC100212418	Nematostella|LOC5507108
OG0008394	Hydra|LOC124811133	Nematostella|LOC5521439
OG0008395	Hydra|LOC100212435	Nematostella|LOC5504630
OG0008396	Hydra|LOC100213404	Nematostella|LOC5504956
OG0008397	Hydra|LOC105847254	Nematostella|LOC5519375
OG0008398	Hydra|LOC100214508	Nematostella|LOC5501593
OG0008399	Hydra|LOC100203585	Nematostella|LOC5520705
OG0008400	Hydra|LOC100204413	Nematostella|LOC5507097
OG0008401	Hydra|LOC100200157	Nematostella|LOC5513009
OG0008402	Hydra|LOC101240548	Nematostella|LOC5518497
OG0008403	Hydra|LOC100201595	Nematostella|LOC5510572
OG0008404	Hydra|LOC100212745	Nematostella|LOC5513160
OG0008405	Hydra|LOC100210703	Nematostella|LOC5514340
OG0008406	Hydra|LOC100202741	Nematostella|LOC5515520
OG0008407	Hydra|LOC100206780	Nematostella|LOC5504200
OG0008408	Hydra|LOC124811334	Nematostella|LOC5514945
OG0008409	Hydra|LOC100204000	Nematostella|LOC5508385
OG0008410	Hydra|LOC100203029	Nematostella|LOC5515210
OG0008411	Hydra|LOC100197226	Nematostella|LOC5502105
OG0008412	Hydra|LOC100204767	Nematostella|LOC5507980
OG0008413	Hydra|LOC100208979	Nematostella|LOC5518144
OG0008414	Hydra|LOC101239170	Nematostella|LOC5501013
OG0008415	Hydra|LOC100207514	Nematostella|LOC116620266
OG0008416	Hydra|LOC100211412	Nematostella|LOC5502103
OG0008417	Hydra|LOC100198199	Nematostella|LOC5513130
OG0008418	Hydra|LOC100200073	Nematostella|LOC116613704
OG0008419	Hydra|LOC100200408	Nematostella|LOC116617595
OG0008420	Hydra|LOC100213132	Nematostella|LOC5518329
OG0008422	Hydra|LOC100197697	Nematostella|LOC5518514
OG0008423	Hydra|LOC100201262	Nematostella|LOC5519131
OG0008424	Hydra|LOC101234406	Nematostella|LOC5521173
OG0008425	Hydra|LOC100210462	Nematostella|LOC5519838
OG0008426	Hydra|LOC100206781	Nematostella|LOC5521772
OG0008427	Hydra|LOC100209087	Nematostella|LOC5517940
OG0008428	Hydra|LOC100200452	Nematostella|LOC5517947
OG0008429	Hydra|LOC100208732	Nematostella|LOC5513155
OG0008430	Hydra|LOC101238186	Nematostella|LOC5521762
OG0008431	Hydra|LOC100206114	Nematostella|LOC116604234
OG0008432	Hydra|LOC100201454	Nematostella|LOC5521334
OG0008433	Hydra|LOC100198431	Nematostella|LOC5505206
OG0008434	Hydra|LOC100197709	Nematostella|LOC5515593
OG0008435	Hydra|LOC100198363	Nematostella|LOC116615692
OG0008436	Hydra|LOC100208847	Nematostella|LOC5502211
OG0008437	Hydra|LOC100205625	Nematostella|LOC5511796
OG0008438	Hydra|LOC100197044	Nematostella|LOC5516563
OG0008439	Hydra|LOC100210367	Nematostella|LOC5503136
OG0008440	Hydra|LOC100207093	Nematostella|LOC5503089
OG0008442	Hydra|LOC101238545	Nematostella|LOC5503635
OG0008443	Hydra|LOC100207269	Nematostella|LOC5500687
OG0008444	Hydra|LOC100202412	Nematostella|LOC5518582
OG0008445	Hydra|LOC100192289	Nematostella|LOC5512587
OG0008446	Hydra|LOC100212226	Nematostella|LOC5513415
OG0008447	Hydra|LOC100206371	Nematostella|LOC116617402
OG0008448	Hydra|LOC100213702	Nematostella|LOC5515583
OG0008449	Hydra|LOC100214661	Nematostella|LOC5504004
OG0008450	Hydra|LOC100210846	Nematostella|LOC5514220
OG0008451	Hydra|LOC100197125	Nematostella|LOC5511092
OG0008452	Hydra|LOC100214183	Nematostella|LOC5505910
OG0008454	Hydra|LOC100215094	Nematostella|LOC5510477
OG0008455	Hydra|LOC100210587	Nematostella|LOC116616157
OG0008456	Hydra|LOC100210488	Nematostella|LOC5511173
OG0008457	Hydra|LOC100199793	Nematostella|LOC5510603
OG0008458	Hydra|LOC100197285	Nematostella|LOC5506960
OG0008459	Hydra|LOC100198723	Nematostella|LOC5502391
OG0008461	Hydra|LOC100209916	Nematostella|LOC5513590
OG0008462	Hydra|LOC100209760	Nematostella|LOC5518247
OG0008463	Hydra|LOC101234331	Nematostella|LOC5506257
OG0008464	Hydra|LOC100197714	Nematostella|LOC5515930
OG0008465	Hydra|LOC101240556	Nematostella|LOC5515879
OG0008466	Hydra|LOC100209922	Nematostella|LOC5516290
OG0008467	Hydra|LOC100210565	Nematostella|LOC5514436
OG0008468	Hydra|LOC100201438	Nematostella|LOC5517404
OG0008469	Hydra|LOC100201787	Nematostella|LOC5509784
OG0008470	Hydra|LOC101241243	Nematostella|LOC5511158
OG0008471	Hydra|LOC124811664	Nematostella|LOC5510922
OG0008472	Hydra|LOC100202705	Nematostella|LOC5512739
OG0008473	Hydra|LOC100214898	Nematostella|LOC5502437
OG0008474	Hydra|LOC100199126	Nematostella|LOC5522144
OG0008475	Hydra|LOC100200026	Nematostella|LOC5504043
OG0008476	Hydra|LOC100212746	Nematostella|LOC5504361
OG0008477	Hydra|LOC100212042	Nematostella|LOC5511889
OG0008478	Hydra|LOC100214574	Nematostella|LOC5510974
OG0008479	Hydra|LOC100199544	Nematostella|LOC5511054
OG0008480	Hydra|LOC100202783	Nematostella|LOC5507540
OG0008481	Hydra|LOC105846310	Nematostella|LOC5520442
OG0008482	Hydra|LOC101241002	Nematostella|LOC5503442
OG0008483	Hydra|LOC100202714	Nematostella|LOC5506769
OG0008484	Hydra|LOC101237345	Nematostella|LOC5508295
OG0008485	Hydra|LOC100213767	Nematostella|LOC5511727
OG0008487	Hydra|LOC100199409	Nematostella|LOC5518215
OG0008488	Hydra|LOC100210044	Nematostella|LOC5505628
OG0008489	Hydra|LOC100212486	Nematostella|LOC5502062
OG0008490	Hydra|LOC100203001	Nematostella|LOC5514319
OG0008491	Hydra|LOC100211723	Nematostella|LOC5520443
OG0008492	Hydra|LOC100197652	Nematostella|LOC5510671
OG0008493	Hydra|LOC100213799	Nematostella|LOC5518304
OG0008494	Hydra|LOC100201888	Nematostella|LOC5515949
OG0008495	Hydra|LOC101238049	Nematostella|LOC5507582
OG0008496	Hydra|LOC101235318	Nematostella|LOC5514421
OG0008498	Hydra|LOC105846713	Nematostella|LOC116620296
OG0008499	Hydra|LOC100207912	Nematostella|LOC116601455
OG0008500	Hydra|LOC100208466	Nematostella|LOC5517767
OG0008501	Hydra|LOC100213694	Nematostella|LOC5514696
OG0008502	Hydra|LOC100209250	Nematostella|LOC5503854
OG0008503	Hydra|LOC100201893	Nematostella|LOC5511674
OG0008504	Hydra|LOC100211932	Nematostella|LOC5507128
OG0008505	Hydra|LOC100206463	Nematostella|LOC5520884
OG0008506	Hydra|LOC100198376	Nematostella|LOC5511961
OG0008507	Hydra|LOC105847182	Nematostella|LOC116603703
OG0008508	Hydra|LOC100202406	Nematostella|LOC5519051
OG0008509	Hydra|LOC101239023	Nematostella|LOC5515185
OG0008510	Hydra|LOC100201116	Nematostella|LOC5517166
OG0008511	Hydra|LOC101238383	Nematostella|LOC5504501
OG0008512	Hydra|LOC100201868	Nematostella|LOC5515202
OG0008513	Hydra|LOC100206528	Nematostella|LOC5519003
OG0008514	Hydra|LOC100211438	Nematostella|LOC5515481
OG0008515	Hydra|LOC101235065	Nematostella|LOC5509935
OG0008516	Hydra|LOC100208434	Nematostella|LOC5512392
OG0008517	Hydra|LOC100197984	Nematostella|LOC116601872
OG0008518	Hydra|LOC100202729	Nematostella|LOC5509474
OG0008519	Hydra|LOC105845605	Nematostella|LOC5517175
OG0008520	Hydra|LOC100212376	Nematostella|LOC5502904
OG0008521	Hydra|LOC101236238	Nematostella|LOC5522320
OG0008522	Hydra|LOC100206923	Nematostella|LOC5511330
OG0008523	Hydra|LOC100203342	Nematostella|LOC5504980
OG0008524	Hydra|LOC100215444	Nematostella|LOC5517728
OG0008525	Hydra|LOC100210536	Nematostella|LOC5512142
OG0008526	Hydra|LOC100206145	Nematostella|LOC5520898
OG0008527	Hydra|LOC100203958	Nematostella|LOC5516776
OG0008528	Hydra|LOC100207540	Nematostella|LOC5516843
OG0008529	Hydra|LOC100215853	Nematostella|LOC5517874
OG0008530	Hydra|LOC105846724	Nematostella|LOC5515579
OG0008531	Hydra|LOC100208227	Nematostella|LOC5515536
OG0008532	Hydra|LOC100198412	Nematostella|LOC5521107
OG0008533	Hydra|LOC100200293	Nematostella|LOC5509274
OG0008534	Hydra|LOC100212436	Nematostella|LOC5516428
OG0008535	Hydra|LOC100205593	Nematostella|LOC5515747
OG0008536	Hydra|LOC100206823	Nematostella|LOC5509133
OG0008537	Hydra|LOC100203280	Nematostella|LOC5516748
OG0008538	Hydra|LOC100215649	Nematostella|LOC5514339
OG0008539	Hydra|LOC100211375	Nematostella|LOC5506652
OG0008540	Hydra|LOC100201233	Nematostella|LOC5518155
OG0008541	Hydra|LOC100210861	Nematostella|LOC5506204
OG0008542	Hydra|LOC100208823	Nematostella|LOC5504250
OG0008543	Hydra|LOC101235989	Nematostella|LOC5503418
OG0008544	Hydra|LOC100201297	Nematostella|LOC5521547
OG0008545	Hydra|LOC101239128	Nematostella|LOC5521181
OG0008546	Hydra|LOC100199563	Nematostella|LOC5521869
OG0008547	Hydra|LOC100200601	Nematostella|LOC5506616
OG0008548	Hydra|LOC100205313	Nematostella|LOC5504901
OG0008549	Hydra|LOC100199001	Nematostella|LOC5506437
OG0008550	Hydra|LOC100199024	Nematostella|LOC116601898
OG0008551	Hydra|LOC100210106	Nematostella|LOC5518112
OG0008552	Hydra|LOC100200787	Nematostella|LOC5525259
OG0008553	Hydra|LOC100205637	Nematostella|LOC5508901
OG0008554	Hydra|LOC100210131	Nematostella|LOC5508928
OG0008555	Hydra|LOC100200008	Nematostella|LOC5509368
OG0008556	Hydra|LOC100214781	Nematostella|LOC5516147
OG0008557	Hydra|LOC101239476	Nematostella|LOC5509230
OG0008558	Hydra|LOC100198304	Nematostella|LOC5511344
OG0008559	Hydra|LOC100209283	Nematostella|LOC5512875
OG0008560	Hydra|LOC100197434	Nematostella|LOC5503963
OG0008561	Hydra|LOC100200303	Nematostella|LOC5519976
OG0008562	Hydra|LOC100198813	Nematostella|LOC5519170
OG0008563	Hydra|LOC105849593	Nematostella|LOC5503788
OG0008564	Hydra|LOC101236319	Nematostella|LOC116604147
OG0008565	Hydra|LOC100205523	Nematostella|LOC5515022
OG0008566	Hydra|LOC105844705	Nematostella|LOC5504697
OG0008567	Hydra|LOC101240194	Nematostella|LOC5520323
OG0008568	Hydra|LOC100199860	Nematostella|LOC5509838
OG0008569	Hydra|LOC100203743	Nematostella|LOC5521311
OG0008570	Hydra|LOC100208125	Nematostella|LOC5516487
OG0008571	Hydra|LOC101241560	Nematostella|LOC5514012
OG0008572	Hydra|LOC100211569	Nematostella|LOC5518598
OG0008573	Hydra|LOC100211033	Nematostella|LOC5500684
OG0008574	Hydra|LOC100211167	Nematostella|LOC5517990
OG0008575	Hydra|LOC101240404	Nematostella|LOC5518535
OG0008576	Hydra|LOC100210073	Nematostella|LOC5521354
OG0008577	Hydra|LOC100197920	Nematostella|LOC5511349
OG0008578	Hydra|LOC101238654	Nematostella|LOC116618669
OG0008579	Hydra|LOC100208960	Nematostella|LOC5502223
OG0008580	Hydra|LOC100210673	Nematostella|LOC5522244
OG0008581	Hydra|LOC100215062	Nematostella|LOC5515656
OG0008582	Hydra|LOC100206482	Nematostella|LOC5511394
OG0008583	Hydra|LOC101234786	Nematostella|LOC5517028
OG0008584	Hydra|LOC100208137	Nematostella|LOC5510648
OG0008585	Hydra|LOC100214886	Nematostella|LOC116617145
OG0008586	Hydra|LOC100209444	Nematostella|LOC5518825
OG0008587	Hydra|LOC101240855	Nematostella|LOC5502014
OG0008588	Hydra|LOC100213708	Nematostella|LOC5518255
OG0008590	Hydra|LOC100200033	Nematostella|LOC5519563
OG0008591	Hydra|LOC100211313	Nematostella|LOC5511111
OG0008592	Hydra|LOC100207863	Nematostella|LOC5505410
OG0008593	Hydra|LOC101239914	Nematostella|LOC5518846
OG0008594	Hydra|LOC100210869	Nematostella|LOC5521049
OG0008595	Hydra|LOC100199885	Nematostella|LOC5510319
OG0008596	Hydra|LOC101239667	Nematostella|LOC5515138
OG0008597	Hydra|LOC100197183	Nematostella|LOC5501699
OG0008598	Hydra|LOC100201864	Nematostella|LOC5513799
OG0008599	Hydra|LOC100203550	Nematostella|LOC5518027
OG0008601	Hydra|LOC124817662	Nematostella|LOC5506415
OG0008602	Hydra|LOC100211225	Nematostella|LOC5510122
OG0008603	Hydra|LOC100215589	Nematostella|LOC5508450
OG0008604	Hydra|LOC105844516	Nematostella|LOC5511718
OG0008605	Hydra|LOC100207471	Nematostella|LOC5509540
OG0008606	Hydra|LOC100210963	Nematostella|LOC5509659
OG0008607	Hydra|LOC101236247	Nematostella|LOC5509577
OG0008608	Hydra|LOC100204908	Nematostella|LOC116603954
OG0008609	Hydra|LOC101236832	Nematostella|LOC5520253
OG0008610	Hydra|LOC100202298	Nematostella|LOC5511757
OG0008611	Hydra|LOC100203614	Nematostella|LOC5522173
OG0008612	Hydra|LOC100208124	Nematostella|LOC5519138
OG0008613	Hydra|LOC100207538	Nematostella|LOC5518293
OG0008614	Hydra|LOC100202640	Nematostella|LOC5519602
OG0008615	Hydra|LOC100215215	Nematostella|LOC5512444
OG0008616	Hydra|LOC100197690	Nematostella|LOC5515693
OG0008617	Hydra|LOC100204867	Nematostella|LOC5501628
OG0008618	Hydra|LOC100198078	Nematostella|LOC116618849
OG0008619	Hydra|LOC100208838	Nematostella|LOC5512894
OG0008620	Hydra|LOC100211621	Nematostella|LOC5509861
OG0008621	Hydra|LOC100197367	Nematostella|LOC5511395
OG0008622	Hydra|LOC100205130	Nematostella|LOC5519542
OG0008623	Hydra|LOC105850970	Nematostella|LOC5502327
OG0008624	Hydra|LOC100215919	Nematostella|LOC5512265
OG0008625	Hydra|LOC100199272	Nematostella|LOC5511904
OG0008626	Hydra|LOC100207815	Nematostella|LOC5518014
OG0008627	Hydra|LOC105846648	Nematostella|LOC5513809
OG0008628	Hydra|LOC100204271	Nematostella|LOC5518044
OG0008629	Hydra|LOC100214507	Nematostella|LOC5510470
