Orthogroup	longest_isoform_HydraProteins	longest_isoform_ClytiaProteins
OG0007405	Hydra|LOC100205491	Clytia|LOC_032477
OG0007406	Hydra|LOC100209532	Clytia|LOC_032505
OG0007407	Hydra|LOC100213212	Clytia|LOC_032508
OG0007408	Hydra|LOC100205984	Clytia|LOC_032516
OG0007409	Hydra|LOC100204682	Clytia|LOC_032520
OG0007410	Hydra|LOC100203935	Clytia|LOC_032551
OG0007411	Hydra|LOC124809034	Clytia|LOC_032564
OG0007413	Hydra|LOC100215100	Clytia|LOC_032569
OG0007414	Hydra|LOC100197589	Clytia|LOC_032576
OG0007415	Hydra|LOC100213010	Clytia|LOC_032577
OG0007416	Hydra|LOC101238620	Clytia|LOC_032580
OG0007417	Hydra|LOC100197170	Clytia|LOC_032582
OG0007418	Hydra|LOC100203461	Clytia|LOC_032584
OG0007419	Hydra|LOC100201975	Clytia|LOC_032630
OG0007420	Hydra|LOC101240301	Clytia|LOC_032636
OG0007421	Hydra|LOC100206710	Clytia|LOC_032643
OG0007422	Hydra|LOC100199311	Clytia|LOC_032645
OG0007424	Hydra|LOC105848395	Clytia|LOC_032659, Clytia|LOC_032697
OG0007425	Hydra|LOC101241140	Clytia|LOC_032671
OG0007426	Hydra|LOC100214351	Clytia|LOC_032684
OG0007427	Hydra|LOC100204864	Clytia|LOC_032687
OG0007428	Hydra|LOC100204584	Clytia|LOC_032689
OG0007429	Hydra|LOC100207419	Clytia|LOC_032691
OG0007430	Hydra|LOC101237161	Clytia|LOC_032694
OG0007431	Hydra|LOC100199504	Clytia|LOC_032695
OG0007432	Hydra|LOC101240972	Clytia|LOC_032700
OG0007433	Hydra|LOC100210003	Clytia|LOC_032729
OG0007434	Hydra|LOC105845831	Clytia|LOC_032746
OG0007435	Hydra|LOC100214162	Clytia|LOC_032754
OG0007436	Hydra|LOC100198210	Clytia|LOC_032800
OG0007437	Hydra|LOC105845113	Clytia|LOC_032805
OG0007438	Hydra|LOC100202473	Clytia|LOC_032807
OG0007439	Hydra|LOC124807899	Clytia|LOC_032809
OG0007440	Hydra|LOC100210833	Clytia|LOC_032813
OG0007441	Hydra|LOC100210542	Clytia|LOC_032814
OG0007442	Hydra|LOC100214115	Clytia|LOC_032819
OG0007443	Hydra|LOC100213803	Clytia|LOC_032821
OG0007444	Hydra|LOC100207887	Clytia|LOC_032824
OG0007445	Hydra|LOC100203387	Clytia|LOC_032877
OG0007446	Hydra|LOC100199850	Clytia|LOC_032886
OG0007447	Hydra|LOC101239444	Clytia|LOC_032910
OG0007448	Hydra|LOC100204971	Clytia|LOC_032911
OG0007449	Hydra|LOC100205466	Clytia|LOC_032981
OG0007450	Hydra|LOC124810006, Hydra|LOC124810016, Hydra|LOC124809379	Clytia|LOC_032987
OG0007451	Hydra|LOC100215309	Clytia|LOC_032991
OG0007452	Hydra|LOC100205708	Clytia|LOC_033010
OG0007453	Hydra|LOC105850423	Clytia|LOC_033024
OG0007454	Hydra|LOC101237887	Clytia|LOC_033027
OG0007455	Hydra|LOC100212311	Clytia|LOC_033031
OG0007456	Hydra|LOC100211808	Clytia|LOC_033042
OG0007457	Hydra|LOC100198771	Clytia|LOC_033043
OG0007458	Hydra|LOC100200866	Clytia|LOC_033065
OG0007459	Hydra|LOC100210053	Clytia|LOC_033089
OG0007460	Hydra|LOC100208892	Clytia|LOC_033090
OG0007461	Hydra|LOC100215511	Clytia|LOC_033092
OG0007462	Hydra|LOC100213734	Clytia|LOC_033097
OG0007463	Hydra|LOC100202202, Hydra|LOC100208988	Clytia|LOC_033103
OG0007464	Hydra|LOC105845490	Clytia|LOC_033106
OG0007465	Hydra|LOC124809231	Clytia|LOC_033152
OG0007466	Hydra|LOC100192302	Clytia|LOC_033169
OG0007467	Hydra|LOC100199962	Clytia|LOC_033170
OG0007468	Hydra|LOC100215194	Clytia|LOC_033173
OG0007469	Hydra|LOC100213782	Clytia|LOC_033176
OG0007470	Hydra|LOC100201617	Clytia|LOC_033178
OG0007471	Hydra|LOC100205982	Clytia|LOC_033186
OG0007472	Hydra|LOC101241130	Clytia|LOC_033189
OG0007473	Hydra|LOC100212797	Clytia|LOC_033197
OG0007474	Hydra|LOC100203528	Clytia|LOC_033203
OG0007475	Hydra|LOC100199168	Clytia|LOC_033206
OG0007476	Hydra|LOC100204926	Clytia|LOC_033208
OG0007477	Hydra|LOC100203435	Clytia|LOC_033234
OG0007478	Hydra|LOC100210227	Clytia|LOC_033235
OG0007479	Hydra|LOC100211118	Clytia|LOC_033243
OG0007480	Hydra|LOC100201820	Clytia|LOC_033266
OG0007481	Hydra|LOC100209198, Hydra|LOC100202765, Hydra|LOC100209512	Clytia|LOC_033269
OG0007482	Hydra|LOC100205740	Clytia|LOC_033271
OG0007483	Hydra|LOC100205086	Clytia|LOC_033273
OG0007484	Hydra|LOC100211037	Clytia|LOC_033274
OG0007485	Hydra|LOC101236472	Clytia|LOC_033287
OG0007486	Hydra|LOC100206753	Clytia|LOC_033288
OG0007487	Hydra|LOC100201361	Clytia|LOC_033333
OG0007488	Hydra|LOC100205381	Clytia|LOC_033355
OG0007489	Hydra|LOC100206187	Clytia|LOC_033357
OG0007491	Hydra|LOC100203126	Clytia|LOC_033371
OG0007492	Hydra|LOC101237120	Clytia|LOC_033375
OG0007493	Hydra|LOC100213502	Clytia|LOC_033377
OG0007494	Hydra|LOC100215523	Clytia|LOC_033378
OG0007495	Hydra|LOC100199531	Clytia|LOC_033385
OG0007496	Hydra|LOC101237737	Clytia|LOC_033394
OG0007497	Hydra|LOC124810195	Clytia|LOC_033395
OG0007498	Hydra|LOC100207504	Clytia|LOC_033396
OG0007499	Hydra|LOC100215507	Clytia|LOC_033435
OG0007500	Hydra|LOC105845494	Clytia|LOC_033445
OG0007501	Hydra|LOC100208017	Clytia|LOC_033454
OG0007503	Hydra|LOC101238286	Clytia|LOC_033514
OG0007504	Hydra|LOC100206846	Clytia|LOC_033515
OG0007505	Hydra|LOC100198630	Clytia|LOC_033521
OG0007506	Hydra|LOC100212597	Clytia|LOC_033538
OG0007507	Hydra|LOC100203600	Clytia|LOC_033543
OG0007508	Hydra|LOC100214860	Clytia|LOC_033545
OG0007509	Hydra|LOC100214367	Clytia|LOC_033546
OG0007510	Hydra|LOC100211428	Clytia|LOC_033547
OG0007511	Hydra|LOC101236767	Clytia|LOC_033560
OG0007512	Hydra|LOC100204190	Clytia|LOC_033576
OG0007513	Hydra|LOC100213546	Clytia|LOC_033629
OG0007516	Hydra|LOC100207942	Clytia|LOC_033641
OG0007518	Hydra|LOC100210265	Clytia|LOC_033655
OG0007519	Hydra|LOC100207921	Clytia|LOC_033657
OG0007520	Hydra|LOC101237560	Clytia|LOC_033660
OG0007522	Hydra|LOC100202523	Clytia|LOC_033731
OG0007523	Hydra|LOC100200096	Clytia|LOC_033749, Clytia|LOC_033734
OG0007524	Hydra|LOC100206290	Clytia|LOC_033740
OG0007525	Hydra|LOC100211075	Clytia|LOC_033743
OG0007526	Hydra|LOC100214070	Clytia|LOC_033746
OG0007527	Hydra|LOC100203830	Clytia|LOC_033748
OG0007528	Hydra|LOC100209823	Clytia|LOC_033773
OG0007529	Hydra|LOC100206133	Clytia|LOC_033778
OG0007530	Hydra|LOC100206956	Clytia|LOC_033800
OG0007531	Hydra|LOC100215346	Clytia|LOC_033809
OG0007532	Hydra|LOC100215156	Clytia|LOC_033813
OG0007533	Hydra|LOC101237681	Clytia|LOC_033814
OG0007534	Hydra|LOC100210826	Clytia|LOC_033817
OG0007535	Hydra|LOC100199552	Clytia|LOC_033819
OG0007536	Hydra|LOC105848451	Clytia|LOC_033824
OG0007537	Hydra|LOC100205283	Clytia|LOC_033834
OG0007538	Hydra|LOC100199873	Clytia|LOC_033862
OG0007539	Hydra|LOC101239002	Clytia|LOC_033863
OG0007540	Hydra|LOC100198906	Clytia|LOC_033868
OG0007541	Hydra|LOC100202757	Clytia|LOC_033870
OG0007542	Hydra|LOC124808042, Hydra|LOC100212323	Clytia|LOC_033873
OG0007543	Hydra|LOC100204451	Clytia|LOC_033903
OG0007545	Hydra|LOC100201890	Clytia|LOC_033950
OG0007546	Hydra|LOC101235666	Clytia|LOC_033951
OG0007547	Hydra|LOC100213541	Clytia|LOC_033956
OG0007548	Hydra|LOC105843959	Clytia|LOC_033957
OG0007549	Hydra|LOC100210727, Hydra|LOC124818412, Hydra|LOC100213149	Clytia|LOC_033960
OG0007550	Hydra|LOC100203284	Clytia|LOC_033965
OG0007551	Hydra|LOC100208904	Clytia|LOC_033973
OG0007552	Hydra|LOC100199104	Clytia|LOC_033987
OG0007553	Hydra|LOC100199299	Clytia|LOC_034047
OG0007554	Hydra|LOC100203701	Clytia|LOC_034048
OG0007555	Hydra|LOC100199568	Clytia|LOC_034049
OG0007556	Hydra|LOC100207428	Clytia|LOC_034058
OG0007557	Hydra|LOC100211197	Clytia|LOC_034061
OG0007558	Hydra|LOC100209553	Clytia|LOC_034106
OG0007559	Hydra|LOC100199140	Clytia|LOC_034108
OG0007560	Hydra|LOC100211127	Clytia|LOC_034171, Clytia|LOC_034244
OG0007561	Hydra|LOC100202812	Clytia|LOC_034176
OG0007562	Hydra|LOC100199845	Clytia|LOC_034178
OG0007563	Hydra|LOC100201198	Clytia|LOC_034186, Clytia|LOC_039445
OG0007564	Hydra|LOC100213223	Clytia|LOC_034188
OG0007567	Hydra|LOC100204013	Clytia|LOC_034196
OG0007568	Hydra|LOC100213359	Clytia|LOC_034197
OG0007569	Hydra|LOC100201667	Clytia|LOC_034199
OG0007570	Hydra|LOC100203960	Clytia|LOC_034201
OG0007571	Hydra|LOC100198937	Clytia|LOC_034204
OG0007572	Hydra|LOC100197871	Clytia|LOC_034205
OG0007573	Hydra|LOC100212662	Clytia|LOC_034210
OG0007574	Hydra|LOC100196975	Clytia|LOC_034212
OG0007575	Hydra|LOC100201134	Clytia|LOC_034216
OG0007576	Hydra|LOC100209705	Clytia|LOC_034297, Clytia|LOC_034233
OG0007577	Hydra|LOC101236386	Clytia|LOC_034238
OG0007578	Hydra|LOC100197754	Clytia|LOC_034239
OG0007579	Hydra|LOC100205391	Clytia|LOC_034249
OG0007580	Hydra|LOC100201631	Clytia|LOC_034256
OG0007581	Hydra|LOC100201133	Clytia|LOC_034258
OG0007582	Hydra|LOC100205878	Clytia|LOC_034260
OG0007583	Hydra|LOC100215941	Clytia|LOC_034261
OG0007584	Hydra|LOC100207390	Clytia|LOC_034268
OG0007585	Hydra|LOC100204960	Clytia|LOC_034269
OG0007586	Hydra|LOC100203295	Clytia|LOC_034275
OG0007587	Hydra|LOC100199007	Clytia|LOC_034276
OG0007588	Hydra|LOC101241287	Clytia|LOC_034278
OG0007589	Hydra|LOC100213242	Clytia|LOC_034282
OG0007590	Hydra|LOC101235068	Clytia|LOC_034283
OG0007591	gnai3	Clytia|LOC_034293
OG0007592	Hydra|LOC100202092	Clytia|LOC_034372
OG0007593	Hydra|LOC100212304	Clytia|LOC_034373
OG0007594	Hydra|LOC101241516	Clytia|LOC_034382
OG0007595	Hydra|LOC105850714	Clytia|LOC_034383
OG0007596	Hydra|LOC105848083	Clytia|LOC_034387
OG0007597	Hydra|LOC100199520	Clytia|LOC_034388
OG0007598	Hydra|LOC101237780	Clytia|LOC_034392
OG0007599	Hydra|LOC100204434	Clytia|LOC_034393
OG0007600	Hydra|LOC100207064	Clytia|LOC_034394
OG0007601	Hydra|LOC100215214	Clytia|LOC_034397
OG0007602	Hydra|LOC100199431	Clytia|LOC_034399
OG0007603	Hydra|LOC100202677	Clytia|LOC_034401
OG0007604	Hydra|LOC100200394	Clytia|LOC_034405
OG0007605	Hydra|LOC100206919	Clytia|LOC_034413
OG0007606	Hydra|LOC100199195	Clytia|LOC_034417
OG0007607	Hydra|LOC100209793	Clytia|LOC_034422
OG0007608	Hydra|LOC100214458	Clytia|LOC_034424
OG0007609	Hydra|LOC100205103	Clytia|LOC_034469
OG0007610	Hydra|LOC101238882	Clytia|LOC_034473
OG0007611	Hydra|LOC101237435	Clytia|LOC_034477
OG0007612	Hydra|LOC101238888	Clytia|LOC_034500
OG0007613	Hydra|LOC100203179	Clytia|LOC_034501
OG0007614	Hydra|LOC100211184	Clytia|LOC_034504
OG0007615	Hydra|LOC100202845	Clytia|LOC_034511
OG0007616	Hydra|LOC100201248	Clytia|LOC_034525
OG0007617	Hydra|LOC100204109	Clytia|LOC_034527
OG0007618	Hydra|LOC100198782	Clytia|LOC_034528
OG0007619	Hydra|LOC101237032	Clytia|LOC_034529
OG0007620	Hydra|LOC101236936	Clytia|LOC_034535
OG0007621	Hydra|LOC100212445	Clytia|LOC_034537
OG0007622	Hydra|LOC100206609	Clytia|LOC_034538
OG0007624	Hydra|LOC100200700	Clytia|LOC_034560
OG0007625	Hydra|LOC100212586	Clytia|LOC_034561
OG0007626	Hydra|LOC100214173	Clytia|LOC_034570
OG0007627	Hydra|LOC100210820	Clytia|LOC_034592
OG0007628	Hydra|LOC100208622	Clytia|LOC_034595
OG0007629	Hydra|LOC100212275	Clytia|LOC_034599
OG0007630	Hydra|LOC105845183	Clytia|LOC_034602
OG0007631	Hydra|LOC100206164	Clytia|LOC_034604
OG0007632	Hydra|LOC100192245	Clytia|LOC_034623
OG0007633	Hydra|LOC100201793	Clytia|LOC_034627
OG0007634	Hydra|LOC100199800	Clytia|LOC_034628
OG0007635	Hydra|LOC100211695	Clytia|LOC_034635
OG0007636	Hydra|LOC124814610	Clytia|LOC_034636
OG0007637	Hydra|LOC100210492	Clytia|LOC_034638, Clytia|LOC_034637
OG0007638	Hydra|LOC100199092	Clytia|LOC_034639
OG0007639	Hydra|LOC100207766	Clytia|LOC_034640
OG0007640	Hydra|LOC100205535	Clytia|LOC_034658
OG0007641	Hydra|LOC100214921	Clytia|LOC_034662
OG0007642	Hydra|LOC100213294	Clytia|LOC_034666
OG0007643	Hydra|LOC100210827	Clytia|LOC_034668
OG0007644	Hydra|LOC105844333	Clytia|LOC_034670
OG0007645	Hydra|LOC100201794	Clytia|LOC_034674
OG0007647	Hydra|LOC100203810	Clytia|LOC_034691
OG0007648	Hydra|LOC100197572	Clytia|LOC_034693
OG0007649	Hydra|LOC101238085	Clytia|LOC_034713
OG0007650	Hydra|LOC100208472	Clytia|LOC_034715
OG0007651	Hydra|LOC100201810	Clytia|LOC_034747
OG0007652	Hydra|LOC100204152	Clytia|LOC_034755
OG0007653	Hydra|LOC100213789	Clytia|LOC_034756
OG0007654	Hydra|LOC100209560	Clytia|LOC_034760
OG0007655	Hydra|LOC100215051	Clytia|LOC_034767
OG0007656	Hydra|LOC101234607	Clytia|LOC_045209, Clytia|LOC_034769
OG0007657	Hydra|LOC100200458	Clytia|LOC_034781
OG0007659	Hydra|LOC100199364	Clytia|LOC_034792
OG0007660	Hydra|LOC100198283	Clytia|LOC_034796
OG0007661	Hydra|LOC100215979	Clytia|LOC_034809
OG0007662	Hydra|LOC100212825	Clytia|LOC_034857
OG0007663	Hydra|LOC100211559	Clytia|LOC_034862
OG0007664	Hydra|LOC100202228	Clytia|LOC_034864
OG0007665	Hydra|LOC100199226	Clytia|LOC_034871
OG0007666	Hydra|LOC100200061	Clytia|LOC_034874
OG0007667	Hydra|LOC100212204	Clytia|LOC_034875
OG0007668	Hydra|LOC100215802	Clytia|LOC_034876
OG0007669	Hydra|LOC100211422	Clytia|LOC_034878
OG0007670	Hydra|LOC100204442	Clytia|LOC_034879
OG0007671	Hydra|LOC100199702	Clytia|LOC_034881
OG0007672	Hydra|LOC100198333	Clytia|LOC_034882
OG0007673	Hydra|LOC100208174	Clytia|LOC_034889
OG0007674	Hydra|LOC100207312	Clytia|LOC_034893
OG0007675	Hydra|LOC124819364	Clytia|LOC_034894
OG0007676	Hydra|LOC100202813	Clytia|LOC_034898
OG0007677	Hydra|LOC100203299	Clytia|LOC_034901
OG0007678	Hydra|LOC100203652	Clytia|LOC_034903
OG0007679	Hydra|LOC100207284	Clytia|LOC_034913
OG0007680	Hydra|LOC100213772	Clytia|LOC_034924
OG0007681	Hydra|LOC100202010	Clytia|LOC_034929
OG0007682	Hydra|LOC100199127	Clytia|LOC_034932
OG0007683	Hydra|LOC100211882	Clytia|LOC_034933
OG0007684	Hydra|LOC100212701	Clytia|LOC_034938
OG0007685	Hydra|LOC101235056	Clytia|LOC_034939
OG0007686	Hydra|LOC100210786	Clytia|LOC_034942
OG0007687	Hydra|LOC100211391	Clytia|LOC_034944
OG0007688	Hydra|LOC100201603	Clytia|LOC_034947
OG0007689	Hydra|LOC101234863	Clytia|LOC_034948
OG0007690	Hydra|LOC100199407	Clytia|LOC_035117
OG0007691	Hydra|LOC100212589	Clytia|LOC_035119
OG0007692	Hydra|LOC100215355	Clytia|LOC_035216
OG0007693	Hydra|LOC124811346	Clytia|LOC_035217
OG0007694	Hydra|LOC100214851	Clytia|LOC_035235
OG0007695	Hydra|LOC100199340	Clytia|LOC_035236
OG0007696	Hydra|LOC100211944	Clytia|LOC_035237
OG0007697	Hydra|LOC100202692	Clytia|LOC_035240
OG0007698	Hydra|LOC100202062	Clytia|LOC_035241
OG0007699	Hydra|LOC100199609	Clytia|LOC_035246
OG0007700	Hydra|LOC124810026	Clytia|LOC_035248
OG0007701	Hydra|LOC100214607	Clytia|LOC_035249
OG0007702	Hydra|LOC100203724	Clytia|LOC_035254
OG0007703	Hydra|LOC100209879	Clytia|LOC_035288
OG0007704	Hydra|LOC100214284	Clytia|LOC_035296
OG0007705	Hydra|LOC124811596, Hydra|LOC101240152, Hydra|LOC124815050, Hydra|LOC124817533	Clytia|LOC_035304
OG0007706	Hydra|LOC100202894	Clytia|LOC_035355
OG0007707	Hydra|LOC100201404	Clytia|LOC_035358
OG0007708	Hydra|LOC100214516	Clytia|LOC_035359
OG0007709	Hydra|LOC100205843	Clytia|LOC_035361
OG0007710	Hydra|LOC101238397	Clytia|LOC_035431
OG0007712	Hydra|LOC100207615	Clytia|LOC_035463
OG0007713	Hydra|LOC100210351	Clytia|LOC_035467
OG0007714	Hydra|LOC100203807	Clytia|LOC_035469
OG0007715	Hydra|LOC101235361	Clytia|LOC_035476
OG0007716	Hydra|LOC100201517	Clytia|LOC_035479
OG0007717	Hydra|LOC100211080	Clytia|LOC_035483
OG0007718	Hydra|LOC100210748	Clytia|LOC_035484
OG0007719	Hydra|LOC105849831	Clytia|LOC_035505
OG0007720	Hydra|LOC100203123	Clytia|LOC_035506
OG0007721	Hydra|LOC100211564	Clytia|LOC_035507
OG0007722	Hydra|LOC100213537	Clytia|LOC_035537
OG0007723	Hydra|LOC100214450	Clytia|LOC_035581, Clytia|LOC_035553, Clytia|LOC_035551
OG0007724	Hydra|LOC100208539	Clytia|LOC_035559
OG0007725	Hydra|LOC100203163	Clytia|LOC_035570
OG0007726	Hydra|LOC100201157	Clytia|LOC_035571
OG0007727	Hydra|LOC100215460	Clytia|LOC_035572
OG0007728	Hydra|LOC100214754	Clytia|LOC_035573
OG0007729	Hydra|LOC100197007	Clytia|LOC_035587
OG0007730	Hydra|LOC100211486	Clytia|LOC_035589
OG0007731	Hydra|LOC100199021	Clytia|LOC_035594
OG0007732	Hydra|LOC100213307	Clytia|LOC_035631
OG0007733	Hydra|LOC100205360	Clytia|LOC_035644
OG0007734	Hydra|LOC100198685	Clytia|LOC_035646
OG0007735	Hydra|LOC100208448	Clytia|LOC_035647
OG0007736	Hydra|LOC100214874	Clytia|LOC_035649
OG0007737	Hydra|LOC100198878	Clytia|LOC_035650
OG0007738	Hydra|LOC100199781	Clytia|LOC_035652
OG0007739	Hydra|LOC100208662	Clytia|LOC_035677
OG0007740	Hydra|LOC100208604	Clytia|LOC_035680
OG0007742	Hydra|LOC100197596	Clytia|LOC_035742
OG0007743	Hydra|LOC100200964	Clytia|LOC_035746
OG0007744	Hydra|LOC101240098	Clytia|LOC_035751
OG0007745	Hydra|LOC100199170	Clytia|LOC_035754
OG0007746	Hydra|LOC101238562	Clytia|LOC_035755
OG0007747	Hydra|LOC100200754	Clytia|LOC_035757
OG0007748	Hydra|LOC100198369	Clytia|LOC_035761
OG0007749	Hydra|LOC101236307	Clytia|LOC_035767
OG0007750	Hydra|LOC100200334	Clytia|LOC_035796
OG0007751	Hydra|LOC100204051	Clytia|LOC_035800
OG0007752	Hydra|LOC100199337	Clytia|LOC_035824
OG0007753	Hydra|LOC100209000	Clytia|LOC_035831
OG0007754	Hydra|LOC100203679	Clytia|LOC_035839
OG0007755	Hydra|LOC100211745	Clytia|LOC_035857
OG0007756	Hydra|LOC100206362	Clytia|LOC_035870
OG0007757	Hydra|LOC100209589	Clytia|LOC_035872
OG0007758	Hydra|LOC100214281	Clytia|LOC_035873
OG0007759	Hydra|LOC100202957	Clytia|LOC_035877
OG0007760	Hydra|LOC100213612	Clytia|LOC_035878
OG0007761	Hydra|LOC100198995	Clytia|LOC_035881
OG0007762	Hydra|LOC100208210	Clytia|LOC_035882
OG0007763	Hydra|LOC100203090	Clytia|LOC_035883
OG0007764	Hydra|LOC100209012	Clytia|LOC_035944
OG0007765	Hydra|LOC100205446	Clytia|LOC_035948
OG0007766	Hydra|LOC100215068	Clytia|LOC_035952
OG0007767	Hydra|LOC100208413	Clytia|LOC_035966
OG0007768	Hydra|LOC100215260	Clytia|LOC_035972
OG0007769	Hydra|LOC100210596	Clytia|LOC_035988
OG0007770	Hydra|LOC100192236	Clytia|LOC_036006
OG0007771	Hydra|LOC100215331	Clytia|LOC_036029
OG0007772	Hydra|LOC101237868	Clytia|LOC_036031
OG0007773	Hydra|LOC100205469	Clytia|LOC_036044
OG0007774	Hydra|LOC101241118, Hydra|LOC101234644	Clytia|LOC_036048
OG0007775	Hydra|LOC101236392	Clytia|LOC_036050
OG0007776	Hydra|LOC101236610	Clytia|LOC_036052
OG0007777	Hydra|LOC100213958	Clytia|LOC_036056
OG0007778	Hydra|LOC100201906	Clytia|LOC_036057
OG0007779	Hydra|LOC100214314	Clytia|LOC_036059
OG0007780	Hydra|LOC100215129	Clytia|LOC_036063
OG0007781	Hydra|LOC100213269	Clytia|LOC_036069
OG0007783	Hydra|LOC100208678	Clytia|LOC_036087
OG0007784	Hydra|LOC105846685	Clytia|LOC_036088
OG0007785	Hydra|LOC100215216	Clytia|LOC_036119
OG0007786	Hydra|LOC100203637	Clytia|LOC_036121
OG0007787	Hydra|LOC100200409	Clytia|LOC_036124
OG0007788	Hydra|LOC100198371	Clytia|LOC_036128
OG0007789	Hydra|LOC100207503	Clytia|LOC_036138
OG0007790	Hydra|LOC100210800	Clytia|LOC_036149
OG0007791	Hydra|LOC100200809	Clytia|LOC_036151
OG0007792	Hydra|LOC100213987	Clytia|LOC_036152
OG0007793	Hydra|LOC100211964	Clytia|LOC_036158
OG0007794	Hydra|LOC100215587	Clytia|LOC_036194
OG0007795	Hydra|LOC100214962	Clytia|LOC_036207
OG0007796	Hydra|LOC100211381	Clytia|LOC_036216, Clytia|LOC_036208
OG0007797	Hydra|LOC100214696	Clytia|LOC_036218
OG0007798	Hydra|LOC100198804	Clytia|LOC_036252
OG0007799	Hydra|LOC100206150	Clytia|LOC_036254
OG0007800	Hydra|LOC101238609	Clytia|LOC_036256
OG0007801	Hydra|LOC100198168	Clytia|LOC_036257
OG0007802	Hydra|LOC100204852	Clytia|LOC_036303
OG0007803	Hydra|LOC100198794	Clytia|LOC_036304
OG0007804	Hydra|LOC100210552	Clytia|LOC_036306
OG0007805	Hydra|LOC100211249	Clytia|LOC_036307
OG0007806	Hydra|LOC100207689	Clytia|LOC_036350
OG0007807	Hydra|LOC100215966	Clytia|LOC_036368, Clytia|LOC_036378
OG0007808	Hydra|LOC101240185	Clytia|LOC_036369
OG0007809	Hydra|LOC100203025	Clytia|LOC_036371
OG0007810	Hydra|LOC100200403	Clytia|LOC_036381
OG0007811	Hydra|LOC100210318	Clytia|LOC_036401
OG0007812	Hydra|LOC100213931	Clytia|LOC_036407
OG0007813	Hydra|LOC124808011	Clytia|LOC_036416
OG0007814	Hydra|LOC100206649	Clytia|LOC_036420
OG0007815	Hydra|LOC100197717	Clytia|LOC_036473
OG0007816	Hydra|LOC105844798	Clytia|LOC_036481
OG0007817	Hydra|LOC100198406	Clytia|LOC_036496
OG0007818	Hydra|LOC100215623	Clytia|LOC_036503
OG0007819	Hydra|LOC100202565	Clytia|LOC_036504
OG0007820	Hydra|LOC100198990	Clytia|LOC_036506
OG0007821	Hydra|LOC105846101	Clytia|LOC_036519
OG0007822	Hydra|LOC101240534	Clytia|LOC_036525
OG0007823	Hydra|LOC100199931	Clytia|LOC_036526
OG0007824	Hydra|LOC105847893	Clytia|LOC_036534
OG0007825	Hydra|LOC100192269	Clytia|LOC_036536
OG0007826	Hydra|LOC101239600	Clytia|LOC_036541
OG0007828	Hydra|LOC100215019	Clytia|LOC_036544
OG0007829	Hydra|LOC100201561	Clytia|LOC_036642, Clytia|LOC_036641
OG0007830	Hydra|LOC100211035	Clytia|LOC_036674
OG0007831	Hydra|LOC101238783	Clytia|LOC_042071, Clytia|LOC_036677
OG0007832	Hydra|LOC100215529	Clytia|LOC_036688
OG0007833	Hydra|LOC100202247	Clytia|LOC_036690
OG0007834	Hydra|LOC100204778	Clytia|LOC_036694
OG0007835	Hydra|LOC101240983	Clytia|LOC_036696
OG0007836	Hydra|LOC100212805	Clytia|LOC_036711
OG0007837	Hydra|LOC100200323	Clytia|LOC_036717
OG0007840	Hydra|LOC100212478	Clytia|LOC_036728
OG0007841	Hydra|LOC100204901	Clytia|LOC_036729
OG0007842	Hydra|LOC100210162	Clytia|LOC_036730
OG0007843	Hydra|LOC101241799	Clytia|LOC_036731
OG0007844	Hydra|LOC100198848	Clytia|LOC_036733
OG0007845	Hydra|LOC100209488	Clytia|LOC_036755
OG0007846	Hydra|LOC100210805	Clytia|LOC_036814
OG0007847	Hydra|LOC100202466	Clytia|LOC_036815
OG0007849	Hydra|LOC101234741	Clytia|LOC_036835
OG0007850	Hydra|LOC100210573	Clytia|LOC_036837
OG0007851	Hydra|LOC100209333	Clytia|LOC_036839
OG0007852	Hydra|LOC100205145	Clytia|LOC_036841
OG0007853	Hydra|LOC100215787	Clytia|LOC_036848
OG0007854	Hydra|LOC100200709	Clytia|LOC_036849
OG0007855	Hydra|LOC100199529	Clytia|LOC_036852
OG0007856	Hydra|LOC100211437	Clytia|LOC_036854
OG0007857	Hydra|LOC100207318	Clytia|LOC_036864
OG0007858	Hydra|LOC101238957	Clytia|LOC_036869
OG0007859	Hydra|LOC100203932	Clytia|LOC_036870
OG0007860	Hydra|LOC100210921	Clytia|LOC_036875
OG0007861	Hydra|LOC100209548	Clytia|LOC_036876
OG0007862	Hydra|LOC101236407	Clytia|LOC_036881
OG0007863	Hydra|LOC100214689	Clytia|LOC_036883
OG0007864	Hydra|LOC100209510	Clytia|LOC_036885
OG0007865	Hydra|LOC100201195	Clytia|LOC_036887
OG0007866	Hydra|LOC100204460	Clytia|LOC_036945
OG0007867	Hydra|LOC100206761	Clytia|LOC_036956
OG0007868	Hydra|LOC105845682, Hydra|LOC100203137	Clytia|LOC_036960
OG0007869	Hydra|LOC100210303	Clytia|LOC_036962
OG0007870	Hydra|LOC100215428	Clytia|LOC_036977
OG0007871	Hydra|LOC100208584	Clytia|LOC_036979
OG0007872	Hydra|LOC100197622	Clytia|LOC_036981
OG0007873	Hydra|LOC100207572	Clytia|LOC_036983
OG0007874	Hydra|LOC100214909	Clytia|LOC_036985
OG0007875	Hydra|LOC100200376	Clytia|LOC_036986
OG0007876	Hydra|LOC100197210	Clytia|LOC_036988
OG0007877	Hydra|LOC100204958	Clytia|LOC_036991
OG0007878	Hydra|LOC100200658	Clytia|LOC_037001
OG0007879	Hydra|LOC100214660	Clytia|LOC_037004
OG0007880	Hydra|LOC100211227	Clytia|LOC_037010
