Orthogroup	longest_isoform_HydraProteins	longest_isoform_XeniaProteins
OG0008536	Hydra|LOC100206823	Xenia|LOC124439990
OG0008537	Hydra|LOC100203280	Xenia|LOC124434060
OG0008538	Hydra|LOC100215649	Xenia|LOC124439795
OG0008539	Hydra|LOC100211375	Xenia|LOC124445788
OG0008540	Hydra|LOC100201233	Xenia|LOC124447201
OG0008541	Hydra|LOC100210861	Xenia|LOC124447250
OG0008542	Hydra|LOC100208823	Xenia|LOC124453197
OG0008543	Hydra|LOC101235989	Xenia|LOC124434919
OG0008544	Hydra|LOC100201297	Xenia|LOC124444086
OG0008545	Hydra|LOC101239128	Xenia|LOC124452889
OG0008546	Hydra|LOC100199563	Xenia|LOC124440299
OG0008547	Hydra|LOC100200601	Xenia|LOC124446805
OG0008548	Hydra|LOC100205313	Xenia|LOC124447513
OG0008549	Hydra|LOC100199001	Xenia|LOC124447163
OG0008550	Hydra|LOC100199024	Xenia|LOC124446540
OG0008551	Hydra|LOC100210106	Xenia|LOC124447427
OG0008552	Hydra|LOC100200787	Xenia|LOC124458538
OG0008554	Hydra|LOC100210131	Xenia|LOC124453289
OG0008555	Hydra|LOC100200008	Xenia|LOC124444270
OG0008557	Hydra|LOC101239476	Xenia|LOC124434537
OG0008558	Hydra|LOC100198304	Xenia|LOC124434916
OG0008559	Hydra|LOC100209283	Xenia|LOC124434444
OG0008560	Hydra|LOC100197434	Xenia|LOC124434911
OG0008561	Hydra|LOC100200303	Xenia|LOC124453680
OG0008562	Hydra|LOC100198813	Xenia|LOC124447125
OG0008564	Hydra|LOC101236319	Xenia|LOC124444626
OG0008565	Hydra|LOC100205523	Xenia|LOC124445020
OG0008566	Hydra|LOC105844705	Xenia|LOC124440031
OG0008567	Hydra|LOC101240194	Xenia|LOC124439910
OG0008568	Hydra|LOC100199860	Xenia|LOC124435458
OG0008569	Hydra|LOC100203743	Xenia|LOC124440166
OG0008570	Hydra|LOC100208125	Xenia|LOC124447411
OG0008571	Hydra|LOC101241560	Xenia|LOC124435461
OG0008572	Hydra|LOC100211569	Xenia|LOC124437528
OG0008573	Hydra|LOC100211033	Xenia|LOC124436506
OG0008574	Hydra|LOC100211167	Xenia|LOC124437391
OG0008575	Hydra|LOC101240404	Xenia|LOC124436323
OG0008576	Hydra|LOC100210073	Xenia|LOC124440207
OG0008577	Hydra|LOC100197920	Xenia|LOC124434282
OG0008578	Hydra|LOC101238654	Xenia|LOC124440813
OG0008579	Hydra|LOC100208960	Xenia|LOC124451387
OG0008580	Hydra|LOC100210673	Xenia|LOC124444000
OG0008581	Hydra|LOC100215062	Xenia|LOC124438656
OG0008582	Hydra|LOC100206482	Xenia|LOC124438556
OG0008583	Hydra|LOC101234786	Xenia|LOC124450336
OG0008584	Hydra|LOC100208137	Xenia|LOC124437037
OG0008585	Hydra|LOC100214886	Xenia|LOC124443191
OG0008586	Hydra|LOC100209444	Xenia|LOC124441262
OG0008587	Hydra|LOC101240855	Xenia|LOC124444202
OG0008588	Hydra|LOC100213708	Xenia|LOC124435411
OG0008590	Hydra|LOC100200033	Xenia|LOC124434516
OG0008591	Hydra|LOC100211313	Xenia|LOC124436212
OG0008592	Hydra|LOC100207863	Xenia|LOC124444056
OG0008593	Hydra|LOC101239914	Xenia|LOC124442502
OG0008594	Hydra|LOC100210869	Xenia|LOC124444324
OG0008595	Hydra|LOC100199885	Xenia|LOC124441665
OG0008596	Hydra|LOC101239667	Xenia|LOC124443505
OG0008597	Hydra|LOC100197183	Xenia|LOC124441380
OG0008598	Hydra|LOC100201864	Xenia|LOC124437857
OG0008599	Hydra|LOC100203550	Xenia|LOC124437139
OG0008601	Hydra|LOC124817662	Xenia|LOC124449366
OG0008602	Hydra|LOC100211225	Xenia|LOC124448937
OG0008603	Hydra|LOC100215589	Xenia|LOC124448936
OG0008604	Hydra|LOC105844516	Xenia|LOC124453178
OG0008605	Hydra|LOC100207471	Xenia|LOC124447992
OG0008606	Hydra|LOC100210963	Xenia|LOC124447718
OG0008607	Hydra|LOC101236247	Xenia|LOC124448333
OG0008608	Hydra|LOC100204908	Xenia|LOC124449600
OG0008609	Hydra|LOC101236832	Xenia|LOC124448150
OG0008610	Hydra|LOC100202298	Xenia|LOC124447838
OG0008611	Hydra|LOC100203614	Xenia|LOC124434885
OG0008612	Hydra|LOC100208124	Xenia|LOC124434219
OG0008613	Hydra|LOC100207538	Xenia|LOC124435450
OG0008614	Hydra|LOC100202640	Xenia|LOC124450943
OG0008615	Hydra|LOC100215215	Xenia|LOC124438703
OG0008616	Hydra|LOC100197690	Xenia|LOC124438326
OG0008617	Hydra|LOC100204867	Xenia|LOC124438586
OG0008618	Hydra|LOC100198078	Xenia|LOC124439285
OG0008619	Hydra|LOC100208838	Xenia|LOC124444610
OG0008620	Hydra|LOC100211621	Xenia|LOC124439478
OG0008621	Hydra|LOC100197367	Xenia|LOC124439580
OG0008622	Hydra|LOC100205130	Xenia|LOC124437040
OG0008623	Hydra|LOC105850970	Xenia|LOC124436177
OG0008624	Hydra|LOC100215919	Xenia|LOC124437274
OG0008625	Hydra|LOC100199272	Xenia|LOC124436519
OG0008626	Hydra|LOC100207815	Xenia|LOC124437830
OG0008627	Hydra|LOC105846648	Xenia|LOC124437547
OG0008628	Hydra|LOC100204271	Xenia|LOC124437396
OG0008629	Hydra|LOC100214507	Xenia|LOC124439609
OG0008630	Hydra|LOC100212514	Xenia|LOC124444290, Xenia|LOC124444292
OG0008631	Hydra|LOC100205881	Xenia|LOC124452874
OG0008632	Hydra|LOC100201509	Xenia|LOC124457486
OG0008633	Hydra|LOC100214996	Xenia|LOC124451926
OG0008634	Hydra|LOC100213983	Xenia|LOC124440747
OG0008635	Hydra|LOC100213297	Xenia|LOC124435057
OG0008636	Hydra|LOC100204250	Xenia|LOC124452432
OG0008637	Hydra|LOC100204734	Xenia|LOC124436503
OG0008638	Hydra|LOC100213532	Xenia|LOC124448050
OG0008639	Hydra|LOC100202545	Xenia|LOC124452869
OG0008640	Hydra|LOC101241271	Xenia|LOC124438721
OG0008642	Hydra|LOC101235654	Xenia|LOC124444055
OG0008643	Hydra|LOC100205798	Xenia|LOC124444726
OG0008644	Hydra|LOC100200134	Xenia|LOC124444630
OG0008645	Hydra|LOC100202227	Xenia|LOC124453740
OG0008646	Hydra|LOC100199623	Xenia|LOC124443746
OG0008647	Hydra|LOC100203143	Xenia|LOC124443973
OG0008648	Hydra|LOC100213830	Xenia|LOC124453824
OG0008649	Hydra|LOC100215712	Xenia|LOC124444279
OG0008650	Hydra|LOC100213691	Xenia|LOC124446129
OG0008651	Hydra|LOC100203735	Xenia|LOC124453691
OG0008652	Hydra|LOC100199344	Xenia|LOC124453335
OG0008653	Hydra|LOC100204840	Xenia|LOC124452609
OG0008654	Hydra|LOC100209974	Xenia|LOC124452919
OG0008655	Hydra|LOC100197495	Xenia|LOC124453695
OG0008656	Hydra|LOC100196995	Xenia|LOC124453048
OG0008657	Hydra|LOC100213993	Xenia|LOC124435814
OG0008659	Hydra|LOC100214527	Xenia|LOC124440298
OG0008660	Hydra|LOC100202925	Xenia|LOC124440327
OG0008661	Hydra|LOC100200310	Xenia|LOC124440697
OG0008662	Hydra|LOC100210724	Xenia|LOC124440589
OG0008663	Hydra|LOC100215424	Xenia|LOC124440158
OG0008664	Hydra|LOC100204703	Xenia|LOC124443783
OG0008665	Hydra|LOC100213455	Xenia|LOC124440371
OG0008666	Hydra|LOC100201593	Xenia|LOC124438378
OG0008668	Hydra|LOC100212851	Xenia|LOC124436821
OG0008669	Hydra|LOC100202967	Xenia|LOC124445240
OG0008670	Hydra|LOC101238725	Xenia|LOC124436961
OG0008671	Hydra|LOC100200207	Xenia|LOC124437415
OG0008672	Hydra|LOC101237017	Xenia|LOC124437064
OG0008674	Hydra|LOC100200745	Xenia|LOC124451767
OG0008675	Hydra|LOC100197636	Xenia|LOC124437849
OG0008676	Hydra|LOC105847697	Xenia|LOC124440406
OG0008677	Hydra|LOC100199488	Xenia|LOC124447580
OG0008678	Hydra|LOC100211474	Xenia|LOC124439856
OG0008679	Hydra|LOC100214096	Xenia|LOC124439072
OG0008680	Hydra|LOC101241668	Xenia|LOC124445274, Xenia|LOC124445280, Xenia|LOC124445258
OG0008681	Hydra|LOC101241756	Xenia|LOC124441484
OG0008682	Hydra|LOC100210097	Xenia|LOC124440307
OG0008683	Hydra|LOC100201911	Xenia|LOC124439677
OG0008684	Hydra|LOC100205890	Xenia|LOC124440405
OG0008685	Hydra|LOC100205906	Xenia|LOC124445148
OG0008686	Hydra|LOC100201446	Xenia|LOC124440611
OG0008687	Hydra|LOC105845708	Xenia|LOC124450365
OG0008688	Hydra|LOC124814246	Xenia|LOC124446876
OG0008689	Hydra|LOC100206806	Xenia|LOC124435684
OG0008690	Hydra|LOC100204108	Xenia|LOC124453645
OG0008691	Hydra|LOC100202030	Xenia|LOC124438399
OG0008692	Hydra|LOC100201970	Xenia|LOC124443895
OG0008693	Hydra|LOC100198931	Xenia|LOC124441372
OG0008694	Hydra|LOC100200683	Xenia|LOC124442624
OG0008695	Hydra|LOC100213219	Xenia|LOC124443678
OG0008696	Hydra|LOC100202709	Xenia|LOC124452840
OG0008697	Hydra|LOC100212221	Xenia|LOC124444535
OG0008698	Hydra|LOC100192283	Xenia|LOC124441926
OG0008699	Hydra|LOC100198506	Xenia|LOC124441969
OG0008700	Hydra|LOC105850929	Xenia|LOC124444964
OG0008701	Hydra|LOC100214839	Xenia|LOC124441004
OG0008702	Hydra|LOC100203406	Xenia|LOC124446001
OG0008703	Hydra|LOC100212261	Xenia|LOC124443805
OG0008704	Hydra|LOC100197141	Xenia|LOC124439283
OG0008705	Hydra|LOC100215008	Xenia|LOC124434937
OG0008706	Hydra|LOC100199386	Xenia|LOC124444902
OG0008707	Hydra|LOC105844871	Xenia|LOC124441854
OG0008708	Hydra|LOC100203734	Xenia|LOC124443983
OG0008709	Hydra|LOC100202711	Xenia|LOC124442970
OG0008710	Hydra|LOC100201532	Xenia|LOC124443042
OG0008711	Hydra|LOC100198077	Xenia|LOC124444718
OG0008712	Hydra|LOC100203445	Xenia|LOC124443036
OG0008713	Hydra|LOC100201835	Xenia|LOC124444087
OG0008714	Hydra|LOC100197590	Xenia|LOC124442482
OG0008715	Hydra|LOC100205951	Xenia|LOC124444520
OG0008716	Hydra|LOC100202283	Xenia|LOC124442967
OG0008717	Hydra|LOC100212092	Xenia|LOC124442683
OG0008718	Hydra|LOC105843820	Xenia|LOC124444483
OG0008719	Hydra|LOC100201995	Xenia|LOC124444203
OG0008720	Hydra|LOC100201551	Xenia|LOC124442362
OG0008721	Hydra|LOC100203856	Xenia|LOC124443866
OG0008722	Hydra|LOC101237967	Xenia|LOC124443162
OG0008723	Hydra|LOC100212548	Xenia|LOC124434847
OG0008724	Hydra|LOC101241475	Xenia|LOC124452755
OG0008725	Hydra|LOC100200367	Xenia|LOC124453103
OG0008726	Hydra|LOC100198939	Xenia|LOC124452566
OG0008727	Hydra|LOC100208421	Xenia|LOC124456555, Xenia|LOC124445154
OG0008728	Hydra|LOC100210376	Xenia|LOC124452754
OG0008729	Hydra|LOC100206068	Xenia|LOC124453085
OG0008730	Hydra|LOC100212015	Xenia|LOC124453163
OG0008733	Hydra|LOC100200117	Xenia|LOC124453179
OG0008734	Hydra|LOC124814394	Xenia|LOC124443581
OG0008735	Hydra|LOC101237296	Xenia|LOC124452571
OG0008736	Hydra|LOC100201875	Xenia|LOC124437272
OG0008737	Hydra|LOC100205204	Xenia|LOC124436902
OG0008738	Hydra|LOC100214446	Xenia|LOC124441805
OG0008739	Hydra|LOC100209023	Xenia|LOC124440593
OG0008740	Hydra|LOC100211519	Xenia|LOC124438982
OG0008742	Hydra|LOC101236248	Xenia|LOC124433826
OG0008743	Hydra|LOC100200590	Xenia|LOC124435351
OG0008744	Hydra|LOC100199310	Xenia|LOC124434590
OG0008745	Hydra|LOC100214477	Xenia|LOC124435352
OG0008746	Hydra|LOC100212199	Xenia|LOC124452407
OG0008747	Hydra|LOC101235327	Xenia|LOC124454445
OG0008748	Hydra|LOC100200161	Xenia|LOC124435038
OG0008749	Hydra|LOC100208903	Xenia|LOC124435040
OG0008750	Hydra|LOC100210541	Xenia|LOC124434339
OG0008751	Hydra|LOC100209239	Xenia|LOC124458091
OG0008752	Hydra|LOC100213898	Xenia|LOC124454579
OG0008753	Hydra|LOC100206065	Xenia|LOC124438398
OG0008754	Hydra|LOC101240630	Xenia|LOC124438397
OG0008755	Hydra|LOC100215825	Xenia|LOC124459514
OG0008756	Hydra|LOC100198381	Xenia|LOC124455514
OG0008757	Hydra|LOC100202791	Xenia|LOC124438423
OG0008758	Hydra|LOC100197380	Xenia|LOC124439558
OG0008760	Hydra|LOC100212669	Xenia|LOC124457730
OG0008761	Hydra|LOC100198922	Xenia|LOC124438650
OG0008762	Hydra|LOC100209197	Xenia|LOC124450317
OG0008763	Hydra|LOC124808878	Xenia|LOC124444722
OG0008764	Hydra|LOC105845165	Xenia|LOC124448305
OG0008765	Hydra|LOC100214452	Xenia|LOC124445004
OG0008767	Hydra|LOC100200908	Xenia|LOC124441384
OG0008768	Hydra|LOC101240199	Xenia|LOC124443786
OG0008769	Hydra|LOC100199591	Xenia|LOC124436407
OG0008771	Hydra|LOC100203594	Xenia|LOC124450394
OG0008772	Hydra|LOC100201565	Xenia|LOC124453771
OG0008773	Hydra|LOC100214245	Xenia|LOC124441234
OG0008774	Hydra|LOC124805768	Xenia|LOC124438392
OG0008775	Hydra|LOC100197651	Xenia|LOC124453334
OG0008776	Hydra|LOC100206887	Xenia|LOC124452491
OG0008777	Hydra|LOC100200713	Xenia|LOC124452560
OG0008778	Hydra|LOC100205914	Xenia|LOC124447031
OG0008779	Hydra|LOC100206033	Xenia|LOC124445265
OG0008780	Hydra|LOC100203869	Xenia|LOC124447034
OG0008782	Hydra|LOC100205884	Xenia|LOC124441269
OG0008783	Hydra|LOC100209380	Xenia|LOC124442673
OG0008784	Hydra|LOC100196981	Xenia|LOC124457596
OG0008785	Hydra|LOC100198843	Xenia|LOC124443934
OG0008786	Hydra|LOC100202601	Xenia|LOC124447880
OG0008787	Hydra|LOC105843148	Xenia|LOC124442755
OG0008788	Hydra|LOC100207675	Xenia|LOC124442843
OG0008789	Hydra|LOC100211926	Xenia|LOC124442171
OG0008790	Hydra|LOC100202735	Xenia|LOC124444627
OG0008791	Hydra|LOC100212130	Xenia|LOC124458149
OG0008792	Hydra|LOC100215025	Xenia|LOC124443615
OG0008793	Hydra|LOC100201955	Xenia|LOC124443655
OG0008794	Hydra|LOC100204511	Xenia|LOC124452899
OG0008795	Hydra|LOC100205423	Xenia|LOC124436224
OG0008796	Hydra|LOC100211782	Xenia|LOC124436185
OG0008797	Hydra|LOC100197600	Xenia|LOC124437656
OG0008798	Hydra|LOC100205999	Xenia|LOC124446308
OG0008800	Hydra|LOC105844100	Xenia|LOC124435801
OG0008801	Hydra|LOC100212905	Xenia|LOC124437056
OG0008802	Hydra|LOC105848502	Xenia|LOC124436483
OG0008803	Hydra|LOC100202591	Xenia|LOC124437016
OG0008804	Hydra|LOC100206351	Xenia|LOC124452650
OG0008805	Hydra|LOC100205084	Xenia|LOC124437600
OG0008806	Hydra|LOC100211542	Xenia|LOC124436808
OG0008808	Hydra|LOC100204247	Xenia|LOC124436626
OG0008809	Hydra|LOC100211256	Xenia|LOC124435813
OG0008810	Hydra|LOC105850268	Xenia|LOC124436485
OG0008811	Hydra|LOC101239296	Xenia|LOC124445326
OG0008812	Hydra|LOC100210976	Xenia|LOC124433598
OG0008813	Hydra|LOC100200270	Xenia|LOC124447760
OG0008814	Hydra|LOC100203058	Xenia|LOC124438620
OG0008815	Hydra|LOC101238239	Xenia|LOC124442583
OG0008816	Hydra|LOC100212704	Xenia|LOC124448935
OG0008817	Hydra|LOC100204357	Xenia|LOC124449365
OG0008818	Hydra|LOC101237510	Xenia|LOC124440578
OG0008819	Hydra|LOC100210085	Xenia|LOC124449590
OG0008820	Hydra|LOC100211353	Xenia|LOC124441379
OG0008821	Hydra|LOC100208154	Xenia|LOC124457469
OG0008822	Hydra|LOC100203028	Xenia|LOC124442774
OG0008823	Hydra|LOC100209907	Xenia|LOC124441723
OG0008824	Hydra|LOC101236630	Xenia|LOC124453229
OG0008825	Hydra|LOC100208491	Xenia|LOC124440932
OG0008826	Hydra|LOC100209442	Xenia|LOC124442177
OG0008827	Hydra|LOC100205664	Xenia|LOC124434713
OG0008828	Hydra|LOC100207150	Xenia|LOC124452694
OG0008829	Hydra|LOC100204898	Xenia|LOC124437191
OG0008830	Hydra|LOC100210099	Xenia|LOC124445551
OG0008831	Hydra|LOC100197484	Xenia|LOC124442206
OG0008832	Hydra|LOC100205127	Xenia|LOC124450741
OG0008833	Hydra|LOC100212793	Xenia|LOC124442281
OG0008834	Hydra|LOC100199848	Xenia|LOC124445968
OG0008835	Hydra|LOC100203557	Xenia|LOC124434785
OG0008836	Hydra|LOC100209788	Xenia|LOC124434563
OG0008838	Hydra|LOC100211916	Xenia|LOC124434913
OG0008839	Hydra|LOC100208465	Xenia|LOC124446139
OG0008840	Hydra|LOC101237302	Xenia|LOC124434695
OG0008841	Hydra|LOC100210216	Xenia|LOC124445732
OG0008842	Hydra|LOC100200545	Xenia|LOC124434736
OG0008843	Hydra|LOC100202646	Xenia|LOC124435406
OG0008844	Hydra|LOC100200439	Xenia|LOC124435347
OG0008846	Hydra|LOC100197929	Xenia|LOC124459621
OG0008847	Hydra|LOC100206366	Xenia|LOC124446026
OG0008848	Hydra|LOC100210256	Xenia|LOC124433502
OG0008849	Hydra|LOC100214521	Xenia|LOC124455298
OG0008850	Hydra|LOC100215728	Xenia|LOC124448805
OG0008852	Hydra|LOC105844417	Xenia|LOC124441443
OG0008853	Hydra|LOC101241087	Xenia|LOC124433359
OG0008854	Hydra|LOC100199715	Xenia|LOC124434432
OG0008856	Hydra|LOC101237027	Xenia|LOC124452706
OG0008857	Hydra|LOC100213966	Xenia|LOC124448905
OG0008858	Hydra|LOC100199133	Xenia|LOC124433589
OG0008859	Hydra|LOC105845795	Xenia|LOC124436916
OG0008860	Hydra|LOC101237863	Xenia|LOC124453113
OG0008861	Hydra|LOC100203790	Xenia|LOC124437401
OG0008862	Hydra|LOC105847758	Xenia|LOC124436667
OG0008863	Hydra|LOC100201039	Xenia|LOC124436998
OG0008864	Hydra|LOC100211497	Xenia|LOC124436668, Xenia|LOC124436636
OG0008869	Hydra|LOC101237360	Xenia|LOC124443893
OG0008873	Hydra|LOC101235090, Hydra|LOC100215754	Xenia|LOC124436966
OG0008877	Hydra|LOC101237380	Xenia|LOC124436621, Xenia|LOC124436015
OG0008878	Hydra|LOC105845606, Hydra|LOC124812594, Hydra|LOC124815372, Hydra|LOC124818173	Xenia|LOC124456880
OG0008880	Hydra|LOC105849368, Hydra|LOC100215468	Xenia|LOC124448045
OG0008881	Hydra|LOC101237001	Xenia|LOC124450222
OG0008883	Hydra|LOC105846799, Hydra|LOC100205937	Xenia|LOC124439346, Xenia|LOC124439044
OG0008885	Hydra|LOC100213507	Xenia|LOC124445895
OG0008887	Hydra|LOC100203695	Xenia|LOC124445352
OG0008890	Hydra|LOC100205571	Xenia|LOC124438800, Xenia|LOC124439372
OG0008894	Hydra|LOC100214365	Xenia|LOC124436748
OG0008897	Hydra|LOC100213039	Xenia|LOC124456545, Xenia|LOC124446183
OG0008898	Hydra|LOC100214073	Xenia|LOC124439417, Xenia|LOC124444316
OG0008900	Hydra|LOC100206121	Xenia|LOC124443562, Xenia|LOC124457057
OG0008901	Hydra|LOC100210246	Xenia|LOC124446730
OG0008902	Hydra|LOC100215547	Xenia|LOC124445156, Xenia|LOC124456552
OG0008903	Hydra|LOC124818285, Hydra|LOC124811251, Hydra|LOC124808475	Xenia|LOC124435111, Xenia|LOC124439314
OG0008904	Hydra|LOC100214051	Xenia|LOC124446330
OG0008905	Hydra|LOC100200557	Xenia|LOC124447845
OG0008906	Hydra|LOC100212947	Xenia|LOC124442509
OG0008910	Hydra|LOC105846016	Xenia|LOC124441668
OG0008912	Hydra|LOC105844712, Hydra|LOC100205422	Xenia|LOC124433995, Xenia|LOC124433992
OG0008913	Hydra|LOC100201805	Xenia|LOC124442548, Xenia|LOC124443120
OG0008914	Hydra|LOC100214436	Xenia|LOC124443812, Xenia|LOC124443855
OG0008915	Hydra|LOC100213814, Hydra|LOC124815541	Xenia|LOC124443168
OG0008916	Hydra|LOC105843324	Xenia|LOC124452875
OG0008917	Hydra|LOC100199207	Xenia|LOC124436446
OG0008918	Hydra|LOC100203316	Xenia|LOC124444512, Xenia|LOC124459018
OG0008919	Hydra|LOC124808402	Xenia|LOC124444206
OG0008921	Hydra|LOC100214862	Xenia|LOC124444856
OG0008925	Hydra|LOC124809940, Hydra|LOC100212649	Xenia|LOC124446332
OG0008930	Hydra|LOC100207637	Xenia|LOC124452059
OG0008931	Hydra|LOC100204657	Xenia|LOC124452935
OG0008932	Hydra|LOC100208943	Xenia|LOC124437852
OG0008935	Hydra|LOC124810325, Hydra|LOC124815408, Hydra|LOC124816300	Xenia|LOC124455976, Xenia|LOC124438172
OG0008942	Hydra|LOC100200804	Xenia|LOC124448320, Xenia|LOC124449488
OG0008943	Hydra|LOC101237982	Xenia|LOC124442420
OG0008948	Hydra|LOC100211347	Xenia|LOC124450427, Xenia|LOC124452288
OG0008950	Hydra|LOC100207379	Xenia|LOC124444988
OG0008951	Hydra|LOC100208067	Xenia|LOC124454661
OG0008953	Hydra|LOC100198440	Xenia|LOC124438872, Xenia|LOC124438102
OG0008955	Hydra|LOC100199397	Xenia|LOC124454375
OG0008956	Hydra|LOC105843570	Xenia|LOC124438105, Xenia|LOC124438868
OG0008957	Hydra|LOC100211983	Xenia|LOC124457857
OG0008958	Hydra|LOC100210577	Xenia|LOC124444015
OG0008960	Hydra|LOC105848694	Xenia|LOC124455820
OG0008961	Hydra|LOC105848666	Xenia|LOC124438321
OG0008964	Hydra|LOC100212616	Xenia|LOC124456389, Xenia|LOC124440722
OG0008966	Hydra|LOC124813343	Xenia|LOC124447827, Xenia|LOC124449263
OG0008968	Hydra|LOC100213508	Xenia|LOC124439628
OG0008969	Hydra|LOC100203452	Xenia|LOC124454725
OG0008970	Hydra|LOC105843150	Xenia|LOC124443006
OG0008971	Hydra|LOC124816312, Hydra|LOC101235940, Hydra|LOC124813485	Xenia|LOC124456907
OG0008972	Hydra|LOC100208910	Xenia|LOC124446760
OG0008976	Hydra|LOC101240617	Xenia|LOC124447734, Xenia|LOC124434192
OG0008978	Hydra|LOC100209666	Xenia|LOC124433811, Xenia|LOC124440130
OG0008979	Hydra|LOC100210972	Xenia|LOC124433880
OG0008980	Hydra|LOC100205675, Hydra|LOC100200436	Xenia|LOC124433683
OG0008982	Hydra|LOC100204282	Xenia|LOC124445372
OG0008983	Hydra|LOC100205562	Xenia|LOC124452974
OG0008984	Hydra|LOC100203459	Xenia|LOC124453159
OG0008985	Hydra|LOC100198599	Xenia|LOC124434544
OG0008986	Hydra|LOC101235561	Xenia|LOC124452776
OG0008987	Hydra|LOC100209935	Xenia|LOC124453277, Xenia|LOC124453276
OG0008988	Hydra|LOC105844096	Xenia|LOC124453639
OG0008989	Hydra|LOC101234387	Xenia|LOC124437812, Xenia|LOC124456057
OG0008991	Hydra|LOC100205414	Xenia|LOC124458296
OG0008992	Hydra|LOC100210293	Xenia|LOC124446323
OG0008994	Hydra|LOC105845730	Xenia|LOC124433270
OG0008995	Hydra|LOC105850972	Xenia|LOC124459611
OG0008996	Hydra|LOC100214071	Xenia|LOC124440310
OG0008998	Hydra|LOC100209109	Xenia|LOC124434450, Xenia|LOC124435771
OG0009000	Hydra|LOC100204735	Xenia|LOC124452232
OG0009001	Hydra|LOC100204118	Xenia|LOC124442681
OG0009002	Hydra|LOC100209496	Xenia|LOC124454249
OG0009003	Hydra|LOC124816139	Xenia|LOC124456438, Xenia|LOC124448968, Xenia|LOC124455535, Xenia|LOC124436074
OG0009004	Hydra|LOC105844917	Xenia|LOC124434838, Xenia|LOC124434840
OG0009005	Hydra|LOC100213133	Xenia|LOC124433985
OG0009006	Hydra|LOC100213607	Xenia|LOC124435738, Xenia|LOC124435654
OG0009007	Hydra|LOC100212147	Xenia|LOC124453478, Xenia|LOC124453045
OG0009009	Hydra|LOC100211312	Xenia|LOC124448141, Xenia|LOC124457503
OG0009012	Hydra|LOC124817282	Xenia|LOC124446325
OG0009014	Hydra|LOC100199969	Xenia|LOC124458456
OG0009015	Hydra|LOC100212938	Xenia|LOC124443594
OG0009016	Hydra|LOC124818613, Hydra|LOC101235144	Xenia|LOC124459113
OG0009017	Hydra|LOC100207695	Xenia|LOC124447642, Xenia|LOC124447635
OG0009018	Hydra|LOC101238227	Xenia|LOC124452026
OG0009019	Hydra|LOC100205235	Xenia|LOC124435712
OG0009020	Hydra|LOC100213944, Hydra|LOC124806465	Xenia|LOC124450985
OG0009021	Hydra|LOC101235002, Hydra|LOC124806713	Xenia|LOC124438500, Xenia|LOC124441381
OG0009025	Hydra|LOC100202307	Xenia|LOC124453259
OG0009026	Hydra|LOC100212073	Xenia|LOC124443787
OG0009027	Hydra|LOC100212196	Xenia|LOC124442580
OG0009229	Hydra|LOC100214596	Xenia|LOC124433430
OG0009231	Hydra|LOC101236352	Xenia|LOC124439639
OG0009254	Hydra|LOC100197667	Xenia|LOC124443962
OG0009257	Hydra|LOC100207945	Xenia|LOC124446940
OG0009266	Hydra|LOC101239639	Xenia|LOC124443548
OG0009269	Hydra|LOC100201493	Xenia|LOC124441306
OG0009292	Hydra|LOC100209498	Xenia|LOC124441982
OG0009296	Hydra|LOC101241457	Xenia|LOC124436368
OG0009324	Hydra|LOC101236068	Xenia|LOC124433760
OG0009333	Hydra|LOC100203003	Xenia|LOC124439906
OG0009336	Hydra|LOC100211450	Xenia|LOC124436815
OG0009341	Hydra|LOC101238020	Xenia|LOC124433764
OG0009357	Hydra|LOC100200326	Xenia|LOC124433336
OG0009369	Hydra|LOC101236737	Xenia|LOC124446260
OG0009392	Hydra|LOC100212866	Xenia|LOC124439221
OG0009397	Hydra|LOC100205928	Xenia|LOC124439941
OG0009400	Hydra|LOC105845153	Xenia|LOC124446097
OG0009417	Hydra|LOC124819218, Hydra|LOC124819215	Xenia|LOC124449451
OG0009438	Hydra|LOC100197855	Xenia|LOC124444022
OG0009452	Hydra|LOC101236102	Xenia|LOC124446072
OG0009465	Hydra|LOC100209872	Xenia|LOC124436873
OG0009468	Hydra|LOC100205347	Xenia|LOC124443978
OG0009489	Hydra|LOC100209449	Xenia|LOC124453257
OG0009500	Hydra|LOC100205880	Xenia|LOC124437390
OG0009505	Hydra|LOC100208581	Xenia|LOC124458276
OG0009533	Hydra|LOC100210144	Xenia|LOC124433814
OG0009558	Hydra|LOC100201939	Xenia|LOC124452849
OG0009580	Hydra|LOC100200767	Xenia|LOC124443950
OG0009638	Hydra|LOC124815547	Xenia|LOC124445285
OG0009639	Hydra|LOC100211222	Xenia|LOC124453503
OG0009651	Hydra|LOC100202163	Xenia|LOC124453692
OG0009654	Hydra|LOC100213011	Xenia|LOC124434197
OG0009671	Hydra|LOC100211718	Xenia|LOC124446604
OG0009674	Hydra|LOC100212570	Xenia|LOC124439124
OG0009685	Hydra|LOC100197914	Xenia|LOC124446905
OG0009689	Hydra|LOC100205156	Xenia|LOC124446163
OG0009692	Hydra|LOC100209196	Xenia|LOC124439220
OG0009710	Hydra|LOC100207001	Xenia|LOC124443329
OG0009721	Hydra|LOC100207857	Xenia|LOC124438072
OG0009732	Hydra|LOC101240049	Xenia|LOC124439186
OG0009733	Hydra|LOC100213357	Xenia|LOC124439164
OG0009734	Hydra|LOC101236252	Xenia|LOC124433983
