Orthogroup	longest_isoform_HydractiniaProteins	longest_isoform_XeniaProteins
OG0007353	Hydractinia|LOC130621577	Xenia|LOC124440024
OG0007354	Hydractinia|LOC130630634	Xenia|LOC124453770
OG0007355	Hydractinia|LOC130630628	Xenia|LOC124442810
OG0007356	Hydractinia|LOC130630337	Xenia|LOC124456539
OG0007357	Hydractinia|LOC130630631	Xenia|LOC124444269
OG0007358	Hydractinia|LOC130630636	Xenia|LOC124442684
OG0007359	Hydractinia|LOC130649167	Xenia|LOC124437499
OG0007360	Hydractinia|LOC130641898	Xenia|LOC124444398
OG0007361	Hydractinia|LOC130641899	Xenia|LOC124444885
OG0007362	Hydractinia|LOC130628853	Xenia|LOC124453762
OG0007363	Hydractinia|LOC130629055	Xenia|LOC124452490
OG0007364	Hydractinia|LOC130629056	Xenia|LOC124453628
OG0007365	Hydractinia|LOC130656036	Xenia|LOC124445810
OG0007366	Hydractinia|LOC130654107	Xenia|LOC124443621
OG0007367	Hydractinia|LOC130655911	Xenia|LOC124441037
OG0007368	Hydractinia|LOC130655505	Xenia|LOC124447081
OG0007369	Hydractinia|LOC130654966	Xenia|LOC124438940
OG0007370	Hydractinia|LOC130657364	Xenia|LOC124441955
OG0007371	Hydractinia|LOC130648855	Xenia|LOC124451449
OG0007373	Hydractinia|LOC130648691	Xenia|LOC124447861
OG0007374	Hydractinia|LOC130635664	Xenia|LOC124446234
OG0007375	Hydractinia|LOC130625341	Xenia|LOC124434953
OG0007376	Hydractinia|LOC130626132	Xenia|LOC124434427
OG0007377	Hydractinia|LOC130657032	Xenia|LOC124441734
OG0007378	Hydractinia|LOC130656483	Xenia|LOC124450990
OG0007379	Hydractinia|LOC130656690	Xenia|LOC124444099
OG0007380	Hydractinia|LOC130623482	Xenia|LOC124434787
OG0007381	Hydractinia|LOC130624145	Xenia|LOC124434741
OG0007382	Hydractinia|LOC130623425	Xenia|LOC124446673
OG0007383	Hydractinia|LOC130623419	Xenia|LOC124433930
OG0007385	Hydractinia|LOC130623663	Xenia|LOC124433812
OG0007386	Hydractinia|LOC130623418	Xenia|LOC124435090
OG0007387	Hydractinia|LOC130624166	Xenia|LOC124435227
OG0007388	Hydractinia|LOC130649101	Xenia|LOC124449841
OG0007389	Hydractinia|LOC130649639	Xenia|LOC124448014
OG0007390	Hydractinia|LOC130657507	Xenia|LOC124442259
OG0007391	Hydractinia|LOC130656878	Xenia|LOC124443414
OG0007392	Hydractinia|LOC130657541	Xenia|LOC124442753
OG0007393	Hydractinia|LOC130622453	Xenia|LOC124439757
OG0007394	Hydractinia|LOC130655579	Xenia|LOC124445439
OG0007395	Hydractinia|LOC130655577	Xenia|LOC124445482
OG0007396	Hydractinia|LOC130653971	Xenia|LOC124438582
OG0007397	Hydractinia|LOC130653930	Xenia|LOC124447323
OG0007398	Hydractinia|LOC130654752	Xenia|LOC124446538
OG0007399	Hydractinia|LOC130654503	Xenia|LOC124446029
OG0007400	Hydractinia|LOC130655640	Xenia|LOC124451506
OG0007401	Hydractinia|LOC130653928	Xenia|LOC124445415
OG0007402	Hydractinia|LOC130654627	Xenia|LOC124445489
OG0007403	Hydractinia|LOC130654405	Xenia|LOC124446721
OG0007404	Hydractinia|LOC130655963	Xenia|LOC124445862
OG0007405	Hydractinia|LOC130653612	Xenia|LOC124445903
OG0007406	Hydractinia|LOC130621682	Xenia|LOC124439798
OG0007407	Hydractinia|LOC130621179	Xenia|LOC124452195
OG0007408	Hydractinia|LOC130621684	Xenia|LOC124456319
OG0007409	Hydractinia|LOC130622683	Xenia|LOC124439861
OG0007410	Hydractinia|LOC130624081	Xenia|LOC124434641
OG0007411	Hydractinia|LOC130623927	Xenia|LOC124435443
OG0007413	Hydractinia|LOC130626147	Xenia|LOC124434968
OG0007414	Hydractinia|LOC130623897	Xenia|LOC124435298
OG0007415	Hydractinia|LOC130623896	Xenia|LOC124441555
OG0007416	Hydractinia|LOC130625690	Xenia|LOC124446414
OG0007417	Hydractinia|LOC130625691	Xenia|LOC124434195
OG0007418	Hydractinia|LOC130625561	Xenia|LOC124434165
OG0007419	Hydractinia|LOC130624951	Xenia|LOC124443097
OG0007420	Hydractinia|LOC130625006	Xenia|LOC124434661
OG0007421	Hydractinia|LOC130625801	Xenia|LOC124434359
OG0007422	Hydractinia|LOC130625961	Xenia|LOC124433843
OG0007425	Hydractinia|LOC130644455	Xenia|LOC124444954
OG0007426	Hydractinia|LOC130625682	Xenia|LOC124434270
OG0007427	Hydractinia|LOC130625804	Xenia|LOC124435645
OG0007428	Hydractinia|LOC130625959	Xenia|LOC124433925
OG0007429	Hydractinia|LOC130625960	Xenia|LOC124433840
OG0007430	Hydractinia|LOC130644833	Xenia|LOC124441927
OG0007431	Hydractinia|LOC130644749	Xenia|LOC124444350
OG0007432	Hydractinia|LOC130644480	Xenia|LOC124445022
OG0007433	Hydractinia|LOC130621392	Xenia|LOC124457745
OG0007434	Hydractinia|LOC130644484	Xenia|LOC124452556
OG0007435	Hydractinia|LOC130635897	Xenia|LOC124446900
OG0007436	Hydractinia|LOC130655506	Xenia|LOC124438010
OG0007437	Hydractinia|LOC130655784	Xenia|LOC124445362
OG0007438	Hydractinia|LOC130654984	Xenia|LOC124445531
OG0007439	Hydractinia|LOC130645280	Xenia|LOC124442797
OG0007440	Hydractinia|LOC130654373	Xenia|LOC124447482
OG0007441	Hydractinia|LOC130654372	Xenia|LOC124446596
OG0007442	Hydractinia|LOC130654827	Xenia|LOC124445392
OG0007443	Hydractinia|LOC130654399	Xenia|LOC124446888
OG0007444	Hydractinia|LOC130654898	Xenia|LOC124446182
OG0007445	Hydractinia|LOC130641641	Xenia|LOC124444307
OG0007446	Hydractinia|LOC130641312	Xenia|LOC124443784
OG0007447	Hydractinia|LOC130635851	Xenia|LOC124443073
OG0007448	Hydractinia|LOC130635854	Xenia|LOC124447555
OG0007449	Hydractinia|LOC130636384	Xenia|LOC124446232
OG0007451	Hydractinia|LOC130636386	Xenia|LOC124447264
OG0007452	Hydractinia|LOC130649427	Xenia|LOC124449267
OG0007453	Hydractinia|LOC130656953	Xenia|LOC124442776
OG0007454	Hydractinia|LOC130657079	Xenia|LOC124436730
OG0007455	Hydractinia|LOC130657675	Xenia|LOC124443026
OG0007456	Hydractinia|LOC130658040	Xenia|LOC124442652
OG0007457	Hydractinia|LOC130658032	Xenia|LOC124442940
OG0007458	Hydractinia|LOC130644551	Xenia|LOC124443617
OG0007459	Hydractinia|LOC130645018	Xenia|LOC124443622
OG0007460	Hydractinia|LOC130645014	Xenia|LOC124440911
OG0007461	Hydractinia|LOC130644589	Xenia|LOC124442174
OG0007462	Hydractinia|LOC130644704	Xenia|LOC124443658
OG0007464	Hydractinia|LOC130645500	Xenia|LOC124445990
OG0007465	Hydractinia|LOC130646075	Xenia|LOC124440903
OG0007466	Hydractinia|LOC130653954	Xenia|LOC124438420
OG0007467	Hydractinia|LOC130654495	Xenia|LOC124446884
OG0007468	Hydractinia|LOC130654498	Xenia|LOC124445216
OG0007469	Hydractinia|LOC130653953	Xenia|LOC124438603
OG0007470	Hydractinia|LOC130655405	Xenia|LOC124438507
OG0007471	Hydractinia|LOC130656149	Xenia|LOC124441158
OG0007472	Hydractinia|LOC130656147	Xenia|LOC124441781
OG0007473	Hydractinia|LOC130628963	Xenia|LOC124453674
OG0007474	Hydractinia|LOC130629254	Xenia|LOC124453336
OG0007475	Hydractinia|LOC130623391	Xenia|LOC124433981
OG0007476	Hydractinia|LOC130623317	Xenia|LOC124435434
OG0007477	Hydractinia|LOC130654219	Xenia|LOC124438597
OG0007478	Hydractinia|LOC130654223	Xenia|LOC124439502
OG0007479	Hydractinia|LOC130656032	Xenia|LOC124446504
OG0007480	Hydractinia|LOC130654039	Xenia|LOC124447428
OG0007482	Hydractinia|LOC130654224	Xenia|LOC124439074
OG0007483	Hydractinia|LOC130654913	Xenia|LOC124448766
OG0007484	Hydractinia|LOC130654072	Xenia|LOC124446974
OG0007485	Hydractinia|LOC130656000	Xenia|LOC124438288
OG0007486	Hydractinia|LOC130654642	Xenia|LOC124433557
OG0007487	Hydractinia|LOC130613341	Xenia|LOC124437854
OG0007488	Hydractinia|LOC130656622	Xenia|LOC124442187
OG0007489	Hydractinia|LOC130656784	Xenia|LOC124450983
OG0007490	Hydractinia|LOC130656626	Xenia|LOC124455674
OG0007491	Hydractinia|LOC130636375	Xenia|LOC124447581
OG0007492	Hydractinia|LOC130635715	Xenia|LOC124446823
OG0007493	Hydractinia|LOC130635716	Xenia|LOC124446855
OG0007494	Hydractinia|LOC130623428	Xenia|LOC124445605
OG0007495	Hydractinia|LOC130635717	Xenia|LOC124446575
OG0007496	Hydractinia|LOC130636398	Xenia|LOC124443675
OG0007497	Hydractinia|LOC130636397	Xenia|LOC124446423
OG0007498	Hydractinia|LOC130635711	Xenia|LOC124447560
OG0007499	Hydractinia|LOC130630685	Xenia|LOC124440259
OG0007500	Hydractinia|LOC130630268	Xenia|LOC124442875
OG0007501	Hydractinia|LOC130630389	Xenia|LOC124433423
OG0007502	Hydractinia|LOC130614351	Xenia|LOC124447267
OG0007503	Hydractinia|LOC130662556	Xenia|LOC124438214
OG0007504	Hydractinia|LOC130641668	Xenia|LOC124444931
OG0007505	Hydractinia|LOC130662505	Xenia|LOC124438789
OG0007506	Hydractinia|LOC130629091	Xenia|LOC124452969
OG0007507	Hydractinia|LOC130629272	Xenia|LOC124453626
OG0007508	Hydractinia|LOC130628897	Xenia|LOC124452719
OG0007509	Hydractinia|LOC130628896	Xenia|LOC124452951
OG0007510	Hydractinia|LOC130629202	Xenia|LOC124453468
OG0007511	Hydractinia|LOC130628809	Xenia|LOC124452643
OG0007512	Hydractinia|LOC130629203	Xenia|LOC124438822
OG0007513	Hydractinia|LOC130645347	Xenia|LOC124441168
OG0007514	Hydractinia|LOC130622321	Xenia|LOC124456267
OG0007515	Hydractinia|LOC130644186, Hydractinia|LOC130646143	Xenia|LOC124457937
OG0007516	Hydractinia|LOC130644635	Xenia|LOC124433488
OG0007517	Hydractinia|LOC130644189, Hydractinia|LOC130646183	Xenia|LOC124441194
OG0007518	Hydractinia|LOC130644442	Xenia|LOC124444961
OG0007519	Hydractinia|LOC130644440	Xenia|LOC124442402
OG0007520	Hydractinia|LOC130645247	Xenia|LOC124444530
OG0007521	Hydractinia|LOC130646234, Hydractinia|LOC130644239	Xenia|LOC124443161
OG0007522	Hydractinia|LOC130655850	Xenia|LOC124447567
OG0007524	Hydractinia|LOC130655214	Xenia|LOC124445087
OG0007525	Hydractinia|LOC130654915	Xenia|LOC124446929
OG0007526	Hydractinia|LOC130655228	Xenia|LOC124436579
OG0007527	Hydractinia|LOC130654200	Xenia|LOC124447982
OG0007528	Hydractinia|LOC130654042	Xenia|LOC124452922
OG0007529	Hydractinia|LOC130654041	Xenia|LOC124445894
OG0007530	Hydractinia|LOC130629735	Xenia|LOC124435898
OG0007531	Hydractinia|LOC130612380	Xenia|LOC124434674
OG0007532	Hydractinia|LOC130613178	Xenia|LOC124438497
OG0007533	Hydractinia|LOC130613259	Xenia|LOC124434387
OG0007534	Hydractinia|LOC130613169	Xenia|LOC124456241
OG0007535	Hydractinia|LOC130655262	Xenia|LOC124433659
OG0007536	Hydractinia|LOC130655146	Xenia|LOC124447094
OG0007537	Hydractinia|LOC130630582	Xenia|LOC124444828
OG0007538	Hydractinia|LOC130654708	Xenia|LOC124439560
OG0007539	Hydractinia|LOC130654428	Xenia|LOC124446577
OG0007540	Hydractinia|LOC130654489	Xenia|LOC124446715
OG0007541	Hydractinia|LOC130655874	Xenia|LOC124445678
OG0007543	Hydractinia|LOC130662384	Xenia|LOC124458215
OG0007545	Hydractinia|LOC130636404	Xenia|LOC124446755
OG0007546	Hydractinia|LOC130636400	Xenia|LOC124446691
OG0007547	Hydractinia|LOC130636192	Xenia|LOC124447518
OG0007550	Hydractinia|LOC130636399	Xenia|LOC124445259
OG0007551	Hydractinia|LOC130636196	Xenia|LOC124443750
OG0007552	Hydractinia|LOC130635955	Xenia|LOC124445377
OG0007553	Hydractinia|LOC130630253	Xenia|LOC124437670
OG0007554	Hydractinia|LOC130630272	Xenia|LOC124450662
OG0007555	Hydractinia|LOC130630662	Xenia|LOC124449431
OG0007556	Hydractinia|LOC130630319	Xenia|LOC124445748
OG0007557	Hydractinia|LOC130630247	Xenia|LOC124458419
OG0007558	Hydractinia|LOC130654211	Xenia|LOC124439060
OG0007559	Hydractinia|LOC130655959	Xenia|LOC124439375
OG0007561	Hydractinia|LOC130657359	Xenia|LOC124443870
OG0007562	Hydractinia|LOC130656539	Xenia|LOC124443043
OG0007564	Hydractinia|LOC130656691	Xenia|LOC124442974
OG0007567	Hydractinia|LOC130657417	Xenia|LOC124442464
OG0007568	Hydractinia|LOC130656267	Xenia|LOC124442162
OG0007569	Hydractinia|LOC130656257	Xenia|LOC124442752
OG0007570	Hydractinia|LOC130656520	Xenia|LOC124441315
OG0007571	Hydractinia|LOC130656547	Xenia|LOC124442976
OG0007573	Hydractinia|LOC130656364	Xenia|LOC124442989
OG0007574	Hydractinia|LOC130657698	Xenia|LOC124441400
OG0007575	Hydractinia|LOC130657646	Xenia|LOC124442677
OG0007577	Hydractinia|LOC130612127	Xenia|LOC124438219
OG0007578	Hydractinia|LOC130612132	Xenia|LOC124438850
OG0007579	Hydractinia|LOC130613707	Xenia|LOC124436788
OG0007580	Hydractinia|LOC130657137	Xenia|LOC124443023
OG0007581	Hydractinia|LOC130656694	Xenia|LOC124442836
OG0007582	Hydractinia|LOC130656930	Xenia|LOC124441210
OG0007583	Hydractinia|LOC130656970	Xenia|LOC124444837
OG0007584	Hydractinia|LOC130657055	Xenia|LOC124442164
OG0007585	Hydractinia|LOC130656548	Xenia|LOC124441357
OG0007586	Hydractinia|LOC130657377	Xenia|LOC124443093
OG0007587	Hydractinia|LOC130657416	Xenia|LOC124442158
OG0007588	Hydractinia|LOC130656140	Xenia|LOC124450371
OG0007589	Hydractinia|LOC130657303	Xenia|LOC124441333
OG0007590	Hydractinia|LOC130657638	Xenia|LOC124442674
OG0007591	Hydractinia|LOC130657599	Xenia|LOC124450984
OG0007592	Hydractinia|LOC130649145	Xenia|LOC124447876
OG0007593	Hydractinia|LOC130648917	Xenia|LOC124448347
OG0007594	Hydractinia|LOC130655885	Xenia|LOC124446349
OG0007595	Hydractinia|LOC130636505	Xenia|LOC124445278
OG0007596	Hydractinia|LOC130655944	Xenia|LOC124445468
OG0007597	Hydractinia|LOC130656085	Xenia|LOC124438932
OG0007598	Hydractinia|LOC130654618	Xenia|LOC124446742
OG0007599	Hydractinia|LOC130655271	Xenia|LOC124438443
OG0007600	Hydractinia|LOC130655747	Xenia|LOC124446120
OG0007601	Hydractinia|LOC130654823	Xenia|LOC124447051
OG0007602	Hydractinia|LOC130654824	Xenia|LOC124445086
OG0007603	Hydractinia|LOC130655165	Xenia|LOC124447095
OG0007604	Hydractinia|LOC130648924	Xenia|LOC124447714
OG0007605	Hydractinia|LOC130654928	Xenia|LOC124446713
OG0007606	Hydractinia|LOC130654940	Xenia|LOC124446629
OG0007607	Hydractinia|LOC130626172	Xenia|LOC124444118
OG0007608	Hydractinia|LOC130653870	Xenia|LOC124443667
OG0007609	Hydractinia|LOC130656319	Xenia|LOC124441834
OG0007610	Hydractinia|LOC130656688	Xenia|LOC124440934
OG0007611	Hydractinia|LOC130657049	Xenia|LOC124441750
OG0007612	Hydractinia|LOC130653944	Xenia|LOC124444209
OG0007613	Hydractinia|LOC130655733	Xenia|LOC124446520
OG0007614	Hydractinia|LOC130655256	Xenia|LOC124447585
OG0007615	Hydractinia|LOC130653705	Xenia|LOC124440752
OG0007616	Hydractinia|LOC130655735	Xenia|LOC124446731
OG0007617	Hydractinia|LOC130655133	Xenia|LOC124446140
OG0007618	Hydractinia|LOC130656073	Xenia|LOC124450238
OG0007619	Hydractinia|LOC130655254	Xenia|LOC124445193
OG0007620	Hydractinia|LOC130654191	Xenia|LOC124445490
OG0007621	Hydractinia|LOC130654545	Xenia|LOC124446478
OG0007622	Hydractinia|LOC130653588	Xenia|LOC124447421
OG0007623	Hydractinia|LOC130654524	Xenia|LOC124438344
OG0007624	Hydractinia|LOC130656473	Xenia|LOC124441300
OG0007625	Hydractinia|LOC130655736	Xenia|LOC124444327
OG0007626	Hydractinia|LOC130654193	Xenia|LOC124442434
OG0007627	Hydractinia|LOC130654857	Xenia|LOC124446770
OG0007628	Hydractinia|LOC130655275	Xenia|LOC124446014
OG0007629	Hydractinia|LOC130655915	Xenia|LOC124447098
OG0007630	Hydractinia|LOC130654393	Xenia|LOC124445068
OG0007631	Hydractinia|LOC130654397	Xenia|LOC124446204
OG0007632	Hydractinia|LOC130641220	Xenia|LOC124453134
OG0007633	Hydractinia|LOC130641615	Xenia|LOC124453207
OG0007634	Hydractinia|LOC130641059	Xenia|LOC124440459
OG0007635	Hydractinia|LOC130641743	Xenia|LOC124453282
OG0007636	Hydractinia|LOC130642059	Xenia|LOC124458124
OG0007638	Hydractinia|LOC130641929	Xenia|LOC124452580
OG0007639	Hydractinia|LOC130641439	Xenia|LOC124444941
OG0007640	Hydractinia|LOC130647938	Xenia|LOC124456684
OG0007641	Hydractinia|LOC130646935	Xenia|LOC124449474
OG0007642	Hydractinia|LOC130647610	Xenia|LOC124457572
OG0007643	Hydractinia|LOC130646936	Xenia|LOC124433343
OG0007644	Hydractinia|LOC130647946	Xenia|LOC124459590
OG0007645	Hydractinia|LOC130647780	Xenia|LOC124455876
OG0007646	Hydractinia|LOC130648197, Hydractinia|LOC130647657	Xenia|LOC124452739
OG0007647	Hydractinia|LOC130628754	Xenia|LOC124453721
OG0007648	Hydractinia|LOC130629312	Xenia|LOC124453256
OG0007649	Hydractinia|LOC130628802	Xenia|LOC124453488
OG0007650	Hydractinia|LOC130628899	Xenia|LOC124452550
OG0007651	Hydractinia|LOC130614228	Xenia|LOC124436403
OG0007652	Hydractinia|LOC130613654	Xenia|LOC124434221
OG0007653	Hydractinia|LOC130613412	Xenia|LOC124436364
OG0007654	Hydractinia|LOC130613973	Xenia|LOC124436214
OG0007655	Hydractinia|LOC130614631	Xenia|LOC124437813
OG0007657	Hydractinia|LOC130614235	Xenia|LOC124436629
OG0007658	Hydractinia|LOC130613955	Xenia|LOC124437178
OG0007659	Hydractinia|LOC130614072	Xenia|LOC124445260
OG0007660	Hydractinia|LOC130614628	Xenia|LOC124437050
OG0007661	Hydractinia|LOC130614236	Xenia|LOC124436287
OG0007662	Hydractinia|LOC130662732	Xenia|LOC124448642
OG0007663	Hydractinia|LOC130654254	Xenia|LOC124443603
OG0007664	Hydractinia|LOC130654250	Xenia|LOC124440252
OG0007665	Hydractinia|LOC130654554	Xenia|LOC124439090
OG0007666	Hydractinia|LOC130654210	Xenia|LOC124443114
OG0007667	Hydractinia|LOC130654168	Xenia|LOC124446147
OG0007668	Hydractinia|LOC130654171	Xenia|LOC124446149
OG0007669	Hydractinia|LOC130653797	Xenia|LOC124439254
OG0007670	Hydractinia|LOC130654629	Xenia|LOC124443885
OG0007671	Hydractinia|LOC130653866	Xenia|LOC124438598
OG0007672	Hydractinia|LOC130655761	Xenia|LOC124446654
OG0007673	Hydractinia|LOC130655418	Xenia|LOC124438448
OG0007674	Hydractinia|LOC130655168	Xenia|LOC124446196
OG0007675	Hydractinia|LOC130655163	Xenia|LOC124444563
OG0007676	Hydractinia|LOC130654242	Xenia|LOC124447258
OG0007677	Hydractinia|LOC130625659	Xenia|LOC124440902
OG0007678	Hydractinia|LOC130612213	Xenia|LOC124443845
OG0007679	Hydractinia|LOC130654253	Xenia|LOC124450811
OG0007680	Hydractinia|LOC130654132	Xenia|LOC124436264
OG0007681	Hydractinia|LOC130654691	Xenia|LOC124451084
OG0007682	Hydractinia|LOC130655764	Xenia|LOC124446597
OG0007683	Hydractinia|LOC130654425	Xenia|LOC124447180
OG0007684	Hydractinia|LOC130653976	Xenia|LOC124438796
OG0007685	Hydractinia|LOC130655287	Xenia|LOC124439383
OG0007686	Hydractinia|LOC130655695	Xenia|LOC124445926
OG0007687	Hydractinia|LOC130655696	Xenia|LOC124447262
OG0007688	Hydractinia|LOC130653977	Xenia|LOC124438827
OG0007689	Hydractinia|LOC130655197	Xenia|LOC124438785
OG0007690	Hydractinia|LOC130654730	Xenia|LOC124439579
OG0007691	Hydractinia|LOC130655841	Xenia|LOC124438218
OG0007692	Hydractinia|LOC130657321	Xenia|LOC124435656
OG0007693	Hydractinia|LOC130656908	Xenia|LOC124433289
OG0007694	Hydractinia|LOC130656609	Xenia|LOC124442979
OG0007695	Hydractinia|LOC130656610	Xenia|LOC124441944
OG0007696	Hydractinia|LOC130656494	Xenia|LOC124439538
OG0007697	Hydractinia|LOC130656896	Xenia|LOC124443047
OG0007698	Hydractinia|LOC130656710	Xenia|LOC124443605
OG0007699	Hydractinia|LOC130656237	Xenia|LOC124437255
OG0007700	Hydractinia|LOC130644918	Xenia|LOC124455210
OG0007701	Hydractinia|LOC130656837	Xenia|LOC124450814
OG0007702	Hydractinia|LOC130656676	Xenia|LOC124450716
OG0007703	Hydractinia|LOC130636496	Xenia|LOC124445102
OG0007704	Hydractinia|LOC130636498	Xenia|LOC124447380
OG0007706	Hydractinia|LOC130655448	Xenia|LOC124446085
OG0007707	Hydractinia|LOC130655664	Xenia|LOC124453345
OG0007708	Hydractinia|LOC130656016	Xenia|LOC124433467
OG0007709	Hydractinia|LOC130612521	Xenia|LOC124438263
OG0007710	Hydractinia|LOC130629583	Xenia|LOC124445137
OG0007711	Hydractinia|LOC130636900, Hydractinia|LOC130635661	Xenia|LOC124433407
OG0007712	Hydractinia|LOC130624190	Xenia|LOC124434835
OG0007713	Hydractinia|LOC130656467	Xenia|LOC124443024
OG0007714	Hydractinia|LOC130657053	Xenia|LOC124442160
OG0007715	Hydractinia|LOC130623771	Xenia|LOC124434701
OG0007716	Hydractinia|LOC130623773	Xenia|LOC124435515
OG0007717	Hydractinia|LOC130657357	Xenia|LOC124441872
OG0007718	Hydractinia|LOC130657959	Xenia|LOC124443556
OG0007719	Hydractinia|LOC130635445	Xenia|LOC124443608
OG0007720	Hydractinia|LOC130636095	Xenia|LOC124446489
OG0007721	Hydractinia|LOC130636558	Xenia|LOC124446209
OG0007722	Hydractinia|LOC130646715	Xenia|LOC124456188
OG0007724	Hydractinia|LOC130614219	Xenia|LOC124434299
OG0007725	Hydractinia|LOC130614305	Xenia|LOC124435889
OG0007726	Hydractinia|LOC130614194	Xenia|LOC124436434
OG0007727	Hydractinia|LOC130613874	Xenia|LOC124436993
OG0007728	Hydractinia|LOC130613834	Xenia|LOC124436803
OG0007729	Hydractinia|LOC130613533	Xenia|LOC124437151
OG0007730	Hydractinia|LOC130614030	Xenia|LOC124437267
OG0007731	Hydractinia|LOC130614571	Xenia|LOC124435938
OG0007732	Hydractinia|LOC130654684	Xenia|LOC124452252
OG0007733	Hydractinia|LOC130656583	Xenia|LOC124441706
OG0007734	Hydractinia|LOC130658039	Xenia|LOC124452588
OG0007735	Hydractinia|LOC130657940	Xenia|LOC124442740
OG0007736	Hydractinia|LOC130657363	Xenia|LOC124441337
OG0007737	Hydractinia|LOC130656781	Xenia|LOC124450740
OG0007738	Hydractinia|LOC130657580	Xenia|LOC124441992
OG0007739	Hydractinia|LOC130641885	Xenia|LOC124453664
OG0007740	Hydractinia|LOC130641989	Xenia|LOC124444485
OG0007741	Hydractinia|LOC130657091	Xenia|LOC124440935
OG0007742	Hydractinia|LOC130641058	Xenia|LOC124453288
OG0007743	Hydractinia|LOC130642125	Xenia|LOC124453542
OG0007744	Hydractinia|LOC130640959	Xenia|LOC124453224
OG0007745	Hydractinia|LOC130640947	Xenia|LOC124444339
OG0007746	Hydractinia|LOC130641504	Xenia|LOC124453711
OG0007747	Hydractinia|LOC130642123	Xenia|LOC124452991
OG0007748	Hydractinia|LOC130647795	Xenia|LOC124443943
OG0007749	Hydractinia|LOC130640858	Xenia|LOC124444066
OG0007750	Hydractinia|LOC130656624	Xenia|LOC124443419
OG0007751	Hydractinia|LOC130656432	Xenia|LOC124442792
OG0007752	Hydractinia|LOC130647073	Xenia|LOC124456277
OG0007753	Hydractinia|LOC130631113	Xenia|LOC124433421
OG0007754	Hydractinia|LOC130632543	Xenia|LOC124453594
OG0007755	Hydractinia|LOC130633661	Xenia|LOC124450584
OG0007756	Hydractinia|LOC130645140	Xenia|LOC124449679
OG0007757	Hydractinia|LOC130645177	Xenia|LOC124449280
OG0007758	Hydractinia|LOC130646772	Xenia|LOC124450044
OG0007759	Hydractinia|LOC130647114	Xenia|LOC124433394
OG0007760	Hydractinia|LOC130647149	Xenia|LOC124433455
OG0007761	Hydractinia|LOC130630849	Xenia|LOC124450242
OG0007762	Hydractinia|LOC130630749	Xenia|LOC124452444
OG0007763	Hydractinia|LOC130630491	Xenia|LOC124448208
OG0007764	Hydractinia|LOC130630300	Xenia|LOC124440588
OG0007765	Hydractinia|LOC130630367	Xenia|LOC124441860
OG0007766	Hydractinia|LOC130629794	Xenia|LOC124442645
OG0007767	Hydractinia|LOC130630488	Xenia|LOC124450230
OG0007768	Hydractinia|LOC130630540	Xenia|LOC124436861
OG0007769	Hydractinia|LOC130647711	Xenia|LOC124453064
OG0007770	Hydractinia|LOC130629796	Xenia|LOC124459093
OG0007771	Hydractinia|LOC130623302	Xenia|LOC124435574
OG0007772	Hydractinia|LOC130623304	Xenia|LOC124436409
OG0007773	Hydractinia|LOC130623928	Xenia|LOC124435297
OG0007775	Hydractinia|LOC130623707	Xenia|LOC124435714
OG0007776	Hydractinia|LOC130623276	Xenia|LOC124435275
OG0007777	Hydractinia|LOC130623632	Xenia|LOC124433991
OG0007778	Hydractinia|LOC130623306	Xenia|LOC124434517
OG0007779	Hydractinia|LOC130624040	Xenia|LOC124435286
OG0007780	Hydractinia|LOC130623509	Xenia|LOC124435311
OG0007781	Hydractinia|LOC130624260	Xenia|LOC124434555
OG0007783	Hydractinia|LOC130623314	Xenia|LOC124450283
OG0007784	Hydractinia|LOC130623315	Xenia|LOC124452635
OG0007785	Hydractinia|LOC130630405	Xenia|LOC124439428
OG0007786	Hydractinia|LOC130662485	Xenia|LOC124455467
OG0007787	Hydractinia|LOC130612227	Xenia|LOC124438514
OG0007788	Hydractinia|LOC130614816	Xenia|LOC124436819
OG0007789	Hydractinia|LOC130662491	Xenia|LOC124438365
OG0007791	Hydractinia|LOC130614862	Xenia|LOC124436874
OG0007792	Hydractinia|LOC130614825	Xenia|LOC124439590
OG0007793	Hydractinia|LOC130613895	Xenia|LOC124437559
OG0007794	Hydractinia|LOC130614139	Xenia|LOC124434158
OG0007795	Hydractinia|LOC130640869	Xenia|LOC124453776
OG0007796	Hydractinia|LOC130640867	Xenia|LOC124453459
OG0007797	Hydractinia|LOC130641709	Xenia|LOC124453287
OG0007798	Hydractinia|LOC130649123	Xenia|LOC124447801
OG0007799	Hydractinia|LOC130649037	Xenia|LOC124433493
OG0007800	Hydractinia|LOC130648425	Xenia|LOC124453557
OG0007801	Hydractinia|LOC130648844	Xenia|LOC124447741
OG0007802	Hydractinia|LOC130629135	Xenia|LOC124453127
OG0007803	Hydractinia|LOC130629136	Xenia|LOC124452982
OG0007804	Hydractinia|LOC130628975	Xenia|LOC124453677
OG0007805	Hydractinia|LOC130629016	Xenia|LOC124452563
OG0007806	Hydractinia|LOC130640925	Xenia|LOC124444661
OG0007808	Hydractinia|LOC130642010	Xenia|LOC124452492
OG0007809	Hydractinia|LOC130641884	Xenia|LOC124441323
OG0007810	Hydractinia|LOC130646933	Xenia|LOC124439925
OG0007811	Hydractinia|LOC130647023	Xenia|LOC124433480
OG0007812	Hydractinia|LOC130646972	Xenia|LOC124459622
OG0007813	Hydractinia|LOC130647123	Xenia|LOC124434575
