Orthogroup	longest_isoform_HydractiniaProteins	longest_isoform_NematostellaProteins
OG0008224	Hydractinia|LOC130654284	Nematostella|LOC5513500
OG0008225	Hydractinia|LOC130654292	Nematostella|LOC5516398
OG0008226	Hydractinia|LOC130654099	Nematostella|LOC5519175
OG0008227	Hydractinia|LOC130612714, Hydractinia|LOC130612697	Nematostella|LOC5519801
OG0008228	Hydractinia|LOC130612035, Hydractinia|LOC130662450	Nematostella|LOC5505811
OG0008230	Hydractinia|LOC130613149	Nematostella|LOC5521566
OG0008231	Hydractinia|LOC130662775	Nematostella|LOC5515289
OG0008232	Hydractinia|LOC130653683	Nematostella|LOC5519254
OG0008233	Hydractinia|LOC130653684	Nematostella|LOC5519195
OG0008234	Hydractinia|LOC130656056	Nematostella|LOC5516409
OG0008235	Hydractinia|LOC130655162	Nematostella|LOC5511171
OG0008236	Hydractinia|LOC130653922	Nematostella|LOC5512916
OG0008237	Hydractinia|LOC130654462	Nematostella|LOC5512913
OG0008238	Hydractinia|LOC130655130	Nematostella|LOC116618917
OG0008239	Hydractinia|LOC130654683	Nematostella|LOC5509936
OG0008240	Hydractinia|LOC130641115, Hydractinia|LOC130640737	Nematostella|LOC5514343
OG0008241	Hydractinia|LOC130613284	Nematostella|LOC5515240
OG0008242	Hydractinia|LOC130655074	Nematostella|LOC5517731
OG0008243	Hydractinia|LOC130654124	Nematostella|LOC5513525
OG0008244	Hydractinia|LOC130655341	Nematostella|LOC5521890
OG0008245	Hydractinia|LOC130654448	Nematostella|LOC5516472
OG0008246	Hydractinia|LOC130655860	Nematostella|LOC5510801
OG0008247	Hydractinia|LOC130654461	Nematostella|LOC5512947
OG0008248	Hydractinia|LOC130654941	Nematostella|LOC5507445
OG0008249	Hydractinia|LOC130654997	Nematostella|LOC116618357
OG0008250	Hydractinia|LOC130662714	Nematostella|LOC5507976
OG0008251	Hydractinia|LOC130662367	Nematostella|LOC5516263
OG0008252	Hydractinia|LOC130662720	Nematostella|LOC5520941
OG0008253	Hydractinia|LOC130642037	Nematostella|LOC5517861
OG0008254	Hydractinia|LOC130640871, Hydractinia|LOC130640873	Nematostella|LOC5508924
OG0008255	Hydractinia|LOC130654113	Nematostella|LOC5514196
OG0008256	Hydractinia|LOC130654111	Nematostella|LOC5519476
OG0008257	Hydractinia|LOC130655458	Nematostella|LOC5506824
OG0008258	Hydractinia|LOC130647351	Nematostella|LOC5511863
OG0008259	Hydractinia|LOC130647912	Nematostella|LOC5501231
OG0008260	Hydractinia|LOC130622085	Nematostella|LOC116614911
OG0008261	Hydractinia|LOC130621826	Nematostella|LOC5515833
OG0008262	Hydractinia|LOC130621586	Nematostella|LOC5521172
OG0008263	Hydractinia|LOC130621917	Nematostella|LOC5521619
OG0008264	Hydractinia|LOC130621517	Nematostella|LOC5516356
OG0008265	Hydractinia|LOC130622333	Nematostella|LOC5515564
OG0008266	Hydractinia|LOC130621583	Nematostella|LOC5521171
OG0008267	Hydractinia|LOC130622762	Nematostella|LOC5515817
OG0008268	Hydractinia|LOC130621558	Nematostella|LOC5508791
OG0008269	Hydractinia|LOC130622502	Nematostella|LOC116612560, Nematostella|LOC5516162
OG0008270	Hydractinia|LOC130656976	Nematostella|LOC5504034
OG0008271	Hydractinia|LOC130657637	Nematostella|LOC5520800
OG0008272	Hydractinia|LOC130657596	Nematostella|LOC5518951
OG0008273	Hydractinia|LOC130656217	Nematostella|LOC5510765
OG0008274	Hydractinia|LOC130657023	Nematostella|LOC5511963
OG0008275	Hydractinia|LOC130657026	Nematostella|LOC5504073
OG0008276	Hydractinia|LOC130629906	Nematostella|LOC5520425
OG0008277	Hydractinia|LOC130654658	Nematostella|LOC5512541
OG0008278	Hydractinia|LOC130653796	Nematostella|LOC5520202
OG0008279	Hydractinia|LOC130642100	Nematostella|LOC5516969
OG0008280	Hydractinia|LOC130613848	Nematostella|LOC5518035
OG0008281	Hydractinia|LOC130641886	Nematostella|LOC5514092
OG0008282	Hydractinia|LOC130640758, Hydractinia|LOC130641135	Nematostella|LOC5514219
OG0008283	Hydractinia|LOC130648771	Nematostella|LOC5520679
OG0008284	Hydractinia|LOC130648390	Nematostella|LOC5504672
OG0008285	Hydractinia|LOC130636042	Nematostella|LOC116601905
OG0008286	Hydractinia|LOC130636153	Nematostella|LOC5507079
OG0008287	Hydractinia|LOC130636049	Nematostella|LOC5512694
OG0008288	Hydractinia|LOC130648775	Nematostella|LOC5516884
OG0008289	Hydractinia|LOC130636044	Nematostella|LOC125556768
OG0008290	Hydractinia|LOC130614015	Nematostella|LOC5518095
OG0008291	Hydractinia|LOC130625934	Nematostella|LOC5521018
OG0008292	Hydractinia|LOC130613794	Nematostella|LOC116602101
OG0008293	Hydractinia|LOC130613914	Nematostella|LOC5518020
OG0008294	Hydractinia|LOC130614536	Nematostella|LOC5521494
OG0008295	Hydractinia|LOC130612955, Hydractinia|LOC130612954	Nematostella|LOC5517901
OG0008296	Hydractinia|LOC130614342	Nematostella|LOC5505168
OG0008297	Hydractinia|LOC130614649	Nematostella|LOC5507542
OG0008298	Hydractinia|LOC130613732	Nematostella|LOC5503625
OG0008299	Hydractinia|LOC130636588	Nematostella|LOC5510970
OG0008300	Hydractinia|LOC130636444	Nematostella|LOC5515405
OG0008301	Hydractinia|LOC130636666	Nematostella|LOC5506264
OG0008302	Hydractinia|LOC130654135	Nematostella|LOC5510599
OG0008303	Hydractinia|LOC130656659	Nematostella|LOC5520771
OG0008304	Hydractinia|LOC130622878	Nematostella|LOC5512202
OG0008305	Hydractinia|LOC130655293	Nematostella|LOC5498901
OG0008306	Hydractinia|LOC130655612	Nematostella|LOC5514338, Nematostella|LOC5506384
OG0008307	Hydractinia|LOC130654715	Nematostella|LOC116604641
OG0008308	Hydractinia|LOC130628841	Nematostella|LOC5522129
OG0008309	Hydractinia|LOC130628900	Nematostella|LOC5509391
OG0008310	Hydractinia|LOC130629188	Nematostella|LOC5508606
OG0008311	Hydractinia|LOC130641432	Nematostella|LOC5512578
OG0008312	Hydractinia|LOC130641388	Nematostella|LOC5513247
OG0008313	Hydractinia|LOC130641393	Nematostella|LOC5521848
OG0008314	Hydractinia|LOC130641389	Nematostella|LOC5511250
OG0008315	Hydractinia|LOC130625310	Nematostella|LOC5511972
OG0008316	Hydractinia|LOC130625009	Nematostella|LOC5517347, Nematostella|LOC5517357
OG0008317	Hydractinia|LOC130625325	Nematostella|LOC5509803
OG0008318	Hydractinia|LOC130625407	Nematostella|LOC5511157
OG0008319	Hydractinia|LOC130625678	Nematostella|LOC5515844
OG0008320	Hydractinia|LOC130625591	Nematostella|LOC5510656
OG0008321	Hydractinia|LOC130621881	Nematostella|LOC5517885
OG0008322	Hydractinia|LOC130621588	Nematostella|LOC5515571
OG0008323	Hydractinia|LOC130621587	Nematostella|LOC5521127
OG0008324	Hydractinia|LOC130621797	Nematostella|LOC5517912
OG0008325	Hydractinia|LOC130636114	Nematostella|LOC5505333
OG0008326	Hydractinia|LOC130636082	Nematostella|LOC5517249
OG0008327	Hydractinia|LOC130621803	Nematostella|LOC5514799
OG0008328	Hydractinia|LOC130635812	Nematostella|LOC5516743
OG0008329	Hydractinia|LOC130636038	Nematostella|LOC5518107
OG0008330	Hydractinia|LOC130656809	Nematostella|LOC116604076
OG0008331	Hydractinia|LOC130613138	Nematostella|LOC116614594
OG0008332	Hydractinia|LOC130612662	Nematostella|LOC5522264
OG0008333	Hydractinia|LOC130612372	Nematostella|LOC5519362
OG0008334	Hydractinia|LOC130613141	Nematostella|LOC116604034
OG0008335	Hydractinia|LOC130612627	Nematostella|LOC5519396
OG0008336	Hydractinia|LOC130612628	Nematostella|LOC5515355
OG0008337	Hydractinia|LOC130612386	Nematostella|LOC5517180
OG0008338	Hydractinia|LOC130612355	Nematostella|LOC5509776
OG0008339	Hydractinia|LOC130641925	Nematostella|LOC5508912
OG0008340	Hydractinia|LOC130641479	Nematostella|LOC5521645
OG0008341	Hydractinia|LOC130641482	Nematostella|LOC5508623
OG0008342	Hydractinia|LOC130623349	Nematostella|LOC5510954
OG0008343	Hydractinia|LOC130623347	Nematostella|LOC5502471
OG0008344	Hydractinia|LOC130623427	Nematostella|LOC5512883
OG0008345	Hydractinia|LOC130623621	Nematostella|LOC5501111
OG0008346	Hydractinia|LOC130623577	Nematostella|LOC5519594
OG0008347	Hydractinia|LOC130624285	Nematostella|LOC5503941
OG0008348	Hydractinia|LOC130623417	Nematostella|LOC5512876
OG0008349	Hydractinia|LOC130623533	Nematostella|LOC5504006
OG0008350	Hydractinia|LOC130641773	Nematostella|LOC116604285
OG0008351	Hydractinia|LOC130641639	Nematostella|LOC5509026
OG0008352	Hydractinia|LOC130649509	Nematostella|LOC5510108
OG0008353	Hydractinia|LOC130649290	Nematostella|LOC116611673
OG0008354	Hydractinia|LOC130648712	Nematostella|LOC5520164
OG0008355	Hydractinia|LOC130649287	Nematostella|LOC5508314
OG0008356	Hydractinia|LOC130648949	Nematostella|LOC5520196
OG0008357	Hydractinia|LOC130613795	Nematostella|LOC5507033
OG0008358	Hydractinia|LOC130614180	Nematostella|LOC5508155
OG0008359	Hydractinia|LOC130629628	Nematostella|LOC5519627
OG0008360	Hydractinia|LOC130654412	Nematostella|LOC5504550
OG0008361	Hydractinia|LOC130649293	Nematostella|LOC5520151
OG0008362	Hydractinia|LOC130648838	Nematostella|LOC116615540
OG0008363	Hydractinia|LOC130648681	Nematostella|LOC5517029
OG0008364	Hydractinia|LOC130614121	Nematostella|LOC5512270
OG0008365	Hydractinia|LOC130648808	Nematostella|LOC5508428
OG0008366	Hydractinia|LOC130648878	Nematostella|LOC116616958
OG0008367	Hydractinia|LOC130649621	Nematostella|LOC5510098
OG0008368	Hydractinia|LOC130648843	Nematostella|LOC5501802
OG0008369	Hydractinia|LOC130648890	Nematostella|LOC5506255
OG0008370	Hydractinia|LOC130649437	Nematostella|LOC5509374
OG0008371	Hydractinia|LOC130645854	Nematostella|LOC5516291
OG0008372	Hydractinia|LOC130654878	Nematostella|LOC5508285
OG0008373	Hydractinia|LOC130662359	Nematostella|LOC116617202
OG0008374	Hydractinia|LOC130625805	Nematostella|LOC5520491
OG0008375	Hydractinia|LOC130625371	Nematostella|LOC5511144
OG0008376	Hydractinia|LOC130625340	Nematostella|LOC5502738
OG0008377	Hydractinia|LOC130629275	Nematostella|LOC5506485
OG0008378	Hydractinia|LOC130625846	Nematostella|LOC5521737
OG0008379	Hydractinia|LOC130625285	Nematostella|LOC5509833
OG0008380	Hydractinia|LOC130625013	Nematostella|LOC5506266
OG0008381	Hydractinia|LOC130625299	Nematostella|LOC5521379
OG0008382	Hydractinia|LOC130613125	Nematostella|LOC5500548, Nematostella|LOC5501221
OG0008383	Hydractinia|LOC130646945	Nematostella|LOC5517819
OG0008384	Hydractinia|LOC130654070	Nematostella|LOC116617730
OG0008385	Hydractinia|LOC130654673	Nematostella|LOC5519150
OG0008386	Hydractinia|LOC130654258	Nematostella|LOC5516525
OG0008387	Hydractinia|LOC130646971	Nematostella|LOC5507824
OG0008388	Hydractinia|LOC130654682	Nematostella|LOC5508679
OG0008389	Hydractinia|LOC130656157	Nematostella|LOC5517045
OG0008390	Hydractinia|LOC130658014	Nematostella|LOC5501000
OG0008391	Hydractinia|LOC130656672	Nematostella|LOC5520815
OG0008392	Hydractinia|LOC130656370	Nematostella|LOC5503400
OG0008393	Hydractinia|LOC130656318	Nematostella|LOC5507108
OG0008394	Hydractinia|LOC130657605	Nematostella|LOC5521439
OG0008395	Hydractinia|LOC130657600	Nematostella|LOC5504630
OG0008396	Hydractinia|LOC130657501	Nematostella|LOC5504956
OG0008397	Hydractinia|LOC130656794	Nematostella|LOC5519375
OG0008398	Hydractinia|LOC130656378	Nematostella|LOC5501593
OG0008399	Hydractinia|LOC130656382	Nematostella|LOC5520705
OG0008400	Hydractinia|LOC130656385	Nematostella|LOC5507097
OG0008401	Hydractinia|LOC130656952	Nematostella|LOC5513009
OG0008402	Hydractinia|LOC130614010	Nematostella|LOC5518497
OG0008403	Hydractinia|LOC130654463	Nematostella|LOC5510572
OG0008404	Hydractinia|LOC130622071	Nematostella|LOC5513160
OG0008405	Hydractinia|LOC130622125	Nematostella|LOC5514340
OG0008406	Hydractinia|LOC130622540	Nematostella|LOC5515520
OG0008407	Hydractinia|LOC130657613	Nematostella|LOC5504200
OG0008408	Hydractinia|LOC130657494	Nematostella|LOC5514945
OG0008409	Hydractinia|LOC130662629	Nematostella|LOC5508385
OG0008410	Hydractinia|LOC130662563	Nematostella|LOC5515210
OG0008411	Hydractinia|LOC130612690	Nematostella|LOC5502105
OG0008412	Hydractinia|LOC130612116	Nematostella|LOC5507980
OG0008413	Hydractinia|LOC130662744	Nematostella|LOC5518144
OG0008414	Hydractinia|LOC130613362	Nematostella|LOC5501013
OG0008415	Hydractinia|LOC130662339	Nematostella|LOC116620266
OG0008416	Hydractinia|LOC130612378	Nematostella|LOC5502103
OG0008417	Hydractinia|LOC130662745	Nematostella|LOC5513130
OG0008418	Hydractinia|LOC130662337	Nematostella|LOC116613704
OG0008419	Hydractinia|LOC130662630	Nematostella|LOC116617595
OG0008420	Hydractinia|LOC130622319	Nematostella|LOC5518329
OG0008422	Hydractinia|LOC130621926	Nematostella|LOC5518514
OG0008423	Hydractinia|LOC130621118	Nematostella|LOC5519131
OG0008424	Hydractinia|LOC130622650	Nematostella|LOC5521173
OG0008425	Hydractinia|LOC130622707	Nematostella|LOC5519838
OG0008426	Hydractinia|LOC130622710	Nematostella|LOC5521772
OG0008427	Hydractinia|LOC130621178	Nematostella|LOC5517940
OG0008428	Hydractinia|LOC130621935	Nematostella|LOC5517947
OG0008429	Hydractinia|LOC130621305	Nematostella|LOC5513155
OG0008430	Hydractinia|LOC130622236	Nematostella|LOC5521762
OG0008431	Hydractinia|LOC130621148	Nematostella|LOC116604234
OG0008432	Hydractinia|LOC130622237	Nematostella|LOC5521334
OG0008433	Hydractinia|LOC130622010	Nematostella|LOC5505206
OG0008434	Hydractinia|LOC130622211	Nematostella|LOC5515593
OG0008435	Hydractinia|LOC130622243	Nematostella|LOC116615692
OG0008436	Hydractinia|LOC130623825	Nematostella|LOC5502211
OG0008437	Hydractinia|LOC130647121	Nematostella|LOC5511796
OG0008438	Hydractinia|LOC130623355	Nematostella|LOC5516563
OG0008439	Hydractinia|LOC130631298	Nematostella|LOC5503136
OG0008440	Hydractinia|LOC130630451	Nematostella|LOC5503089
OG0008442	Hydractinia|LOC130613903	Nematostella|LOC5503635
OG0008443	Hydractinia|LOC130614378	Nematostella|LOC5500687
OG0008444	Hydractinia|LOC130614385	Nematostella|LOC5518582
OG0008445	Hydractinia|LOC130613902	Nematostella|LOC5512587
OG0008446	Hydractinia|LOC130614811	Nematostella|LOC5513415
OG0008447	Hydractinia|LOC130613648	Nematostella|LOC116617402
OG0008448	Hydractinia|LOC130613647	Nematostella|LOC5515583
OG0008449	Hydractinia|LOC130662639	Nematostella|LOC5504004
OG0008450	Hydractinia|LOC130613004, Hydractinia|LOC130662815	Nematostella|LOC5514220
OG0008451	Hydractinia|LOC130612578	Nematostella|LOC5511092
OG0008452	Hydractinia|LOC130612572	Nematostella|LOC5505910
OG0008454	Hydractinia|LOC130612110	Nematostella|LOC5510477
OG0008455	Hydractinia|LOC130623695	Nematostella|LOC116616157
OG0008456	Hydractinia|LOC130654543	Nematostella|LOC5511173
OG0008457	Hydractinia|LOC130655104	Nematostella|LOC5510603
OG0008458	Hydractinia|LOC130623644	Nematostella|LOC5506960
OG0008459	Hydractinia|LOC130623649	Nematostella|LOC5502391
OG0008461	Hydractinia|LOC130654319	Nematostella|LOC5513590
OG0008462	Hydractinia|LOC130625677	Nematostella|LOC5518247
OG0008463	Hydractinia|LOC130625490	Nematostella|LOC5506257
OG0008464	Hydractinia|LOC130625789	Nematostella|LOC5515930
OG0008465	Hydractinia|LOC130625784	Nematostella|LOC5515879
OG0008466	Hydractinia|LOC130625839	Nematostella|LOC5516290
OG0008467	Hydractinia|LOC130625786	Nematostella|LOC5514436
OG0008468	Hydractinia|LOC130625838	Nematostella|LOC5517404
OG0008469	Hydractinia|LOC130625892	Nematostella|LOC5509784
OG0008470	Hydractinia|LOC130625017	Nematostella|LOC5511158
OG0008471	Hydractinia|LOC130656821	Nematostella|LOC5510922
OG0008472	Hydractinia|LOC130656820	Nematostella|LOC5512739
OG0008473	Hydractinia|LOC130656151	Nematostella|LOC5502437
OG0008474	Hydractinia|LOC130657058	Nematostella|LOC5522144
OG0008475	Hydractinia|LOC130656116	Nematostella|LOC5504043
OG0008476	Hydractinia|LOC130656394	Nematostella|LOC5504361
OG0008477	Hydractinia|LOC130656118	Nematostella|LOC5511889
OG0008478	Hydractinia|LOC130656176	Nematostella|LOC5510974
OG0008479	Hydractinia|LOC130656564	Nematostella|LOC5511054
OG0008480	Hydractinia|LOC130654713	Nematostella|LOC5507540
OG0008481	Hydractinia|LOC130654651	Nematostella|LOC5520442
OG0008482	Hydractinia|LOC130654712	Nematostella|LOC5503442
OG0008483	Hydractinia|LOC130655344	Nematostella|LOC5506769
OG0008484	Hydractinia|LOC130649653	Nematostella|LOC5508295
OG0008485	Hydractinia|LOC130649588	Nematostella|LOC5511727
OG0008487	Hydractinia|LOC130645332	Nematostella|LOC5518215
OG0008488	Hydractinia|LOC130645037	Nematostella|LOC5505628
OG0008489	Hydractinia|LOC130645053	Nematostella|LOC5502062
OG0008490	Hydractinia|LOC130645352	Nematostella|LOC5514319
OG0008491	Hydractinia|LOC130630670	Nematostella|LOC5520443
OG0008492	Hydractinia|LOC130630676	Nematostella|LOC5510671
OG0008493	Hydractinia|LOC130626056	Nematostella|LOC5518304
OG0008494	Hydractinia|LOC130630230	Nematostella|LOC5515949
OG0008495	Hydractinia|LOC130629476	Nematostella|LOC5507582
OG0008496	Hydractinia|LOC130630551	Nematostella|LOC5514421
OG0008497	Hydractinia|LOC130645861	Nematostella|LOC5516707
OG0008498	Hydractinia|LOC130645060	Nematostella|LOC116620296
OG0008499	Hydractinia|LOC130646699	Nematostella|LOC116601455
OG0008500	Hydractinia|LOC130646731	Nematostella|LOC5517767
OG0008501	Hydractinia|LOC130635662	Nematostella|LOC5514696
OG0008502	Hydractinia|LOC130635665	Nematostella|LOC5503854
OG0008503	Hydractinia|LOC130656899	Nematostella|LOC5511674
OG0008504	Hydractinia|LOC130657423	Nematostella|LOC5507128
OG0008505	Hydractinia|LOC130656913	Nematostella|LOC5520884
OG0008506	Hydractinia|LOC130656581	Nematostella|LOC5511961
OG0008507	Hydractinia|LOC130625393	Nematostella|LOC116603703
OG0008508	Hydractinia|LOC130625000	Nematostella|LOC5519051
OG0008509	Hydractinia|LOC130626161	Nematostella|LOC5515185
OG0008510	Hydractinia|LOC130626035	Nematostella|LOC5517166
OG0008511	Hydractinia|LOC130662616	Nematostella|LOC5504501
OG0008512	Hydractinia|LOC130662331	Nematostella|LOC5515202
OG0008513	Hydractinia|LOC130625514	Nematostella|LOC5519003
OG0008514	Hydractinia|LOC130636443	Nematostella|LOC5515481
OG0008515	Hydractinia|LOC130636646	Nematostella|LOC5509935
OG0008516	Hydractinia|LOC130636474	Nematostella|LOC5512392
OG0008517	Hydractinia|LOC130636475	Nematostella|LOC116601872
OG0008518	Hydractinia|LOC130636708	Nematostella|LOC5509474
OG0008519	Hydractinia|LOC130625540	Nematostella|LOC5517175
OG0008520	Hydractinia|LOC130636076	Nematostella|LOC5502904
OG0008521	Hydractinia|LOC130655893	Nematostella|LOC5522320
OG0008522	Hydractinia|LOC130654536	Nematostella|LOC5511330
OG0008523	Hydractinia|LOC130655750	Nematostella|LOC5504980
OG0008524	Hydractinia|LOC130655790	Nematostella|LOC5517728
OG0008525	Hydractinia|LOC130654420	Nematostella|LOC5512142
OG0008526	Hydractinia|LOC130621713	Nematostella|LOC5520898
OG0008527	Hydractinia|LOC130621871	Nematostella|LOC5516776
OG0008528	Hydractinia|LOC130621758	Nematostella|LOC5516843
OG0008529	Hydractinia|LOC130621738	Nematostella|LOC5517874
OG0008530	Hydractinia|LOC130621754	Nematostella|LOC5515579
OG0008531	Hydractinia|LOC130622685	Nematostella|LOC5515536
OG0008532	Hydractinia|LOC130622443	Nematostella|LOC5521107
OG0008533	Hydractinia|LOC130655902	Nematostella|LOC5509274
OG0008534	Hydractinia|LOC130654414	Nematostella|LOC5516428
OG0008535	Hydractinia|LOC130621606	Nematostella|LOC5515747
OG0008536	Hydractinia|LOC130621991	Nematostella|LOC5509133
OG0008537	Hydractinia|LOC130621424	Nematostella|LOC5516748
OG0008538	Hydractinia|LOC130622682	Nematostella|LOC5514339
OG0008539	Hydractinia|LOC130636178	Nematostella|LOC5506652
OG0008540	Hydractinia|LOC130636120	Nematostella|LOC5518155
OG0008541	Hydractinia|LOC130636083	Nematostella|LOC5506204
OG0008542	Hydractinia|LOC130640988	Nematostella|LOC5504250
OG0008543	Hydractinia|LOC130622929	Nematostella|LOC5503418
OG0008544	Hydractinia|LOC130641857	Nematostella|LOC5521547
OG0008545	Hydractinia|LOC130641838	Nematostella|LOC5521181
OG0008546	Hydractinia|LOC130622780	Nematostella|LOC5521869
OG0008547	Hydractinia|LOC130635827	Nematostella|LOC5506616
OG0008548	Hydractinia|LOC130636639	Nematostella|LOC5504901
OG0008549	Hydractinia|LOC130636640	Nematostella|LOC5506437
OG0008550	Hydractinia|LOC130636058	Nematostella|LOC116601898
OG0008551	Hydractinia|LOC130636506	Nematostella|LOC5518112
OG0008552	Hydractinia|LOC130641679	Nematostella|LOC5525259
OG0008553	Hydractinia|LOC130641206, Hydractinia|LOC130640836	Nematostella|LOC5508901
OG0008554	Hydractinia|LOC130641787	Nematostella|LOC5508928
OG0008555	Hydractinia|LOC130640992	Nematostella|LOC5509368
OG0008556	Hydractinia|LOC130624272	Nematostella|LOC5516147
OG0008557	Hydractinia|LOC130624064	Nematostella|LOC5509230
OG0008558	Hydractinia|LOC130623795	Nematostella|LOC5511344
OG0008559	Hydractinia|LOC130623595	Nematostella|LOC5512875
OG0008560	Hydractinia|LOC130622904	Nematostella|LOC5503963
OG0008561	Hydractinia|LOC130629309	Nematostella|LOC5519976
OG0008562	Hydractinia|LOC130623461	Nematostella|LOC5519170
OG0008563	Hydractinia|LOC130624102	Nematostella|LOC5503788
OG0008564	Hydractinia|LOC130645013	Nematostella|LOC116604147
OG0008565	Hydractinia|LOC130644388	Nematostella|LOC5515022
OG0008566	Hydractinia|LOC130629471	Nematostella|LOC5504697
OG0008567	Hydractinia|LOC130629781	Nematostella|LOC5520323
OG0008568	Hydractinia|LOC130630181	Nematostella|LOC5509838
OG0008569	Hydractinia|LOC130622698	Nematostella|LOC5521311
OG0008570	Hydractinia|LOC130655174	Nematostella|LOC5516487
OG0008571	Hydractinia|LOC130621970	Nematostella|LOC5514012
OG0008572	Hydractinia|LOC130613986	Nematostella|LOC5518598
OG0008573	Hydractinia|LOC130613718	Nematostella|LOC5500684
OG0008574	Hydractinia|LOC130613988	Nematostella|LOC5517990
OG0008575	Hydractinia|LOC130613887	Nematostella|LOC5518535
OG0008576	Hydractinia|LOC130622180	Nematostella|LOC5521354
OG0008577	Hydractinia|LOC130623966	Nematostella|LOC5511349
OG0008578	Hydractinia|LOC130621824	Nematostella|LOC116618669
OG0008579	Hydractinia|LOC130621751	Nematostella|LOC5502223
OG0008580	Hydractinia|LOC130654175	Nematostella|LOC5522244
OG0008581	Hydractinia|LOC130656075	Nematostella|LOC5515656
OG0008582	Hydractinia|LOC130656076	Nematostella|LOC5511394
OG0008583	Hydractinia|LOC130654778	Nematostella|LOC5517028
OG0008584	Hydractinia|LOC130653933	Nematostella|LOC5510648
OG0008585	Hydractinia|LOC130644788	Nematostella|LOC116617145
OG0008586	Hydractinia|LOC130645576	Nematostella|LOC5518825
OG0008587	Hydractinia|LOC130645558	Nematostella|LOC5502014
OG0008588	Hydractinia|LOC130626102	Nematostella|LOC5518255
OG0008590	Hydractinia|LOC130623328	Nematostella|LOC5519563
OG0008591	Hydractinia|LOC130645078	Nematostella|LOC5511111
OG0008592	Hydractinia|LOC130645377	Nematostella|LOC5505410
OG0008593	Hydractinia|LOC130645329	Nematostella|LOC5518846
OG0008594	Hydractinia|LOC130645331	Nematostella|LOC5521049
OG0008595	Hydractinia|LOC130644837	Nematostella|LOC5510319
OG0008596	Hydractinia|LOC130644557	Nematostella|LOC5515138
OG0008597	Hydractinia|LOC130644867	Nematostella|LOC5501699
OG0008598	Hydractinia|LOC130614792	Nematostella|LOC5513799
OG0008599	Hydractinia|LOC130614528	Nematostella|LOC5518027
OG0008601	Hydractinia|LOC130649488	Nematostella|LOC5506415
OG0008602	Hydractinia|LOC130649048	Nematostella|LOC5510122
OG0008603	Hydractinia|LOC130649063	Nematostella|LOC5508450
OG0008604	Hydractinia|LOC130649511	Nematostella|LOC5511718
OG0008605	Hydractinia|LOC130648372	Nematostella|LOC5509540
OG0008606	Hydractinia|LOC130648879	Nematostella|LOC5509659
OG0008607	Hydractinia|LOC130649647	Nematostella|LOC5509577
OG0008608	Hydractinia|LOC130649635	Nematostella|LOC116603954
OG0008609	Hydractinia|LOC130649482	Nematostella|LOC5520253
OG0008610	Hydractinia|LOC130649087	Nematostella|LOC5511757
OG0008611	Hydractinia|LOC130649512	Nematostella|LOC5522173
OG0008612	Hydractinia|LOC130625383	Nematostella|LOC5519138
OG0008613	Hydractinia|LOC130625303	Nematostella|LOC5518293
OG0008614	Hydractinia|LOC130654777	Nematostella|LOC5519602
OG0008615	Hydractinia|LOC130655371	Nematostella|LOC5512444
OG0008616	Hydractinia|LOC130654886	Nematostella|LOC5515693
OG0008617	Hydractinia|LOC130654786	Nematostella|LOC5501628
OG0008618	Hydractinia|LOC130655686	Nematostella|LOC116618849
OG0008619	Hydractinia|LOC130655112	Nematostella|LOC5512894
OG0008620	Hydractinia|LOC130654775	Nematostella|LOC5509861
OG0008621	Hydractinia|LOC130655668	Nematostella|LOC5511395
OG0008622	Hydractinia|LOC130614682	Nematostella|LOC5519542
OG0008623	Hydractinia|LOC130614685	Nematostella|LOC5502327
OG0008624	Hydractinia|LOC130614063	Nematostella|LOC5512265
OG0008625	Hydractinia|LOC130614133	Nematostella|LOC5511904
OG0008626	Hydractinia|LOC130614844	Nematostella|LOC5518014
OG0008627	Hydractinia|LOC130649435	Nematostella|LOC5513809
OG0008628	Hydractinia|LOC130613979	Nematostella|LOC5518044
OG0008629	Hydractinia|LOC130614686	Nematostella|LOC5510470
OG0008631	Hydractinia|LOC130613967	Nematostella|LOC125561056
OG0008632	Hydractinia|LOC130662278	Nematostella|LOC5520963
OG0008633	Hydractinia|LOC130655438	Nematostella|LOC5519755
OG0008634	Hydractinia|LOC130623490	Nematostella|LOC5508475
OG0008635	Hydractinia|LOC130655715	Nematostella|LOC5506933
OG0008636	Hydractinia|LOC130655020	Nematostella|LOC5511268
OG0008637	Hydractinia|LOC130654978	Nematostella|LOC5519446
OG0008638	Hydractinia|LOC130662443	Nematostella|LOC5516193
OG0008639	Hydractinia|LOC130629233	Nematostella|LOC5520005
OG0008640	Hydractinia|LOC130630596	Nematostella|LOC5505912
OG0008642	Hydractinia|LOC130645770	Nematostella|LOC5521410
OG0008643	Hydractinia|LOC130644502	Nematostella|LOC5508587
OG0008644	Hydractinia|LOC130644324	Nematostella|LOC5521363
OG0008645	Hydractinia|LOC130628932	Nematostella|LOC5517066
OG0008646	Hydractinia|LOC130645769	Nematostella|LOC5519776
OG0008647	Hydractinia|LOC130644325	Nematostella|LOC5519813
OG0008648	Hydractinia|LOC130655022	Nematostella|LOC5510301
OG0008649	Hydractinia|LOC130644316	Nematostella|LOC5515031
OG0008650	Hydractinia|LOC130628555	Nematostella|LOC5522154
OG0008651	Hydractinia|LOC130628607	Nematostella|LOC5517048
