Orthogroup	longest_isoform_HydractiniaProteins	longest_isoform_HydraProteins
OG0009758	Hydractinia|LOC130622949	Hydra|LOC101240335
OG0009759	Hydractinia|LOC130623313	Hydra|LOC100203319
OG0009760	Hydractinia|LOC130623651	Hydra|LOC100197094
OG0009761	Hydractinia|LOC130624354	Hydra|LOC100207752
OG0009762	Hydractinia|LOC130624353	Hydra|LOC101235703
OG0009763	Hydractinia|LOC130612621	Hydra|LOC100202014
OG0009764	Hydractinia|LOC130645307	Hydra|LOC100202870
OG0009776	Hydractinia|LOC130622118	Hydra|LOC124813576
OG0009779	Hydractinia|LOC130654053	Hydra|LOC100213236
OG0009780	Hydractinia|LOC130628826	Hydra|LOC101238172
OG0009783	Hydractinia|LOC130613309	Hydra|LOC100203116
OG0009785	Hydractinia|LOC130648674	Hydra|LOC100214041
OG0009786	Hydractinia|LOC130648412	Hydra|LOC101236860
OG0009787	Hydractinia|LOC130628820	Hydra|LOC100209086
OG0009792	Hydractinia|LOC130656934	Hydra|LOC105849691
OG0009795	Hydractinia|LOC130655016	Hydra|LOC124807840
OG0009798	Hydractinia|LOC130645210, Hydractinia|LOC130645209	Hydra|LOC100199482
OG0009800	Hydractinia|LOC130623370	Hydra|LOC124816442
OG0009803	Hydractinia|LOC130654025	Hydra|LOC100214438
OG0009805	Hydractinia|LOC130654755	Hydra|LOC101240266
OG0009808	Hydractinia|LOC130644184, Hydractinia|LOC130646185	Hydra|LOC100210059
OG0009815	Hydractinia|LOC130645214	Hydra|LOC100198279
OG0009816	Hydractinia|LOC130645224	Hydra|LOC101241551
OG0009817	Hydractinia|LOC130623406	Hydra|LOC101240416
OG0009818	Hydractinia|LOC130631065	Hydra|LOC105843426
OG0009823	Hydractinia|LOC130623978	Hydra|LOC100199558
OG0009829	Hydractinia|LOC130642147, Hydractinia|LOC130638905	Hydra|LOC100212598
OG0009830	Hydractinia|LOC130630660	Hydra|LOC100202883
OG0009831	Hydractinia|LOC130654264	Hydra|LOC101239788
OG0009834	Hydractinia|LOC130643838, Hydractinia|LOC130640857	Hydra|LOC105845921
OG0009835	Hydractinia|LOC130654769	Hydra|LOC100206625
OG0009837	Hydractinia|LOC130655913	Hydra|LOC100212129
OG0009842	Hydractinia|LOC130648428	Hydra|LOC100198958
OG0009845	Hydractinia|LOC130625007	Hydra|LOC101235039
OG0009847	Hydractinia|LOC130654623	Hydra|LOC100200562
OG0009849	Hydractinia|LOC130662537	Hydra|LOC100211597
OG0009850	Hydractinia|LOC130613249	Hydra|LOC101240747
OG0009851	Hydractinia|LOC130629553	Hydra|LOC100203056
OG0009855	Hydractinia|LOC130657225	Hydra|LOC100213018
OG0009856	Hydractinia|LOC130657820	az
OG0009857	Hydractinia|LOC130657928	Hydra|LOC100213807
OG0009858	Hydractinia|LOC130657933	Hydra|LOC101236906
OG0009861	Hydractinia|LOC130628933	Hydra|LOC100203885
OG0009863	Hydractinia|LOC130623735	Hydra|LOC101236105
OG0009864	Hydractinia|LOC130623343	Hydra|LOC100211767
OG0009865	Hydractinia|LOC130655788	Hydra|LOC100201879
OG0009866	Hydractinia|LOC130621462	Hydra|LOC100212257
OG0009868	Hydractinia|LOC130621707	Hydra|LOC101237884
OG0009869	Hydractinia|LOC130624056, Hydractinia|LOC130623002	Hydra|LOC100209403
OG0009872	Hydractinia|LOC130612208	Hydra|LOC100207207
OG0009875	Hydractinia|LOC130645388	Hydra|LOC101236648
OG0009876	Hydractinia|LOC130649463	Hydra|LOC100209222
OG0009878	Hydractinia|LOC130647045	Hydra|LOC100205659
OG0009879	Hydractinia|LOC130647042	Hydra|LOC100215220
OG0009881	Hydractinia|LOC130656542	Hydra|LOC100202110
OG0009887	Hydractinia|LOC130614247	Hydra|LOC100206311
OG0009889	Hydractinia|LOC130625512	Hydra|LOC100206849
OG0009890	Hydractinia|LOC130622693	Hydra|LOC100199656
OG0009892	Hydractinia|LOC130625349	Hydra|LOC100200707
OG0009895	Hydractinia|LOC130621650	Hydra|LOC100198234
OG0009897	Hydractinia|LOC130630204	Hydra|LOC124806199
OG0009898	Hydractinia|LOC130624348	Hydra|LOC100214685
OG0009900	Hydractinia|LOC130614863	Hydra|LOC100201069
OG0009902	Hydractinia|LOC130623434	Hydra|LOC100201672
OG0009903	Hydractinia|LOC130656113	Hydra|LOC100208123
OG0009904	Hydractinia|LOC130656997	Hydra|LOC100211879
OG0009908	Hydractinia|LOC130612325	Hydra|LOC100209684
OG0009911	Hydractinia|LOC130656960	Hydra|LOC100197834
OG0009913	Hydractinia|LOC130641810	Hydra|LOC100200166
OG0009919	Hydractinia|LOC130656274	Hydra|LOC101239181
OG0009921	Hydractinia|LOC130644603	Hydra|LOC100199791
OG0009924	Hydractinia|LOC130614480	Hydra|LOC101239803
OG0009927	Hydractinia|LOC130641420, Hydractinia|LOC130644418	Hydra|LOC100204831
OG0009928	Hydractinia|LOC130636351	Hydra|LOC100202345
OG0009933	Hydractinia|LOC130625634	Hydra|LOC100202575
OG0009934	Hydractinia|LOC130644680	Hydra|LOC100208301
OG0009939	Hydractinia|LOC130629128	Hydra|LOC100213752
OG0009940	Hydractinia|LOC130654083	Hydra|LOC101240255
OG0009944	Hydractinia|LOC130647488	Hydra|LOC100197220
OG0009945	Hydractinia|LOC130612706	Hydra|LOC105843790
OG0009947	Hydractinia|LOC130612124	Hydra|LOC100213901
OG0009949	Hydractinia|LOC130635908	Hydra|LOC100207647, Hydra|LOC100197039
OG0009957	Hydractinia|LOC130656410	Hydra|LOC101239636
OG0009960	Hydractinia|LOC130644766	Hydra|LOC100212248
OG0009961	Hydractinia|LOC130656897, Hydractinia|LOC130657072	Hydra|LOC124811570
OG0009966	Hydractinia|LOC130613071	Hydra|LOC100197347
OG0009967	Hydractinia|LOC130655890	Hydra|LOC101234776
OG0009968	Hydractinia|LOC130613765	Hydra|LOC100207697
OG0009969	Hydractinia|LOC130647420	Hydra|LOC100213355
OG0009970	Hydractinia|LOC130623639, Hydractinia|LOC130623916	Hydra|LOC100202249
OG0009971	Hydractinia|LOC130645636	Hydra|LOC101237753
OG0009972	Hydractinia|LOC130636463	Hydra|LOC100208431
OG0009973	Hydractinia|LOC130654745	Hydra|LOC100200860
OG0009978	Hydractinia|LOC130636454	Hydra|LOC100205617
OG0009979	Hydractinia|LOC130621593	Hydra|LOC100198719
OG0009984	Hydractinia|LOC130647444	Hydra|LOC100206116
OG0009991	Hydractinia|LOC130657717	Hydra|LOC101241292
OG0009992	Hydractinia|LOC130621888	Hydra|LOC101235377
OG0009994	Hydractinia|LOC130641684	Hydra|LOC100208710
OG0009996	Hydractinia|LOC130625449	Hydra|LOC101239918
OG0009997	Hydractinia|LOC130645398	Hydra|LOC105843425
OG0010000	Hydractinia|LOC130630241	Hydra|LOC124806402, Hydra|LOC100199250
OG0010001	Hydractinia|LOC130658021	Hydra|LOC101237799
OG0010006	Hydractinia|LOC130655517	Hydra|LOC100202853
OG0010009	Hydractinia|LOC130662747	Hydra|LOC100211279
OG0010012	Hydractinia|LOC130621694	Hydra|LOC100214556
OG0010024	Hydractinia|LOC130654430	Hydra|LOC105843712
OG0010025	Hydractinia|LOC130621690	Hydra|LOC100209751
OG0010030	Hydractinia|LOC130616083	Hydra|LOC124814055, Hydra|LOC124812625
OG0010044	Hydractinia|LOC130621782	Hydra|LOC100209237
OG0010045	Hydractinia|LOC130654720	Hydra|LOC100212074
OG0010046	Hydractinia|LOC130641865	Hydra|LOC100199949
OG0010049	Hydractinia|LOC130636274	Hydra|LOC101235187
OG0010051	Hydractinia|LOC130625900	Hydra|LOC100211803
OG0010052	Hydractinia|LOC130640818, Hydractinia|LOC130641190	Hydra|LOC100198592
OG0010054	Hydractinia|LOC130621621	Hydra|LOC105844411
OG0010061	Hydractinia|LOC130614668	Hydra|LOC100204642
OG0010062	Hydractinia|LOC130648385	Hydra|LOC105846222, Hydra|LOC105844181
OG0010064	Hydractinia|LOC130628868	Hydra|LOC101235529
OG0010066	Hydractinia|LOC130645349	Hydra|LOC100212596
OG0010072	Hydractinia|LOC130645470, Hydractinia|LOC130645471	Hydra|LOC100198564
OG0010073	Hydractinia|LOC130644410	Hydra|LOC100204757
OG0010080	Hydractinia|LOC130649138	Hydra|LOC105844205
OG0010081	Hydractinia|LOC130649009	Hydra|LOC105845064
OG0010082	Hydractinia|LOC130647477	Hydra|LOC100200947
OG0010083	Hydractinia|LOC130622262	Hydra|LOC100197388
OG0010085	Hydractinia|LOC130654864	Hydra|LOC100207626
OG0010087	Hydractinia|LOC130621151	Hydra|LOC105845741, Hydra|LOC105845742
OG0010092	Hydractinia|LOC130656358	Hydra|LOC101240982
OG0010096	Hydractinia|LOC130657094	Hydra|LOC100215729
OG0010097	Hydractinia|LOC130657092	Hydra|LOC100203232
OG0010098	Hydractinia|LOC130644582	Hydra|LOC100200802
OG0010099	Hydractinia|LOC130644427	Hydra|LOC100208875, Hydra|LOC100201722
OG0010100	Hydractinia|LOC130623857	Hydra|LOC105846896
OG0010102	Hydractinia|LOC130645594	Hydra|LOC100201907
OG0010103	Hydractinia|LOC130645328	Hydra|LOC100199794
OG0010104	Hydractinia|LOC130623588	Hydra|LOC100199898
OG0010105	Hydractinia|LOC130622467	Hydra|LOC100201654
OG0010110	Hydractinia|LOC130636423	Hydra|LOC101236199
OG0010111	Hydractinia|LOC130654407	Hydra|LOC101237408
OG0010112	Hydractinia|LOC130654028	Hydra|LOC100210387
OG0010113	Hydractinia|LOC130644205, Hydractinia|LOC130646200	Hydra|LOC100201456
OG0010116	Hydractinia|LOC130629153	Hydra|LOC101234588
OG0010120	Hydractinia|LOC130647233, Hydractinia|LOC130646899	Hydra|LOC100211267
OG0010123	Hydractinia|LOC130649503	Hydra|LOC100200042
OG0010124	Hydractinia|LOC130649093	Hydra|LOC100203680
OG0010125	Hydractinia|LOC130654788, Hydractinia|LOC130654820	Hydra|LOC105843488
OG0010126	Hydractinia|LOC130653814	Hydra|LOC100211484
OG0010129	Hydractinia|LOC130636754	Hydra|LOC100205844
OG0010130	Hydractinia|LOC130655177	Hydra|LOC100209930
OG0010134	Hydractinia|LOC130623670	Hydra|LOC100213358
OG0010138	Hydractinia|LOC130654967	Hydra|LOC100209047, Hydra|LOC100205540
OG0010139	Hydractinia|LOC130656988	Hydra|LOC100211062
OG0010140	Hydractinia|LOC130635668	Hydra|LOC101238951
OG0010141	Hydractinia|LOC130656685	Hydra|LOC124811074, Hydra|LOC101234775
OG0010142	Hydractinia|LOC130662758	Hydra|LOC124818756
OG0010144	Hydractinia|LOC130653613	Hydra|LOC100207941
OG0010146	Hydractinia|LOC130625622	Hydra|LOC124819275
OG0010147	Hydractinia|LOC130625464	Hydra|LOC101237013
OG0010148	Hydractinia|LOC130644592	Hydra|LOC100209826
OG0010149	Hydractinia|LOC130626150	Hydra|LOC100205630
OG0010150	Hydractinia|LOC130654772	Hydra|LOC100210718
OG0010151	Hydractinia|LOC130656044	Hydra|LOC100207141
OG0010152	Hydractinia|LOC130640911, Hydractinia|LOC130640910	Hydra|LOC100201110
OG0010153	Hydractinia|LOC130657934	Hydra|LOC100197364
OG0010155	Hydractinia|LOC130644279	Hydra|LOC100215615
OG0010156	Hydractinia|LOC130644765, Hydractinia|LOC130644686	Hydra|LOC105844574
OG0010157	Hydractinia|LOC130630731, Hydractinia|LOC130630703	Hydra|LOC105843667
OG0010160	Hydractinia|LOC130653895	Hydra|LOC105844888
OG0010162	Hydractinia|LOC130655794	Hydra|LOC105843279, Hydra|LOC105843278
OG0010163	Hydractinia|LOC130653570	Hydra|LOC100214305
OG0010164	Hydractinia|LOC130654774	Hydra|LOC100207311
OG0010165	Hydractinia|LOC130636396	Hydra|LOC105847793
OG0010168	Hydractinia|LOC130630683	Hydra|LOC100198966
OG0010169	Hydractinia|LOC130630386	Hydra|LOC100208712
OG0010170	Hydractinia|LOC130629138	Hydra|LOC100205582
OG0010171	Hydractinia|LOC130645139	Hydra|LOC100207643
OG0010172	Hydractinia|LOC130644630	Hydra|LOC100205494
OG0010173	Hydractinia|LOC130644160, Hydractinia|LOC130646129	Hydra|LOC100209601
OG0010174	Hydractinia|LOC130644164, Hydractinia|LOC130646125	Hydra|LOC100199870
OG0010175	Hydractinia|LOC130629569	Hydra|LOC100211138
OG0010176	Hydractinia|LOC130630648	Hydra|LOC100205291
OG0010177	Hydractinia|LOC130662847, Hydractinia|LOC130662803	Hydra|LOC100213193
OG0010179	Hydractinia|LOC130636194	Hydra|LOC105846567
OG0010180	Hydractinia|LOC130636249	Hydra|LOC100205300
OG0010181	Hydractinia|LOC130630321	Hydra|LOC100208494
OG0010184	Hydractinia|LOC130623021	Hydra|LOC100201866
OG0010185	Hydractinia|LOC130657393	Hydra|LOC100212696
OG0010186	Hydractinia|LOC130656540	Hydra|LOC101240441
OG0010187	Hydractinia|LOC130656543	Hydra|LOC101238868
OG0010188	Hydractinia|LOC130657654	Hydra|LOC101235334
OG0010189	Hydractinia|LOC130657418	Hydra|LOC124811267
OG0010193	Hydractinia|LOC130656296	Hydra|LOC100205280
OG0010194	Hydractinia|LOC130662728	Hydra|LOC101237038
OG0010198	Hydractinia|LOC130612988	Hydra|LOC101236220
OG0010199	Hydractinia|LOC130662575	Hydra|LOC100209689
OG0010203	Hydractinia|LOC130656087	Hydra|LOC124807627
OG0010207	Hydractinia|LOC130654197	Hydra|LOC100210590
OG0010209	Hydractinia|LOC130622019	Hydra|LOC100206315
OG0010211	Hydractinia|LOC130614769	Hydra|LOC100197366
OG0010213	Hydractinia|LOC130654429	Hydra|LOC101237670
OG0010216	Hydractinia|LOC130654243	Hydra|LOC100206417
OG0010219	Hydractinia|LOC130654222	Hydra|LOC100214034, Hydra|LOC100212740
OG0010220	Hydractinia|LOC130623826	Hydra|LOC100205165
OG0010221	Hydractinia|LOC130656504	Hydra|LOC100209528
OG0010222	Hydractinia|LOC130656836	Hydra|LOC100203938
OG0010223	Hydractinia|LOC130656719	Hydra|LOC100197650
OG0010224	Hydractinia|LOC130656717	Hydra|LOC105845326
OG0010226	Hydractinia|LOC130655346	Hydra|LOC100215384
OG0010228	Hydractinia|LOC130657048	Hydra|LOC100208554
OG0010230	Hydractinia|LOC130639572, Hydractinia|LOC130642542	Hydra|LOC100200464
OG0010231	Hydractinia|LOC130613971	Hydra|LOC100211090
OG0010233	Hydractinia|LOC130644981	Hydra|LOC100209590
OG0010234	Hydractinia|LOC130614094	Hydra|LOC100198247
OG0010235	Hydractinia|LOC130630028	Hydra|LOC100204791
OG0010236	Hydractinia|LOC130647712	Hydra|LOC100215004
OG0010239	Hydractinia|LOC130623946	Hydra|LOC101238411
OG0010242	Hydractinia|LOC130623676	Hydra|LOC100208156, Hydra|LOC100209279
OG0010247	Hydractinia|LOC130640829, Hydractinia|LOC130641202	Hydra|LOC101235557
OG0010251	Hydractinia|LOC130653992	Hydra|LOC100206053
OG0010253	Hydractinia|LOC130655599	Hydra|LOC101239856
OG0010255	Hydractinia|LOC130623827	Hydra|LOC101236497
OG0010256	Hydractinia|LOC130624062	Hydra|LOC105845287, Hydra|LOC105847505
OG0010258	Hydractinia|LOC130642003	Hydra|LOC100208404
OG0010261	Hydractinia|LOC130623730	Hydra|LOC100209216
OG0010263	Hydractinia|LOC130623931	Hydra|LOC100209402
OG0010264	Hydractinia|LOC130623912	Hydra|LOC105844083
OG0010265	Hydractinia|LOC130623043	Hydra|LOC101235579
OG0010266	Hydractinia|LOC130641300	Hydra|LOC100212522
OG0010268	Hydractinia|LOC130641065	Hydra|LOC100208729
OG0010269	Hydractinia|LOC130641905	Hydra|LOC100198418
OG0010270	Hydractinia|LOC130612493	Hydra|LOC100213786
OG0010271	Hydractinia|LOC130662581	Hydra|LOC100209181
OG0010272	Hydractinia|LOC130662614	Hydra|LOC100204319
OG0010276	Hydractinia|LOC130644901	Hydra|LOC100201213
OG0010277	Hydractinia|LOC130637646, Hydractinia|LOC130636104	Hydra|LOC124815548
OG0010280	Hydractinia|LOC130640996	Hydra|LOC101235861
OG0010282	Hydractinia|LOC130635652	Hydra|LOC124810220
OG0010283	Hydractinia|LOC130636199	Hydra|LOC100201611
OG0010285	Hydractinia|LOC130622947	Hydra|LOC101239258
OG0010286	Hydractinia|LOC130655479	Hydra|LOC100210685
OG0010288	Hydractinia|LOC130630765	Hydra|LOC100215232
OG0010295	Hydractinia|LOC130649405	Hydra|LOC100209657
OG0010296	Hydractinia|LOC130628584	Hydra|LOC100214119
OG0010297	Hydractinia|LOC130628592	Hydra|LOC100215066
OG0010300	Hydractinia|LOC130644540	Hydra|LOC100207354
OG0010301	Hydractinia|LOC130645130	Hydra|LOC100205698
OG0010302	Hydractinia|LOC130645350	Hydra|LOC105844625
OG0010304	Hydractinia|LOC130645755	Hydra|LOC100206309, Hydra|LOC100200249
OG0010305	Hydractinia|LOC130614084	Hydra|LOC100208135
OG0010306	Hydractinia|LOC130614085	Hydra|LOC101240107
OG0010308	Hydractinia|LOC130613727	Hydra|LOC100210553
OG0010313	Hydractinia|LOC130645168	Hydra|LOC100206046
OG0010316	Hydractinia|LOC130621672	Hydra|LOC100215859
OG0010318	Hydractinia|LOC130621844	Hydra|LOC100207804
OG0010322	Hydractinia|LOC130613960, Hydractinia|LOC130613961	Hydra|LOC101237693
OG0010325	Hydractinia|LOC130656523	Hydra|LOC124811021
OG0010326	Hydractinia|LOC130656661	Hydra|LOC105845285
OG0010333	Hydractinia|LOC130644870, Hydractinia|LOC130658034	Hydra|LOC100208647
OG0010334	Hydractinia|LOC130656861	Hydra|LOC101240898
OG0010335	Hydractinia|LOC130656463	Hydra|LOC105848559
OG0010336	Hydractinia|LOC130656521	Hydra|LOC100206590
OG0010337	Hydractinia|LOC130654466	Hydra|LOC100198112
OG0010338	Hydractinia|LOC130641470	Hydra|LOC100203145
OG0010341	Hydractinia|LOC130645406	Hydra|LOC100212081
OG0010342	Hydractinia|LOC130624352	Hydra|LOC105848255
OG0010345	Hydractinia|LOC130641238	Hydra|LOC100204463
OG0010347	Hydractinia|LOC130613793	Hydra|LOC101235532
OG0010348	Hydractinia|LOC130614198	Hydra|LOC100208377
OG0010349	Hydractinia|LOC130628811	Hydra|LOC101235097
OG0010351	Hydractinia|LOC130625808	Hydra|LOC101237657
OG0010352	Hydractinia|LOC130662532	Hydra|LOC101235376
OG0010354	Hydractinia|LOC130612359	Hydra|LOC100209243
OG0010355	Hydractinia|LOC130613144	Hydra|LOC100207528
OG0010357	Hydractinia|LOC130623753	Hydra|LOC100209497
OG0010358	Hydractinia|LOC130629079	Hydra|LOC105844762
OG0010359	Hydractinia|LOC130641821	Hydra|LOC105849760
OG0010360	Hydractinia|LOC130614092	Hydra|LOC100197788
OG0010362	Hydractinia|LOC130655167	Hydra|LOC100204837
OG0010365	Hydractinia|LOC130624989, Hydractinia|LOC130624988	Hydra|LOC100207605
OG0010367	Hydractinia|LOC130625843	Hydra|LOC105846383
OG0010369	Hydractinia|LOC130625901	Hydra|LOC100214142
OG0010370	Hydractinia|LOC130625125, Hydractinia|LOC130653826	Hydra|LOC101234798
OG0010374	Hydractinia|LOC130656792	Hydra|LOC105846934
OG0010376	Hydractinia|LOC130614129	Hydra|LOC124805830, Hydra|LOC100212512
OG0010377	Hydractinia|LOC130614440	Hydra|LOC101241019
OG0010380	Hydractinia|LOC130656184	Hydra|LOC100202449
OG0010381	Hydractinia|LOC130621720	Hydra|LOC100199607
OG0010382	Hydractinia|LOC130623792	Hydra|LOC101237975
OG0010386	Hydractinia|LOC130654531	Hydra|LOC100206708
OG0010387	Hydractinia|LOC130655828	Hydra|LOC105844922
OG0010388	Hydractinia|LOC130625787	Hydra|LOC100201077
OG0010391	Hydractinia|LOC130648417	Hydra|LOC101236992, Hydra|LOC100208207
OG0010392	Hydractinia|LOC130632918	Hydra|LOC100200761, Hydra|LOC105843123
OG0010394	Hydractinia|LOC130630707, Hydractinia|LOC130630726	Hydra|LOC124806626
OG0010396	Hydractinia|LOC130647796	Hydra|LOC100203245
OG0010397	Hydractinia|LOC130635655	Hydra|LOC100212364
OG0010398	Hydractinia|LOC130656765	Hydra|LOC100205918
OG0010399	Hydractinia|LOC130657015	Hydra|LOC124813346
OG0010400	Hydractinia|LOC130658008, Hydractinia|LOC130658013	Hydra|LOC100207742
OG0010402	Hydractinia|LOC130656910	Hydra|LOC100201735
OG0010403	Hydractinia|LOC130654357	Hydra|LOC100204021
OG0010404	Hydractinia|LOC130655188	nb035
OG0010405	Hydractinia|LOC130621714	Hydra|LOC100199411
OG0010406	Hydractinia|LOC130621791	Hydra|LOC100204374
OG0010407	Hydractinia|LOC130655754	Hydra|LOC100199590
OG0010408	Hydractinia|LOC130621622	Hydra|LOC105845600
OG0010409	Hydractinia|LOC130621893	Hydra|LOC101238777
OG0010410	Hydractinia|LOC130640976	Hydra|LOC101236961
OG0010411	Hydractinia|LOC130625297	Hydra|LOC101235022
OG0010412	Hydractinia|LOC130614768, Hydractinia|LOC130641951	Hydra|LOC101236532
OG0010414	Hydractinia|LOC130622875	Hydra|LOC101238793
OG0010418	Hydractinia|LOC130644301	Hydra|LOC100208517
OG0010419	Hydractinia|LOC130629558	Hydra|LOC100205688
OG0010422	Hydractinia|LOC130613661	Hydra|LOC100199131
OG0010426	Hydractinia|LOC130644564	Hydra|LOC100212517, Hydra|LOC105848368
OG0010427	Hydractinia|LOC130644329	Hydra|LOC100214541
OG0010428	Hydractinia|LOC130613579, Hydractinia|LOC130646010	Hydra|LOC105849204
OG0010429	Hydractinia|LOC130614529	Hydra|LOC101239736
OG0010431	Hydractinia|LOC130613580	Hydra|LOC100212180
OG0010433	Hydractinia|LOC130654716, Hydractinia|LOC130614588	Hydra|LOC101237392
OG0010434	Hydractinia|LOC130629242, Hydractinia|LOC130628764	Hydra|LOC100203072
OG0010436	Hydractinia|LOC130645776	Hydra|LOC100214445
OG0010438	Hydractinia|LOC130629187	Hydra|LOC100203898
OG0010440	Hydractinia|LOC130621891	Hydra|LOC100206348
OG0010442	Hydractinia|LOC130622032	Hydra|LOC100201862
OG0010445	Hydractinia|LOC130622590	Hydra|LOC100197557
OG0010448	Hydractinia|LOC130644928	Hydra|LOC100212888
OG0010453	Hydractinia|LOC130612976, Hydractinia|LOC130613167	Hydra|LOC105846546
OG0010455	Hydractinia|LOC130641516	max
OG0010456	Hydractinia|LOC130642005	Hydra|LOC100202978
OG0010461	Hydractinia|LOC130624079	Hydra|LOC105844534
OG0010462	Hydractinia|LOC130624076	Hydra|LOC101241294
OG0010463	Hydractinia|LOC130612680	Hydra|LOC100201477
OG0010464	Hydractinia|LOC130612331	Hydra|LOC100205733
OG0010465	Hydractinia|LOC130645796	Hydra|LOC100202552
OG0010466	Hydractinia|LOC130628834, Hydractinia|LOC130628833	Hydra|LOC101239597
OG0010469	Hydractinia|LOC130654521	Hydra|LOC100197120
OG0010470	Hydractinia|LOC130653579	Hydra|LOC100197355
OG0010471	Hydractinia|LOC130653572	Hydra|LOC105847033
OG0010472	Hydractinia|LOC130654522	Hydra|LOC100198921
OG0010473	Hydractinia|LOC130645611	Hydra|LOC124808923
OG0010477	Hydractinia|LOC130647625	Hydra|LOC101241102
OG0010478	Hydractinia|LOC130634539	Hydra|LOC100203536
OG0010480	Hydractinia|LOC130662761, Hydractinia|LOC130612398	Hydra|LOC105846593
OG0010481	Hydractinia|LOC130623776	Hydra|LOC105845646
OG0010482	Hydractinia|LOC130647621	Hydra|LOC100210390
OG0010484	Hydractinia|LOC130654295	Hydra|LOC101235292
OG0010488	Hydractinia|LOC130614223	Hydra|LOC124811276, Hydra|LOC124810025
OG0010489	Hydractinia|LOC130655872	Hydra|LOC124810300
OG0010493	Hydractinia|LOC130614533	Hydra|LOC100207964
OG0010494	Hydractinia|LOC130645467	Hydra|LOC100208143
OG0010495	Hydractinia|LOC130614838	Hydra|LOC100215087
OG0010497	Hydractinia|LOC130613771	Hydra|LOC105845827
OG0010498	Hydractinia|LOC130614347	Hydra|LOC100207371
OG0010500	Hydractinia|LOC130614637	Hydra|LOC100202146
OG0010501	Hydractinia|LOC130614826	Hydra|LOC100212310
OG0010502	Hydractinia|LOC130614112	Hydra|LOC124810886, Hydra|LOC124811846, Hydra|LOC124813457
OG0010505	Hydractinia|LOC130614364	Hydra|LOC100210822
OG0010506	Hydractinia|LOC130614846	Hydra|LOC105850971
OG0010508	Hydractinia|LOC130614150	Hydra|LOC100202457
OG0010509	Hydractinia|LOC130614114	Hydra|LOC100204744
OG0010511	Hydractinia|LOC130614147	Hydra|LOC100210236
OG0010519	Hydractinia|LOC130614117	Hydra|LOC100202547
OG0010520	Hydractinia|LOC130647567	Hydra|LOC105845180
OG0010520	Hydractinia|LOC130622481	Hydra|LOC105845178
OG0010522	Hydractinia|LOC130614850	Hydra|LOC100198257
OG0010523	Hydractinia|LOC130614708	Hydra|LOC101240263
OG0010524	Hydractinia|LOC130614509	Hydra|LOC100197889
OG0010525	Hydractinia|LOC130613900	Hydra|LOC101241825
OG0010526	Hydractinia|LOC130613901	Hydra|LOC100214405
OG0010527	Hydractinia|LOC130613700	Hydra|LOC100211833
OG0010528	Hydractinia|LOC130613704	Hydra|LOC100207236
OG0010530	Hydractinia|LOC130614220	Hydra|LOC100209914
OG0010532	Hydractinia|LOC130612454	Hydra|LOC124815161, Hydra|LOC124811199, Hydra|LOC124816378
OG0010533	Hydractinia|LOC130614783	Hydra|LOC100214988
OG0010534	Hydractinia|LOC130622948	Hydra|LOC101241684, Hydra|LOC101240376
OG0010535	Hydractinia|LOC130613920	Hydra|LOC100204688
OG0010537	Hydractinia|LOC130614537	Hydra|LOC100199030
OG0010538	Hydractinia|LOC130613814	Hydra|LOC100201499
OG0010539	Hydractinia|LOC130613688	Hydra|LOC105843432
OG0010540	Hydractinia|LOC130648103, Hydractinia|LOC130647253	Hydra|LOC101239643
OG0010542	Hydractinia|LOC130613666	Hydra|LOC101241083
OG0010543	Hydractinia|LOC130614014	Hydra|LOC100202585
OG0010545	Hydractinia|LOC130614422	Hydra|LOC105845383
OG0010546	Hydractinia|LOC130654064	Hydra|LOC100206242
OG0010547	Hydractinia|LOC130654062	Hydra|LOC100211787
OG0010548	Hydractinia|LOC130653961	Hydra|LOC100198396
OG0010549	Hydractinia|LOC130654115	Hydra|LOC100206587
OG0010550	Hydractinia|LOC130655325	nb012
OG0010551	Hydractinia|LOC130656019	Hydra|LOC100203839
OG0010552	Hydractinia|LOC130653715	Hydra|LOC100207429
OG0010554	Hydractinia|LOC130653580	Hydra|LOC100202044
OG0010555	Hydractinia|LOC130654322	Hydra|LOC100197810
OG0010556	Hydractinia|LOC130655545	Hydra|LOC100197072
OG0010557	Hydractinia|LOC130654464	Hydra|LOC101240689
OG0010558	Hydractinia|LOC130654455	Hydra|LOC100215916
OG0010559	Hydractinia|LOC130655540	Hydra|LOC100201067
OG0010561	Hydractinia|LOC130654144	Hydra|LOC100206664
OG0010563	Hydractinia|LOC130654202	Hydra|LOC100214492
OG0010564	Hydractinia|LOC130656023, Hydractinia|LOC130656026	Hydra|LOC100204279
OG0010565	Hydractinia|LOC130653838	Hydra|LOC100208679
OG0010566	Hydractinia|LOC130655383	Hydra|LOC100204043
OG0010567	Hydractinia|LOC130653728	Hydra|LOC100201504
OG0010568	Hydractinia|LOC130655725	Hydra|LOC100213545
OG0010570	Hydractinia|LOC130655595	Hydra|LOC105845460
OG0010571	Hydractinia|LOC130654640	Hydra|LOC100199910
OG0010572	Hydractinia|LOC130655191	Hydra|LOC101241726
OG0010573	Hydractinia|LOC130655413	Hydra|LOC100197025
OG0010574	Hydractinia|LOC130654043	Hydra|LOC100212676
OG0010575	Hydractinia|LOC130654047	Hydra|LOC100206517
OG0010576	Hydractinia|LOC130653756	Hydra|LOC100201694
