Orthogroup	longest_isoform_HydractiniaProteins	longest_isoform_ClytiaProteins
OG0011375	Hydractinia|LOC130647642	Clytia|LOC_000080
OG0011377	Hydractinia|LOC130646992, Hydractinia|LOC130646991	Clytia|LOC_000090
OG0011378	Hydractinia|LOC130647185	Clytia|LOC_000091
OG0011382	Hydractinia|LOC130641825	Clytia|LOC_000272
OG0011386	Hydractinia|LOC130621939	Clytia|LOC_000354
OG0011388	Hydractinia|LOC130623430	Clytia|LOC_000434
OG0011389	Hydractinia|LOC130655519	Clytia|LOC_000435
OG0011391	Hydractinia|LOC130654907	Clytia|LOC_000443, Clytia|LOC_000488
OG0011393	Hydractinia|LOC130655369	Clytia|LOC_000447
OG0011395	Hydractinia|LOC130654803	Clytia|LOC_000479
OG0011397	Hydractinia|LOC130654221	Clytia|LOC_000499
OG0011398	Hydractinia|LOC130654897	Clytia|LOC_000505
OG0011399	Hydractinia|LOC130623814	Clytia|LOC_000538
OG0011400	Hydractinia|LOC130623140	Clytia|LOC_000547, Clytia|LOC_043013
OG0011401	Hydractinia|LOC130655558	Clytia|LOC_000602
OG0011402	Hydractinia|LOC130654582	Clytia|LOC_000611
OG0011403	Hydractinia|LOC130654438	Clytia|LOC_000616
OG0011404	Hydractinia|LOC130654584	Clytia|LOC_000620
OG0011405	Hydractinia|LOC130653739	Clytia|LOC_000626
OG0011406	Hydractinia|LOC130655638	Clytia|LOC_000641
OG0011408	Hydractinia|LOC130655425	Clytia|LOC_000669
OG0011411	Hydractinia|LOC130644445	Clytia|LOC_000720
OG0011412	Hydractinia|LOC130645555	Clytia|LOC_000726
OG0011413	Hydractinia|LOC130644430	Clytia|LOC_000727
OG0011417	Hydractinia|LOC130644941	Clytia|LOC_000775
OG0011418	Hydractinia|LOC130657948	Clytia|LOC_000817
OG0011419	Hydractinia|LOC130656916	Clytia|LOC_000833
OG0011421	Hydractinia|LOC130656920	Clytia|LOC_000873
OG0011423	Hydractinia|LOC130657165, Hydractinia|LOC130656905	Clytia|LOC_000937
OG0011424	Hydractinia|LOC130655374	Clytia|LOC_000951
OG0011425	Hydractinia|LOC130653623	Clytia|LOC_000971
OG0011426	Hydractinia|LOC130653758	Clytia|LOC_000992
OG0011427	Hydractinia|LOC130655223	Clytia|LOC_000998
OG0011430	Hydractinia|LOC130654151	Clytia|LOC_001006
OG0011433	Hydractinia|LOC130614837	Clytia|LOC_001113
OG0011434	Hydractinia|LOC130656666	Clytia|LOC_033604, Clytia|LOC_001122
OG0011435	Hydractinia|LOC130635953	Clytia|LOC_001198
OG0011436	Hydractinia|LOC130635951	Clytia|LOC_027749, Clytia|LOC_001199
OG0011437	Hydractinia|LOC130635622	Clytia|LOC_001206
OG0011441	Hydractinia|LOC130622167	Clytia|LOC_001421
OG0011443	Hydractinia|LOC130621160	Clytia|LOC_001452
OG0011444	Hydractinia|LOC130622003	Clytia|LOC_001453, Clytia|LOC_009472
OG0011445	Hydractinia|LOC130622196	Clytia|LOC_001461
OG0011446	Hydractinia|LOC130622724	Clytia|LOC_001462
OG0011447	Hydractinia|LOC130640932	Clytia|LOC_001569
OG0011448	Hydractinia|LOC130626196	Clytia|LOC_001622
OG0011449	Hydractinia|LOC130635472	Clytia|LOC_001629
OG0011450	Hydractinia|LOC130625614	Clytia|LOC_041425, Clytia|LOC_001633
OG0011456	Hydractinia|LOC130622961	Clytia|LOC_001719
OG0011457	Hydractinia|LOC130629256, Hydractinia|LOC130629436	Clytia|LOC_001727
OG0011460	Hydractinia|LOC130614743	Clytia|LOC_001752
OG0011462	Hydractinia|LOC130632148	Clytia|LOC_001799, Clytia|LOC_027632
OG0011463	Hydractinia|LOC130621435	Clytia|LOC_001817
OG0011464	Hydractinia|LOC130621513	Clytia|LOC_001846
OG0011465	Hydractinia|LOC130641647	Clytia|LOC_001903
OG0011466	Hydractinia|LOC130641875	Clytia|LOC_001926
OG0011467	Hydractinia|LOC130622987	Clytia|LOC_001984
OG0011470	Hydractinia|LOC130623249	Clytia|LOC_002026
OG0011472	Hydractinia|LOC130632030	Clytia|LOC_002108
OG0011473	Hydractinia|LOC130636345, Hydractinia|LOC130638112	Clytia|LOC_002109
OG0011474	Hydractinia|LOC130634481	Clytia|LOC_002115
OG0011476	Hydractinia|LOC130649594	Clytia|LOC_002181
OG0011477	Hydractinia|LOC130649378	Clytia|LOC_002209
OG0011478	Hydractinia|LOC130649230, Hydractinia|LOC130648391	Clytia|LOC_002225
OG0011480	Hydractinia|LOC130655609	Clytia|LOC_002261
OG0011481	Hydractinia|LOC130622992	Clytia|LOC_002301
OG0011482	Hydractinia|LOC130612052	Clytia|LOC_002316
OG0011483	Hydractinia|LOC130655749	Clytia|LOC_002348
OG0011484	Hydractinia|LOC130621231	Clytia|LOC_002351
OG0011485	Hydractinia|LOC130647793	Clytia|LOC_002367
OG0011486	Hydractinia|LOC130648818	Clytia|LOC_002439
OG0011488	Hydractinia|LOC130649622	Clytia|LOC_002456
OG0011489	Hydractinia|LOC130649585	Clytia|LOC_002460
OG0011491	Hydractinia|LOC130635365	Clytia|LOC_002525
OG0011492	Hydractinia|LOC130656807	Clytia|LOC_002534
OG0011493	Hydractinia|LOC130657317	Clytia|LOC_002535
OG0011494	Hydractinia|LOC130657182	Clytia|LOC_002543
OG0011495	Hydractinia|LOC130646165	Clytia|LOC_002557
OG0011497	Hydractinia|LOC130645766	Clytia|LOC_002612, Clytia|LOC_002645
OG0011498	Hydractinia|LOC130645125	Clytia|LOC_002616
OG0011500	Hydractinia|LOC130645311	Clytia|LOC_002646
OG0011502	Hydractinia|LOC130662486	Clytia|LOC_002698
OG0011503	Hydractinia|LOC130662407	Clytia|LOC_002702
OG0011505	Hydractinia|LOC130613299	Clytia|LOC_002743
OG0011506	Hydractinia|LOC130647927	Clytia|LOC_002788
OG0011509	Hydractinia|LOC130622017	Clytia|LOC_002847
OG0011512	Hydractinia|LOC130636369	Clytia|LOC_002946
OG0011513	Hydractinia|LOC130636570	Clytia|LOC_029993, Clytia|LOC_002970
OG0011514	Hydractinia|LOC130612368	Clytia|LOC_003004, Clytia|LOC_003139
OG0011515	Hydractinia|LOC130625855	Clytia|LOC_003008
OG0011516	Hydractinia|LOC130625702, Hydractinia|LOC130626015	Clytia|LOC_003012
OG0011518	Hydractinia|LOC130635643	Clytia|LOC_003092
OG0011519	Hydractinia|LOC130636649	Clytia|LOC_003100
OG0011520	Hydractinia|LOC130636701	Clytia|LOC_003122
OG0011521	Hydractinia|LOC130654238	Clytia|LOC_003126
OG0011522	Hydractinia|LOC130635877	Clytia|LOC_003164
OG0011524	Hydractinia|LOC130641510	Clytia|LOC_017398, Clytia|LOC_003196
OG0011526	Hydractinia|LOC130628543	Clytia|LOC_003280, Clytia|LOC_003258
OG0011528	Hydractinia|LOC130629106, Hydractinia|LOC130624038	Clytia|LOC_003321
OG0011530	Hydractinia|LOC130628798	Clytia|LOC_003382
OG0011533	Hydractinia|LOC130641113, Hydractinia|LOC130640736	Clytia|LOC_003402
OG0011535	Hydractinia|LOC130662657	Clytia|LOC_003439
OG0011536	Hydractinia|LOC130612712	Clytia|LOC_003476
OG0011537	Hydractinia|LOC130647353	Clytia|LOC_003515
OG0011539	Hydractinia|LOC130612327	Clytia|LOC_003603, Clytia|LOC_003585
OG0011540	Hydractinia|LOC130624965	Clytia|LOC_003590
OG0011541	Hydractinia|LOC130613124	Clytia|LOC_003595
OG0011542	Hydractinia|LOC130656770	Clytia|LOC_003680
OG0011543	Hydractinia|LOC130656775	Clytia|LOC_003681
OG0011545	Hydractinia|LOC130629249, Hydractinia|LOC130628613	Clytia|LOC_003739
OG0011546	Hydractinia|LOC130612534	Clytia|LOC_003804
OG0011548	Hydractinia|LOC130635645	Clytia|LOC_003921
OG0011552	Hydractinia|LOC130636064	Clytia|LOC_003947
OG0011553	Hydractinia|LOC130657724	Clytia|LOC_007550, Clytia|LOC_003976
OG0011557	Hydractinia|LOC130629060	Clytia|LOC_004028
OG0011558	Hydractinia|LOC130628929	Clytia|LOC_004030
OG0011560	Hydractinia|LOC130648863	Clytia|LOC_004149
OG0011562	Hydractinia|LOC130649164, Hydractinia|LOC130649499	Clytia|LOC_004156
OG0011563	Hydractinia|LOC130649557	Clytia|LOC_004168
OG0011564	Hydractinia|LOC130644764, Hydractinia|LOC130641737	Clytia|LOC_004170
OG0011566	Hydractinia|LOC130613881	Clytia|LOC_004201
OG0011568	Hydractinia|LOC130614252	Clytia|LOC_004213
OG0011570	Hydractinia|LOC130613450	Clytia|LOC_004248
OG0011571	Hydractinia|LOC130656294	Clytia|LOC_004272
OG0011572	Hydractinia|LOC130656460	Clytia|LOC_004276
OG0011573	Hydractinia|LOC130622279	Clytia|LOC_004280
OG0011574	Hydractinia|LOC130657567	Clytia|LOC_004309
OG0011575	Hydractinia|LOC130636631	Clytia|LOC_004378
OG0011577	Hydractinia|LOC130654514	Clytia|LOC_004443
OG0011579	Hydractinia|LOC130654234	Clytia|LOC_004463
OG0011580	Hydractinia|LOC130655294	Clytia|LOC_004464
OG0011581	Hydractinia|LOC130630243	Clytia|LOC_004469
OG0011582	Hydractinia|LOC130655429	Clytia|LOC_004473
OG0011583	Hydractinia|LOC130655172	Clytia|LOC_004480
OG0011584	Hydractinia|LOC130624973	Clytia|LOC_004507
OG0011585	Hydractinia|LOC130625439	Clytia|LOC_004510
OG0011586	Hydractinia|LOC130646262	Clytia|LOC_004595, Clytia|LOC_004573
OG0011587	Hydractinia|LOC130645236	Clytia|LOC_004587
OG0011588	Hydractinia|LOC130654595	Clytia|LOC_004630
OG0011589	Hydractinia|LOC130648549	Clytia|LOC_028297, Clytia|LOC_004649
OG0011592	Hydractinia|LOC130645523	Clytia|LOC_004664
OG0011593	Hydractinia|LOC130644999	Clytia|LOC_004695
OG0011595	Hydractinia|LOC130645746	Clytia|LOC_004710
OG0011596	Hydractinia|LOC130645176	Clytia|LOC_004732
OG0011597	Hydractinia|LOC130645489	Clytia|LOC_004733
OG0011598	Hydractinia|LOC130646260	Clytia|LOC_004737
OG0011601	Hydractinia|LOC130629140	Clytia|LOC_004776
OG0011603	Hydractinia|LOC130613157	Clytia|LOC_004817
OG0011604	Hydractinia|LOC130612040	Clytia|LOC_004819
OG0011605	Hydractinia|LOC130612894	Clytia|LOC_004823
OG0011606	Hydractinia|LOC130612603	Clytia|LOC_004829
OG0011607	Hydractinia|LOC130612312, Hydractinia|LOC130612721	Clytia|LOC_004834
OG0011608	Hydractinia|LOC130613285	Clytia|LOC_004839
OG0011609	Hydractinia|LOC130628557, Hydractinia|LOC130628631	Clytia|LOC_004848
OG0011610	Hydractinia|LOC130629929	Clytia|LOC_004853
OG0011612	Hydractinia|LOC130623350, Hydractinia|LOC130625905	Clytia|LOC_004919
OG0011613	Hydractinia|LOC130649170	Clytia|LOC_004973, Clytia|LOC_019524
OG0011615	Hydractinia|LOC130655086	Clytia|LOC_005049, Clytia|LOC_005035
OG0011616	Hydractinia|LOC130655202	Clytia|LOC_005043
OG0011617	Hydractinia|LOC130655201	Clytia|LOC_005044
OG0011618	Hydractinia|LOC130654275	Clytia|LOC_005047
OG0011621	Hydractinia|LOC130646182	Clytia|LOC_005119
OG0011622	Hydractinia|LOC130644078, Hydractinia|LOC130641041	Clytia|LOC_005126
OG0011623	Hydractinia|LOC130614169	Clytia|LOC_005173
OG0011624	Hydractinia|LOC130644448	Clytia|LOC_005192
OG0011626	Hydractinia|LOC130613964	Clytia|LOC_005248
OG0011627	Hydractinia|LOC130614597	Clytia|LOC_030159, Clytia|LOC_005249
OG0011628	Hydractinia|LOC130648396	Clytia|LOC_005312
OG0011629	Hydractinia|LOC130636449	Clytia|LOC_005355
OG0011630	Hydractinia|LOC130656167	Clytia|LOC_005360
OG0011633	Hydractinia|LOC130647858	Clytia|LOC_005558
OG0011634	Hydractinia|LOC130655683	Clytia|LOC_005599, Clytia|LOC_041416
OG0011635	Hydractinia|LOC130630637	Clytia|LOC_005608
OG0011636	Hydractinia|LOC130630447	Clytia|LOC_005622
OG0011637	Hydractinia|LOC130622784	Clytia|LOC_005669
OG0011639	Hydractinia|LOC130628570	Clytia|LOC_005721
OG0011640	Hydractinia|LOC130635218, Hydractinia|LOC130648166	Clytia|LOC_005724
OG0011641	Hydractinia|LOC130635616, Hydractinia|LOC130635498	Clytia|LOC_005766
OG0011642	Hydractinia|LOC130636224	Clytia|LOC_005772
OG0011643	Hydractinia|LOC130636681	Clytia|LOC_005777
OG0011649	Hydractinia|LOC130657939	Clytia|LOC_005837
OG0011650	Hydractinia|LOC130656941	Clytia|LOC_005847
OG0011651	Hydractinia|LOC130657140	Clytia|LOC_005848
OG0011652	Hydractinia|LOC130629313	Clytia|LOC_005849
OG0011653	Hydractinia|LOC130614611, Hydractinia|LOC130614612	Clytia|LOC_006017
OG0011656	Hydractinia|LOC130647113	Clytia|LOC_006143
OG0011657	Hydractinia|LOC130644537	Clytia|LOC_006166
OG0011658	Hydractinia|LOC130644224, Hydractinia|LOC130646215	Clytia|LOC_006191
OG0011659	Hydractinia|LOC130636664	Clytia|LOC_006215
OG0011660	Hydractinia|LOC130636184	Clytia|LOC_006222
OG0011663	Hydractinia|LOC130626144	Clytia|LOC_006273
OG0011665	Hydractinia|LOC130625776	Clytia|LOC_006326
OG0011666	Hydractinia|LOC130625765	Clytia|LOC_006336, Clytia|LOC_006337
OG0011669	Hydractinia|LOC130662741	Clytia|LOC_006385, Clytia|LOC_006364
OG0011670	Hydractinia|LOC130662579	Clytia|LOC_006368
OG0011671	Hydractinia|LOC130613187	Clytia|LOC_006370
OG0011672	Hydractinia|LOC130612044, Hydractinia|LOC130613017	Clytia|LOC_006392
OG0011673	Hydractinia|LOC130656727	Clytia|LOC_006422
OG0011674	Hydractinia|LOC130640901	Clytia|LOC_006429
OG0011677	Hydractinia|LOC130653956	Clytia|LOC_006541
OG0011678	Hydractinia|LOC130621741	Clytia|LOC_006547
OG0011679	Hydractinia|LOC130622608	Clytia|LOC_006554
OG0011680	Hydractinia|LOC130622612	Clytia|LOC_006556
OG0011681	Hydractinia|LOC130622352	Clytia|LOC_006595
OG0011682	Hydractinia|LOC130621817	Clytia|LOC_006608
OG0011685	Hydractinia|LOC130622589	Clytia|LOC_006715
OG0011686	Hydractinia|LOC130622182	Clytia|LOC_006723
OG0011687	Hydractinia|LOC130622179	Clytia|LOC_006724
OG0011688	Hydractinia|LOC130630653	Clytia|LOC_006772
OG0011689	Hydractinia|LOC130625721	Clytia|LOC_006802
OG0011690	Hydractinia|LOC130625474	Clytia|LOC_006805
OG0011691	Hydractinia|LOC130622941	Clytia|LOC_006811
OG0011693	Hydractinia|LOC130644881, Hydractinia|LOC130623830	Clytia|LOC_006873
OG0011694	Hydractinia|LOC130641609	Clytia|LOC_006876
OG0011695	Hydractinia|LOC130641988, Hydractinia|LOC130638663	Clytia|LOC_006909
OG0011696	Hydractinia|LOC130632867, Hydractinia|LOC130630277	Clytia|LOC_006915
OG0011697	Hydractinia|LOC130635443	Clytia|LOC_006931, Clytia|LOC_012764
OG0011698	Hydractinia|LOC130613976	Clytia|LOC_006968
OG0011700	Hydractinia|LOC130621472	Clytia|LOC_007042
OG0011701	Hydractinia|LOC130647447	Clytia|LOC_007073, Clytia|LOC_016355
OG0011702	Hydractinia|LOC130612321	Clytia|LOC_007078
OG0011703	Hydractinia|LOC130612700	Clytia|LOC_007090
OG0011704	Hydractinia|LOC130612418	Clytia|LOC_007127
OG0011705	Hydractinia|LOC130612333	Clytia|LOC_007131
OG0011706	Hydractinia|LOC130662781	Clytia|LOC_007141
OG0011707	Hydractinia|LOC130623255	Clytia|LOC_007167, Clytia|LOC_027416
OG0011708	Hydractinia|LOC130654867	Clytia|LOC_007246
OG0011710	Hydractinia|LOC130653886, Hydractinia|LOC130654761	Clytia|LOC_007259
OG0011711	Hydractinia|LOC130621646	Clytia|LOC_007275
OG0011712	Hydractinia|LOC130648909	Clytia|LOC_040459, Clytia|LOC_007283
OG0011714	Hydractinia|LOC130623376	Clytia|LOC_007291
OG0011715	Hydractinia|LOC130621146	Clytia|LOC_007295
OG0011716	Hydractinia|LOC130613073	Clytia|LOC_007311, Clytia|LOC_028058
OG0011717	Hydractinia|LOC130655655, Hydractinia|LOC130655445	Clytia|LOC_007341
OG0011718	Hydractinia|LOC130654922	Clytia|LOC_007345
OG0011719	Hydractinia|LOC130654968	Clytia|LOC_007352
OG0011720	Hydractinia|LOC130655650	Clytia|LOC_007359
OG0011721	Hydractinia|LOC130647485	Clytia|LOC_007396
OG0011722	Hydractinia|LOC130647730	Clytia|LOC_007398
OG0011723	Hydractinia|LOC130628685	Clytia|LOC_007424
OG0011724	Hydractinia|LOC130653873	Clytia|LOC_007430
OG0011725	Hydractinia|LOC130629223	Clytia|LOC_007441
OG0011727	Hydractinia|LOC130662316	Clytia|LOC_007481, Clytia|LOC_007496
OG0011729	Hydractinia|LOC130645375	Clytia|LOC_007549
OG0011731	Hydractinia|LOC130635723, Hydractinia|LOC130636447	Clytia|LOC_007591
OG0011734	Hydractinia|LOC130647212, Hydractinia|LOC130647368	Clytia|LOC_007664
OG0011735	Hydractinia|LOC130647695	Clytia|LOC_007667
OG0011739	Hydractinia|LOC130641535	Clytia|LOC_007732
OG0011740	Hydractinia|LOC130641050	Clytia|LOC_007752
OG0011742	Hydractinia|LOC130641874	Clytia|LOC_007757
OG0011743	Hydractinia|LOC130628751	Clytia|LOC_007812
OG0011744	Hydractinia|LOC130612364	Clytia|LOC_007862
OG0011745	Hydractinia|LOC130636572	Clytia|LOC_007965
OG0011746	Hydractinia|LOC130645552, Hydractinia|LOC130645648	Clytia|LOC_008002
OG0011747	Hydractinia|LOC130621853	Clytia|LOC_008042
OG0011748	Hydractinia|LOC130621611	Clytia|LOC_008044
OG0011749	Hydractinia|LOC130622113	Clytia|LOC_008046
OG0011750	Hydractinia|LOC130622592	Clytia|LOC_008054
OG0011751	Hydractinia|LOC130644323	Clytia|LOC_008099
OG0011752	Hydractinia|LOC130648004	Clytia|LOC_008120, Clytia|LOC_009902
OG0011754	Hydractinia|LOC130657162	Clytia|LOC_008222
OG0011755	Hydractinia|LOC130656297	Clytia|LOC_008239
OG0011756	Hydractinia|LOC130612354	Clytia|LOC_008273
OG0011758	Hydractinia|LOC130612095, Hydractinia|LOC130613021	Clytia|LOC_008283
OG0011761	Hydractinia|LOC130642115	Clytia|LOC_008319
OG0011762	Hydractinia|LOC130641577, Hydractinia|LOC130641576	Clytia|LOC_008330
OG0011763	Hydractinia|LOC130641525	Clytia|LOC_008334
OG0011765	Hydractinia|LOC130648766	Clytia|LOC_008355
OG0011766	Hydractinia|LOC130649197	Clytia|LOC_008367
OG0011770	Hydractinia|LOC130654358, Hydractinia|LOC130655309	Clytia|LOC_008505
OG0011771	Hydractinia|LOC130630473	Clytia|LOC_008517
OG0011772	Hydractinia|LOC130621849	Clytia|LOC_008534
OG0011774	Hydractinia|LOC130648823	Clytia|LOC_008590
OG0011775	Hydractinia|LOC130644625	Clytia|LOC_008619
OG0011776	Hydractinia|LOC130642281	Clytia|LOC_008627
OG0011779	Hydractinia|LOC130656250	Clytia|LOC_008755
OG0011780	Hydractinia|LOC130656637	Clytia|LOC_008760
OG0011786	Hydractinia|LOC130649643	Clytia|LOC_008931
OG0011788	Hydractinia|LOC130641426	Clytia|LOC_009002
OG0011789	Hydractinia|LOC130641442	Clytia|LOC_009019
OG0011790	Hydractinia|LOC130645356	Clytia|LOC_038780, Clytia|LOC_009078
OG0011791	Hydractinia|LOC130622045	Clytia|LOC_009128
OG0011793	Hydractinia|LOC130621968	Clytia|LOC_009144
OG0011795	Hydractinia|LOC130647541	Clytia|LOC_009196
OG0011796	Hydractinia|LOC130647240	Clytia|LOC_009197
OG0011798	Hydractinia|LOC130614634	Clytia|LOC_009257
OG0011799	Hydractinia|LOC130614617	Clytia|LOC_009265
OG0011800	Hydractinia|LOC130614801	Clytia|LOC_009268
OG0011801	Hydractinia|LOC130613679	Clytia|LOC_009309
OG0011804	Hydractinia|LOC130625506, Hydractinia|LOC130612801	Clytia|LOC_009347
OG0011808	Hydractinia|LOC130656355	Clytia|LOC_009560
OG0011809	Hydractinia|LOC130656348	Clytia|LOC_009573
OG0011810	Hydractinia|LOC130647797	Clytia|LOC_009595
OG0011811	Hydractinia|LOC130647834	Clytia|LOC_009641
OG0011812	Hydractinia|LOC130632051, Hydractinia|LOC130629181	Clytia|LOC_009665
OG0011813	Hydractinia|LOC130641920	Clytia|LOC_009685
OG0011814	Hydractinia|LOC130658047	Clytia|LOC_009734
OG0011816	Hydractinia|LOC130642288	Clytia|LOC_009815
OG0011817	Hydractinia|LOC130641944	Clytia|LOC_009854
OG0011818	Hydractinia|LOC130641534	Clytia|LOC_009856
OG0011819	Hydractinia|LOC130641945	Clytia|LOC_009857
OG0011820	Hydractinia|LOC130641561	Clytia|LOC_009875
OG0011822	Hydractinia|LOC130656689	Clytia|LOC_009913
OG0011823	Hydractinia|LOC130622404	Clytia|LOC_009978
OG0011825	Hydractinia|LOC130623816	Clytia|LOC_010008
OG0011826	Hydractinia|LOC130622959	Clytia|LOC_010009
OG0011829	Hydractinia|LOC130655443	Clytia|LOC_010117
OG0011830	Hydractinia|LOC130647145	Clytia|LOC_010150
OG0011831	Hydractinia|LOC130625148	Clytia|LOC_025317, Clytia|LOC_010166
OG0011835	Hydractinia|LOC130654446	Clytia|LOC_010267
OG0011837	Hydractinia|LOC130645430	Clytia|LOC_010302
OG0011838	Hydractinia|LOC130613346	Clytia|LOC_010346
OG0011843	Hydractinia|LOC130648167	Clytia|LOC_010463, Clytia|LOC_017670
OG0011844	Hydractinia|LOC130612292	Clytia|LOC_010479
OG0011846	Hydractinia|LOC130655513	Clytia|LOC_010536
OG0011847	Hydractinia|LOC130656004	Clytia|LOC_010539
OG0011848	Hydractinia|LOC130653712	Clytia|LOC_010570, Clytia|LOC_010564
OG0011849	Hydractinia|LOC130657553	Clytia|LOC_010607
OG0011850	Hydractinia|LOC130657211	Clytia|LOC_010611
OG0011851	Hydractinia|LOC130657945	Clytia|LOC_010618
OG0011852	Hydractinia|LOC130657525	Clytia|LOC_010619
OG0011853	Hydractinia|LOC130657192	Clytia|LOC_010625
OG0011855	Hydractinia|LOC130614635	Clytia|LOC_010668
OG0011856	Hydractinia|LOC130656886	Clytia|LOC_010755
OG0011859	Hydractinia|LOC130657746	Clytia|LOC_010778
OG0011860	Hydractinia|LOC130634771	Clytia|LOC_010859
OG0011861	Hydractinia|LOC130628951	Clytia|LOC_010894
OG0011862	Hydractinia|LOC130628586	Clytia|LOC_010897
OG0011863	Hydractinia|LOC130629010	Clytia|LOC_010908
OG0011865	Hydractinia|LOC130654347	Clytia|LOC_010965
OG0011866	Hydractinia|LOC130623471	Clytia|LOC_010971
OG0011869	Hydractinia|LOC130644571	Clytia|LOC_011004
OG0011870	Hydractinia|LOC130645494	Clytia|LOC_033095, Clytia|LOC_011007
OG0011872	Hydractinia|LOC130655941	Clytia|LOC_011105
OG0011873	Hydractinia|LOC130613958, Hydractinia|LOC130641922	Clytia|LOC_011125
OG0011874	Hydractinia|LOC130630239, Hydractinia|LOC130629260	Clytia|LOC_011129
OG0011875	Hydractinia|LOC130614699	Clytia|LOC_011152, Clytia|LOC_016352
OG0011877	Hydractinia|LOC130655484	Clytia|LOC_011193
OG0011878	Hydractinia|LOC130638783, Hydractinia|LOC130642052	Clytia|LOC_011228
OG0011879	Hydractinia|LOC130645582	Clytia|LOC_011258
OG0011880	Hydractinia|LOC130645577	Clytia|LOC_011259
OG0011881	Hydractinia|LOC130656882	Clytia|LOC_011331
OG0011882	Hydractinia|LOC130646322, Hydractinia|LOC130646250	Clytia|LOC_011357
OG0011883	Hydractinia|LOC130641833	Clytia|LOC_011366
OG0011884	Hydractinia|LOC130649366	Clytia|LOC_011447
OG0011886	Hydractinia|LOC130654637	Clytia|LOC_011609
OG0011887	Hydractinia|LOC130635512, Hydractinia|LOC130635606	Clytia|LOC_011631
OG0011888	Hydractinia|LOC130641931	Clytia|LOC_011656
OG0011889	Hydractinia|LOC130641932	Clytia|LOC_011658
OG0011892	Hydractinia|LOC130655634	Clytia|LOC_011738
OG0011893	Hydractinia|LOC130654339	Clytia|LOC_011772
OG0011894	Hydractinia|LOC130654889	Clytia|LOC_011782
OG0011895	Hydractinia|LOC130649181	Clytia|LOC_011811
OG0011898	Hydractinia|LOC130614700	Clytia|LOC_011945
OG0011900	Hydractinia|LOC130613197	Clytia|LOC_012021
OG0011902	Hydractinia|LOC130622095	Clytia|LOC_012048
OG0011903	Hydractinia|LOC130622549, Hydractinia|LOC130621410	Clytia|LOC_012049
OG0011909	Hydractinia|LOC130623026	Clytia|LOC_012277
OG0011910	Hydractinia|LOC130621992	Clytia|LOC_012287
OG0011911	Hydractinia|LOC130645057	Clytia|LOC_012299
OG0011912	Hydractinia|LOC130623798, Hydractinia|LOC130624215	Clytia|LOC_012423
OG0011913	Hydractinia|LOC130624029	Clytia|LOC_012492
OG0011914	Hydractinia|LOC130630186	Clytia|LOC_012519
OG0011915	Hydractinia|LOC130655767	Clytia|LOC_012551
OG0011916	Hydractinia|LOC130656655	Clytia|LOC_012624
OG0011917	Hydractinia|LOC130657301	Clytia|LOC_012627
OG0011920	Hydractinia|LOC130657155	Clytia|LOC_012793
OG0011923	Hydractinia|LOC130656755	Clytia|LOC_012813
OG0011924	Hydractinia|LOC130653718	Clytia|LOC_012820
OG0011925	Hydractinia|LOC130641233	Clytia|LOC_012841
OG0011928	Hydractinia|LOC130657220	Clytia|LOC_012878
OG0011930	Hydractinia|LOC130657259	Clytia|LOC_012897
OG0011932	Hydractinia|LOC130655003	Clytia|LOC_013022
OG0011933	Hydractinia|LOC130624162	Clytia|LOC_013037
OG0011935	Hydractinia|LOC130625761	Clytia|LOC_013057
OG0011936	Hydractinia|LOC130625821	Clytia|LOC_013062
OG0011937	Hydractinia|LOC130624993	Clytia|LOC_013065
OG0011938	Hydractinia|LOC130625819	Clytia|LOC_013069
OG0011939	Hydractinia|LOC130654904	Clytia|LOC_013105
OG0011940	Hydractinia|LOC130622607	Clytia|LOC_013191
OG0011942	Hydractinia|LOC130643217, Hydractinia|LOC130640324	Clytia|LOC_013210
OG0011943	Hydractinia|LOC130647275	Clytia|LOC_013217
OG0011944	Hydractinia|LOC130654208	Clytia|LOC_013248
OG0011945	Hydractinia|LOC130654204	Clytia|LOC_017325, Clytia|LOC_013249
OG0011947	Hydractinia|LOC130662446	Clytia|LOC_013299
OG0011948	Hydractinia|LOC130622738	Clytia|LOC_013372
OG0011949	Hydractinia|LOC130621110	Clytia|LOC_013376
OG0011952	Hydractinia|LOC130641572	Clytia|LOC_013449
OG0011953	Hydractinia|LOC130654328	Clytia|LOC_013453
OG0011958	Hydractinia|LOC130621744	Clytia|LOC_013575
OG0011959	Hydractinia|LOC130623404	Clytia|LOC_013603
OG0011960	Hydractinia|LOC130626101	Clytia|LOC_013665
OG0011961	Hydractinia|LOC130626158	Clytia|LOC_013667
OG0011963	Hydractinia|LOC130644336	Clytia|LOC_013716
OG0011965	Hydractinia|LOC130645511	Clytia|LOC_013812
OG0011966	Hydractinia|LOC130654530	Clytia|LOC_013843
OG0011968	Hydractinia|LOC130643276, Hydractinia|LOC130640382	Clytia|LOC_013869
OG0011969	Hydractinia|LOC130630572	Clytia|LOC_014003
OG0011970	Hydractinia|LOC130641297	Clytia|LOC_014011
OG0011974	Hydractinia|LOC130644366	Clytia|LOC_014076
OG0011975	Hydractinia|LOC130626167	Clytia|LOC_014093
OG0011976	Hydractinia|LOC130625992	Clytia|LOC_014113, Clytia|LOC_041401
OG0011978	Hydractinia|LOC130644754	Clytia|LOC_014166
OG0011979	Hydractinia|LOC130657059	Clytia|LOC_014184
