Orthogroup	longest_isoform_ClytiaProteins	longest_isoform_NematostellaProteins
OG0008772	Clytia|LOC044994	Nematostella|LOC5513845
OG0008773	Clytia|LOC045009	Nematostella|LOC5510759
OG0008774	Clytia|LOC045013	Nematostella|LOC5504977
OG0008775	Clytia|LOC045021	Nematostella|LOC5517004
OG0008776	Clytia|LOC045036	Nematostella|LOC5502959
OG0008777	Clytia|LOC045039	Nematostella|LOC5519951
OG0008778	Clytia|LOC045075	Nematostella|LOC5511637
OG0008779	Clytia|LOC045076	Nematostella|LOC5509459
OG0008780	Clytia|LOC045080	Nematostella|LOC5511632
OG0008782	Clytia|LOC045121	Nematostella|LOC116616643
OG0008783	Clytia|LOC045129	Nematostella|LOC5510735
OG0008784	Clytia|LOC045134	Nematostella|LOC5502458
OG0008785	Clytia|LOC045139	Nematostella|LOC5522194
OG0008786	Clytia|LOC045141	Nematostella|LOC5514957
OG0008787	Clytia|LOC045145	Nematostella|LOC5520720
OG0008788	Clytia|LOC045146	Nematostella|LOC5520831
OG0008789	Clytia|LOC045175	Nematostella|LOC5518804
OG0008790	Clytia|LOC045176	Nematostella|LOC5521030
OG0008791	Clytia|LOC045184	Nematostella|LOC116610125
OG0008792	Clytia|LOC045186	Nematostella|LOC5521428
OG0008793	Clytia|LOC045189	Nematostella|LOC5510536
OG0008794	Clytia|LOC045214	Nematostella|LOC5505676
OG0008795	Clytia|LOC045220	Nematostella|LOC116614068
OG0008796	Clytia|LOC045221	Nematostella|LOC5503627
OG0008797	Clytia|LOC045235	Nematostella|LOC5513388
OG0008798	Clytia|LOC045243	Nematostella|LOC5504661
OG0008799	Clytia|LOC045245, Clytia|LOC045348	Nematostella|LOC5519456
OG0008800	Clytia|LOC045246	Nematostella|LOC5512268
OG0008801	Clytia|LOC045248	Nematostella|LOC5505157
OG0008802	Clytia|LOC045262	Nematostella|LOC5502319
OG0008803	Clytia|LOC045266	Nematostella|LOC116613718
OG0008804	Clytia|LOC045274	Nematostella|LOC5518693
OG0008805	Clytia|LOC045280	Nematostella|LOC5513379
OG0008806	Clytia|LOC045281	Nematostella|LOC116602117
OG0008807	Clytia|LOC045290	Nematostella|LOC5514582
OG0008808	Clytia|LOC045292	Nematostella|LOC5518065
OG0008809	Clytia|LOC045293	Nematostella|LOC5512248
OG0008810	Clytia|LOC045302	Nematostella|LOC5502324
OG0008811	Clytia|LOC045407	Nematostella|LOC5505279
OG0008812	Clytia|LOC045413	Nematostella|LOC5517488
OG0008813	Clytia|LOC045415	Nematostella|LOC5508133
OG0008814	Clytia|LOC045431	Nematostella|LOC5502684
OG0008815	Clytia|LOC045455	Nematostella|LOC5520712
OG0008816	Clytia|LOC045473	Nematostella|LOC5500555
OG0008817	Clytia|LOC045474	Nematostella|LOC5520681
OG0008818	Clytia|LOC045478	Nematostella|LOC5501799
OG0008819	Clytia|LOC045483	Nematostella|LOC5520631
OG0008820	Clytia|LOC045485	Nematostella|LOC5509908
OG0008821	Clytia|LOC045489	Nematostella|LOC5506697
OG0008822	Clytia|LOC045512	Nematostella|LOC5520891
OG0008823	Clytia|LOC045513	Nematostella|LOC5518889
OG0008824	Clytia|LOC045514	Nematostella|LOC116616245
OG0008825	Clytia|LOC045516	Nematostella|LOC5520794
OG0008826	Clytia|LOC045517	Nematostella|LOC5507004
OG0008827	Clytia|LOC045542	Nematostella|LOC5512307
OG0008828	Clytia|LOC045558	Nematostella|LOC5518366
OG0008829	Clytia|LOC045581	Nematostella|LOC5512088
OG0008830	Clytia|LOC045584	Nematostella|LOC5509726
OG0008831	Clytia|LOC045586	Nematostella|LOC5511978
OG0008832	Clytia|LOC045593	Nematostella|LOC5511248
OG0008833	Clytia|LOC045595	Nematostella|LOC5508241
OG0008834	Clytia|LOC045610	Nematostella|LOC5512201
OG0008835	Clytia|LOC045612	Nematostella|LOC5513926
OG0008836	Clytia|LOC045615	Nematostella|LOC5519569
OG0008837	Clytia|LOC045617	Nematostella|LOC5512890
OG0008838	Clytia|LOC045619	Nematostella|LOC5511040
OG0008839	Clytia|LOC045621	Nematostella|LOC5511626
OG0008840	Clytia|LOC045622	Nematostella|LOC5501318
OG0008841	Clytia|LOC045635	Nematostella|LOC5518176
OG0008842	Clytia|LOC045639	Nematostella|LOC5506269
OG0008843	Clytia|LOC045652	Nematostella|LOC5514406
OG0008844	Clytia|LOC045653	Nematostella|LOC5519092
OG0008845	Clytia|LOC045731, Clytia|LOC045759	Nematostella|LOC5500628
OG0008846	Clytia|LOC045732	Nematostella|LOC5519164
OG0008847	Clytia|LOC045734	Nematostella|LOC5509517
OG0008848	Clytia|LOC045735	Nematostella|LOC5514685
OG0008849	Clytia|LOC045739	Nematostella|LOC5508652
OG0008850	Clytia|LOC045740	Nematostella|LOC5505456
OG0008851	Clytia|LOC045749	Nematostella|LOC5508117
OG0008852	Clytia|LOC045750	Nematostella|LOC5515519
OG0008853	Clytia|LOC045752	Nematostella|LOC5507706
OG0008854	Clytia|LOC045753	Nematostella|LOC5518436
OG0008855	Clytia|LOC045761, Clytia|LOC045766	Nematostella|LOC5517199
OG0008856	Clytia|LOC045764	Nematostella|LOC5518446
OG0008857	Clytia|LOC045773	Nematostella|LOC5501347
OG0008858	Clytia|LOC045793	Nematostella|LOC5514752
OG0008859	Clytia|LOC045816	Nematostella|LOC5518590
OG0008860	Clytia|LOC045837	Nematostella|LOC116618952
OG0008861	Clytia|LOC045843	Nematostella|LOC5519473
OG0008862	Clytia|LOC045844	Nematostella|LOC116601598
OG0008863	Clytia|LOC045848	Nematostella|LOC116615483
OG0009226	Clytia|LOC000028	Nematostella|LOC5511778
OG0009228	Clytia|LOC000040	Nematostella|LOC5517573
OG0009230	Clytia|LOC000052	Nematostella|LOC116613833
OG0009231	Clytia|LOC000072	Nematostella|LOC5505343
OG0009232	Clytia|LOC000111	Nematostella|LOC116601243
OG0009233	Clytia|LOC000127	Nematostella|LOC5504417
OG0009234	Clytia|LOC000133	Nematostella|LOC5520481
OG0009235	Clytia|LOC000134	Nematostella|LOC5507728
OG0009236	Clytia|LOC000144	Nematostella|LOC5511787
OG0009238	Clytia|LOC025185, Clytia|LOC000212, Clytia|LOC007020	Nematostella|LOC125567965
OG0009240	Clytia|LOC000274	Nematostella|LOC5516759
OG0009241	Clytia|LOC000310	Nematostella|LOC5521793
OG0009246	Clytia|LOC000338	Nematostella|LOC5514786
OG0009247	Clytia|LOC000404	Nematostella|LOC5518708
OG0009248	Clytia|LOC000468	Nematostella|LOC125561919, Nematostella|LOC125556772, Nematostella|LOC5504014
OG0009249	Clytia|LOC000489	Nematostella|LOC116619983
OG0009250	Clytia|LOC005899, Clytia|LOC000516	Nematostella|LOC5504955
OG0009251	Clytia|LOC000518	Nematostella|LOC116618309
OG0009255	Clytia|LOC000624	Nematostella|LOC5509339, Nematostella|LOC5512891
OG0009256	Clytia|LOC000625	Nematostella|LOC116614805
OG0009258	Clytia|LOC000629	Nematostella|LOC5509426
OG0009263	Clytia|LOC000776	Nematostella|LOC125556665
OG0009267	Clytia|LOC000846	Nematostella|LOC5513208
OG0009270	Clytia|LOC000872	Nematostella|LOC5520708
OG0009271	Clytia|LOC000878	Nematostella|LOC5513004
OG0009278	Clytia|LOC001097	Nematostella|LOC5519499
OG0009280	Clytia|LOC001142	Nematostella|LOC5501894
OG0009281	Clytia|LOC001207	Nematostella|LOC116617869
OG0009283	Clytia|LOC001217	Nematostella|LOC116619849
OG0009284	Clytia|LOC001319	Nematostella|LOC5507931
OG0009285	Clytia|LOC020892, Clytia|LOC001321, Clytia|LOC031419	Nematostella|LOC5498419
OG0009290	Clytia|LOC001427	Nematostella|LOC5508778
OG0009292	Clytia|LOC001464	Nematostella|LOC5521257
OG0009295	Clytia|LOC001563	Nematostella|LOC5517765
OG0009297	Clytia|LOC001627	Nematostella|LOC116602136
OG0009300	Clytia|LOC001725	Nematostella|LOC5506858
OG0009301	Clytia|LOC001736	Nematostella|LOC5521600
OG0009303	Clytia|LOC001769	Nematostella|LOC5508041
OG0009305	Clytia|LOC001827	Nematostella|LOC5501379
OG0009307	Clytia|LOC001841	Nematostella|LOC5521806
OG0009309	Clytia|LOC001894, Clytia|LOC010076	Nematostella|LOC116601139
OG0009310	Clytia|LOC001923	Nematostella|LOC5520002
OG0009312	Clytia|LOC001946	Nematostella|LOC5500621
OG0009313	Clytia|LOC001979	Nematostella|LOC116614798
OG0009314	Clytia|LOC002004	Nematostella|LOC116611058
OG0009315	Clytia|LOC002018	Nematostella|LOC116617555
OG0009318	Clytia|LOC002098	Nematostella|LOC5514060
OG0009319	Clytia|LOC002184	Nematostella|LOC5508435
OG0009320	Clytia|LOC002191	Nematostella|LOC5516912
OG0009323	Clytia|LOC002296	Nematostella|LOC5509519
OG0009326	Clytia|LOC002346	Nematostella|LOC5513542
OG0009328	Clytia|LOC002375	Nematostella|LOC5511165
OG0009329	Clytia|LOC002379	Nematostella|LOC5514557
OG0009330	Clytia|LOC002387	Nematostella|LOC5501376
OG0009332	Clytia|LOC002458	Nematostella|LOC5514200
OG0009337	Clytia|LOC002563	Nematostella|LOC5504187
OG0009338	Clytia|LOC002604	Nematostella|LOC5501958
OG0009341	Clytia|LOC002636	Nematostella|LOC5513949
OG0009343	Clytia|LOC002672	Nematostella|LOC5510441
OG0009344	Clytia|LOC002681	Nematostella|LOC5515657
OG0009345	Clytia|LOC002703, Clytia|LOC002684	Nematostella|LOC5501987
OG0009346	Clytia|LOC002686	Nematostella|LOC5521528
OG0009348	Clytia|LOC002691	Nematostella|LOC5510475
OG0009349	Clytia|LOC002700	Nematostella|LOC5519909
OG0009350	Clytia|LOC002706	Nematostella|LOC5521570
OG0009351	Clytia|LOC002708	Nematostella|LOC5516304, Nematostella|LOC5508146
OG0009352	Clytia|LOC002712	Nematostella|LOC5506521
OG0009354	Clytia|LOC002746	Nematostella|LOC5514681
OG0009355	Clytia|LOC002774	Nematostella|LOC116620692
OG0009356	Clytia|LOC002778	Nematostella|LOC5514996
OG0009357	Clytia|LOC002790	Nematostella|LOC5503227
OG0009358	Clytia|LOC002821	Nematostella|LOC5512437
OG0009361	Clytia|LOC002866	Nematostella|LOC5507953
OG0009362	Clytia|LOC002922	Nematostella|LOC5507801
OG0009364	Clytia|LOC002948	Nematostella|LOC116614018
OG0009365	Clytia|LOC003090	Nematostella|LOC5525170
OG0009367	Clytia|LOC003175	Nematostella|LOC5516155
OG0009368	Clytia|LOC003184	Nematostella|LOC5508150
OG0009370	Clytia|LOC003187	Nematostella|LOC5506009, Nematostella|LOC5506008
OG0009372	Clytia|LOC003205	Nematostella|LOC5516542
OG0009373	Clytia|LOC003247	Nematostella|LOC5505823
OG0009376	Clytia|LOC003260	Nematostella|LOC116603573
OG0009377	Clytia|LOC003274	Nematostella|LOC5518682
OG0009383	Clytia|LOC003448	Nematostella|LOC5513211
OG0009385	Clytia|LOC003450	Nematostella|LOC5509994
OG0009391	Clytia|LOC003575, Clytia|LOC027777	Nematostella|LOC5520234, Nematostella|LOC5509862
OG0009396	Clytia|LOC003794	Nematostella|LOC5521870
OG0009397	Clytia|LOC003847	Nematostella|LOC5502198
OG0009400	Clytia|LOC003924	Nematostella|LOC5507809
OG0009401	Clytia|LOC003938	Nematostella|LOC116621507
OG0009402	Clytia|LOC003959	Nematostella|LOC5506220
OG0009403	Clytia|LOC003961	Nematostella|LOC5515390
OG0009405	Clytia|LOC003981	Nematostella|LOC5509471
OG0009409	Clytia|LOC004014	Nematostella|LOC5500961
OG0009412	Clytia|LOC004134	Nematostella|LOC5518417
OG0009413	Clytia|LOC004139	Nematostella|LOC5507645
OG0009414	Clytia|LOC004143	Nematostella|LOC5500553
OG0009418	Clytia|LOC004228	Nematostella|LOC5505055
OG0009419	Clytia|LOC004268	Nematostella|LOC5517013
OG0009422	Clytia|LOC004301	Nematostella|LOC5519302
OG0009423	Clytia|LOC004312	Nematostella|LOC5509715
OG0009426	Clytia|LOC004431	Nematostella|LOC116603064
OG0009427	Clytia|LOC004437	Nematostella|LOC5516564
OG0009428	Clytia|LOC004440	Nematostella|LOC116604582
OG0009429	Clytia|LOC004454	Nematostella|LOC5520358
OG0009430	Clytia|LOC004462	Nematostella|LOC5509279
OG0009431	Clytia|LOC004465	Nematostella|LOC5516636
OG0009433	Clytia|LOC004505	Nematostella|LOC5512346
OG0009434	Clytia|LOC004524	Nematostella|LOC5515859
OG0009437	Clytia|LOC004578	Nematostella|LOC5503793
OG0009438	Clytia|LOC004580	Nematostella|LOC5502639
OG0009439	Clytia|LOC004598	Nematostella|LOC5514555
OG0009440	Clytia|LOC004606	Nematostella|LOC5520011
OG0009441	Clytia|LOC004661	Nematostella|LOC5518173
OG0009442	Clytia|LOC004670	Nematostella|LOC5511822
OG0009443	Clytia|LOC004724	Nematostella|LOC5503583
OG0009446	Clytia|LOC004789	Nematostella|LOC5502721
OG0009449	Clytia|LOC004888	Nematostella|LOC5501518
OG0009451	Clytia|LOC004923	Nematostella|LOC116618752
OG0009453	Clytia|LOC004949	Nematostella|LOC5516235
OG0009454	Clytia|LOC004965	Nematostella|LOC116618039
OG0009455	Clytia|LOC004988, Clytia|LOC029852	Nematostella|LOC5500619, Nematostella|LOC125556756
OG0009461	Clytia|LOC005158	Nematostella|LOC5502532
OG0009462	Clytia|LOC005160	Nematostella|LOC5521573
OG0009463	Clytia|LOC005161	Nematostella|LOC5508350
OG0009465	Clytia|LOC005170	Nematostella|LOC5512228
OG0009466	Clytia|LOC005198	Nematostella|LOC5506871
OG0009467	Clytia|LOC005239	Nematostella|LOC5518128
OG0009468	Clytia|LOC005250	Nematostella|LOC5513832
OG0009469	Clytia|LOC005254	Nematostella|LOC5507059
OG0009470	Clytia|LOC005260	Nematostella|LOC5503188
OG0009473	Clytia|LOC005308	Nematostella|LOC116617826
OG0009474	Clytia|LOC005314	Nematostella|LOC5507973
OG0009476	Clytia|LOC005377	Nematostella|LOC5515751
OG0009478	Clytia|LOC005420	Nematostella|LOC5510176
OG0009480	Clytia|LOC005448, Clytia|LOC005432	Nematostella|LOC5518899
OG0009481	Clytia|LOC005555	Nematostella|LOC5519616
OG0009484	Clytia|LOC005605	Nematostella|LOC5516298
OG0009485	Clytia|LOC005611	Nematostella|LOC5509813
OG0009496	Clytia|LOC005844	Nematostella|LOC5505161
OG0009498	Clytia|LOC005903	Nematostella|LOC5511107
OG0009501	Clytia|LOC006071	Nematostella|LOC5520657
OG0009504	Clytia|LOC006153	Nematostella|LOC5521409
OG0009506	Clytia|LOC006189	Nematostella|LOC5502647
OG0009507	Clytia|LOC006190	Nematostella|LOC5513306
OG0009508	Clytia|LOC006218	Nematostella|LOC5501687
OG0009509	Clytia|LOC006226	Nematostella|LOC5506791
OG0009510	Clytia|LOC006376	Nematostella|LOC5505622
OG0009511	Clytia|LOC006377	Nematostella|LOC5508627
OG0009513	Clytia|LOC006416	Nematostella|LOC5520054
OG0009516	Clytia|LOC006536	Nematostella|LOC5521196
OG0009517	Clytia|LOC006588	Nematostella|LOC5520682, Nematostella|LOC5513653
OG0009518	Clytia|LOC006605	Nematostella|LOC5521860
OG0009519	Clytia|LOC006612	Nematostella|LOC116621176
OG0009520	Clytia|LOC006660	Nematostella|LOC5517560
OG0009522	Clytia|LOC006710	Nematostella|LOC116601131
OG0009526	Clytia|LOC006748	Nematostella|LOC5510958
OG0009527	Clytia|LOC006774	Nematostella|LOC5500095
OG0009530	Clytia|LOC006818	Nematostella|LOC5517306
OG0009531	Clytia|LOC006835	Nematostella|LOC5503008
OG0009532	Clytia|LOC006852	Nematostella|LOC5517834
OG0009534	Clytia|LOC006868	Nematostella|LOC5521505
OG0009535	Clytia|LOC028238, Clytia|LOC006924	Nematostella|LOC116601431, Nematostella|LOC5505754
OG0009536	Clytia|LOC006964	Nematostella|LOC5525265
OG0009537	Clytia|LOC007026	Nematostella|LOC5514311
OG0009538	Clytia|LOC007046	Nematostella|LOC5504096
OG0009539	Clytia|LOC007094	Nematostella|LOC5503178
OG0009541	Clytia|LOC007124	Nematostella|LOC5516592
OG0009542	Clytia|LOC007135	Nematostella|LOC5502096
OG0009543	Clytia|LOC007148	Nematostella|LOC5515172
OG0009546	Clytia|LOC007221	Nematostella|LOC5521994
OG0009548	Clytia|LOC007277	Nematostella|LOC5522228, Nematostella|LOC5498073
OG0009549	Clytia|LOC007317	Nematostella|LOC5516537
OG0009552	Clytia|LOC007330	Nematostella|LOC5521284
OG0009554	Clytia|LOC007347	Nematostella|LOC5513037
OG0009556	Clytia|LOC007407	Nematostella|LOC5518628
OG0009557	Clytia|LOC007435	Nematostella|LOC5522237
OG0009558	Clytia|LOC007438	Nematostella|LOC5504088
OG0009560	Clytia|LOC007468	Nematostella|LOC116611624
OG0009561	Clytia|LOC007479	Nematostella|LOC116617817
OG0009564	Clytia|LOC007500	Nematostella|LOC5519887
OG0009568	Clytia|LOC007647	Nematostella|LOC5504991
OG0009572	Clytia|LOC007761	Nematostella|LOC5504570
OG0009573	Clytia|LOC007821	Nematostella|LOC5520372
OG0009574	Clytia|LOC007864	Nematostella|LOC5519906
OG0009576	Clytia|LOC007900, Clytia|LOC026231	Nematostella|LOC5509214
OG0009577	Clytia|LOC007911	Nematostella|LOC5519719
OG0009578	Clytia|LOC007917	Nematostella|LOC116618644
OG0009579	Clytia|LOC007953	Nematostella|LOC5498973
OG0009580	Clytia|LOC007999	Nematostella|LOC5521520
OG0009582	Clytia|LOC008041	Nematostella|LOC5517410
OG0009585	Clytia|LOC008081	Nematostella|LOC5510639
OG0009586	Clytia|LOC008109	Nematostella|LOC5521714
OG0009588	Clytia|LOC008112	Nematostella|LOC5514460
OG0009590	Clytia|LOC008152	Nematostella|LOC5501458
OG0009592	Clytia|LOC008190	Nematostella|LOC5514930
OG0009594	Clytia|LOC008215	Nematostella|LOC5520695
OG0009595	Clytia|LOC008243	Nematostella|LOC5509304
OG0009596	Clytia|LOC008270	Nematostella|LOC5509201
OG0009597	Clytia|LOC008271	Nematostella|LOC5511522
OG0009600	Clytia|LOC008385	Nematostella|LOC116619673, Nematostella|LOC116616211
OG0009601	Clytia|LOC008413	Nematostella|LOC116615991
OG0009602	Clytia|LOC008416	Nematostella|LOC5521672
OG0009603	Clytia|LOC008427	Nematostella|LOC5506706
OG0009604	Clytia|LOC008462	Nematostella|LOC5518838
OG0009605	Clytia|LOC008466	Nematostella|LOC5520936
OG0009607	Clytia|LOC008475	Nematostella|LOC5505437
OG0009608	Clytia|LOC008504	Nematostella|LOC5521518
OG0009609	Clytia|LOC008543	Nematostella|LOC5514779
OG0009612	Clytia|LOC008577	Nematostella|LOC5509595
OG0009613	Clytia|LOC008581	Nematostella|LOC5509660
OG0009614	Clytia|LOC008582	Nematostella|LOC5511709
OG0009615	Clytia|LOC008583	Nematostella|LOC5508454
OG0009616	Clytia|LOC008616	Nematostella|LOC5508989
OG0009620	Clytia|LOC008747	Nematostella|LOC116604019
OG0009621	Clytia|LOC008756	Nematostella|LOC5511888
OG0009622	Clytia|LOC008765	Nematostella|LOC5514482
OG0009623	Clytia|LOC008805, Clytia|LOC016052	Nematostella|LOC5518229
OG0009625	Clytia|LOC008855	Nematostella|LOC5503028
OG0009626	Clytia|LOC008857	Nematostella|LOC5508732
OG0009627	Clytia|LOC008878	Nematostella|LOC5502635
OG0009630	Clytia|LOC008922	Nematostella|LOC5507490
OG0009631	Clytia|LOC008928	Nematostella|LOC5506457
OG0009633	Clytia|LOC009004	Nematostella|LOC116620037, Nematostella|LOC5515802
OG0009637	Clytia|LOC009084	Nematostella|LOC5510034
OG0009638	Clytia|LOC009161	Nematostella|LOC5507731
OG0009640	Clytia|LOC009201	Nematostella|LOC5518394
OG0009641	Clytia|LOC009222, Clytia|LOC017539	Nematostella|LOC125568273
OG0009642	Clytia|LOC009243	Nematostella|LOC5502772
OG0009650	Clytia|LOC009400	Nematostella|LOC5512640
OG0009653	Clytia|LOC009473	Nematostella|LOC5504706
OG0009655	Clytia|LOC009482	Nematostella|LOC5510683
OG0009658	Clytia|LOC009562	Nematostella|LOC5501544
OG0009659	Clytia|LOC009631	Nematostella|LOC5507713
OG0009660	Clytia|LOC009639	Nematostella|LOC5519016, Nematostella|LOC5517169
OG0009664	Clytia|LOC009651	Nematostella|LOC116616975
OG0009665	Clytia|LOC009653	Nematostella|LOC5510141
OG0009667	Clytia|LOC009697	Nematostella|LOC5521684
OG0009670	Clytia|LOC009751	Nematostella|LOC5506585
OG0009672	Clytia|LOC009783	Nematostella|LOC5508683
OG0009673	Clytia|LOC009792	Nematostella|LOC5507434
OG0009676	Clytia|LOC009841	Nematostella|LOC5505198
OG0009677	Clytia|LOC009847	Nematostella|LOC116613503
OG0009679	Clytia|LOC009942	Nematostella|LOC5501317
OG0009682	Clytia|LOC010004, Clytia|LOC029028	Nematostella|LOC5516110
OG0009684	Clytia|LOC010080	Nematostella|LOC5520429
OG0009686	Clytia|LOC010127	Nematostella|LOC5519214
OG0009688	Clytia|LOC010265	Nematostella|LOC5506677
OG0009689	Clytia|LOC010266	Nematostella|LOC5495971
OG0009690	Clytia|LOC010340	Nematostella|LOC5519829
OG0009691	Clytia|LOC010344	Nematostella|LOC5510553
OG0009693	Clytia|LOC010350	Nematostella|LOC5517696
OG0009696	Clytia|LOC010385	Nematostella|LOC5501713
OG0009699	Clytia|LOC010440	Nematostella|LOC5514355
OG0009702	Clytia|LOC011425, Clytia|LOC010510	Nematostella|LOC5522038
OG0009704	Clytia|LOC010579	Nematostella|LOC5507177, Nematostella|LOC5507189
OG0009705	Clytia|LOC010596	Nematostella|LOC5504861
OG0009706	Clytia|LOC010604	Nematostella|LOC5514942
OG0009707	Clytia|LOC010605	Nematostella|LOC5504461
OG0009713	Clytia|LOC010942	Nematostella|LOC5507631
OG0009714	Clytia|LOC011013	Nematostella|LOC5502431
OG0009715	Clytia|LOC011103	Nematostella|LOC5522112
OG0009717	Clytia|LOC011186	Nematostella|LOC5519155
OG0009718	Clytia|LOC011229	Nematostella|LOC5514144
OG0009719	Clytia|LOC011248, Clytia|LOC013220	Nematostella|LOC5521612
OG0009720	Clytia|LOC011283	Nematostella|LOC5518802
OG0009721	Clytia|LOC011291	Nematostella|LOC5507975
OG0009722	Clytia|LOC011303	Nematostella|LOC5518116
OG0009727	Clytia|LOC011384	Nematostella|LOC5518994
OG0009732	Clytia|LOC011472	Nematostella|LOC5503907
OG0009736	Clytia|LOC011516	Nematostella|LOC5509759
OG0009737	Clytia|LOC011535	Nematostella|LOC5502999
OG0009739	Clytia|LOC011597	Nematostella|LOC5514826
OG0009742	Clytia|LOC011724	Nematostella|LOC5509773
OG0009743	Clytia|LOC011740, Clytia|LOC012767	Nematostella|LOC5510111
OG0009744	Clytia|LOC011750	Nematostella|LOC5512002
OG0009749	Clytia|LOC011803	Nematostella|LOC5516893
OG0009750	Clytia|LOC011814	Nematostella|LOC5504792
OG0009752	Clytia|LOC011841	Nematostella|LOC5516226
OG0009755	Clytia|LOC011961	Nematostella|LOC5504217
OG0009760	Clytia|LOC012075	Nematostella|LOC5504678
OG0009761	Clytia|LOC012076	Nematostella|LOC5519743
OG0009762	Clytia|LOC012087	Nematostella|LOC5513944
OG0009763	Clytia|LOC012112	Nematostella|LOC5507357
OG0009764	Clytia|LOC012130	Nematostella|LOC5510355
OG0009765	Clytia|LOC012146	Nematostella|LOC5521562
OG0009768	Clytia|LOC012223	Nematostella|LOC5511044
OG0009770	Clytia|LOC012254	Nematostella|LOC5503487
OG0009771	Clytia|LOC012303	Nematostella|LOC5508377
OG0009773	Clytia|LOC012372	Nematostella|LOC5509455
OG0009774	Clytia|LOC012375	Nematostella|LOC5504259
OG0009776	Clytia|LOC012484	Nematostella|LOC5509070
OG0009777	Clytia|LOC012487	Nematostella|LOC5521338
OG0009778	Clytia|LOC012554	Nematostella|LOC5522216
OG0009779	Clytia|LOC012555	Nematostella|LOC5515643
OG0009780	Clytia|LOC012579	Nematostella|LOC5520022
OG0009781	Clytia|LOC012583	Nematostella|LOC5502490
OG0009786	Clytia|LOC012714	Nematostella|LOC5504091
OG0009787	Clytia|LOC012761	Nematostella|LOC5519675
OG0009789	Clytia|LOC012811	Nematostella|LOC5506567
OG0009790	Clytia|LOC012830	Nematostella|LOC5507846
OG0009791	Clytia|LOC012879	Nematostella|LOC5516000
OG0009792	Clytia|LOC012891	Nematostella|LOC116619567
OG0009793	Clytia|LOC012898	Nematostella|LOC5512893
OG0009795	Clytia|LOC013012	Nematostella|LOC116614363
OG0009797	Clytia|LOC013024	Nematostella|LOC5506048
OG0009800	Clytia|LOC013173	Nematostella|LOC5519560
OG0009802	Clytia|LOC013238	Nematostella|LOC5506843
OG0009803	Clytia|LOC013242	Nematostella|LOC5515672
OG0009805	Clytia|LOC013253	Nematostella|LOC5522076
OG0009815	Clytia|LOC013466	Nematostella|LOC5514591
OG0009816	Clytia|LOC013467	Nematostella|LOC5508369
OG0009817	Clytia|LOC013493	Nematostella|LOC5506965
OG0009818	Clytia|LOC013502	Nematostella|LOC5502600
OG0009819	Clytia|LOC013507, Clytia|LOC013503	Nematostella|LOC5516408, Nematostella|LOC5509508
OG0009820	Clytia|LOC013546	Nematostella|LOC5519739
OG0009821	Clytia|LOC013551	Nematostella|LOC5519647
OG0009823	Clytia|LOC013560	Nematostella|LOC5505988
OG0009824	Clytia|LOC013660	Nematostella|LOC5514453
OG0009825	Clytia|LOC013711	Nematostella|LOC116604351
OG0009826	Clytia|LOC013717	Nematostella|LOC5517123
OG0009830	Clytia|LOC013793	Nematostella|LOC5507610
OG0009831	Clytia|LOC013828	Nematostella|LOC5502996
OG0009832	Clytia|LOC013830	Nematostella|LOC5506471
OG0009833	Clytia|LOC013854	Nematostella|LOC5510395
OG0009836	Clytia|LOC013984	Nematostella|LOC5503203
OG0009838	Clytia|LOC014025	Nematostella|LOC5512325
OG0009840	Clytia|LOC014037	Nematostella|LOC5518678
OG0009842	Clytia|LOC014059	Nematostella|LOC5506098
OG0009843	Clytia|LOC014079	Nematostella|LOC5510313
OG0009845	Clytia|LOC014119	Nematostella|LOC116604548
OG0009847	Clytia|LOC014220	Nematostella|LOC5522113
OG0009849	Clytia|LOC014256	Nematostella|LOC5509381
OG0009851	Clytia|LOC014276	Nematostella|LOC5507497
OG0009853	Clytia|LOC014319	Nematostella|LOC116613501
OG0009856	Clytia|LOC014343	Nematostella|LOC5519956
OG0009857	Clytia|LOC014351	Nematostella|LOC5507870
OG0009859	Clytia|LOC014463	Nematostella|LOC5513463
OG0009864	Clytia|LOC014628	Nematostella|LOC5503601
OG0009865	Clytia|LOC014678	Nematostella|LOC5509219
OG0009868	Clytia|LOC014704	Nematostella|LOC5505689
OG0009872	Clytia|LOC014915	Nematostella|LOC5504230
OG0009876	Clytia|LOC015312	Nematostella|LOC5507767
OG0009877	Clytia|LOC015364	Nematostella|LOC5520809
OG0009878	Clytia|LOC015502	Nematostella|LOC5518429
OG0009879	Clytia|LOC015503	Nematostella|LOC5517074
OG0009881	Clytia|LOC015571	Nematostella|LOC5511385
OG0009886	Clytia|LOC015722	Nematostella|LOC5520441
OG0009887	Clytia|LOC015723	Nematostella|LOC5500535
OG0009888	Clytia|LOC015762	Nematostella|LOC5508727
OG0009890	Clytia|LOC015832	Nematostella|LOC5513139
OG0009892	Clytia|LOC015899	Nematostella|LOC5519090
OG0009893	Clytia|LOC015900	Nematostella|LOC116601565
OG0009894	Clytia|LOC015948	Nematostella|LOC5521353
OG0009897	Clytia|LOC016015	Nematostella|LOC125568023
OG0009898	Clytia|LOC016095	Nematostella|LOC5519584
OG0009903	Clytia|LOC016266	Nematostella|LOC5503271
OG0009904	Clytia|LOC016286	Nematostella|LOC5516096
OG0009905	Clytia|LOC016291	Nematostella|LOC5513257
