Orthogroup	longest_isoform_ClytiaProteins	longest_isoform_HydraProteins
OG0007758	Clytia|LOC035873	Hydra|LOC100214281
OG0007759	Clytia|LOC035877	Hydra|LOC100202957
OG0007760	Clytia|LOC035878	Hydra|LOC100213612
OG0007761	Clytia|LOC035881	Hydra|LOC100198995
OG0007762	Clytia|LOC035882	Hydra|LOC100208210
OG0007763	Clytia|LOC035883	Hydra|LOC100203090
OG0007764	Clytia|LOC035944	Hydra|LOC100209012
OG0007765	Clytia|LOC035948	Hydra|LOC100205446
OG0007766	Clytia|LOC035952	Hydra|LOC100215068
OG0007767	Clytia|LOC035966	Hydra|LOC100208413
OG0007768	Clytia|LOC035972	Hydra|LOC100215260
OG0007769	Clytia|LOC035988	Hydra|LOC100210596
OG0007770	Clytia|LOC036006	Hydra|LOC100192236
OG0007771	Clytia|LOC036029	Hydra|LOC100215331
OG0007772	Clytia|LOC036031	Hydra|LOC101237868
OG0007773	Clytia|LOC036044	Hydra|LOC100205469
OG0007774	Clytia|LOC036048	Hydra|LOC101241118, Hydra|LOC101234644
OG0007775	Clytia|LOC036050	Hydra|LOC101236392
OG0007776	Clytia|LOC036052	Hydra|LOC101236610
OG0007777	Clytia|LOC036056	Hydra|LOC100213958
OG0007778	Clytia|LOC036057	Hydra|LOC100201906
OG0007779	Clytia|LOC036059	Hydra|LOC100214314
OG0007780	Clytia|LOC036063	Hydra|LOC100215129
OG0007781	Clytia|LOC036069	Hydra|LOC100213269
OG0007783	Clytia|LOC036087	Hydra|LOC100208678
OG0007784	Clytia|LOC036088	Hydra|LOC105846685
OG0007785	Clytia|LOC036119	Hydra|LOC100215216
OG0007786	Clytia|LOC036121	Hydra|LOC100203637
OG0007787	Clytia|LOC036124	Hydra|LOC100200409
OG0007788	Clytia|LOC036128	Hydra|LOC100198371
OG0007789	Clytia|LOC036138	Hydra|LOC100207503
OG0007790	Clytia|LOC036149	Hydra|LOC100210800
OG0007791	Clytia|LOC036151	Hydra|LOC100200809
OG0007792	Clytia|LOC036152	Hydra|LOC100213987
OG0007793	Clytia|LOC036158	Hydra|LOC100211964
OG0007794	Clytia|LOC036194	Hydra|LOC100215587
OG0007795	Clytia|LOC036207	Hydra|LOC100214962
OG0007796	Clytia|LOC036216, Clytia|LOC036208	Hydra|LOC100211381
OG0007797	Clytia|LOC036218	Hydra|LOC100214696
OG0007798	Clytia|LOC036252	Hydra|LOC100198804
OG0007799	Clytia|LOC036254	Hydra|LOC100206150
OG0007800	Clytia|LOC036256	Hydra|LOC101238609
OG0007801	Clytia|LOC036257	Hydra|LOC100198168
OG0007802	Clytia|LOC036303	Hydra|LOC100204852
OG0007803	Clytia|LOC036304	Hydra|LOC100198794
OG0007804	Clytia|LOC036306	Hydra|LOC100210552
OG0007805	Clytia|LOC036307	Hydra|LOC100211249
OG0007806	Clytia|LOC036350	Hydra|LOC100207689
OG0007807	Clytia|LOC036368, Clytia|LOC036378	Hydra|LOC100215966
OG0007808	Clytia|LOC036369	Hydra|LOC101240185
OG0007809	Clytia|LOC036371	Hydra|LOC100203025
OG0007810	Clytia|LOC036381	Hydra|LOC100200403
OG0007811	Clytia|LOC036401	Hydra|LOC100210318
OG0007812	Clytia|LOC036407	Hydra|LOC100213931
OG0007813	Clytia|LOC036416	Hydra|LOC124808011
OG0007814	Clytia|LOC036420	Hydra|LOC100206649
OG0007815	Clytia|LOC036473	Hydra|LOC100197717
OG0007816	Clytia|LOC036481	Hydra|LOC105844798
OG0007817	Clytia|LOC036496	Hydra|LOC100198406
OG0007818	Clytia|LOC036503	Hydra|LOC100215623
OG0007819	Clytia|LOC036504	Hydra|LOC100202565
OG0007820	Clytia|LOC036506	Hydra|LOC100198990
OG0007821	Clytia|LOC036519	Hydra|LOC105846101
OG0007822	Clytia|LOC036525	Hydra|LOC101240534
OG0007823	Clytia|LOC036526	Hydra|LOC100199931
OG0007824	Clytia|LOC036534	Hydra|LOC105847893
OG0007825	Clytia|LOC036536	Hydra|LOC100192269
OG0007826	Clytia|LOC036541	Hydra|LOC101239600
OG0007828	Clytia|LOC036544	Hydra|LOC100215019
OG0007829	Clytia|LOC036642, Clytia|LOC036641	Hydra|LOC100201561
OG0007830	Clytia|LOC036674	Hydra|LOC100211035
OG0007831	Clytia|LOC042071, Clytia|LOC036677	Hydra|LOC101238783
OG0007832	Clytia|LOC036688	Hydra|LOC100215529
OG0007833	Clytia|LOC036690	Hydra|LOC100202247
OG0007834	Clytia|LOC036694	Hydra|LOC100204778
OG0007835	Clytia|LOC036696	Hydra|LOC101240983
OG0007836	Clytia|LOC036711	Hydra|LOC100212805
OG0007837	Clytia|LOC036717	Hydra|LOC100200323
OG0007840	Clytia|LOC036728	Hydra|LOC100212478
OG0007841	Clytia|LOC036729	Hydra|LOC100204901
OG0007842	Clytia|LOC036730	Hydra|LOC100210162
OG0007843	Clytia|LOC036731	Hydra|LOC101241799
OG0007844	Clytia|LOC036733	Hydra|LOC100198848
OG0007845	Clytia|LOC036755	Hydra|LOC100209488
OG0007846	Clytia|LOC036814	Hydra|LOC100210805
OG0007847	Clytia|LOC036815	Hydra|LOC100202466
OG0007849	Clytia|LOC036835	Hydra|LOC101234741
OG0007850	Clytia|LOC036837	Hydra|LOC100210573
OG0007851	Clytia|LOC036839	Hydra|LOC100209333
OG0007852	Clytia|LOC036841	Hydra|LOC100205145
OG0007853	Clytia|LOC036848	Hydra|LOC100215787
OG0007854	Clytia|LOC036849	Hydra|LOC100200709
OG0007855	Clytia|LOC036852	Hydra|LOC100199529
OG0007856	Clytia|LOC036854	Hydra|LOC100211437
OG0007857	Clytia|LOC036864	Hydra|LOC100207318
OG0007858	Clytia|LOC036869	Hydra|LOC101238957
OG0007859	Clytia|LOC036870	Hydra|LOC100203932
OG0007860	Clytia|LOC036875	Hydra|LOC100210921
OG0007861	Clytia|LOC036876	Hydra|LOC100209548
OG0007862	Clytia|LOC036881	Hydra|LOC101236407
OG0007863	Clytia|LOC036883	Hydra|LOC100214689
OG0007864	Clytia|LOC036885	Hydra|LOC100209510
OG0007865	Clytia|LOC036887	Hydra|LOC100201195
OG0007866	Clytia|LOC036945	Hydra|LOC100204460
OG0007867	Clytia|LOC036956	Hydra|LOC100206761
OG0007868	Clytia|LOC036960	Hydra|LOC105845682, Hydra|LOC100203137
OG0007869	Clytia|LOC036962	Hydra|LOC100210303
OG0007870	Clytia|LOC036977	Hydra|LOC100215428
OG0007871	Clytia|LOC036979	Hydra|LOC100208584
OG0007872	Clytia|LOC036981	Hydra|LOC100197622
OG0007873	Clytia|LOC036983	Hydra|LOC100207572
OG0007874	Clytia|LOC036985	Hydra|LOC100214909
OG0007875	Clytia|LOC036986	Hydra|LOC100200376
OG0007876	Clytia|LOC036988	Hydra|LOC100197210
OG0007877	Clytia|LOC036991	Hydra|LOC100204958
OG0007878	Clytia|LOC037001	Hydra|LOC100200658
OG0007879	Clytia|LOC037004	Hydra|LOC100214660
OG0007880	Clytia|LOC037010	Hydra|LOC100211227
OG0007881	Clytia|LOC037016	Hydra|LOC100204498
OG0007882	Clytia|LOC037017	Hydra|LOC100210539
OG0007883	Clytia|LOC037033	Hydra|LOC105844645
OG0007884	Clytia|LOC037054	Hydra|LOC100214920
OG0007885	Clytia|LOC037055	Hydra|LOC100213191
OG0007886	Clytia|LOC037056	Hydra|LOC100215791
OG0007887	Clytia|LOC037060	Hydra|LOC100215593
OG0007888	Clytia|LOC037064	Hydra|LOC100213688
OG0007889	Clytia|LOC037067	Hydra|LOC100202984
OG0007890	Clytia|LOC037068	Hydra|LOC100199205
OG0007891	Clytia|LOC037069	Hydra|LOC100200137
OG0007892	Clytia|LOC037072	Hydra|LOC101239878
OG0007893	Clytia|LOC037078	Hydra|LOC124812333
OG0007894	Clytia|LOC037081	Hydra|LOC101237916
OG0007895	Clytia|LOC037082	Hydra|LOC101236746
OG0007896	Clytia|LOC037083	Hydra|LOC100197250
OG0007897	Clytia|LOC037089	Hydra|LOC105846518
OG0007898	Clytia|LOC037093	Hydra|LOC100209600
OG0007899	Clytia|LOC037096	Hydra|LOC100210051
OG0007900	Clytia|LOC037097	Hydra|LOC100213659
OG0007901	Clytia|LOC037101	Hydra|LOC100213884
OG0007902	Clytia|LOC037102	Hydra|LOC100204701
OG0007903	Clytia|LOC037136	Hydra|LOC101240090
OG0007904	Clytia|LOC037138	Hydra|LOC100202599
OG0007905	Clytia|LOC037141	Hydra|LOC101239690
OG0007906	Clytia|LOC037144	Hydra|LOC100212529
OG0007907	Clytia|LOC037145	Hydra|LOC100214287
OG0007908	Clytia|LOC037155	Hydra|LOC100200237
OG0007909	Clytia|LOC037180	Hydra|LOC105843819
OG0007910	Clytia|LOC037193	Hydra|LOC100205636
OG0007911	Clytia|LOC037202	Hydra|LOC100208159
OG0007912	Clytia|LOC037203	Hydra|LOC100211676
OG0007914	Clytia|LOC037210	Hydra|LOC100198186
OG0007915	Clytia|LOC037233	Hydra|LOC100209360
OG0007916	Clytia|LOC037244	Hydra|LOC100210707
OG0007917	Clytia|LOC037256	Hydra|LOC100201395
OG0007918	Clytia|LOC037261	Hydra|LOC100205141
OG0007919	Clytia|LOC037263	Hydra|LOC100208424
OG0007920	Clytia|LOC037264	Hydra|LOC100215340
OG0007921	Clytia|LOC037271	Hydra|LOC101237139
OG0007922	Clytia|LOC037273	Hydra|LOC100206936
OG0007923	Clytia|LOC037274	Hydra|LOC100211805
OG0007924	Clytia|LOC037280	Hydra|LOC100208447
OG0007925	Clytia|LOC037296	Hydra|LOC100208627
OG0007926	Clytia|LOC037300	Hydra|LOC100207378
OG0007927	Clytia|LOC037305	Hydra|LOC101234799
OG0007928	Clytia|LOC037306	Hydra|LOC100197296
OG0007929	Clytia|LOC037350	Hydra|LOC100197511
OG0007930	Clytia|LOC037351	Hydra|LOC100204189
OG0007931	Clytia|LOC037352	Hydra|LOC105847479
OG0007932	Clytia|LOC037354	Hydra|LOC100210806
OG0007934	Clytia|LOC037359	Hydra|LOC100200883
OG0007935	Clytia|LOC037360	Hydra|LOC105850869
OG0007936	Clytia|LOC037366	Hydra|LOC100210999
OG0007937	Clytia|LOC037367	Hydra|LOC100212802
OG0007938	Clytia|LOC037369	Hydra|LOC101235387
OG0007939	Clytia|LOC037393	Hydra|LOC100207782
OG0007940	Clytia|LOC037394	Hydra|LOC100208529
OG0007941	Clytia|LOC037395	Hydra|LOC100201720
OG0007942	Clytia|LOC037400	Hydra|LOC100206652
OG0007944	Clytia|LOC037405	Hydra|LOC101238741
OG0007945	Clytia|LOC037407	Hydra|LOC100199247
OG0007946	Clytia|LOC037413	Hydra|LOC100213962
OG0007947	Clytia|LOC037414	Hydra|LOC101234844
OG0007948	Clytia|LOC037456	Hydra|LOC100209629
OG0007949	Clytia|LOC037458	Hydra|LOC100207253
OG0007950	Clytia|LOC037461	Hydra|LOC100212254
OG0007951	Clytia|LOC037463	Hydra|LOC100203218
OG0007952	Clytia|LOC037469	Hydra|LOC101241649
OG0007954	Clytia|LOC037475	Hydra|LOC100198345
OG0007955	Clytia|LOC037479	Hydra|LOC100197329, Hydra|LOC105847811
OG0007956	Clytia|LOC037488	Hydra|LOC100205001
OG0007957	Clytia|LOC037500	Hydra|LOC100201725
OG0007958	Clytia|LOC037510	Hydra|LOC105850553
OG0007959	Clytia|LOC037547	Hydra|LOC100215508
OG0007960	Clytia|LOC037578	Hydra|LOC105846161
OG0007961	Clytia|LOC037609	Hydra|LOC105845194
OG0007962	Clytia|LOC037615	Hydra|LOC100212507
OG0007963	Clytia|LOC037616	Hydra|LOC101238539
OG0007964	Clytia|LOC037620	Hydra|LOC100199064
OG0007965	Clytia|LOC037621	Hydra|LOC100212283
OG0007966	Clytia|LOC037624	Hydra|LOC100211416
OG0007967	Clytia|LOC037632	Hydra|LOC100204213
OG0007968	Clytia|LOC037633	Hydra|LOC100207944
OG0007969	Clytia|LOC037635	Hydra|LOC100202684
OG0007970	Clytia|LOC037637	Hydra|LOC100200122
OG0007971	Clytia|LOC037640	Hydra|LOC100215706
OG0007972	Clytia|LOC037645	Hydra|LOC100208593
OG0007973	Clytia|LOC037651	Hydra|LOC100213539
OG0007974	Clytia|LOC037652	Hydra|LOC100202421
OG0007975	Clytia|LOC037653	Hydra|LOC100215103
OG0007976	Clytia|LOC037654	Hydra|LOC100207611
OG0007977	Clytia|LOC037657	Hydra|LOC100198637
OG0007978	Clytia|LOC037661	Hydra|LOC100197096
OG0007979	Clytia|LOC037662	Hydra|LOC100198588
OG0007980	Clytia|LOC037669	Hydra|LOC101241065
OG0007981	Clytia|LOC037670	Hydra|LOC100208145
OG0007982	Clytia|LOC037671	Hydra|LOC100199772
OG0007983	Clytia|LOC037677	Hydra|LOC100199248
OG0007984	Clytia|LOC037769	Hydra|LOC100203875
OG0007985	Clytia|LOC037771	Hydra|LOC100201712
OG0007986	Clytia|LOC037778	Hydra|LOC101241078
OG0007987	Clytia|LOC037779	Hydra|LOC100205538
OG0007988	Clytia|LOC037783	Hydra|LOC100214416
OG0007989	Clytia|LOC037812	Hydra|LOC100209409
OG0007990	Clytia|LOC037879	Hydra|LOC124817626, Hydra|LOC124810063, Hydra|LOC124815027
OG0007991	Clytia|LOC037889	Hydra|LOC100198779
OG0007992	Clytia|LOC037893	Hydra|LOC100213858
OG0007993	Clytia|LOC037895	Hydra|LOC101241832
OG0007995	Clytia|LOC037906	Hydra|LOC100211522
OG0007996	Clytia|LOC037919	Hydra|LOC100200977
OG0007997	Clytia|LOC037984	Hydra|LOC100209588
OG0007998	Clytia|LOC037999	Hydra|LOC101241467
OG0007999	Clytia|LOC038002	Hydra|LOC100206930
OG0008000	Clytia|LOC038004	Hydra|LOC100203191
OG0008001	Clytia|LOC038050	Hydra|LOC100211957
OG0008002	Clytia|LOC038051	Hydra|LOC100197502
OG0008003	Clytia|LOC038054	Hydra|LOC105848562
OG0008004	Clytia|LOC038056	Hydra|LOC100213581
OG0008005	Clytia|LOC038057	Hydra|LOC100209699
OG0008006	Clytia|LOC038061	Hydra|LOC100201869
OG0008007	Clytia|LOC038069	Hydra|LOC100199329
OG0008008	Clytia|LOC038073	Hydra|LOC100210798
OG0008009	Clytia|LOC038084	Hydra|LOC101237000
OG0008010	Clytia|LOC038085	Hydra|LOC100207058
OG0008011	Clytia|LOC038107	Hydra|LOC100203841
OG0008012	Clytia|LOC038108	Hydra|LOC101241145
OG0008013	Clytia|LOC038109	Hydra|LOC100204834
OG0008014	Clytia|LOC038110	Hydra|LOC101236709
OG0008015	Clytia|LOC038113	Hydra|LOC100208113
OG0008016	Clytia|LOC038114	Hydra|LOC100206548
OG0008017	Clytia|LOC038115	Hydra|LOC101240513
OG0008018	Clytia|LOC038133	Hydra|LOC100199692
OG0008019	Clytia|LOC038134	Hydra|LOC100205090
OG0008020	Clytia|LOC038136	Hydra|LOC101234304
OG0008021	Clytia|LOC038137	Hydra|LOC100208579
OG0008022	Clytia|LOC038138	Hydra|LOC100202880
OG0008023	Clytia|LOC038150	Hydra|LOC100210294
OG0008024	Clytia|LOC038152	Hydra|LOC100203396
OG0008025	Clytia|LOC038187	Hydra|LOC100198866
OG0008026	Clytia|LOC038198	Hydra|LOC101238022
OG0008027	Clytia|LOC038201	Hydra|LOC100214797
OG0008028	Clytia|LOC038207	Hydra|LOC100206073
OG0008029	Clytia|LOC038208	Hydra|LOC100207432
OG0008030	Clytia|LOC038214	Hydra|LOC100204248
OG0008031	Clytia|LOC038262	Hydra|LOC100211134
OG0008032	Clytia|LOC038270	Hydra|LOC101237984
OG0008033	Clytia|LOC038273	Hydra|LOC100204994
OG0008034	Clytia|LOC038293	Hydra|LOC100213059
OG0008035	Clytia|LOC038294	Hydra|LOC100208605
OG0008036	Clytia|LOC038295	Hydra|LOC100200735
OG0008037	Clytia|LOC038299	Hydra|LOC100210651
OG0008038	Clytia|LOC038304	Hydra|LOC100197522
OG0008039	Clytia|LOC038312	Hydra|LOC100213967
OG0008040	Clytia|LOC038321	Hydra|LOC100202856
OG0008041	Clytia|LOC038328	Hydra|LOC100212846
OG0008042	Clytia|LOC038330	Hydra|LOC100197574
OG0008043	Clytia|LOC038334	Hydra|LOC100209603
OG0008044	Clytia|LOC038336	Hydra|LOC100208572
OG0008045	Clytia|LOC038337	Hydra|LOC100205230
OG0008046	Clytia|LOC038339	Hydra|LOC100204107
OG0008047	Clytia|LOC038353	Hydra|LOC100206869
OG0008048	Clytia|LOC038365	Hydra|LOC100206329
OG0008049	Clytia|LOC038376	Hydra|LOC100200845
OG0008050	Clytia|LOC038382	Hydra|LOC100206879
OG0008051	Clytia|LOC038385	Hydra|LOC100214495
OG0008052	Clytia|LOC038387	Hydra|LOC100198507
OG0008053	Clytia|LOC038428	Hydra|LOC100209454
OG0008054	Clytia|LOC038455	Hydra|LOC100213136
OG0008055	Clytia|LOC038461	Hydra|LOC100197146
OG0008056	Clytia|LOC038462	Hydra|LOC100201131
OG0008057	Clytia|LOC038499	Hydra|LOC100210994
OG0008058	Clytia|LOC038510	Hydra|LOC100201174
OG0008059	Clytia|LOC038515	Hydra|LOC100198041
OG0008060	Clytia|LOC038516	Hydra|LOC101240322
OG0008061	Clytia|LOC038522	Hydra|LOC100208653
OG0008062	Clytia|LOC038526	Hydra|LOC100213009
OG0008063	Clytia|LOC038527	Hydra|LOC100212542
OG0008064	Clytia|LOC038528	Hydra|LOC100204580
OG0008065	Clytia|LOC038530	Hydra|LOC100211013
OG0008066	Clytia|LOC038531	Hydra|LOC100206972
OG0008067	Clytia|LOC038542	Hydra|LOC105844215
OG0008068	Clytia|LOC038553	Hydra|LOC100214655
OG0008069	Clytia|LOC038560	Hydra|LOC100206904
OG0008070	Clytia|LOC038605	Hydra|LOC100202906
OG0008071	Clytia|LOC038622	Hydra|LOC100214978
OG0008072	Clytia|LOC038625	Hydra|LOC100214545
OG0008073	Clytia|LOC038628	Hydra|LOC100205428
OG0008074	Clytia|LOC038635	Hydra|LOC101237087, Hydra|LOC105846134
OG0008075	Clytia|LOC038636	Hydra|LOC105847522
OG0008076	Clytia|LOC038641	Hydra|LOC101237801
OG0008077	Clytia|LOC038642	Hydra|LOC100209581
OG0008078	Clytia|LOC038647	Hydra|LOC100197392
OG0008079	Clytia|LOC038655	Hydra|LOC100215123
OG0008080	Clytia|LOC038663	Hydra|LOC100200251
OG0008081	Clytia|LOC038666	Hydra|LOC100200250
OG0008082	Clytia|LOC038675	Hydra|LOC101238178
OG0008083	Clytia|LOC038705	Hydra|LOC100201432
OG0008084	Clytia|LOC038712	Hydra|LOC105848859
OG0008085	Clytia|LOC038767	Hydra|LOC100202322
OG0008086	Clytia|LOC038770	Hydra|LOC101239383
OG0008087	Clytia|LOC038772	Hydra|LOC100214568
OG0008088	Clytia|LOC038774	Hydra|LOC100203240
OG0008089	Clytia|LOC038775	Hydra|LOC101241678
OG0008090	Clytia|LOC038776	Hydra|LOC100209556
OG0008091	Clytia|LOC038792	Hydra|LOC100202318
OG0008092	Clytia|LOC044112, Clytia|LOC038798, Clytia|LOC038847, Clytia|LOC044056	Hydra|LOC100207462
OG0008093	Clytia|LOC038801	Hydra|LOC100208538
OG0008094	Clytia|LOC038806	Hydra|LOC101234531
OG0008095	Clytia|LOC038807	Hydra|LOC100212411
OG0008097	Clytia|LOC038812	Hydra|LOC101237679
OG0008098	Clytia|LOC038816	Hydra|LOC100204646
OG0008099	Clytia|LOC038827	Hydra|LOC101240134
OG0008100	Clytia|LOC038828	Hydra|LOC100207846
OG0008101	Clytia|LOC038836	Hydra|LOC100206900
OG0008102	Clytia|LOC038839	Hydra|LOC100205418
OG0008103	Clytia|LOC038843	Hydra|LOC100210301
OG0008104	Clytia|LOC038844	Hydra|LOC100202256
OG0008105	Clytia|LOC038849	Hydra|LOC101241757
OG0008106	Clytia|LOC038852	Hydra|LOC100214147
OG0008107	Clytia|LOC038853	Hydra|LOC100204146
OG0008108	Clytia|LOC038871	Hydra|LOC100210034
OG0008109	Clytia|LOC038872	Hydra|LOC101234935
OG0008110	Clytia|LOC038876	Hydra|LOC100198728
OG0008111	Clytia|LOC038883	Hydra|LOC100215396
OG0008112	Clytia|LOC038884	Hydra|LOC100207239
OG0008113	Clytia|LOC038887	Hydra|LOC100208570
OG0008114	Clytia|LOC038894	Hydra|LOC100214286
OG0008115	Clytia|LOC038903	Hydra|LOC100207687
OG0008116	Clytia|LOC038904	Hydra|LOC100198319
OG0008117	Clytia|LOC038948	Hydra|LOC100205250
OG0008118	Clytia|LOC038951	Hydra|LOC100200548
OG0008119	Clytia|LOC038957	Hydra|LOC100197841
OG0008120	Clytia|LOC038974	Hydra|LOC100214397
OG0008121	Clytia|LOC038978	Hydra|LOC100199134
OG0008122	Clytia|LOC042076, Clytia|LOC038986	Hydra|LOC100212670, Hydra|LOC100202019
OG0008123	Clytia|LOC038987	Hydra|LOC100207994
OG0008124	Clytia|LOC038988	Hydra|LOC124809141
OG0008125	Clytia|LOC038998	Hydra|LOC100210370
OG0008126	Clytia|LOC038999	Hydra|LOC100206838
OG0008127	Clytia|LOC039000	Hydra|LOC100203340
OG0008128	Clytia|LOC039009	Hydra|LOC100209638
OG0008129	Clytia|LOC039014	Hydra|LOC100199467
OG0008130	Clytia|LOC039015	Hydra|LOC101238204
OG0008131	Clytia|LOC039026	Hydra|LOC100200135
OG0008132	Clytia|LOC039028	Hydra|LOC100208050
OG0008133	Clytia|LOC039029	Hydra|LOC100212842
OG0008134	Clytia|LOC039030	Hydra|LOC105846258
OG0008135	Clytia|LOC039031	Hydra|LOC100197756
OG0008136	Clytia|LOC039047	Hydra|LOC124809139
OG0008137	Clytia|LOC039055	Hydra|LOC100206921
OG0008138	Clytia|LOC039069	Hydra|LOC100206964
OG0008139	Clytia|LOC039073	Hydra|LOC105845279
OG0008140	Clytia|LOC039091	Hydra|LOC101236904
OG0008141	Clytia|LOC039092	Hydra|LOC101235917
OG0008142	Clytia|LOC039107	Hydra|LOC100215228
OG0008143	Clytia|LOC039110	Hydra|LOC100201339
OG0008144	Clytia|LOC039142	Hydra|LOC100197659
OG0008145	Clytia|LOC039143	Hydra|LOC100200437
OG0008146	Clytia|LOC039145	Hydra|LOC100197691
OG0008147	Clytia|LOC039165	Hydra|LOC100207009
OG0008148	Clytia|LOC039173	Hydra|LOC100214961
OG0008149	Clytia|LOC039192	Hydra|LOC100192237
OG0008150	Clytia|LOC039194	Hydra|LOC100206423
OG0008151	Clytia|LOC039195	Hydra|LOC100202819
OG0008152	Clytia|LOC039196	Hydra|LOC100198489
OG0008153	Clytia|LOC039240	Hydra|LOC101236355
OG0008154	Clytia|LOC039245	Hydra|LOC124817343
OG0008155	Clytia|LOC039253	Hydra|LOC100213870
OG0008156	Clytia|LOC039257	Hydra|LOC100208670
OG0008157	Clytia|LOC039283	Hydra|LOC100212187
OG0008158	Clytia|LOC039284	Hydra|LOC105845937
OG0008159	Clytia|LOC039289	Hydra|LOC100207361
OG0008160	Clytia|LOC039290	Hydra|LOC100206504
OG0008161	Clytia|LOC039293	Hydra|LOC100202642
OG0008162	Clytia|LOC039297	Hydra|LOC100203008
OG0008163	Clytia|LOC039298	Hydra|LOC100200901
OG0008164	Clytia|LOC039300	Hydra|LOC100199404
OG0008165	Clytia|LOC039301	Hydra|LOC100201724
OG0008166	Clytia|LOC039302	Hydra|LOC100199711
OG0008167	Clytia|LOC039303	Hydra|LOC100214259
OG0008168	Clytia|LOC039304	Hydra|LOC101241227
OG0008169	Clytia|LOC039305	Hydra|LOC100202843
OG0008170	Clytia|LOC039307	Hydra|LOC100214586
OG0008171	Clytia|LOC039309	Hydra|LOC100214343
OG0008172	Clytia|LOC039346	Hydra|LOC100208324
OG0008173	Clytia|LOC039349	Hydra|LOC100205059
OG0008174	Clytia|LOC039356	Hydra|LOC100205570
OG0008175	Clytia|LOC039359	Hydra|LOC100200349
OG0008176	Clytia|LOC039361	Hydra|LOC100206607
OG0008177	Clytia|LOC039362	Hydra|LOC100207218
OG0008178	Clytia|LOC039389	Hydra|LOC101241470
OG0008179	Clytia|LOC039394	Hydra|LOC100213644
OG0008180	Clytia|LOC039396	Hydra|LOC101241277
OG0008181	Clytia|LOC039428	Hydra|LOC100201997
OG0008182	Clytia|LOC039437	Hydra|LOC100206907
OG0008183	Clytia|LOC039440	Hydra|LOC100213192
OG0008184	Clytia|LOC039443	Hydra|LOC100197176
OG0008185	Clytia|LOC039444	Hydra|LOC100197378
OG0008186	Clytia|LOC039451	Hydra|LOC100205178
OG0008187	Clytia|LOC039453	Hydra|LOC124811390
OG0008188	Clytia|LOC039479	Hydra|LOC100211017
OG0008189	Clytia|LOC039487	Hydra|LOC100199826
OG0008190	Clytia|LOC039494	Hydra|LOC100200982
OG0008191	Clytia|LOC039496	Hydra|LOC100199576
OG0008192	Clytia|LOC039497	Hydra|LOC100211007
OG0008193	Clytia|LOC039498	Hydra|LOC100201682
OG0008194	Clytia|LOC039500	Hydra|LOC100214077
OG0008195	Clytia|LOC039516	Hydra|LOC101234303
OG0008196	Clytia|LOC039525	Hydra|LOC100198344
OG0008197	Clytia|LOC039599	Hydra|LOC101236467
OG0008198	Clytia|LOC039637	Hydra|LOC100201974
OG0008199	Clytia|LOC039645	Hydra|LOC100199602
OG0008201	Clytia|LOC039650	Hydra|LOC100200751
OG0008202	Clytia|LOC039668	Hydra|LOC100204984
OG0008203	Clytia|LOC039669	Hydra|LOC100208936
OG0008204	Clytia|LOC039699	Hydra|LOC100200350
OG0008205	Clytia|LOC039701	Hydra|LOC100200068
OG0008206	Clytia|LOC039702	Hydra|LOC105846977
OG0008207	Clytia|LOC039703	Hydra|LOC100215398
OG0008208	Clytia|LOC039704	Hydra|LOC100207065
OG0008209	Clytia|LOC039705	Hydra|LOC100213598
OG0008210	Clytia|LOC039750, Clytia|LOC039755	Hydra|LOC100197708
OG0008211	Clytia|LOC039764	Hydra|LOC100200081
OG0008212	Clytia|LOC039777	Hydra|LOC100207704
OG0008213	Clytia|LOC039814	Hydra|LOC100212672
OG0008214	Clytia|LOC039816	Hydra|LOC100201270
OG0008215	Clytia|LOC039819	Hydra|LOC100213777
OG0008216	Clytia|LOC039827	Hydra|LOC100211798
OG0008217	Clytia|LOC039854	Hydra|LOC100199065
OG0008218	Clytia|LOC039855	Hydra|LOC100213274
OG0008219	Clytia|LOC039866	Hydra|LOC100211326
OG0008220	Clytia|LOC039886	hyfzd5/8
OG0008221	Clytia|LOC039887	Hydra|LOC100208704
OG0008222	Clytia|LOC039895	Hydra|LOC100205713
OG0008223	Clytia|LOC039899	Hydra|LOC101238512
OG0008224	Clytia|LOC039919	Hydra|LOC101239185
OG0008225	Clytia|LOC039920	lrr-1
OG0008226	Clytia|LOC039924	Hydra|LOC124807741
OG0008227	Clytia|LOC039994	Hydra|LOC101240198
OG0008229	Clytia|LOC040027	Hydra|LOC124806105, Hydra|LOC124807464, Hydra|LOC124811441
OG0008230	Clytia|LOC040037	Hydra|LOC100213291
OG0008231	Clytia|LOC040038	Hydra|LOC100202272
OG0008232	Clytia|LOC040043	Hydra|LOC100203139
OG0008233	Clytia|LOC040044	Hydra|LOC100206732
OG0008234	Clytia|LOC040047	Hydra|LOC100215007
OG0008235	Clytia|LOC040048	Hydra|LOC100198317
OG0008236	Clytia|LOC040051	Hydra|LOC100204986
OG0008237	Clytia|LOC040052	Hydra|LOC100201544
OG0008238	Clytia|LOC040054	Hydra|LOC101236441
OG0008239	Clytia|LOC040055	Hydra|LOC101235392
OG0008240	Clytia|LOC040061	Hydra|LOC100206601
OG0008241	Clytia|LOC040065	Hydra|LOC100209441
OG0008242	Clytia|LOC040067	Hydra|LOC100202550
OG0008243	Clytia|LOC040070	Hydra|LOC100210284
OG0008244	Clytia|LOC040071	Hydra|LOC100197842
