Orthogroup	longest_isoform_ClytiaProteins	longest_isoform_HydractiniaProteins
OG0009830	Clytia|LOC013793	Hydractinia|LOC130630660
OG0009831	Clytia|LOC013828	Hydractinia|LOC130654264
OG0009832	Clytia|LOC013830	Hydractinia|LOC130654118
OG0009833	Clytia|LOC013854	Hydractinia|LOC130634913
OG0009834	Clytia|LOC013863	Hydractinia|LOC130643838, Hydractinia|LOC130640857
OG0009835	Clytia|LOC013989, Clytia|LOC013983	Hydractinia|LOC130654769
OG0009836	Clytia|LOC013984	Hydractinia|LOC130656027
OG0009837	Clytia|LOC013987	Hydractinia|LOC130655913
OG0009838	Clytia|LOC014025	Hydractinia|LOC130649387
OG0009839	Clytia|LOC014033, Clytia|LOC036454	Hydractinia|LOC130625913
OG0009840	Clytia|LOC014037	Hydractinia|LOC130649393
OG0009842	Clytia|LOC014059	Hydractinia|LOC130648428
OG0009843	Clytia|LOC014079	Hydractinia|LOC130644368
OG0009845	Clytia|LOC014119	Hydractinia|LOC130625007
OG0009846	Clytia|LOC014206	Hydractinia|LOC130655060, Hydractinia|LOC130655058, Hydractinia|LOC130655059
OG0009847	Clytia|LOC014220	Hydractinia|LOC130654623
OG0009849	Clytia|LOC014256	Hydractinia|LOC130662537
OG0009850	Clytia|LOC023213, Clytia|LOC014259	Hydractinia|LOC130613249
OG0009851	Clytia|LOC014276	Hydractinia|LOC130629553
OG0009852	Clytia|LOC028482, Clytia|LOC027795, Clytia|LOC014285	Hydractinia|LOC130640661
OG0009853	Clytia|LOC014319	Hydractinia|LOC130656412
OG0009855	Clytia|LOC014342, Clytia|LOC014350	Hydractinia|LOC130657225
OG0009856	Clytia|LOC014343	Hydractinia|LOC130657820
OG0009857	Clytia|LOC014351	Hydractinia|LOC130657928
OG0009858	Clytia|LOC014353	Hydractinia|LOC130657933
OG0009859	Clytia|LOC014463	Hydractinia|LOC130654069
OG0009861	Clytia|LOC020381, Clytia|LOC014492	Hydractinia|LOC130628933
OG0009863	Clytia|LOC014627	Hydractinia|LOC130623735
OG0009864	Clytia|LOC014628	Hydractinia|LOC130623343
OG0009865	Clytia|LOC014678	Hydractinia|LOC130655788
OG0009866	Clytia|LOC014691, Clytia|LOC014703	Hydractinia|LOC130621462
OG0009868	Clytia|LOC014704	Hydractinia|LOC130621707
OG0009869	Clytia|LOC014720	Hydractinia|LOC130624056, Hydractinia|LOC130623002
OG0009872	Clytia|LOC014915	Hydractinia|LOC130612208
OG0009875	Clytia|LOC015100	Hydractinia|LOC130645388
OG0009876	Clytia|LOC015312	Hydractinia|LOC130649463
OG0009877	Clytia|LOC015364	Hydractinia|LOC130657713
OG0009878	Clytia|LOC015502	Hydractinia|LOC130647045
OG0009879	Clytia|LOC015503	Hydractinia|LOC130647042
OG0009881	Clytia|LOC015571	Hydractinia|LOC130656542
OG0009883	Clytia|LOC015659, Clytia|LOC022366	Hydractinia|LOC130625826, Hydractinia|LOC130648699
OG0009885	Clytia|LOC015692, Clytia|LOC041683	Hydractinia|LOC130646218, Hydractinia|LOC130621173
OG0009886	Clytia|LOC015722	Hydractinia|LOC130614323
OG0009887	Clytia|LOC015723	Hydractinia|LOC130614247
OG0009888	Clytia|LOC015762	Hydractinia|LOC130644289, Hydractinia|LOC130623664
OG0009889	Clytia|LOC015766	Hydractinia|LOC130625512
OG0009890	Clytia|LOC015832	Hydractinia|LOC130622693
OG0009892	Clytia|LOC015899	Hydractinia|LOC130625349
OG0009893	Clytia|LOC015900	Hydractinia|LOC130626103
OG0009894	Clytia|LOC015948	Hydractinia|LOC130622307
OG0009895	Clytia|LOC015951	Hydractinia|LOC130621650
OG0009897	Clytia|LOC016015	Hydractinia|LOC130630204
OG0009898	Clytia|LOC016095	Hydractinia|LOC130624348
OG0009900	Clytia|LOC027570, Clytia|LOC016122	Hydractinia|LOC130614863
OG0009902	Clytia|LOC016217	Hydractinia|LOC130623434
OG0009903	Clytia|LOC016266	Hydractinia|LOC130656113
OG0009904	Clytia|LOC016286	Hydractinia|LOC130656997
OG0009905	Clytia|LOC016291	Hydractinia|LOC130641339
OG0009907	Clytia|LOC016331	Hydractinia|LOC130628873
OG0009908	Clytia|LOC016372, Clytia|LOC016374	Hydractinia|LOC130612325
OG0009909	Clytia|LOC016381, Clytia|LOC016382, Clytia|LOC016383	Hydractinia|LOC130642202
OG0009911	Clytia|LOC016394	Hydractinia|LOC130656960
OG0009913	Clytia|LOC016420	Hydractinia|LOC130641810
OG0009914	Clytia|LOC016427	Hydractinia|LOC130641185, Hydractinia|LOC130640812, Hydractinia|LOC130641235
OG0009919	Clytia|LOC016583	Hydractinia|LOC130656274
OG0009920	Clytia|LOC016595	Hydractinia|LOC130644573
OG0009921	Clytia|LOC016602	Hydractinia|LOC130644603
OG0009924	Clytia|LOC016854	Hydractinia|LOC130614480
OG0009925	Clytia|LOC016873, Clytia|LOC016868	Hydractinia|LOC130625977, Hydractinia|LOC130635882
OG0009927	Clytia|LOC016911	Hydractinia|LOC130641420, Hydractinia|LOC130644418
OG0009928	Clytia|LOC016955	Hydractinia|LOC130636351
OG0009930	Clytia|LOC017153	Hydractinia|LOC130628930, Hydractinia|LOC130629215, Hydractinia|LOC130626527
OG0009932	Clytia|LOC017188, Clytia|LOC045016, Clytia|LOC022089	Hydractinia|LOC130622754
OG0009933	Clytia|LOC017280, Clytia|LOC017285	Hydractinia|LOC130625634
OG0009934	Clytia|LOC017339	Hydractinia|LOC130644680
OG0009935	Clytia|LOC017361, Clytia|LOC032731	Hydractinia|LOC130625881
OG0009936	Clytia|LOC017441	Hydractinia|LOC130642134
OG0009938	Clytia|LOC017681	Hydractinia|LOC130612762
OG0009939	Clytia|LOC017733	Hydractinia|LOC130629128
OG0009940	Clytia|LOC017740	Hydractinia|LOC130654083
OG0009942	Clytia|LOC017831	Hydractinia|LOC130623708
OG0009944	Clytia|LOC017907	Hydractinia|LOC130647488
OG0009945	Clytia|LOC017937	Hydractinia|LOC130612706
OG0009947	Clytia|LOC018011	Hydractinia|LOC130612124
OG0009948	Clytia|LOC039936, Clytia|LOC018035	Hydractinia|LOC130644769
OG0009949	Clytia|LOC018050	Hydractinia|LOC130635908
OG0009952	Clytia|LOC018326	Hydractinia|LOC130622655
OG0009953	Clytia|LOC018327	Hydractinia|LOC130621711
OG0009955	Clytia|LOC018570	Hydractinia|LOC130624176
OG0009957	Clytia|LOC018856	Hydractinia|LOC130656410
OG0009958	Clytia|LOC018963	Hydractinia|LOC130623334
OG0009959	Clytia|LOC019009, Clytia|LOC038938, Clytia|LOC031093	Hydractinia|LOC130625028
OG0009960	Clytia|LOC019039	Hydractinia|LOC130644766
OG0009961	Clytia|LOC019044	Hydractinia|LOC130656897, Hydractinia|LOC130657072
OG0009962	Clytia|LOC019088, Clytia|LOC043092, Clytia|LOC042965	Hydractinia|LOC130654376
OG0009966	Clytia|LOC019269	Hydractinia|LOC130613071
OG0009967	Clytia|LOC019316	Hydractinia|LOC130655890
OG0009968	Clytia|LOC019359	Hydractinia|LOC130613765
OG0009969	Clytia|LOC019518, Clytia|LOC024462	Hydractinia|LOC130647420
OG0009970	Clytia|LOC019580	Hydractinia|LOC130623639, Hydractinia|LOC130623916
OG0009971	Clytia|LOC019621	Hydractinia|LOC130645636
OG0009972	Clytia|LOC021035, Clytia|LOC019692	Hydractinia|LOC130636463
OG0009973	Clytia|LOC019703	Hydractinia|LOC130654745
OG0009977	Clytia|LOC019756, Clytia|LOC041238	Hydractinia|LOC130656891, Hydractinia|LOC130641848
OG0009978	Clytia|LOC019775	Hydractinia|LOC130636454
OG0009979	Clytia|LOC019843	Hydractinia|LOC130621593
OG0009981	Clytia|LOC020002	Hydractinia|LOC130646014, Hydractinia|LOC130621290, Hydractinia|LOC130642296
OG0009984	Clytia|LOC020111	Hydractinia|LOC130647444
OG0009985	Clytia|LOC020147	Hydractinia|LOC130624197
OG0009986	Clytia|LOC041259, Clytia|LOC041255, Clytia|LOC020175	Hydractinia|LOC130636963
OG0009988	Clytia|LOC032209, Clytia|LOC020452, Clytia|LOC020249	Hydractinia|LOC130640811
OG0009991	Clytia|LOC020340	Hydractinia|LOC130657717
OG0009992	Clytia|LOC020367	Hydractinia|LOC130621888
OG0009994	Clytia|LOC020601	Hydractinia|LOC130641684
OG0009996	Clytia|LOC020651	Hydractinia|LOC130625449
OG0009997	Clytia|LOC020729	Hydractinia|LOC130645398
OG0010000	Clytia|LOC020866	Hydractinia|LOC130630241
OG0010001	Clytia|LOC020900, Clytia|LOC020903	Hydractinia|LOC130658021
OG0010003	Clytia|LOC021063	Hydractinia|LOC130628835
OG0010004	Clytia|LOC032892, Clytia|LOC021093	Hydractinia|LOC130624072, Hydractinia|LOC130648266
OG0010006	Clytia|LOC021169	Hydractinia|LOC130655517
OG0010007	Clytia|LOC021197, Clytia|LOC026429, Clytia|LOC030814	Hydractinia|LOC130628531
OG0010009	Clytia|LOC021311	Hydractinia|LOC130662747
OG0010012	Clytia|LOC021705	Hydractinia|LOC130621694
OG0010013	Clytia|LOC021716, Clytia|LOC035762	Hydractinia|LOC130645952, Hydractinia|LOC130625076
OG0010014	Clytia|LOC021751	Hydractinia|LOC130648739
OG0010015	Clytia|LOC021773	Hydractinia|LOC130653889
OG0010016	Clytia|LOC021788	Hydractinia|LOC130645536, Hydractinia|LOC130612423, Hydractinia|LOC130623291
OG0010019	Clytia|LOC025252, Clytia|LOC045027, Clytia|LOC022091	Hydractinia|LOC130648721
OG0010020	Clytia|LOC022230	Hydractinia|LOC130657918
OG0010024	Clytia|LOC023151	Hydractinia|LOC130654430
OG0010025	Clytia|LOC023447	Hydractinia|LOC130621690
OG0010030	Clytia|LOC023930	Hydractinia|LOC130616083
OG0010033	Clytia|LOC024450, Clytia|LOC033587	Hydractinia|LOC130621982, Hydractinia|LOC130621984
OG0010035	Clytia|LOC024911, Clytia|LOC031589	Hydractinia|LOC130613858
OG0010038	Clytia|LOC025854, Clytia|LOC025082	Hydractinia|LOC130653785, Hydractinia|LOC130662413
OG0010039	Clytia|LOC043702, Clytia|LOC043697, Clytia|LOC025274	Hydractinia|LOC130625891
OG0010041	Clytia|LOC025415	Hydractinia|LOC130636143, Hydractinia|LOC130637935, Hydractinia|LOC130628722
OG0010044	Clytia|LOC026180	Hydractinia|LOC130621782
OG0010045	Clytia|LOC026329	Hydractinia|LOC130654720
OG0010046	Clytia|LOC026464	Hydractinia|LOC130641865
OG0010048	Clytia|LOC026678	Hydractinia|LOC130630417
OG0010049	Clytia|LOC039492, Clytia|LOC026954	Hydractinia|LOC130636274
OG0010050	Clytia|LOC027257	Hydractinia|LOC130653803, Hydractinia|LOC130625073
OG0010051	Clytia|LOC027551	Hydractinia|LOC130625900
OG0010052	Clytia|LOC027653	Hydractinia|LOC130640818, Hydractinia|LOC130641190
OG0010053	Clytia|LOC028003	Hydractinia|LOC130630549
OG0010054	Clytia|LOC044062, Clytia|LOC028013	Hydractinia|LOC130621621
OG0010055	Clytia|LOC043871, Clytia|LOC028191, Clytia|LOC040806	Hydractinia|LOC130621138
OG0010056	Clytia|LOC032984, Clytia|LOC028477, Clytia|LOC032983	Hydractinia|LOC130636010
OG0010058	Clytia|LOC028708	Hydractinia|LOC130636252
OG0010061	Clytia|LOC029073, Clytia|LOC042005	Hydractinia|LOC130614668
OG0010062	Clytia|LOC029201	Hydractinia|LOC130648385
OG0010063	Clytia|LOC029278	Hydractinia|LOC130636727
OG0010064	Clytia|LOC029291	Hydractinia|LOC130628868
OG0010065	Clytia|LOC029304	Hydractinia|LOC130613990
OG0010066	Clytia|LOC029323	Hydractinia|LOC130645349
OG0010069	Clytia|LOC029413	Hydractinia|LOC130636508
OG0010070	Clytia|LOC029482	Hydractinia|LOC130626152, Hydractinia|LOC130621360, Hydractinia|LOC130613205
OG0010071	Clytia|LOC029499	Hydractinia|LOC130653824
OG0010072	Clytia|LOC029538	Hydractinia|LOC130645470, Hydractinia|LOC130645471
OG0010073	Clytia|LOC029547	Hydractinia|LOC130644410
OG0010075	Clytia|LOC029644	Hydractinia|LOC130657089
OG0010076	Clytia|LOC029697	Hydractinia|LOC130640870
OG0010077	Clytia|LOC029700	Hydractinia|LOC130641872
OG0010078	Clytia|LOC029731	Hydractinia|LOC130612250
OG0010079	Clytia|LOC029742, Clytia|LOC029743	Hydractinia|LOC130662549, Hydractinia|LOC130613263
OG0010080	Clytia|LOC029846	Hydractinia|LOC130649138
OG0010081	Clytia|LOC029865	Hydractinia|LOC130649009
OG0010082	Clytia|LOC029929	Hydractinia|LOC130647477
OG0010083	Clytia|LOC029933	Hydractinia|LOC130622262
OG0010084	Clytia|LOC029989	Hydractinia|LOC130657247
OG0010085	Clytia|LOC029991	Hydractinia|LOC130654864
OG0010086	Clytia|LOC030006	Hydractinia|LOC130653682
OG0010087	Clytia|LOC030046	Hydractinia|LOC130621151
OG0010088	Clytia|LOC030064	Hydractinia|LOC130654811
OG0010089	Clytia|LOC030087	Hydractinia|LOC130655483
OG0010090	Clytia|LOC030114	Hydractinia|LOC130655534
OG0010091	Clytia|LOC030209	Hydractinia|LOC130636283, Hydractinia|LOC130612060, Hydractinia|LOC130636312
OG0010092	Clytia|LOC030337	Hydractinia|LOC130656358
OG0010093	Clytia|LOC030353	Hydractinia|LOC130656852
OG0010094	Clytia|LOC030387, Clytia|LOC045132, Clytia|LOC034869	Hydractinia|LOC130614050
OG0010096	Clytia|LOC030472	Hydractinia|LOC130657094
OG0010097	Clytia|LOC030491	Hydractinia|LOC130657092
OG0010098	Clytia|LOC030724	Hydractinia|LOC130644582
OG0010099	Clytia|LOC030727	Hydractinia|LOC130644427
OG0010100	Clytia|LOC030744	Hydractinia|LOC130623857
OG0010101	Clytia|LOC030746	Hydractinia|LOC130624070
OG0010102	Clytia|LOC030766	Hydractinia|LOC130645594
OG0010103	Clytia|LOC030781	Hydractinia|LOC130645328
OG0010104	Clytia|LOC030859	Hydractinia|LOC130623588
OG0010105	Clytia|LOC030905	Hydractinia|LOC130622467
OG0010107	Clytia|LOC030983	Hydractinia|LOC130630573
OG0010108	Clytia|LOC031047, Clytia|LOC031712, Clytia|LOC045767	Hydractinia|LOC130613156
OG0010110	Clytia|LOC031072	Hydractinia|LOC130636423
OG0010111	Clytia|LOC031119	Hydractinia|LOC130654407
OG0010112	Clytia|LOC031126	Hydractinia|LOC130654028
OG0010113	Clytia|LOC031211	Hydractinia|LOC130644205, Hydractinia|LOC130646200
OG0010114	Clytia|LOC031227	Hydractinia|LOC130654821
OG0010116	Clytia|LOC031267	Hydractinia|LOC130629153
OG0010117	Clytia|LOC031351	Hydractinia|LOC130613684
OG0010118	Clytia|LOC031375	Hydractinia|LOC130654391
OG0010120	Clytia|LOC031449	Hydractinia|LOC130647233, Hydractinia|LOC130646899
OG0010121	Clytia|LOC031451	Hydractinia|LOC130648224
OG0010122	Clytia|LOC031457	Hydractinia|LOC130647057
OG0010123	Clytia|LOC031517	Hydractinia|LOC130649503
OG0010124	Clytia|LOC031557	Hydractinia|LOC130649093
OG0010125	Clytia|LOC031622	Hydractinia|LOC130654788, Hydractinia|LOC130654820
OG0010126	Clytia|LOC031624	Hydractinia|LOC130653814
OG0010129	Clytia|LOC031673, Clytia|LOC031733	Hydractinia|LOC130636754
OG0010130	Clytia|LOC031692	Hydractinia|LOC130655177
OG0010131	Clytia|LOC031738	Hydractinia|LOC130635975
OG0010132	Clytia|LOC031774	Hydractinia|LOC130636209
OG0010133	Clytia|LOC031851	Hydractinia|LOC130613935
OG0010134	Clytia|LOC031864	Hydractinia|LOC130623670
OG0010135	Clytia|LOC031881	Hydractinia|LOC130623932
OG0010137	Clytia|LOC032038	Hydractinia|LOC130645752
OG0010138	Clytia|LOC032052	Hydractinia|LOC130654967
OG0010139	Clytia|LOC032096	Hydractinia|LOC130656988
OG0010140	Clytia|LOC032170	Hydractinia|LOC130635668
OG0010141	Clytia|LOC032341	Hydractinia|LOC130656685
OG0010142	Clytia|LOC032358, Clytia|LOC032370	Hydractinia|LOC130662758
OG0010143	Clytia|LOC032447	Hydractinia|LOC130655253
OG0010144	Clytia|LOC032476	Hydractinia|LOC130653613
OG0010145	Clytia|LOC032553	Hydractinia|LOC130624246
OG0010146	Clytia|LOC032568	Hydractinia|LOC130625622
OG0010147	Clytia|LOC032579	Hydractinia|LOC130625464
OG0010148	Clytia|LOC032668	Hydractinia|LOC130644592
OG0010149	Clytia|LOC032685	Hydractinia|LOC130626150
OG0010150	Clytia|LOC032811	Hydractinia|LOC130654772
OG0010151	Clytia|LOC032820	Hydractinia|LOC130656044
OG0010152	Clytia|LOC032853	Hydractinia|LOC130640911, Hydractinia|LOC130640910
OG0010153	Clytia|LOC033034	Hydractinia|LOC130657934
OG0010154	Clytia|LOC033044	Hydractinia|LOC130657201
OG0010155	Clytia|LOC033060	Hydractinia|LOC130644279
OG0010156	Clytia|LOC033064	Hydractinia|LOC130644765, Hydractinia|LOC130644686
OG0010157	Clytia|LOC033077	Hydractinia|LOC130630731, Hydractinia|LOC130630703
OG0010158	Clytia|LOC033081	Hydractinia|LOC130629897
OG0010159	Clytia|LOC033113	Hydractinia|LOC130630732, Hydractinia|LOC130630696
OG0010160	Clytia|LOC033174	Hydractinia|LOC130653895
OG0010161	Clytia|LOC033225	Hydractinia|LOC130649196
OG0010162	Clytia|LOC033245	Hydractinia|LOC130655794
OG0010163	Clytia|LOC033251	Hydractinia|LOC130653570
OG0010164	Clytia|LOC033267	Hydractinia|LOC130654774
OG0010165	Clytia|LOC033380	Hydractinia|LOC130636396
OG0010166	Clytia|LOC033390, Clytia|LOC039767	Hydractinia|LOC130636304, Hydractinia|LOC130635991
OG0010167	Clytia|LOC033393	Hydractinia|LOC130636756
OG0010168	Clytia|LOC033434	Hydractinia|LOC130630683
OG0010169	Clytia|LOC033436	Hydractinia|LOC130630386
OG0010170	Clytia|LOC033548	Hydractinia|LOC130629138
OG0010171	Clytia|LOC033653, Clytia|LOC033639	Hydractinia|LOC130645139
OG0010172	Clytia|LOC033642	Hydractinia|LOC130644630
OG0010173	Clytia|LOC033647	Hydractinia|LOC130644160, Hydractinia|LOC130646129
OG0010174	Clytia|LOC033688	Hydractinia|LOC130644164, Hydractinia|LOC130646125
OG0010175	Clytia|LOC033798	Hydractinia|LOC130629569
OG0010176	Clytia|LOC033803, Clytia|LOC033846	Hydractinia|LOC130630648
OG0010177	Clytia|LOC033806	Hydractinia|LOC130662847, Hydractinia|LOC130662803
OG0010178	Clytia|LOC033844	Hydractinia|LOC130630603
OG0010179	Clytia|LOC033972, Clytia|LOC033955	Hydractinia|LOC130636194
OG0010180	Clytia|LOC033980	Hydractinia|LOC130636249
OG0010181	Clytia|LOC034044	Hydractinia|LOC130630321
OG0010183	Clytia|LOC034139	Hydractinia|LOC130624330
OG0010184	Clytia|LOC034147	Hydractinia|LOC130623021
OG0010185	Clytia|LOC034177	Hydractinia|LOC130657393
OG0010186	Clytia|LOC034180	Hydractinia|LOC130656540
OG0010187	Clytia|LOC034181, Clytia|LOC034251	Hydractinia|LOC130656543
OG0010188	Clytia|LOC034185	Hydractinia|LOC130657654
OG0010189	Clytia|LOC034195	Hydractinia|LOC130657418
OG0010190	Clytia|LOC034200, Clytia|LOC034266	Hydractinia|LOC130657205
OG0010191	Clytia|LOC034267, Clytia|LOC034202	Hydractinia|LOC130657398
OG0010192	Clytia|LOC034222	Hydractinia|LOC130622062
OG0010193	Clytia|LOC034225	Hydractinia|LOC130656296
OG0010194	Clytia|LOC034236	Hydractinia|LOC130662728
OG0010195	Clytia|LOC034242	Hydractinia|LOC130637523, Hydractinia|LOC130636043, Hydractinia|LOC130627253
OG0010196	Clytia|LOC034296	Hydractinia|LOC130656974
OG0010197	Clytia|LOC034300	Hydractinia|LOC130612126
OG0010198	Clytia|LOC034303	Hydractinia|LOC130612988
OG0010199	Clytia|LOC034306	Hydractinia|LOC130662575
OG0010200	Clytia|LOC034341	Hydractinia|LOC130657951
OG0010201	Clytia|LOC034371	Hydractinia|LOC130648475
OG0010202	Clytia|LOC034414	Hydractinia|LOC130653942
OG0010203	Clytia|LOC034460	Hydractinia|LOC130656087
OG0010204	Clytia|LOC034502	Hydractinia|LOC130657327
OG0010205	Clytia|LOC034516	Hydractinia|LOC130654556
OG0010206	Clytia|LOC034524	Hydractinia|LOC130653941
OG0010207	Clytia|LOC034536	Hydractinia|LOC130654197
OG0010208	Clytia|LOC034633	Hydractinia|LOC130641023
OG0010209	Clytia|LOC034645	Hydractinia|LOC130622019
OG0010210	Clytia|LOC034655	Hydractinia|LOC130647506
OG0010211	Clytia|LOC034805	Hydractinia|LOC130614769
OG0010213	Clytia|LOC034858, Clytia|LOC034907	Hydractinia|LOC130654429
OG0010214	Clytia|LOC034866	Hydractinia|LOC130654205
OG0010216	Clytia|LOC034899	Hydractinia|LOC130654243
OG0010218	Clytia|LOC035115	Hydractinia|LOC130634949
OG0010219	Clytia|LOC035116	Hydractinia|LOC130654222
OG0010220	Clytia|LOC035212	Hydractinia|LOC130623826
OG0010221	Clytia|LOC035238	Hydractinia|LOC130656504
OG0010222	Clytia|LOC035247	Hydractinia|LOC130656836
OG0010223	Clytia|LOC035253	Hydractinia|LOC130656719
OG0010224	Clytia|LOC035255	Hydractinia|LOC130656717
OG0010225	Clytia|LOC035286	Hydractinia|LOC130636500
OG0010226	Clytia|LOC035352	Hydractinia|LOC130655346
OG0010227	Clytia|LOC035461	Hydractinia|LOC130624189
OG0010228	Clytia|LOC035471, Clytia|LOC035482	Hydractinia|LOC130657048
OG0010229	Clytia|LOC035486	Hydractinia|LOC130623358
OG0010230	Clytia|LOC035536	Hydractinia|LOC130639572, Hydractinia|LOC130642542
OG0010231	Clytia|LOC035641	Hydractinia|LOC130613971
OG0010232	Clytia|LOC035807	Hydractinia|LOC130633526
OG0010233	Clytia|LOC035822	Hydractinia|LOC130644981
OG0010234	Clytia|LOC035885	Hydractinia|LOC130614094
OG0010235	Clytia|LOC035947, Clytia|LOC035968	Hydractinia|LOC130630028
OG0010236	Clytia|LOC035962	Hydractinia|LOC130647712
OG0010238	Clytia|LOC036023, Clytia|LOC045161, Clytia|LOC036024	Hydractinia|LOC130613857
OG0010239	Clytia|LOC036045	Hydractinia|LOC130623946
OG0010240	Clytia|LOC036054	Hydractinia|LOC130623366
OG0010241	Clytia|LOC036070	Hydractinia|LOC130624293
OG0010242	Clytia|LOC036074	Hydractinia|LOC130623676
OG0010244	Clytia|LOC036077	Hydractinia|LOC130622879
OG0010246	Clytia|LOC036217, Clytia|LOC036210	Hydractinia|LOC130640674
OG0010247	Clytia|LOC036354	Hydractinia|LOC130640829, Hydractinia|LOC130641202
OG0010248	Clytia|LOC036375	Hydractinia|LOC130641039
OG0010250	Clytia|LOC036418	Hydractinia|LOC130647171
OG0010251	Clytia|LOC036521	Hydractinia|LOC130653992
OG0010252	Clytia|LOC036533, Clytia|LOC036531, Clytia|LOC036532	Hydractinia|LOC130646268
OG0010253	Clytia|LOC036535	Hydractinia|LOC130655599
OG0010254	Clytia|LOC036597	Hydractinia|LOC130623861
OG0010255	Clytia|LOC036601	Hydractinia|LOC130623827
OG0010256	Clytia|LOC036603	Hydractinia|LOC130624062
OG0010257	Clytia|LOC036626	Hydractinia|LOC130613111, Hydractinia|LOC130662499, Hydractinia|LOC130647971
OG0010258	Clytia|LOC043643, Clytia|LOC036647	Hydractinia|LOC130642003
OG0010259	Clytia|LOC036648	Hydractinia|LOC130641657
OG0010261	Clytia|LOC036698	Hydractinia|LOC130623730
OG0010262	Clytia|LOC036702	Hydractinia|LOC130623405
OG0010263	Clytia|LOC036710	Hydractinia|LOC130623931
OG0010264	Clytia|LOC036722	Hydractinia|LOC130623912
OG0010265	Clytia|LOC036764	Hydractinia|LOC130623043
OG0010266	Clytia|LOC036853	Hydractinia|LOC130641300
OG0010267	Clytia|LOC036856	Hydractinia|LOC130641313
OG0010268	Clytia|LOC036859	Hydractinia|LOC130641065
OG0010269	Clytia|LOC036888	Hydractinia|LOC130641905
OG0010270	Clytia|LOC037074	Hydractinia|LOC130612493
OG0010271	Clytia|LOC037079	Hydractinia|LOC130662581
OG0010272	Clytia|LOC037094	Hydractinia|LOC130662614
OG0010273	Clytia|LOC037238	Hydractinia|LOC130641725
OG0010274	Clytia|LOC037262	Hydractinia|LOC130629486, Hydractinia|LOC130629499, Hydractinia|LOC130629536
OG0010275	Clytia|LOC037282	Hydractinia|LOC130614357
OG0010276	Clytia|LOC037495	Hydractinia|LOC130644901
OG0010277	Clytia|LOC037513	Hydractinia|LOC130637646, Hydractinia|LOC130636104
OG0010278	Clytia|LOC037544	Hydractinia|LOC130640908
OG0010279	Clytia|LOC037565	Hydractinia|LOC130640905
OG0010280	Clytia|LOC037567	Hydractinia|LOC130640996
OG0010281	Clytia|LOC037568	Hydractinia|LOC130641024, Hydractinia|LOC130642187, Hydractinia|LOC130640970
OG0010282	Clytia|LOC037673, Clytia|LOC037634	Hydractinia|LOC130635652
OG0010283	Clytia|LOC037649	Hydractinia|LOC130636199
OG0010284	Clytia|LOC037674	Hydractinia|LOC130636494
OG0010285	Clytia|LOC037758, Clytia|LOC037768	Hydractinia|LOC130622947
OG0010286	Clytia|LOC037772	Hydractinia|LOC130655479
OG0010287	Clytia|LOC037823	Hydractinia|LOC130641340
OG0010288	Clytia|LOC037832	Hydractinia|LOC130630765
OG0010289	Clytia|LOC037836, Clytia|LOC043455, Clytia|LOC045160	Hydractinia|LOC130623268
OG0010291	Clytia|LOC038071	Hydractinia|LOC130614546
OG0010292	Clytia|LOC038088	Hydractinia|LOC130636457
OG0010294	Clytia|LOC038106	Hydractinia|LOC130614417
OG0010295	Clytia|LOC038153	Hydractinia|LOC130649405
OG0010296	Clytia|LOC038221	Hydractinia|LOC130628584
OG0010297	Clytia|LOC038222	Hydractinia|LOC130628592
OG0010299	Clytia|LOC038331	Hydractinia|LOC130644534
OG0010300	Clytia|LOC038373, Clytia|LOC038332	Hydractinia|LOC130644540
OG0010301	Clytia|LOC038354	Hydractinia|LOC130645130
OG0010302	Clytia|LOC038370, Clytia|LOC038371	Hydractinia|LOC130645350
OG0010304	Clytia|LOC038389	Hydractinia|LOC130645755
OG0010305	Clytia|LOC038447	Hydractinia|LOC130614084
OG0010306	Clytia|LOC038448	Hydractinia|LOC130614085
OG0010308	Clytia|LOC038463	Hydractinia|LOC130613727
OG0010309	Clytia|LOC038512	Hydractinia|LOC130630263
OG0010311	Clytia|LOC038678	Hydractinia|LOC130622253
OG0010311	Clytia|LOC038679	Hydractinia|LOC130622245
OG0010312	Clytia|LOC038680	Hydractinia|LOC130622069
OG0010313	Clytia|LOC038771	Hydractinia|LOC130645168
OG0010314	Clytia|LOC038814	Hydractinia|LOC130621845
OG0010315	Clytia|LOC038821	Hydractinia|LOC130621172
OG0010316	Clytia|LOC038823	Hydractinia|LOC130621672
OG0010317	Clytia|LOC038831	Hydractinia|LOC130621811
OG0010318	Clytia|LOC038859	Hydractinia|LOC130621844
OG0010319	Clytia|LOC038897	Hydractinia|LOC130622201
OG0010320	Clytia|LOC038902	Hydractinia|LOC130621919
OG0010321	Clytia|LOC039019, Clytia|LOC039020	Hydractinia|LOC130614061
OG0010322	Clytia|LOC039023	Hydractinia|LOC130613960, Hydractinia|LOC130613961
OG0010323	Clytia|LOC039065	Hydractinia|LOC130636367
OG0010324	Clytia|LOC039108	Hydractinia|LOC130645646
OG0010325	Clytia|LOC039167, Clytia|LOC039168	Hydractinia|LOC130656523
OG0010326	Clytia|LOC039179	Hydractinia|LOC130656661
OG0010327	Clytia|LOC039183	Hydractinia|LOC130657888, Hydractinia|LOC130657893, Hydractinia|LOC130630149
OG0010328	Clytia|LOC039341	Hydractinia|LOC130648790
