Orthogroup	longest_isoform_ClytiaProteins	longest_isoform_XeniaProteins
OG0007875	Clytia|LOC036986	Xenia|LOC124439052
OG0007876	Clytia|LOC036988	Xenia|LOC124438062
OG0007877	Clytia|LOC036991	Xenia|LOC124446678
OG0007878	Clytia|LOC037001	Xenia|LOC124439491
OG0007879	Clytia|LOC037004	Xenia|LOC124446507
OG0007880	Clytia|LOC037010	Xenia|LOC124446252
OG0007882	Clytia|LOC037017	Xenia|LOC124459488
OG0007883	Clytia|LOC037033	Xenia|LOC124438671
OG0007884	Clytia|LOC037054	Xenia|LOC124444959
OG0007885	Clytia|LOC037055	Xenia|LOC124449850
OG0007886	Clytia|LOC037056	Xenia|LOC124438215
OG0007887	Clytia|LOC037060	Xenia|LOC124439325
OG0007888	Clytia|LOC037064	Xenia|LOC124434076
OG0007889	Clytia|LOC037067	Xenia|LOC124439388
OG0007890	Clytia|LOC037068	Xenia|LOC124438877
OG0007891	Clytia|LOC037069	Xenia|LOC124439244
OG0007892	Clytia|LOC037072	Xenia|LOC124438424
OG0007893	Clytia|LOC037078	Xenia|LOC124453333
OG0007894	Clytia|LOC037081	Xenia|LOC124439240
OG0007895	Clytia|LOC037082	Xenia|LOC124439662
OG0007896	Clytia|LOC037083	Xenia|LOC124442480
OG0007898	Clytia|LOC037093	Xenia|LOC124445091
OG0007899	Clytia|LOC037096	Xenia|LOC124439165
OG0007900	Clytia|LOC037097	Xenia|LOC124435720
OG0007901	Clytia|LOC037101	Xenia|LOC124453756
OG0007902	Clytia|LOC037102	Xenia|LOC124439591
OG0007903	Clytia|LOC037136	Xenia|LOC124452775
OG0007904	Clytia|LOC037138	Xenia|LOC124450227
OG0007905	Clytia|LOC037141	Xenia|LOC124438014
OG0007906	Clytia|LOC037144	Xenia|LOC124450277
OG0007907	Clytia|LOC037145	Xenia|LOC124446595
OG0007908	Clytia|LOC037155	Xenia|LOC124439398
OG0007909	Clytia|LOC037180	Xenia|LOC124450377
OG0007910	Clytia|LOC037193	Xenia|LOC124446728
OG0007911	Clytia|LOC037202	Xenia|LOC124442775
OG0007912	Clytia|LOC037203	Xenia|LOC124435726
OG0007913	Clytia|LOC037206	Xenia|LOC124440309, Xenia|LOC124447557
OG0007914	Clytia|LOC037210	Xenia|LOC124434296
OG0007915	Clytia|LOC037233	Xenia|LOC124443814
OG0007916	Clytia|LOC037244	Xenia|LOC124444774
OG0007917	Clytia|LOC037256	Xenia|LOC124444493
OG0007918	Clytia|LOC037261	Xenia|LOC124438098
OG0007919	Clytia|LOC037263	Xenia|LOC124444935
OG0007920	Clytia|LOC037264	Xenia|LOC124452482
OG0007921	Clytia|LOC037271	Xenia|LOC124452417
OG0007922	Clytia|LOC037273	Xenia|LOC124453564
OG0007923	Clytia|LOC037274	Xenia|LOC124452943
OG0007924	Clytia|LOC037280	Xenia|LOC124441949
OG0007925	Clytia|LOC037296	Xenia|LOC124434672
OG0007926	Clytia|LOC037300	Xenia|LOC124448769
OG0007927	Clytia|LOC037305	Xenia|LOC124447766
OG0007928	Clytia|LOC037306	Xenia|LOC124448273
OG0007929	Clytia|LOC037350	Xenia|LOC124449631
OG0007930	Clytia|LOC037351	Xenia|LOC124459502
OG0007931	Clytia|LOC037352	Xenia|LOC124451093
OG0007932	Clytia|LOC037354	Xenia|LOC124457003
OG0007933	Clytia|LOC037356	Xenia|LOC124459420
OG0007934	Clytia|LOC037359	Xenia|LOC124439212
OG0007935	Clytia|LOC037360	Xenia|LOC124451838
OG0007937	Clytia|LOC037367	Xenia|LOC124451827
OG0007938	Clytia|LOC037369	Xenia|LOC124444834
OG0007939	Clytia|LOC037393	Xenia|LOC124443924
OG0007940	Clytia|LOC037394	Xenia|LOC124453731
OG0007941	Clytia|LOC037395	Xenia|LOC124453592
OG0007942	Clytia|LOC037400	Xenia|LOC124446343
OG0007943	Clytia|LOC037404, Clytia|LOC037416	Xenia|LOC124443328
OG0007944	Clytia|LOC037405	Xenia|LOC124441263
OG0007945	Clytia|LOC037407	Xenia|LOC124452561
OG0007946	Clytia|LOC037413	Xenia|LOC124442496
OG0007947	Clytia|LOC037414	Xenia|LOC124443599
OG0007948	Clytia|LOC037456	Xenia|LOC124444850
OG0007949	Clytia|LOC037458	Xenia|LOC124443925
OG0007950	Clytia|LOC037461	Xenia|LOC124445024
OG0007951	Clytia|LOC037463	Xenia|LOC124444958
OG0007954	Clytia|LOC037475	Xenia|LOC124443883
OG0007956	Clytia|LOC037488	Xenia|LOC124446960
OG0007957	Clytia|LOC037500	Xenia|LOC124443203
OG0007958	Clytia|LOC037510	Xenia|LOC124444638
OG0007959	Clytia|LOC037547	Xenia|LOC124444910
OG0007960	Clytia|LOC037578	Xenia|LOC124444409
OG0007962	Clytia|LOC037615	Xenia|LOC124446754
OG0007963	Clytia|LOC037616	Xenia|LOC124446316
OG0007964	Clytia|LOC037620	Xenia|LOC124446493
OG0007965	Clytia|LOC037621	Xenia|LOC124433482
OG0007966	Clytia|LOC037624	Xenia|LOC124447269
OG0007967	Clytia|LOC037632	Xenia|LOC124445275
OG0007968	Clytia|LOC037633	Xenia|LOC124444934
OG0007970	Clytia|LOC037637	Xenia|LOC124445261
OG0007971	Clytia|LOC037640	Xenia|LOC124446207
OG0007972	Clytia|LOC037645	Xenia|LOC124447509
OG0007973	Clytia|LOC037651	Xenia|LOC124433522
OG0007974	Clytia|LOC037652	Xenia|LOC124455752
OG0007975	Clytia|LOC037653	Xenia|LOC124435075
OG0007976	Clytia|LOC037654	Xenia|LOC124434080
OG0007977	Clytia|LOC037657	Xenia|LOC124434839
OG0007978	Clytia|LOC037661	Xenia|LOC124445268
OG0007979	Clytia|LOC037662	Xenia|LOC124445603
OG0007981	Clytia|LOC037670	Xenia|LOC124447558
OG0007982	Clytia|LOC037671	Xenia|LOC124446949
OG0007983	Clytia|LOC037677	Xenia|LOC124446954
OG0007984	Clytia|LOC037769	Xenia|LOC124435350
OG0007985	Clytia|LOC037771	Xenia|LOC124435419
OG0007986	Clytia|LOC037778	Xenia|LOC124443846
OG0007987	Clytia|LOC037779	Xenia|LOC124442634
OG0007988	Clytia|LOC037783	Xenia|LOC124452410
OG0007989	Clytia|LOC037812	Xenia|LOC124451061
OG0007991	Clytia|LOC037889	Xenia|LOC124452555
OG0007992	Clytia|LOC037893	Xenia|LOC124435660
OG0007993	Clytia|LOC037895	Xenia|LOC124446834
OG0007994	Clytia|LOC037901	Xenia|LOC124444105
OG0007995	Clytia|LOC037906	Xenia|LOC124444328
OG0007996	Clytia|LOC037919	Xenia|LOC124444746
OG0007997	Clytia|LOC037984	Xenia|LOC124450913
OG0007998	Clytia|LOC037999	Xenia|LOC124453722
OG0007999	Clytia|LOC038002	Xenia|LOC124436358
OG0008000	Clytia|LOC038004	Xenia|LOC124453270
OG0008001	Clytia|LOC038050	Xenia|LOC124441011
OG0008002	Clytia|LOC038051	Xenia|LOC124442879
OG0008003	Clytia|LOC038054	Xenia|LOC124445143
OG0008004	Clytia|LOC038056	Xenia|LOC124442000
OG0008005	Clytia|LOC038057	Xenia|LOC124442501
OG0008006	Clytia|LOC038061	Xenia|LOC124443785
OG0008007	Clytia|LOC038069	Xenia|LOC124452456
OG0008008	Clytia|LOC038073	Xenia|LOC124436470
OG0008009	Clytia|LOC038084	Xenia|LOC124437645
OG0008010	Clytia|LOC038085	Xenia|LOC124436194
OG0008011	Clytia|LOC038107	Xenia|LOC124436994
OG0008012	Clytia|LOC038108	Xenia|LOC124436215
OG0008013	Clytia|LOC038109	Xenia|LOC124436222
OG0008014	Clytia|LOC038110	Xenia|LOC124452741
OG0008015	Clytia|LOC038113	Xenia|LOC124437321
OG0008016	Clytia|LOC038114	Xenia|LOC124436172
OG0008017	Clytia|LOC038115	Xenia|LOC124436473
OG0008018	Clytia|LOC038133	Xenia|LOC124448911
OG0008019	Clytia|LOC038134	Xenia|LOC124455393
OG0008020	Clytia|LOC038136	Xenia|LOC124449512
OG0008021	Clytia|LOC038137	Xenia|LOC124439219
OG0008022	Clytia|LOC038138	Xenia|LOC124456386
OG0008023	Clytia|LOC038150	Xenia|LOC124448233
OG0008024	Clytia|LOC038152	Xenia|LOC124449285
OG0008025	Clytia|LOC038187	Xenia|LOC124436450
OG0008026	Clytia|LOC038198	Xenia|LOC124436868
OG0008027	Clytia|LOC038201	Xenia|LOC124437850
OG0008028	Clytia|LOC038207	Xenia|LOC124437546
OG0008029	Clytia|LOC038208	Xenia|LOC124436439
OG0008030	Clytia|LOC038214	Xenia|LOC124448068
OG0008031	Clytia|LOC038262	Xenia|LOC124444351
OG0008032	Clytia|LOC038270	Xenia|LOC124443538
OG0008033	Clytia|LOC038273	Xenia|LOC124444218
OG0008034	Clytia|LOC038293	Xenia|LOC124436679
OG0008035	Clytia|LOC038294	Xenia|LOC124437537
OG0008036	Clytia|LOC038295	Xenia|LOC124436935
OG0008037	Clytia|LOC038299	Xenia|LOC124436155
OG0008038	Clytia|LOC038304	Xenia|LOC124440624
OG0008039	Clytia|LOC038312	Xenia|LOC124439134
OG0008040	Clytia|LOC038321	Xenia|LOC124448174
OG0008041	Clytia|LOC038328	Xenia|LOC124445018
OG0008042	Clytia|LOC038330	Xenia|LOC124438668
OG0008043	Clytia|LOC038334	Xenia|LOC124442604
OG0008044	Clytia|LOC038336	Xenia|LOC124444754
OG0008045	Clytia|LOC038337	Xenia|LOC124443597
OG0008046	Clytia|LOC038339	Xenia|LOC124442722
OG0008047	Clytia|LOC038353	Xenia|LOC124443160
OG0008048	Clytia|LOC038365	Xenia|LOC124448774
OG0008049	Clytia|LOC038376	Xenia|LOC124444884
OG0008050	Clytia|LOC038382	Xenia|LOC124448636
OG0008051	Clytia|LOC038385	Xenia|LOC124444852
OG0008052	Clytia|LOC038387	Xenia|LOC124435561
OG0008053	Clytia|LOC038428	Xenia|LOC124451769
OG0008054	Clytia|LOC038455	Xenia|LOC124437066
OG0008055	Clytia|LOC038461	Xenia|LOC124437666
OG0008056	Clytia|LOC038462	Xenia|LOC124436765
OG0008057	Clytia|LOC038499	Xenia|LOC124447496
OG0008058	Clytia|LOC038510	Xenia|LOC124456372
OG0008059	Clytia|LOC038515	Xenia|LOC124445831
OG0008060	Clytia|LOC038516	Xenia|LOC124439281
OG0008061	Clytia|LOC038522	Xenia|LOC124439909
OG0008062	Clytia|LOC038526	Xenia|LOC124444377
OG0008063	Clytia|LOC038527	Xenia|LOC124441459
OG0008064	Clytia|LOC038528	Xenia|LOC124440263
OG0008065	Clytia|LOC038530	Xenia|LOC124439222
OG0008066	Clytia|LOC038531	Xenia|LOC124440363
OG0008067	Clytia|LOC038542	Xenia|LOC124444565
OG0008068	Clytia|LOC038553	Xenia|LOC124434123
OG0008069	Clytia|LOC038560	Xenia|LOC124436487
OG0008071	Clytia|LOC038622	Xenia|LOC124438360
OG0008072	Clytia|LOC038625	Xenia|LOC124437634
OG0008073	Clytia|LOC038628	Xenia|LOC124437078
OG0008075	Clytia|LOC038636	Xenia|LOC124452249
OG0008076	Clytia|LOC038641	Xenia|LOC124440706
OG0008077	Clytia|LOC038642	Xenia|LOC124440719
OG0008078	Clytia|LOC038647	Xenia|LOC124440831
OG0008079	Clytia|LOC038655	Xenia|LOC124435305
OG0008080	Clytia|LOC038663	Xenia|LOC124441394
OG0008081	Clytia|LOC038666	Xenia|LOC124437844
OG0008082	Clytia|LOC038675	Xenia|LOC124440306
OG0008083	Clytia|LOC038705	Xenia|LOC124449346
OG0008084	Clytia|LOC038712	Xenia|LOC124435429
OG0008085	Clytia|LOC038767	Xenia|LOC124458628
OG0008086	Clytia|LOC038770	Xenia|LOC124453985
OG0008088	Clytia|LOC038774	Xenia|LOC124454837
OG0008089	Clytia|LOC038775	Xenia|LOC124457137
OG0008090	Clytia|LOC038776	Xenia|LOC124447270
OG0008093	Clytia|LOC038801	Xenia|LOC124440159
OG0008094	Clytia|LOC038806	Xenia|LOC124439755
OG0008095	Clytia|LOC038807	Xenia|LOC124440846
OG0008097	Clytia|LOC038812	Xenia|LOC124440147
OG0008098	Clytia|LOC038816	Xenia|LOC124440707
OG0008099	Clytia|LOC038827	Xenia|LOC124440659
OG0008100	Clytia|LOC038828	Xenia|LOC124440407
OG0008101	Clytia|LOC038836	Xenia|LOC124442283
OG0008102	Clytia|LOC038839	Xenia|LOC124440012
OG0008103	Clytia|LOC038843	Xenia|LOC124439835
OG0008104	Clytia|LOC038844	Xenia|LOC124441396
OG0008105	Clytia|LOC038849	Xenia|LOC124440558
OG0008106	Clytia|LOC038852	Xenia|LOC124442582
OG0008107	Clytia|LOC038853	Xenia|LOC124439507
OG0008108	Clytia|LOC038871	Xenia|LOC124434507
OG0008109	Clytia|LOC038872	Xenia|LOC124452985
OG0008110	Clytia|LOC038876	Xenia|LOC124440573
OG0008111	Clytia|LOC038883	Xenia|LOC124440907
OG0008112	Clytia|LOC038884	Xenia|LOC124440646
OG0008113	Clytia|LOC038887	Xenia|LOC124440827
OG0008114	Clytia|LOC038894	Xenia|LOC124439918
OG0008115	Clytia|LOC038903	Xenia|LOC124459506
OG0008116	Clytia|LOC038904	Xenia|LOC124440057
OG0008117	Clytia|LOC038948	Xenia|LOC124453173
OG0008118	Clytia|LOC038951	Xenia|LOC124445337
OG0008119	Clytia|LOC038957	Xenia|LOC124433816
OG0008120	Clytia|LOC038974	Xenia|LOC124436925
OG0008121	Clytia|LOC038978	Xenia|LOC124437034
OG0008123	Clytia|LOC038987	Xenia|LOC124436389
OG0008124	Clytia|LOC038988	Xenia|LOC124437208
OG0008125	Clytia|LOC038998	Xenia|LOC124437029
OG0008126	Clytia|LOC038999	Xenia|LOC124447703
OG0008127	Clytia|LOC039000	Xenia|LOC124453340
OG0008128	Clytia|LOC039009	Xenia|LOC124436188
OG0008129	Clytia|LOC039014	Xenia|LOC124437658
OG0008130	Clytia|LOC039015	Xenia|LOC124437664
OG0008131	Clytia|LOC039026	Xenia|LOC124437362
OG0008132	Clytia|LOC039028	Xenia|LOC124436291
OG0008133	Clytia|LOC039029	Xenia|LOC124436283
OG0008134	Clytia|LOC039030	Xenia|LOC124436391
OG0008135	Clytia|LOC039031	Xenia|LOC124448495
OG0008136	Clytia|LOC039047	Xenia|LOC124442366
OG0008137	Clytia|LOC039055	Xenia|LOC124439337
OG0008138	Clytia|LOC039069	Xenia|LOC124446957
OG0008140	Clytia|LOC039091	Xenia|LOC124441079
OG0008141	Clytia|LOC039092	Xenia|LOC124441474
OG0008142	Clytia|LOC039107	Xenia|LOC124442411
OG0008143	Clytia|LOC039110	Xenia|LOC124444693
OG0008144	Clytia|LOC039142	Xenia|LOC124437077
OG0008145	Clytia|LOC039143	Xenia|LOC124436951
OG0008146	Clytia|LOC039145	Xenia|LOC124452248
OG0008147	Clytia|LOC039165	Xenia|LOC124443055
OG0008148	Clytia|LOC039173	Xenia|LOC124452681
OG0008149	Clytia|LOC039192	Xenia|LOC124443882
OG0008150	Clytia|LOC039194	Xenia|LOC124444609
OG0008151	Clytia|LOC039195	Xenia|LOC124443676
OG0008152	Clytia|LOC039196	Xenia|LOC124442403
OG0008153	Clytia|LOC039240	Xenia|LOC124449618
OG0008154	Clytia|LOC039245	Xenia|LOC124433592
OG0008155	Clytia|LOC039253	Xenia|LOC124448356
OG0008156	Clytia|LOC039257	Xenia|LOC124449831
OG0008157	Clytia|LOC039283	Xenia|LOC124434529
OG0008158	Clytia|LOC039284	Xenia|LOC124434429
OG0008159	Clytia|LOC039289	Xenia|LOC124434177
OG0008160	Clytia|LOC039290	Xenia|LOC124434983
OG0008161	Clytia|LOC039293	Xenia|LOC124435408
OG0008162	Clytia|LOC039297	Xenia|LOC124434559
OG0008163	Clytia|LOC039298	Xenia|LOC124434383
OG0008164	Clytia|LOC039300	Xenia|LOC124434489
OG0008165	Clytia|LOC039301	Xenia|LOC124440356
OG0008166	Clytia|LOC039302	Xenia|LOC124434228
OG0008167	Clytia|LOC039303	Xenia|LOC124435670
OG0008168	Clytia|LOC039304	Xenia|LOC124439492
OG0008169	Clytia|LOC039305	Xenia|LOC124434875
OG0008170	Clytia|LOC039307	Xenia|LOC124435387
OG0008171	Clytia|LOC039309	Xenia|LOC124434201
OG0008172	Clytia|LOC039346	Xenia|LOC124447857
OG0008173	Clytia|LOC039349	Xenia|LOC124448370
OG0008174	Clytia|LOC039356	Xenia|LOC124448429
OG0008175	Clytia|LOC039359	Xenia|LOC124449268
OG0008176	Clytia|LOC039361	Xenia|LOC124448579
OG0008177	Clytia|LOC039362	Xenia|LOC124449310
OG0008178	Clytia|LOC039389	Xenia|LOC124441444
OG0008179	Clytia|LOC039394	Xenia|LOC124452479
OG0008180	Clytia|LOC039396	Xenia|LOC124458007
OG0008181	Clytia|LOC039428	Xenia|LOC124446542
OG0008182	Clytia|LOC039437	Xenia|LOC124442806
OG0008183	Clytia|LOC039440	Xenia|LOC124442600
OG0008184	Clytia|LOC039443	Xenia|LOC124443056
OG0008185	Clytia|LOC039444	Xenia|LOC124441756
OG0008186	Clytia|LOC039451	Xenia|LOC124443582
OG0008187	Clytia|LOC039453	Xenia|LOC124452283
OG0008188	Clytia|LOC039479	Xenia|LOC124443095
OG0008189	Clytia|LOC039487	Xenia|LOC124447247
OG0008190	Clytia|LOC039494	Xenia|LOC124446199
OG0008191	Clytia|LOC039496	Xenia|LOC124445269
OG0008192	Clytia|LOC039497	Xenia|LOC124446257
OG0008193	Clytia|LOC039498	Xenia|LOC124447543
OG0008194	Clytia|LOC039500	Xenia|LOC124445315
OG0008195	Clytia|LOC039516	Xenia|LOC124448672
OG0008196	Clytia|LOC039525	Xenia|LOC124447754
OG0008197	Clytia|LOC039599	Xenia|LOC124452158
OG0008198	Clytia|LOC039637	Xenia|LOC124447265
OG0008199	Clytia|LOC039645	Xenia|LOC124447549
OG0008200	Clytia|LOC039647	Xenia|LOC124447168
OG0008201	Clytia|LOC039650	Xenia|LOC124437060
OG0008202	Clytia|LOC039668	Xenia|LOC124446246
OG0008203	Clytia|LOC039669	Xenia|LOC124446513
OG0008204	Clytia|LOC039699	Xenia|LOC124448838
OG0008205	Clytia|LOC039701	Xenia|LOC124448472
OG0008206	Clytia|LOC039702	Xenia|LOC124448453
OG0008207	Clytia|LOC039703	Xenia|LOC124449601
OG0008208	Clytia|LOC039704	Xenia|LOC124449853
OG0008209	Clytia|LOC039705	Xenia|LOC124448368
OG0008211	Clytia|LOC039764	Xenia|LOC124446002
OG0008212	Clytia|LOC039777	Xenia|LOC124446416
OG0008213	Clytia|LOC039814	Xenia|LOC124453161
OG0008214	Clytia|LOC039816	Xenia|LOC124456315
OG0008216	Clytia|LOC039827	Xenia|LOC124439323
OG0008217	Clytia|LOC039854	Xenia|LOC124452519
OG0008218	Clytia|LOC039855	Xenia|LOC124444062
OG0008219	Clytia|LOC039866	Xenia|LOC124441708
OG0008220	Clytia|LOC039886	Xenia|LOC124452822
OG0008221	Clytia|LOC039887	Xenia|LOC124453745
OG0008222	Clytia|LOC039895	Xenia|LOC124442597
OG0008223	Clytia|LOC039899	Xenia|LOC124440770
OG0008224	Clytia|LOC039919	Xenia|LOC124439358
OG0008225	Clytia|LOC039920	Xenia|LOC124445361
OG0008226	Clytia|LOC039924	Xenia|LOC124446408
OG0008228	Clytia|LOC040001	Xenia|LOC124439371
OG0008229	Clytia|LOC040027	Xenia|LOC124434153
OG0008230	Clytia|LOC040037	Xenia|LOC124457981
OG0008231	Clytia|LOC040038	Xenia|LOC124438265
OG0008232	Clytia|LOC040043	Xenia|LOC124445675
OG0008233	Clytia|LOC040044	Xenia|LOC124445672
OG0008234	Clytia|LOC040047	Xenia|LOC124445648
OG0008235	Clytia|LOC040048	Xenia|LOC124445887
OG0008236	Clytia|LOC040051	Xenia|LOC124439570
OG0008237	Clytia|LOC040052	Xenia|LOC124439400
OG0008238	Clytia|LOC040054	Xenia|LOC124446871
OG0008239	Clytia|LOC040055	Xenia|LOC124446459
OG0008241	Clytia|LOC040065	Xenia|LOC124439110
OG0008242	Clytia|LOC040067	Xenia|LOC124445693
OG0008243	Clytia|LOC040070	Xenia|LOC124445354
OG0008244	Clytia|LOC040071	Xenia|LOC124446832
OG0008245	Clytia|LOC040072	Xenia|LOC124445896
OG0008246	Clytia|LOC040075	Xenia|LOC124438338
OG0008247	Clytia|LOC040076	Xenia|LOC124439396
OG0008248	Clytia|LOC040077	Xenia|LOC124445904
OG0008249	Clytia|LOC040078	Xenia|LOC124452753
OG0008251	Clytia|LOC040148	Xenia|LOC124439329
OG0008252	Clytia|LOC040160	Xenia|LOC124443725
OG0008253	Clytia|LOC040168	Xenia|LOC124452933
OG0008254	Clytia|LOC040175	Xenia|LOC124452572
OG0008255	Clytia|LOC040193	Xenia|LOC124434406
OG0008256	Clytia|LOC040194	Xenia|LOC124437019
OG0008257	Clytia|LOC040197	Xenia|LOC124446454
OG0008258	Clytia|LOC040210	Xenia|LOC124442909
OG0008259	Clytia|LOC040214	Xenia|LOC124447799
OG0008260	Clytia|LOC040226	Xenia|LOC124444680
OG0008261	Clytia|LOC040228	Xenia|LOC124440211
OG0008262	Clytia|LOC040238	Xenia|LOC124440208
OG0008263	Clytia|LOC040239	Xenia|LOC124439821
OG0008264	Clytia|LOC040243	Xenia|LOC124444704
OG0008265	Clytia|LOC040258	Xenia|LOC124459495
OG0008266	Clytia|LOC040261	Xenia|LOC124440324
OG0008267	Clytia|LOC040265	Xenia|LOC124438012
OG0008268	Clytia|LOC040266	Xenia|LOC124433667
OG0008270	Clytia|LOC040312	Xenia|LOC124441212
OG0008271	Clytia|LOC040316	Xenia|LOC124443025
OG0008272	Clytia|LOC040318	Xenia|LOC124441436
OG0008273	Clytia|LOC040319	Xenia|LOC124441876
OG0008274	Clytia|LOC040320	Xenia|LOC124441478
OG0008275	Clytia|LOC040321	Xenia|LOC124450381
OG0008276	Clytia|LOC040344	Xenia|LOC124437710
OG0008277	Clytia|LOC040358	Xenia|LOC124447251
OG0008278	Clytia|LOC040368	Xenia|LOC124448153
OG0008279	Clytia|LOC040409	Xenia|LOC124444073
OG0008280	Clytia|LOC040411	Xenia|LOC124434256
OG0008281	Clytia|LOC040463	Xenia|LOC124453099
OG0008283	Clytia|LOC040490	Xenia|LOC124457835
OG0008284	Clytia|LOC040498	Xenia|LOC124447727
OG0008285	Clytia|LOC040504	Xenia|LOC124446318
OG0008286	Clytia|LOC040505	Xenia|LOC124447174
OG0008287	Clytia|LOC040506	Xenia|LOC124447272
OG0008288	Clytia|LOC040519	Xenia|LOC124458500
OG0008289	Clytia|LOC040537	Xenia|LOC124453600
OG0008290	Clytia|LOC040562	Xenia|LOC124437425
OG0008291	Clytia|LOC040578	Xenia|LOC124433898
OG0008292	Clytia|LOC040596	Xenia|LOC124436650
OG0008293	Clytia|LOC040599	Xenia|LOC124441341
OG0008294	Clytia|LOC040601	Xenia|LOC124436292
OG0008295	Clytia|LOC040603	Xenia|LOC124454754
OG0008296	Clytia|LOC040605	Xenia|LOC124437057
OG0008297	Clytia|LOC040610	Xenia|LOC124450275
OG0008298	Clytia|LOC040613	Xenia|LOC124436833
OG0008299	Clytia|LOC040665	Xenia|LOC124446405
OG0008300	Clytia|LOC040677	Xenia|LOC124445735
OG0008301	Clytia|LOC040693	Xenia|LOC124435386
OG0008302	Clytia|LOC040720	Xenia|LOC124447108
OG0008303	Clytia|LOC040725	Xenia|LOC124441751
OG0008304	Clytia|LOC040728	Xenia|LOC124445998
OG0008305	Clytia|LOC040729	Xenia|LOC124438289
OG0008306	Clytia|LOC040732	Xenia|LOC124439552
OG0008307	Clytia|LOC040733	Xenia|LOC124446436
OG0008308	Clytia|LOC040752	Xenia|LOC124453266
OG0008309	Clytia|LOC040757	Xenia|LOC124453262
OG0008310	Clytia|LOC040782	Xenia|LOC124445030
OG0008311	Clytia|LOC040819	Xenia|LOC124444917
OG0008312	Clytia|LOC040821	Xenia|LOC124443868
OG0008313	Clytia|LOC040822	Xenia|LOC124453261
OG0008314	Clytia|LOC040823	Xenia|LOC124444296
OG0008315	Clytia|LOC040863	Xenia|LOC124435682
OG0008316	Clytia|LOC040876	Xenia|LOC124434772
OG0008317	Clytia|LOC040881	Xenia|LOC124434613
OG0008318	Clytia|LOC040883	Xenia|LOC124434326
OG0008319	Clytia|LOC040887	Xenia|LOC124434225
OG0008320	Clytia|LOC040888	Xenia|LOC124434168
OG0008321	Clytia|LOC040915	Xenia|LOC124440596
OG0008322	Clytia|LOC040917	Xenia|LOC124439718
OG0008323	Clytia|LOC040918	Xenia|LOC124438120
OG0008324	Clytia|LOC040919	Xenia|LOC124440609
OG0008325	Clytia|LOC040921	Xenia|LOC124445988
OG0008326	Clytia|LOC040923	Xenia|LOC124446285
OG0008327	Clytia|LOC040926	Xenia|LOC124440780
OG0008328	Clytia|LOC040936	Xenia|LOC124445943
OG0008329	Clytia|LOC040937	Xenia|LOC124446976
OG0008330	Clytia|LOC040946	Xenia|LOC124434600
OG0008331	Clytia|LOC040972	Xenia|LOC124438242
OG0008332	Clytia|LOC040974	Xenia|LOC124450271
OG0008333	Clytia|LOC040981	Xenia|LOC124438625
OG0008334	Clytia|LOC040993	Xenia|LOC124442666
OG0008335	Clytia|LOC041001	Xenia|LOC124438788
OG0008336	Clytia|LOC041002	Xenia|LOC124438023
OG0008337	Clytia|LOC041004	Xenia|LOC124440175
OG0008338	Clytia|LOC041008	Xenia|LOC124452435
OG0008339	Clytia|LOC041047	Xenia|LOC124452424
OG0008340	Clytia|LOC041049	Xenia|LOC124453231
OG0008341	Clytia|LOC041066	Xenia|LOC124444758
OG0008342	Clytia|LOC041087	Xenia|LOC124434743
OG0008343	Clytia|LOC041088	Xenia|LOC124459632
OG0008344	Clytia|LOC041094	Xenia|LOC124435034
OG0008345	Clytia|LOC041096	Xenia|LOC124435024
OG0008346	Clytia|LOC041099	Xenia|LOC124435071
OG0008347	Clytia|LOC041101	Xenia|LOC124434134
OG0008348	Clytia|LOC041104	Xenia|LOC124435302
OG0008349	Clytia|LOC041106	Xenia|LOC124434950
OG0008350	Clytia|LOC041136	Xenia|LOC124443782
OG0008351	Clytia|LOC041146	Xenia|LOC124443820
OG0008352	Clytia|LOC041157	Xenia|LOC124447911
OG0008353	Clytia|LOC041159	Xenia|LOC124448676
OG0008354	Clytia|LOC041163	Xenia|LOC124449562
OG0008355	Clytia|LOC041169	Xenia|LOC124449480
OG0008356	Clytia|LOC041174	Xenia|LOC124448795
OG0008357	Clytia|LOC041225	Xenia|LOC124437808
OG0008358	Clytia|LOC041231	Xenia|LOC124437403
OG0008359	Clytia|LOC041242	Xenia|LOC124435548
OG0008360	Clytia|LOC041243	Xenia|LOC124445449
OG0008361	Clytia|LOC041288	Xenia|LOC124447794
OG0008362	Clytia|LOC041299	Xenia|LOC124448338
OG0008363	Clytia|LOC041309	Xenia|LOC124450912
OG0008364	Clytia|LOC041310	Xenia|LOC124436628
OG0008365	Clytia|LOC041311	Xenia|LOC124449426
OG0008366	Clytia|LOC041313	Xenia|LOC124449432
OG0008367	Clytia|LOC041315	Xenia|LOC124449556
OG0008368	Clytia|LOC041325	Xenia|LOC124447772
OG0008369	Clytia|LOC041328	Xenia|LOC124458865
OG0008370	Clytia|LOC041330	Xenia|LOC124453631
OG0008371	Clytia|LOC041338	Xenia|LOC124440368
OG0008373	Clytia|LOC041381	Xenia|LOC124438243
OG0008374	Clytia|LOC041397	Xenia|LOC124434358
OG0008375	Clytia|LOC041408	Xenia|LOC124435194
OG0008376	Clytia|LOC041413	Xenia|LOC124435685
OG0008377	Clytia|LOC041415	Xenia|LOC124453627
OG0008378	Clytia|LOC041417	Xenia|LOC124453717
OG0008379	Clytia|LOC041451	Xenia|LOC124433777
OG0008380	Clytia|LOC041456	Xenia|LOC124434882
