Orthogroup	longest_isoform_XeniaProteins	longest_isoform_HydractiniaProteins
OG0007888	Xenia|LOC124434076	Hydractinia|LOC130612062
OG0007889	Xenia|LOC124439388	Hydractinia|LOC130662325
OG0007890	Xenia|LOC124438877	Hydractinia|LOC130612357
OG0007891	Xenia|LOC124439244	Hydractinia|LOC130612358
OG0007892	Xenia|LOC124438424	Hydractinia|LOC130662574
OG0007893	Xenia|LOC124453333	Hydractinia|LOC130613182
OG0007894	Xenia|LOC124439240	Hydractinia|LOC130662447
OG0007895	Xenia|LOC124439662	Hydractinia|LOC130613115
OG0007896	Xenia|LOC124442480	Hydractinia|LOC130662401
OG0007898	Xenia|LOC124445091	Hydractinia|LOC130612369
OG0007899	Xenia|LOC124439165	Hydractinia|LOC130662345
OG0007900	Xenia|LOC124435720	Hydractinia|LOC130662641
OG0007901	Xenia|LOC124453756	Hydractinia|LOC130613353
OG0007902	Xenia|LOC124439591	Hydractinia|LOC130612197
OG0007903	Xenia|LOC124452775	Hydractinia|LOC130622906
OG0007904	Xenia|LOC124450227	Hydractinia|LOC130654308
OG0007905	Xenia|LOC124438014	Hydractinia|LOC130653869
OG0007906	Xenia|LOC124450277	Hydractinia|LOC130655367
OG0007907	Xenia|LOC124446595	Hydractinia|LOC130654793
OG0007908	Xenia|LOC124439398	Hydractinia|LOC130653862
OG0007909	Xenia|LOC124450377	Hydractinia|LOC130654796
OG0007910	Xenia|LOC124446728	Hydractinia|LOC130623525
OG0007911	Xenia|LOC124442775	Hydractinia|LOC130623529
OG0007912	Xenia|LOC124435726	Hydractinia|LOC130623530
OG0007914	Xenia|LOC124434296	Hydractinia|LOC130623019
OG0007915	Xenia|LOC124443814	Hydractinia|LOC130641509
OG0007916	Xenia|LOC124444774	Hydractinia|LOC130641649
OG0007917	Xenia|LOC124444493	Hydractinia|LOC130640935
OG0007918	Xenia|LOC124438098	Hydractinia|LOC130613085
OG0007919	Xenia|LOC124444935	Hydractinia|LOC130641262
OG0007920	Xenia|LOC124452482	Hydractinia|LOC130641808
OG0007921	Xenia|LOC124452417	Hydractinia|LOC130640936
OG0007922	Xenia|LOC124453564	Hydractinia|LOC130641742
OG0007923	Xenia|LOC124452943	Hydractinia|LOC130641769
OG0007924	Xenia|LOC124441949	Hydractinia|LOC130644884
OG0007925	Xenia|LOC124434672	Hydractinia|LOC130625779
OG0007926	Xenia|LOC124448769	Hydractinia|LOC130648833
OG0007927	Xenia|LOC124447766	Hydractinia|LOC130648364
OG0007928	Xenia|LOC124448273	Hydractinia|LOC130648365
OG0007929	Xenia|LOC124449631	Hydractinia|LOC130634497
OG0007930	Xenia|LOC124459502	Hydractinia|LOC130634073
OG0007931	Xenia|LOC124451093	Hydractinia|LOC130647323
OG0007932	Xenia|LOC124457003	Hydractinia|LOC130647308
OG0007933	Xenia|LOC124459420	Hydractinia|LOC130642617, Hydractinia|LOC130639637
OG0007934	Xenia|LOC124439212	Hydractinia|LOC130646939
OG0007935	Xenia|LOC124451838	Hydractinia|LOC130647917
OG0007937	Xenia|LOC124451827	Hydractinia|LOC130647916
OG0007938	Xenia|LOC124444834	Hydractinia|LOC130646942
OG0007939	Xenia|LOC124443924	Hydractinia|LOC130629094
OG0007940	Xenia|LOC124453731	Hydractinia|LOC130629095
OG0007941	Xenia|LOC124453592	Hydractinia|LOC130628999
OG0007942	Xenia|LOC124446343	Hydractinia|LOC130629008
OG0007943	Xenia|LOC124443328	Hydractinia|LOC130645715
OG0007944	Xenia|LOC124441263	Hydractinia|LOC130645720
OG0007945	Xenia|LOC124452561	Hydractinia|LOC130628739
OG0007946	Xenia|LOC124442496	Hydractinia|LOC130644782
OG0007947	Xenia|LOC124443599	Hydractinia|LOC130644338
OG0007948	Xenia|LOC124444850	Hydractinia|LOC130644375
OG0007949	Xenia|LOC124443925	Hydractinia|LOC130645623
OG0007950	Xenia|LOC124445024	Hydractinia|LOC130645631
OG0007951	Xenia|LOC124444958	Hydractinia|LOC130644753
OG0007954	Xenia|LOC124443883	Hydractinia|LOC130645297
OG0007956	Xenia|LOC124446960	Hydractinia|LOC130644986
OG0007957	Xenia|LOC124443203	Hydractinia|LOC130644303
OG0007958	Xenia|LOC124444638	Hydractinia|LOC130644377
OG0007959	Xenia|LOC124444910	Hydractinia|LOC130640999
OG0007960	Xenia|LOC124444409	Hydractinia|LOC130641696
OG0007962	Xenia|LOC124446754	Hydractinia|LOC130636392
OG0007963	Xenia|LOC124446316	Hydractinia|LOC130636385
OG0007964	Xenia|LOC124446493	Hydractinia|LOC130635702
OG0007965	Xenia|LOC124433482	Hydractinia|LOC130647819
OG0007966	Xenia|LOC124447269	Hydractinia|LOC130635693
OG0007967	Xenia|LOC124445275	Hydractinia|LOC130635653
OG0007968	Xenia|LOC124444934	Hydractinia|LOC130635654
OG0007970	Xenia|LOC124445261	Hydractinia|LOC130636035
OG0007971	Xenia|LOC124446207	Hydractinia|LOC130635647
OG0007972	Xenia|LOC124447509	Hydractinia|LOC130635817
OG0007973	Xenia|LOC124433522	Hydractinia|LOC130624370
OG0007974	Xenia|LOC124455752	Hydractinia|LOC130624371
OG0007975	Xenia|LOC124435075	Hydractinia|LOC130623785
OG0007976	Xenia|LOC124434080	Hydractinia|LOC130623844
OG0007977	Xenia|LOC124434839	Hydractinia|LOC130623569
OG0007978	Xenia|LOC124445268	Hydractinia|LOC130636395
OG0007979	Xenia|LOC124445603	Hydractinia|LOC130635677
OG0007981	Xenia|LOC124447558	Hydractinia|LOC130635708
OG0007982	Xenia|LOC124446949	Hydractinia|LOC130635709
OG0007983	Xenia|LOC124446954	Hydractinia|LOC130635811
OG0007984	Xenia|LOC124435350	Hydractinia|LOC130624299
OG0007985	Xenia|LOC124435419	Hydractinia|LOC130624919
OG0007986	Xenia|LOC124443846	Hydractinia|LOC130645380
OG0007987	Xenia|LOC124442634	Hydractinia|LOC130645453
OG0007988	Xenia|LOC124452410	Hydractinia|LOC130623729
OG0007989	Xenia|LOC124451061	Hydractinia|LOC130630990
OG0007991	Xenia|LOC124452555	Hydractinia|LOC130628774
OG0007992	Xenia|LOC124435660	Hydractinia|LOC130642056
OG0007993	Xenia|LOC124446834	Hydractinia|LOC130641047
OG0007994	Xenia|LOC124444105	Hydractinia|LOC130641105, Hydractinia|LOC130640727
OG0007995	Xenia|LOC124444328	Hydractinia|LOC130641244
OG0007996	Xenia|LOC124444746	Hydractinia|LOC130641586
OG0007997	Xenia|LOC124450913	Hydractinia|LOC130641477
OG0007998	Xenia|LOC124453722	Hydractinia|LOC130640948
OG0007999	Xenia|LOC124436358	Hydractinia|LOC130641788
OG0008000	Xenia|LOC124453270	Hydractinia|LOC130641785
OG0008001	Xenia|LOC124441011	Hydractinia|LOC130644517
OG0008002	Xenia|LOC124442879	Hydractinia|LOC130644515
OG0008003	Xenia|LOC124445143	Hydractinia|LOC130645000
OG0008004	Xenia|LOC124442000	Hydractinia|LOC130645625
OG0008005	Xenia|LOC124442501	Hydractinia|LOC130644518
OG0008006	Xenia|LOC124443785	Hydractinia|LOC130644998
OG0008007	Xenia|LOC124452456	Hydractinia|LOC130614549
OG0008008	Xenia|LOC124436470	Hydractinia|LOC130614231
OG0008009	Xenia|LOC124437645	Hydractinia|LOC130614545
OG0008010	Xenia|LOC124436194	Hydractinia|LOC130614544
OG0008011	Xenia|LOC124436994	Hydractinia|LOC130614851
OG0008012	Xenia|LOC124436215	Hydractinia|LOC130614854
OG0008013	Xenia|LOC124436222	Hydractinia|LOC130614045
OG0008014	Xenia|LOC124452741	Hydractinia|LOC130614128
OG0008015	Xenia|LOC124437321	Hydractinia|LOC130614875
OG0008016	Xenia|LOC124436172	Hydractinia|LOC130614554
OG0008017	Xenia|LOC124436473	Hydractinia|LOC130614859
OG0008018	Xenia|LOC124448911	Hydractinia|LOC130648787
OG0008019	Xenia|LOC124455393	Hydractinia|LOC130649055
OG0008020	Xenia|LOC124449512	Hydractinia|LOC130648730
OG0008021	Xenia|LOC124439219	Hydractinia|LOC130648731
OG0008022	Xenia|LOC124456386	Hydractinia|LOC130649035
OG0008023	Xenia|LOC124448233	Hydractinia|LOC130649292
OG0008024	Xenia|LOC124449285	Hydractinia|LOC130648841
OG0008025	Xenia|LOC124436450	Hydractinia|LOC130613832
OG0008026	Xenia|LOC124436868	Hydractinia|LOC130614861
OG0008027	Xenia|LOC124437850	Hydractinia|LOC130614340
OG0008028	Xenia|LOC124437546	Hydractinia|LOC130614101
OG0008029	Xenia|LOC124436439	Hydractinia|LOC130614765
OG0008030	Xenia|LOC124448068	Hydractinia|LOC130628750
OG0008031	Xenia|LOC124444351	Hydractinia|LOC130644546
OG0008032	Xenia|LOC124443538	Hydractinia|LOC130645507
OG0008033	Xenia|LOC124444218	Hydractinia|LOC130644657
OG0008034	Xenia|LOC124436679	Hydractinia|LOC130614446
OG0008035	Xenia|LOC124437537	Hydractinia|LOC130614294
OG0008036	Xenia|LOC124436935	Hydractinia|LOC130613855
OG0008037	Xenia|LOC124436155	Hydractinia|LOC130614572
OG0008038	Xenia|LOC124440624	Hydractinia|LOC130621125
OG0008039	Xenia|LOC124439134	Hydractinia|LOC130612290
OG0008040	Xenia|LOC124448174	Hydractinia|LOC130649529
OG0008041	Xenia|LOC124445018	Hydractinia|LOC130645066
OG0008042	Xenia|LOC124438668	Hydractinia|LOC130644536
OG0008043	Xenia|LOC124442604	Hydractinia|LOC130644531
OG0008044	Xenia|LOC124444754	Hydractinia|LOC130644734
OG0008045	Xenia|LOC124443597	Hydractinia|LOC130644738
OG0008046	Xenia|LOC124442722	Hydractinia|LOC130644511
OG0008047	Xenia|LOC124443160	Hydractinia|LOC130645128
OG0008048	Xenia|LOC124448774	Hydractinia|LOC130649615
OG0008049	Xenia|LOC124444884	Hydractinia|LOC130645935
OG0008050	Xenia|LOC124448636	Hydractinia|LOC130645206
OG0008051	Xenia|LOC124444852	Hydractinia|LOC130644737
OG0008052	Xenia|LOC124435561	Hydractinia|LOC130644740
OG0008053	Xenia|LOC124451769	Hydractinia|LOC130644739
OG0008054	Xenia|LOC124437066	Hydractinia|LOC130614707
OG0008055	Xenia|LOC124437666	Hydractinia|LOC130613890
OG0008056	Xenia|LOC124436765	Hydractinia|LOC130613699
OG0008057	Xenia|LOC124447496	Hydractinia|LOC130636733
OG0008058	Xenia|LOC124456372	Hydractinia|LOC130630255
OG0008059	Xenia|LOC124445831	Hydractinia|LOC130630258
OG0008060	Xenia|LOC124439281	Hydractinia|LOC130630176
OG0008061	Xenia|LOC124439909	Hydractinia|LOC130630225
OG0008062	Xenia|LOC124444377	Hydractinia|LOC130630557
OG0008063	Xenia|LOC124441459	Hydractinia|LOC130629723
OG0008064	Xenia|LOC124440263	Hydractinia|LOC130629726
OG0008065	Xenia|LOC124439222	Hydractinia|LOC130629593
OG0008066	Xenia|LOC124440363	Hydractinia|LOC130629579
OG0008067	Xenia|LOC124444565	Hydractinia|LOC130630489
OG0008068	Xenia|LOC124434123	Hydractinia|LOC130630622
OG0008069	Xenia|LOC124436487	Hydractinia|LOC130630472
OG0008071	Xenia|LOC124438360	Hydractinia|LOC130630371
OG0008072	Xenia|LOC124437634	Hydractinia|LOC130630482
OG0008073	Xenia|LOC124437078	Hydractinia|LOC130644526
OG0008075	Xenia|LOC124452249	Hydractinia|LOC130621506
OG0008076	Xenia|LOC124440706	Hydractinia|LOC130621790
OG0008077	Xenia|LOC124440719	Hydractinia|LOC130622580
OG0008078	Xenia|LOC124440831	Hydractinia|LOC130622141
OG0008079	Xenia|LOC124435305	Hydractinia|LOC130621568
OG0008080	Xenia|LOC124441394	Hydractinia|LOC130630487
OG0008081	Xenia|LOC124437844	Hydractinia|LOC130630388
OG0008082	Xenia|LOC124440306	Hydractinia|LOC130622140
OG0008083	Xenia|LOC124449346	Hydractinia|LOC130630480
OG0008084	Xenia|LOC124435429	Hydractinia|LOC130644528
OG0008085	Xenia|LOC124458628	Hydractinia|LOC130645147
OG0008086	Xenia|LOC124453985	Hydractinia|LOC130644987
OG0008088	Xenia|LOC124454837	Hydractinia|LOC130630600
OG0008089	Xenia|LOC124457137	Hydractinia|LOC130635005
OG0008090	Xenia|LOC124447270	Hydractinia|LOC130635021
OG0008093	Xenia|LOC124440159	Hydractinia|LOC130621645
OG0008094	Xenia|LOC124439755	Hydractinia|LOC130622396
OG0008095	Xenia|LOC124440846	Hydractinia|LOC130622397
OG0008097	Xenia|LOC124440147	Hydractinia|LOC130621480
OG0008098	Xenia|LOC124440707	Hydractinia|LOC130622376
OG0008099	Xenia|LOC124440659	Hydractinia|LOC130623772
OG0008100	Xenia|LOC124440407	Hydractinia|LOC130621987
OG0008101	Xenia|LOC124442283	Hydractinia|LOC130622619
OG0008102	Xenia|LOC124440012	Hydractinia|LOC130621474
OG0008103	Xenia|LOC124439835	Hydractinia|LOC130621182
OG0008104	Xenia|LOC124441396	Hydractinia|LOC130621680
OG0008105	Xenia|LOC124440558	Hydractinia|LOC130621524
OG0008106	Xenia|LOC124442582	Hydractinia|LOC130621805
OG0008107	Xenia|LOC124439507	Hydractinia|LOC130622252
OG0008108	Xenia|LOC124434507	Hydractinia|LOC130622231
OG0008109	Xenia|LOC124452985	Hydractinia|LOC130622433
OG0008110	Xenia|LOC124440573	Hydractinia|LOC130621833
OG0008111	Xenia|LOC124440907	Hydractinia|LOC130621923
OG0008112	Xenia|LOC124440646	Hydractinia|LOC130621519
OG0008113	Xenia|LOC124440827	Hydractinia|LOC130621491
OG0008114	Xenia|LOC124439918	Hydractinia|LOC130622169
OG0008115	Xenia|LOC124459506	Hydractinia|LOC130622727
OG0008116	Xenia|LOC124440057	Hydractinia|LOC130622726
OG0008117	Xenia|LOC124453173	Hydractinia|LOC130658015
OG0008118	Xenia|LOC124445337	Hydractinia|LOC130621607
OG0008119	Xenia|LOC124433816	Hydractinia|LOC130624209
OG0008120	Xenia|LOC124436925	Hydractinia|LOC130614629
OG0008121	Xenia|LOC124437034	Hydractinia|LOC130614145
OG0008123	Xenia|LOC124436389	Hydractinia|LOC130614073
OG0008124	Xenia|LOC124437208	Hydractinia|LOC130614897
OG0008125	Xenia|LOC124437029	Hydractinia|LOC130613822
OG0008126	Xenia|LOC124447703	Hydractinia|LOC130613826
OG0008127	Xenia|LOC124453340	Hydractinia|LOC130613816
OG0008128	Xenia|LOC124436188	Hydractinia|LOC130613778
OG0008129	Xenia|LOC124437658	Hydractinia|LOC130614189
OG0008130	Xenia|LOC124437664	Hydractinia|LOC130614892
OG0008131	Xenia|LOC124437362	Hydractinia|LOC130614054
OG0008132	Xenia|LOC124436291	Hydractinia|LOC130613786
OG0008133	Xenia|LOC124436283	Hydractinia|LOC130613665
OG0008134	Xenia|LOC124436391	Hydractinia|LOC130614013
OG0008135	Xenia|LOC124448495	Hydractinia|LOC130613860
OG0008136	Xenia|LOC124442366	Hydractinia|LOC130614896
OG0008137	Xenia|LOC124439337	Hydractinia|LOC130613824
OG0008138	Xenia|LOC124446957	Hydractinia|LOC130636366
OG0008140	Xenia|LOC124441079	Hydractinia|LOC130644521
OG0008141	Xenia|LOC124441474	Hydractinia|LOC130644501
OG0008142	Xenia|LOC124442411	Hydractinia|LOC130645647
OG0008143	Xenia|LOC124444693	Hydractinia|LOC130644641
OG0008144	Xenia|LOC124437077	Hydractinia|LOC130614175
OG0008145	Xenia|LOC124436951	Hydractinia|LOC130613705
OG0008146	Xenia|LOC124452248	Hydractinia|LOC130614479
OG0008147	Xenia|LOC124443055	Hydractinia|LOC130656524
OG0008148	Xenia|LOC124452681	Hydractinia|LOC130657051
OG0008149	Xenia|LOC124443882	Hydractinia|LOC130644355
OG0008150	Xenia|LOC124444609	Hydractinia|LOC130644354
OG0008151	Xenia|LOC124443676	Hydractinia|LOC130644353
OG0008152	Xenia|LOC124442403	Hydractinia|LOC130645548
OG0008153	Xenia|LOC124449618	Hydractinia|LOC130649558
OG0008154	Xenia|LOC124433592	Hydractinia|LOC130648369
OG0008155	Xenia|LOC124448356	Hydractinia|LOC130649155
OG0008156	Xenia|LOC124449831	Hydractinia|LOC130648725
OG0008157	Xenia|LOC124434529	Hydractinia|LOC130626040
OG0008158	Xenia|LOC124434429	Hydractinia|LOC130625460
OG0008159	Xenia|LOC124434177	Hydractinia|LOC130626155
OG0008160	Xenia|LOC124434983	Hydractinia|LOC130625632
OG0008161	Xenia|LOC124435408	Hydractinia|LOC130625373
OG0008162	Xenia|LOC124434559	Hydractinia|LOC130625426
OG0008163	Xenia|LOC124434383	Hydractinia|LOC130626062
OG0008164	Xenia|LOC124434489	Hydractinia|LOC130625326
OG0008165	Xenia|LOC124440356	Hydractinia|LOC130626182
OG0008166	Xenia|LOC124434228	Hydractinia|LOC130625736
OG0008167	Xenia|LOC124435670	Hydractinia|LOC130625402
OG0008168	Xenia|LOC124439492	Hydractinia|LOC130624986
OG0008169	Xenia|LOC124434875	Hydractinia|LOC130625509
OG0008170	Xenia|LOC124435387	Hydractinia|LOC130626086
OG0008171	Xenia|LOC124434201	Hydractinia|LOC130625005
OG0008172	Xenia|LOC124447857	Hydractinia|LOC130649613
OG0008173	Xenia|LOC124448370	Hydractinia|LOC130648794
OG0008174	Xenia|LOC124448429	Hydractinia|LOC130649077
OG0008175	Xenia|LOC124449268	Hydractinia|LOC130649074
OG0008176	Xenia|LOC124448579	Hydractinia|LOC130648720
OG0008177	Xenia|LOC124449310	Hydractinia|LOC130649625
OG0008178	Xenia|LOC124441444	Hydractinia|LOC130654764
OG0008179	Xenia|LOC124452479	Hydractinia|LOC130653964
OG0008180	Xenia|LOC124458007	Hydractinia|LOC130655441
OG0008181	Xenia|LOC124446542	Hydractinia|LOC130658044
OG0008182	Xenia|LOC124442806	Hydractinia|LOC130656591
OG0008183	Xenia|LOC124442600	Hydractinia|LOC130656464
OG0008184	Xenia|LOC124443056	Hydractinia|LOC130656596
OG0008185	Xenia|LOC124441756	Hydractinia|LOC130656415
OG0008186	Xenia|LOC124443582	Hydractinia|LOC130656225
OG0008187	Xenia|LOC124452283	Hydractinia|LOC130656226
OG0008188	Xenia|LOC124443095	Hydractinia|LOC130657169
OG0008189	Xenia|LOC124447247	Hydractinia|LOC130636356
OG0008190	Xenia|LOC124446199	Hydractinia|LOC130636702
OG0008191	Xenia|LOC124445269	Hydractinia|LOC130635650
OG0008192	Xenia|LOC124446257	Hydractinia|LOC130636696
OG0008193	Xenia|LOC124447543	Hydractinia|LOC130654478
OG0008194	Xenia|LOC124445315	Hydractinia|LOC130654476
OG0008195	Xenia|LOC124448672	Hydractinia|LOC130648816
OG0008196	Xenia|LOC124447754	Hydractinia|LOC130648819
OG0008197	Xenia|LOC124452158	Hydractinia|LOC130646361
OG0008198	Xenia|LOC124447265	Hydractinia|LOC130636497
OG0008199	Xenia|LOC124447549	Hydractinia|LOC130636331
OG0008200	Xenia|LOC124447168	Hydractinia|LOC130636360
OG0008201	Xenia|LOC124437060	Hydractinia|LOC130614080
OG0008202	Xenia|LOC124446246	Hydractinia|LOC130636359
OG0008203	Xenia|LOC124446513	Hydractinia|LOC130636358
OG0008204	Xenia|LOC124448838	Hydractinia|LOC130649654
OG0008205	Xenia|LOC124448472	Hydractinia|LOC130648399
OG0008206	Xenia|LOC124448453	Hydractinia|LOC130648400
OG0008207	Xenia|LOC124449601	Hydractinia|LOC130648410
OG0008208	Xenia|LOC124449853	Hydractinia|LOC130648403
OG0008209	Xenia|LOC124448368	Hydractinia|LOC130648814
OG0008211	Xenia|LOC124446002	Hydractinia|LOC130636005
OG0008212	Xenia|LOC124446416	Hydractinia|LOC130635773
OG0008213	Xenia|LOC124453161	Hydractinia|LOC130641987
OG0008214	Xenia|LOC124456315	Hydractinia|LOC130628816
OG0008216	Xenia|LOC124439323	Hydractinia|LOC130662490
OG0008217	Xenia|LOC124452519	Hydractinia|LOC130641261
OG0008218	Xenia|LOC124444062	Hydractinia|LOC130641257
OG0008219	Xenia|LOC124441708	Hydractinia|LOC130656942
OG0008220	Xenia|LOC124452822	Hydractinia|LOC130641953
OG0008221	Xenia|LOC124453745	Hydractinia|LOC130640964
OG0008222	Xenia|LOC124442597	Hydractinia|LOC130641952
OG0008223	Xenia|LOC124440770	Hydractinia|LOC130649156
OG0008224	Xenia|LOC124439358	Hydractinia|LOC130654284
OG0008225	Xenia|LOC124445361	Hydractinia|LOC130654292
OG0008226	Xenia|LOC124446408	Hydractinia|LOC130654099
OG0008228	Xenia|LOC124439371	Hydractinia|LOC130612035, Hydractinia|LOC130662450
OG0008230	Xenia|LOC124457981	Hydractinia|LOC130613149
OG0008231	Xenia|LOC124438265	Hydractinia|LOC130662775
OG0008232	Xenia|LOC124445675	Hydractinia|LOC130653683
OG0008233	Xenia|LOC124445672	Hydractinia|LOC130653684
OG0008234	Xenia|LOC124445648	Hydractinia|LOC130656056
OG0008235	Xenia|LOC124445887	Hydractinia|LOC130655162
OG0008236	Xenia|LOC124439570	Hydractinia|LOC130653922
OG0008237	Xenia|LOC124439400	Hydractinia|LOC130654462
OG0008238	Xenia|LOC124446871	Hydractinia|LOC130655130
OG0008239	Xenia|LOC124446459	Hydractinia|LOC130654683
OG0008241	Xenia|LOC124439110	Hydractinia|LOC130613284
OG0008242	Xenia|LOC124445693	Hydractinia|LOC130655074
OG0008243	Xenia|LOC124445354	Hydractinia|LOC130654124
OG0008244	Xenia|LOC124446832	Hydractinia|LOC130655341
OG0008245	Xenia|LOC124445896	Hydractinia|LOC130654448
OG0008246	Xenia|LOC124438338	Hydractinia|LOC130655860
OG0008247	Xenia|LOC124439396	Hydractinia|LOC130654461
OG0008248	Xenia|LOC124445904	Hydractinia|LOC130654941
OG0008249	Xenia|LOC124452753	Hydractinia|LOC130654997
OG0008251	Xenia|LOC124439329	Hydractinia|LOC130662367
OG0008252	Xenia|LOC124443725	Hydractinia|LOC130662720
OG0008253	Xenia|LOC124452933	Hydractinia|LOC130642037
OG0008254	Xenia|LOC124452572	Hydractinia|LOC130640871, Hydractinia|LOC130640873
OG0008255	Xenia|LOC124434406	Hydractinia|LOC130654113
OG0008256	Xenia|LOC124437019	Hydractinia|LOC130654111
OG0008257	Xenia|LOC124446454	Hydractinia|LOC130655458
OG0008258	Xenia|LOC124442909	Hydractinia|LOC130647351
OG0008259	Xenia|LOC124447799	Hydractinia|LOC130647912
OG0008260	Xenia|LOC124444680	Hydractinia|LOC130622085
OG0008261	Xenia|LOC124440211	Hydractinia|LOC130621826
OG0008262	Xenia|LOC124440208	Hydractinia|LOC130621586
OG0008263	Xenia|LOC124439821	Hydractinia|LOC130621917
OG0008264	Xenia|LOC124444704	Hydractinia|LOC130621517
OG0008265	Xenia|LOC124459495	Hydractinia|LOC130622333
OG0008266	Xenia|LOC124440324	Hydractinia|LOC130621583
OG0008267	Xenia|LOC124438012	Hydractinia|LOC130622762
OG0008268	Xenia|LOC124433667	Hydractinia|LOC130621558
OG0008270	Xenia|LOC124441212	Hydractinia|LOC130656976
OG0008271	Xenia|LOC124443025	Hydractinia|LOC130657637
OG0008272	Xenia|LOC124441436	Hydractinia|LOC130657596
OG0008273	Xenia|LOC124441876	Hydractinia|LOC130656217
OG0008274	Xenia|LOC124441478	Hydractinia|LOC130657023
OG0008275	Xenia|LOC124450381	Hydractinia|LOC130657026
OG0008276	Xenia|LOC124437710	Hydractinia|LOC130629906
OG0008277	Xenia|LOC124447251	Hydractinia|LOC130654658
OG0008278	Xenia|LOC124448153	Hydractinia|LOC130653796
OG0008279	Xenia|LOC124444073	Hydractinia|LOC130642100
OG0008280	Xenia|LOC124434256	Hydractinia|LOC130613848
OG0008281	Xenia|LOC124453099	Hydractinia|LOC130641886
OG0008283	Xenia|LOC124457835	Hydractinia|LOC130648771
OG0008284	Xenia|LOC124447727	Hydractinia|LOC130648390
OG0008285	Xenia|LOC124446318	Hydractinia|LOC130636042
OG0008286	Xenia|LOC124447174	Hydractinia|LOC130636153
OG0008287	Xenia|LOC124447272	Hydractinia|LOC130636049
OG0008288	Xenia|LOC124458500	Hydractinia|LOC130648775
OG0008289	Xenia|LOC124453600	Hydractinia|LOC130636044
OG0008290	Xenia|LOC124437425	Hydractinia|LOC130614015
OG0008291	Xenia|LOC124433898	Hydractinia|LOC130625934
OG0008292	Xenia|LOC124436650	Hydractinia|LOC130613794
OG0008293	Xenia|LOC124441341	Hydractinia|LOC130613914
OG0008294	Xenia|LOC124436292	Hydractinia|LOC130614536
OG0008295	Xenia|LOC124454754	Hydractinia|LOC130612955, Hydractinia|LOC130612954
OG0008296	Xenia|LOC124437057	Hydractinia|LOC130614342
OG0008297	Xenia|LOC124450275	Hydractinia|LOC130614649
OG0008298	Xenia|LOC124436833	Hydractinia|LOC130613732
OG0008299	Xenia|LOC124446405	Hydractinia|LOC130636588
OG0008300	Xenia|LOC124445735	Hydractinia|LOC130636444
OG0008301	Xenia|LOC124435386	Hydractinia|LOC130636666
OG0008302	Xenia|LOC124447108	Hydractinia|LOC130654135
OG0008303	Xenia|LOC124441751	Hydractinia|LOC130656659
OG0008304	Xenia|LOC124445998	Hydractinia|LOC130622878
OG0008305	Xenia|LOC124438289	Hydractinia|LOC130655293
OG0008306	Xenia|LOC124439552	Hydractinia|LOC130655612
OG0008307	Xenia|LOC124446436	Hydractinia|LOC130654715
OG0008308	Xenia|LOC124453266	Hydractinia|LOC130628841
OG0008309	Xenia|LOC124453262	Hydractinia|LOC130628900
OG0008310	Xenia|LOC124445030	Hydractinia|LOC130629188
OG0008311	Xenia|LOC124444917	Hydractinia|LOC130641432
OG0008312	Xenia|LOC124443868	Hydractinia|LOC130641388
OG0008313	Xenia|LOC124453261	Hydractinia|LOC130641393
OG0008314	Xenia|LOC124444296	Hydractinia|LOC130641389
OG0008315	Xenia|LOC124435682	Hydractinia|LOC130625310
OG0008316	Xenia|LOC124434772	Hydractinia|LOC130625009
OG0008317	Xenia|LOC124434613	Hydractinia|LOC130625325
OG0008318	Xenia|LOC124434326	Hydractinia|LOC130625407
OG0008319	Xenia|LOC124434225	Hydractinia|LOC130625678
OG0008320	Xenia|LOC124434168	Hydractinia|LOC130625591
OG0008321	Xenia|LOC124440596	Hydractinia|LOC130621881
OG0008322	Xenia|LOC124439718	Hydractinia|LOC130621588
OG0008323	Xenia|LOC124438120	Hydractinia|LOC130621587
OG0008324	Xenia|LOC124440609	Hydractinia|LOC130621797
OG0008325	Xenia|LOC124445988	Hydractinia|LOC130636114
OG0008326	Xenia|LOC124446285	Hydractinia|LOC130636082
OG0008327	Xenia|LOC124440780	Hydractinia|LOC130621803
OG0008328	Xenia|LOC124445943	Hydractinia|LOC130635812
OG0008329	Xenia|LOC124446976	Hydractinia|LOC130636038
OG0008330	Xenia|LOC124434600	Hydractinia|LOC130656809
OG0008331	Xenia|LOC124438242	Hydractinia|LOC130613138
OG0008332	Xenia|LOC124450271	Hydractinia|LOC130612662
OG0008333	Xenia|LOC124438625	Hydractinia|LOC130612372
OG0008334	Xenia|LOC124442666	Hydractinia|LOC130613141
OG0008335	Xenia|LOC124438788	Hydractinia|LOC130612627
OG0008336	Xenia|LOC124438023	Hydractinia|LOC130612628
OG0008337	Xenia|LOC124440175	Hydractinia|LOC130612386
OG0008338	Xenia|LOC124452435	Hydractinia|LOC130612355
OG0008339	Xenia|LOC124452424	Hydractinia|LOC130641925
OG0008340	Xenia|LOC124453231	Hydractinia|LOC130641479
OG0008341	Xenia|LOC124444758	Hydractinia|LOC130641482
OG0008342	Xenia|LOC124434743	Hydractinia|LOC130623349
OG0008343	Xenia|LOC124459632	Hydractinia|LOC130623347
OG0008344	Xenia|LOC124435034	Hydractinia|LOC130623427
OG0008345	Xenia|LOC124435024	Hydractinia|LOC130623621
OG0008346	Xenia|LOC124435071	Hydractinia|LOC130623577
OG0008347	Xenia|LOC124434134	Hydractinia|LOC130624285
