Orthogroup	longest_isoform_XeniaProteins	longest_isoform_HydraProteins
OG0007322	Xenia|LOC124438693	Hydra|LOC101237728
OG0007324	Xenia|LOC124445822	Hydra|LOC100213305
OG0007325	Xenia|LOC124445497	Hydra|LOC100212841
OG0007326	Xenia|LOC124436285	Hydra|LOC100206435
OG0007328	Xenia|LOC124459483	Hydra|LOC100199763
OG0007329	Xenia|LOC124445306	Hydra|LOC100200722
OG0007330	Xenia|LOC124447577	Hydra|LOC100201891
OG0007331	Xenia|LOC124445964	Hydra|LOC100210180
OG0007332	Xenia|LOC124433485	Hydra|LOC100197980
OG0007333	Xenia|LOC124446480	Hydra|LOC100210426
OG0007334	Xenia|LOC124439715	Hydra|LOC100212784
OG0007335	Xenia|LOC124447548	Hydra|LOC105847860
OG0007336	Xenia|LOC124444445	Hydra|LOC100213973
OG0007337	Xenia|LOC124443701	Hydra|LOC100212454
OG0007338	Xenia|LOC124451450	Hydra|LOC100202784
OG0007340	Xenia|LOC124444985	Hydra|LOC101236131
OG0007341	Xenia|LOC124452534	Hydra|LOC100214572
OG0007342	Xenia|LOC124441319	Hydra|LOC101241742
OG0007343	Xenia|LOC124436405	Hydra|LOC100202434
OG0007344	Xenia|LOC124437094	Hydra|LOC101237034
OG0007345	Xenia|LOC124435291	Hydra|LOC101240334
OG0007346	Xenia|LOC124459046	Hydra|LOC101235133
OG0007347	Xenia|LOC124439516	Hydra|LOC100198840
OG0007348	Xenia|LOC124446773	Hydra|LOC100202656
OG0007349	Xenia|LOC124446941	Hydra|LOC100199190
OG0007350	Xenia|LOC124447469	Hydra|LOC100204560
OG0007351	Xenia|LOC124446215	Hydra|LOC100212308
OG0007352	Xenia|LOC124445646	Hydra|LOC101239711
OG0007353	Xenia|LOC124440024	Hydra|LOC100197297
OG0007354	Xenia|LOC124453770	Hydra|LOC100204143
OG0007355	Xenia|LOC124442810	Hydra|LOC100207829
OG0007356	Xenia|LOC124456539	Hydra|LOC100213205
OG0007357	Xenia|LOC124444269	Hydra|LOC100215353
OG0007358	Xenia|LOC124442684	Hydra|LOC100208954
OG0007359	Xenia|LOC124437499	Hydra|LOC100210286
OG0007360	Xenia|LOC124444398	Hydra|LOC100212561
OG0007361	Xenia|LOC124444885	Hydra|LOC100208304
OG0007362	Xenia|LOC124453762	Hydra|LOC100197413
OG0007363	Xenia|LOC124452490	Hydra|LOC100207852
OG0007364	Xenia|LOC124453628	Hydra|LOC100215039
OG0007365	Xenia|LOC124445810	Hydra|LOC100202985
OG0007366	Xenia|LOC124443621	Hydra|LOC105850118
OG0007367	Xenia|LOC124441037	Hydra|LOC100206816
OG0007368	Xenia|LOC124447081	Hydra|LOC100203155
OG0007369	Xenia|LOC124438940	Hydra|LOC100204829
OG0007370	Xenia|LOC124441955	Hydra|LOC105849422
OG0007371	Xenia|LOC124451449	Hydra|LOC100207070
OG0007373	Xenia|LOC124447861	Hydra|LOC101235214
OG0007374	Xenia|LOC124446234	Hydra|LOC101238987
OG0007375	Xenia|LOC124434953	Hydra|LOC100209701
OG0007376	Xenia|LOC124434427	Hydra|LOC100206101
OG0007377	Xenia|LOC124441734	Hydra|LOC100202798
OG0007378	Xenia|LOC124450990	Hydra|LOC100209654
OG0007379	Xenia|LOC124444099	Hydra|LOC100211580
OG0007380	Xenia|LOC124434787	Hydra|LOC100203639
OG0007381	Xenia|LOC124434741	Hydra|LOC100208905
OG0007382	Xenia|LOC124446673	Hydra|LOC100213536
OG0007383	Xenia|LOC124433930	Hydra|LOC100208099
OG0007385	Xenia|LOC124433812	Hydra|LOC100211869
OG0007386	Xenia|LOC124435090	Hydra|LOC100210111
OG0007387	Xenia|LOC124435227	Hydra|LOC101239780
OG0007388	Xenia|LOC124449841	Hydra|LOC100204879
OG0007389	Xenia|LOC124448014	Hydra|LOC100206819
OG0007390	Xenia|LOC124442259	Hydra|LOC105846731
OG0007391	Xenia|LOC124443414	Hydra|LOC100206281
OG0007392	Xenia|LOC124442753	Hydra|LOC100208718
OG0007393	Xenia|LOC124439757	Hydra|LOC100207023
OG0007394	Xenia|LOC124445439	Hydra|LOC100207015
OG0007395	Xenia|LOC124445482	Hydra|LOC100201486
OG0007396	Xenia|LOC124438582	Hydra|LOC100202489
OG0007397	Xenia|LOC124447323	Hydra|LOC100197385
OG0007398	Xenia|LOC124446538	Hydra|LOC100207720
OG0007399	Xenia|LOC124446029	Hydra|LOC100212063
OG0007400	Xenia|LOC124451506	Hydra|LOC100214290
OG0007401	Xenia|LOC124445415	Hydra|LOC100209315
OG0007402	Xenia|LOC124445489	Hydra|LOC101241424
OG0007403	Xenia|LOC124446721	Hydra|LOC100209368
OG0007404	Xenia|LOC124445862	Hydra|LOC100205554
OG0007405	Xenia|LOC124445903	Hydra|LOC100205491
OG0007406	Xenia|LOC124439798	Hydra|LOC100209532
OG0007407	Xenia|LOC124452195	Hydra|LOC100213212
OG0007408	Xenia|LOC124456319	Hydra|LOC100205984
OG0007409	Xenia|LOC124439861	Hydra|LOC100204682
OG0007410	Xenia|LOC124434641	Hydra|LOC100203935
OG0007411	Xenia|LOC124435443	Hydra|LOC124809034
OG0007413	Xenia|LOC124434968	Hydra|LOC100215100
OG0007414	Xenia|LOC124435298	Hydra|LOC100197589
OG0007415	Xenia|LOC124441555	Hydra|LOC100213010
OG0007416	Xenia|LOC124446414	Hydra|LOC101238620
OG0007417	Xenia|LOC124434195	Hydra|LOC100197170
OG0007418	Xenia|LOC124434165	Hydra|LOC100203461
OG0007419	Xenia|LOC124443097	Hydra|LOC100201975
OG0007420	Xenia|LOC124434661	Hydra|LOC101240301
OG0007421	Xenia|LOC124434359	Hydra|LOC100206710
OG0007422	Xenia|LOC124433843	Hydra|LOC100199311
OG0007425	Xenia|LOC124444954	Hydra|LOC101241140
OG0007426	Xenia|LOC124434270	Hydra|LOC100214351
OG0007427	Xenia|LOC124435645	Hydra|LOC100204864
OG0007428	Xenia|LOC124433925	Hydra|LOC100204584
OG0007429	Xenia|LOC124433840	Hydra|LOC100207419
OG0007430	Xenia|LOC124441927	Hydra|LOC101237161
OG0007431	Xenia|LOC124444350	Hydra|LOC100199504
OG0007432	Xenia|LOC124445022	Hydra|LOC101240972
OG0007433	Xenia|LOC124457745	Hydra|LOC100210003
OG0007434	Xenia|LOC124452556	Hydra|LOC105845831
OG0007435	Xenia|LOC124446900	Hydra|LOC100214162
OG0007436	Xenia|LOC124438010	Hydra|LOC100198210
OG0007437	Xenia|LOC124445362	Hydra|LOC105845113
OG0007438	Xenia|LOC124445531	Hydra|LOC100202473
OG0007439	Xenia|LOC124442797	Hydra|LOC124807899
OG0007440	Xenia|LOC124447482	Hydra|LOC100210833
OG0007441	Xenia|LOC124446596	Hydra|LOC100210542
OG0007442	Xenia|LOC124445392	Hydra|LOC100214115
OG0007443	Xenia|LOC124446888	Hydra|LOC100213803
OG0007444	Xenia|LOC124446182	Hydra|LOC100207887
OG0007445	Xenia|LOC124444307	Hydra|LOC100203387
OG0007446	Xenia|LOC124443784	Hydra|LOC100199850
OG0007447	Xenia|LOC124443073	Hydra|LOC101239444
OG0007448	Xenia|LOC124447555	Hydra|LOC100204971
OG0007449	Xenia|LOC124446232	Hydra|LOC100205466
OG0007451	Xenia|LOC124447264	Hydra|LOC100215309
OG0007452	Xenia|LOC124449267	Hydra|LOC100205708
OG0007453	Xenia|LOC124442776	Hydra|LOC105850423
OG0007454	Xenia|LOC124436730	Hydra|LOC101237887
OG0007455	Xenia|LOC124443026	Hydra|LOC100212311
OG0007456	Xenia|LOC124442652	Hydra|LOC100211808
OG0007457	Xenia|LOC124442940	Hydra|LOC100198771
OG0007458	Xenia|LOC124443617	Hydra|LOC100200866
OG0007459	Xenia|LOC124443622	Hydra|LOC100210053
OG0007460	Xenia|LOC124440911	Hydra|LOC100208892
OG0007461	Xenia|LOC124442174	Hydra|LOC100215511
OG0007462	Xenia|LOC124443658	Hydra|LOC100213734
OG0007464	Xenia|LOC124445990	Hydra|LOC105845490
OG0007465	Xenia|LOC124440903	Hydra|LOC124809231
OG0007466	Xenia|LOC124438420	Hydra|LOC100192302
OG0007467	Xenia|LOC124446884	Hydra|LOC100199962
OG0007468	Xenia|LOC124445216	Hydra|LOC100215194
OG0007469	Xenia|LOC124438603	Hydra|LOC100213782
OG0007470	Xenia|LOC124438507	Hydra|LOC100201617
OG0007471	Xenia|LOC124441158	Hydra|LOC100205982
OG0007472	Xenia|LOC124441781	Hydra|LOC101241130
OG0007473	Xenia|LOC124453674	Hydra|LOC100212797
OG0007474	Xenia|LOC124453336	Hydra|LOC100203528
OG0007475	Xenia|LOC124433981	Hydra|LOC100199168
OG0007476	Xenia|LOC124435434	Hydra|LOC100204926
OG0007477	Xenia|LOC124438597	Hydra|LOC100203435
OG0007478	Xenia|LOC124439502	Hydra|LOC100210227
OG0007479	Xenia|LOC124446504	Hydra|LOC100211118
OG0007480	Xenia|LOC124447428	Hydra|LOC100201820
OG0007481	Xenia|LOC124446852	Hydra|LOC100209198, Hydra|LOC100202765, Hydra|LOC100209512
OG0007482	Xenia|LOC124439074	Hydra|LOC100205740
OG0007483	Xenia|LOC124448766	Hydra|LOC100205086
OG0007484	Xenia|LOC124446974	Hydra|LOC100211037
OG0007485	Xenia|LOC124438288	Hydra|LOC101236472
OG0007486	Xenia|LOC124433557	Hydra|LOC100206753
OG0007487	Xenia|LOC124437854	Hydra|LOC100201361
OG0007488	Xenia|LOC124442187	Hydra|LOC100205381
OG0007489	Xenia|LOC124450983	Hydra|LOC100206187
OG0007491	Xenia|LOC124447581	Hydra|LOC100203126
OG0007492	Xenia|LOC124446823	Hydra|LOC101237120
OG0007493	Xenia|LOC124446855	Hydra|LOC100213502
OG0007494	Xenia|LOC124445605	Hydra|LOC100215523
OG0007495	Xenia|LOC124446575	Hydra|LOC100199531
OG0007496	Xenia|LOC124443675	Hydra|LOC101237737
OG0007497	Xenia|LOC124446423	Hydra|LOC124810195
OG0007498	Xenia|LOC124447560	Hydra|LOC100207504
OG0007499	Xenia|LOC124440259	Hydra|LOC100215507
OG0007500	Xenia|LOC124442875	Hydra|LOC105845494
OG0007501	Xenia|LOC124433423	Hydra|LOC100208017
OG0007503	Xenia|LOC124438214	Hydra|LOC101238286
OG0007504	Xenia|LOC124444931	Hydra|LOC100206846
OG0007505	Xenia|LOC124438789	Hydra|LOC100198630
OG0007506	Xenia|LOC124452969	Hydra|LOC100212597
OG0007507	Xenia|LOC124453626	Hydra|LOC100203600
OG0007508	Xenia|LOC124452719	Hydra|LOC100214860
OG0007509	Xenia|LOC124452951	Hydra|LOC100214367
OG0007510	Xenia|LOC124453468	Hydra|LOC100211428
OG0007511	Xenia|LOC124452643	Hydra|LOC101236767
OG0007512	Xenia|LOC124438822	Hydra|LOC100204190
OG0007513	Xenia|LOC124441168	Hydra|LOC100213546
OG0007516	Xenia|LOC124433488	Hydra|LOC100207942
OG0007518	Xenia|LOC124444961	Hydra|LOC100210265
OG0007519	Xenia|LOC124442402	Hydra|LOC100207921
OG0007520	Xenia|LOC124444530	Hydra|LOC101237560
OG0007522	Xenia|LOC124447567	Hydra|LOC100202523
OG0007524	Xenia|LOC124445087	Hydra|LOC100206290
OG0007525	Xenia|LOC124446929	Hydra|LOC100211075
OG0007526	Xenia|LOC124436579	Hydra|LOC100214070
OG0007527	Xenia|LOC124447982	Hydra|LOC100203830
OG0007528	Xenia|LOC124452922	Hydra|LOC100209823
OG0007529	Xenia|LOC124445894	Hydra|LOC100206133
OG0007530	Xenia|LOC124435898	Hydra|LOC100206956
OG0007531	Xenia|LOC124434674	Hydra|LOC100215346
OG0007532	Xenia|LOC124438497	Hydra|LOC100215156
OG0007533	Xenia|LOC124434387	Hydra|LOC101237681
OG0007534	Xenia|LOC124456241	Hydra|LOC100210826
OG0007535	Xenia|LOC124433659	Hydra|LOC100199552
OG0007536	Xenia|LOC124447094	Hydra|LOC105848451
OG0007537	Xenia|LOC124444828	Hydra|LOC100205283
OG0007538	Xenia|LOC124439560	Hydra|LOC100199873
OG0007539	Xenia|LOC124446577	Hydra|LOC101239002
OG0007540	Xenia|LOC124446715	Hydra|LOC100198906
OG0007541	Xenia|LOC124445678	Hydra|LOC100202757
OG0007543	Xenia|LOC124458215	Hydra|LOC100204451
OG0007545	Xenia|LOC124446755	Hydra|LOC100201890
OG0007546	Xenia|LOC124446691	Hydra|LOC101235666
OG0007547	Xenia|LOC124447518	Hydra|LOC100213541
OG0007550	Xenia|LOC124445259	Hydra|LOC100203284
OG0007551	Xenia|LOC124443750	Hydra|LOC100208904
OG0007552	Xenia|LOC124445377	Hydra|LOC100199104
OG0007553	Xenia|LOC124437670	Hydra|LOC100199299
OG0007554	Xenia|LOC124450662	Hydra|LOC100203701
OG0007555	Xenia|LOC124449431	Hydra|LOC100199568
OG0007556	Xenia|LOC124445748	Hydra|LOC100207428
OG0007557	Xenia|LOC124458419	Hydra|LOC100211197
OG0007558	Xenia|LOC124439060	Hydra|LOC100209553
OG0007559	Xenia|LOC124439375	Hydra|LOC100199140
OG0007561	Xenia|LOC124443870	Hydra|LOC100202812
OG0007562	Xenia|LOC124443043	Hydra|LOC100199845
OG0007564	Xenia|LOC124442974	Hydra|LOC100213223
OG0007567	Xenia|LOC124442464	Hydra|LOC100204013
OG0007568	Xenia|LOC124442162	Hydra|LOC100213359
OG0007569	Xenia|LOC124442752	Hydra|LOC100201667
OG0007570	Xenia|LOC124441315	Hydra|LOC100203960
OG0007571	Xenia|LOC124442976	Hydra|LOC100198937
OG0007573	Xenia|LOC124442989	Hydra|LOC100212662
OG0007574	Xenia|LOC124441400	Hydra|LOC100196975
OG0007575	Xenia|LOC124442677	Hydra|LOC100201134
OG0007577	Xenia|LOC124438219	Hydra|LOC101236386
OG0007578	Xenia|LOC124438850	Hydra|LOC100197754
OG0007579	Xenia|LOC124436788	Hydra|LOC100205391
OG0007580	Xenia|LOC124443023	Hydra|LOC100201631
OG0007581	Xenia|LOC124442836	Hydra|LOC100201133
OG0007582	Xenia|LOC124441210	Hydra|LOC100205878
OG0007583	Xenia|LOC124444837	Hydra|LOC100215941
OG0007584	Xenia|LOC124442164	Hydra|LOC100207390
OG0007585	Xenia|LOC124441357	Hydra|LOC100204960
OG0007586	Xenia|LOC124443093	Hydra|LOC100203295
OG0007587	Xenia|LOC124442158	Hydra|LOC100199007
OG0007588	Xenia|LOC124450371	Hydra|LOC101241287
OG0007589	Xenia|LOC124441333	Hydra|LOC100213242
OG0007590	Xenia|LOC124442674	Hydra|LOC101235068
OG0007591	Xenia|LOC124450984	gnai3
OG0007592	Xenia|LOC124447876	Hydra|LOC100202092
OG0007593	Xenia|LOC124448347	Hydra|LOC100212304
OG0007594	Xenia|LOC124446349	Hydra|LOC101241516
OG0007595	Xenia|LOC124445278	Hydra|LOC105850714
OG0007596	Xenia|LOC124445468	Hydra|LOC105848083
OG0007597	Xenia|LOC124438932	Hydra|LOC100199520
OG0007598	Xenia|LOC124446742	Hydra|LOC101237780
OG0007599	Xenia|LOC124438443	Hydra|LOC100204434
OG0007600	Xenia|LOC124446120	Hydra|LOC100207064
OG0007601	Xenia|LOC124447051	Hydra|LOC100215214
OG0007602	Xenia|LOC124445086	Hydra|LOC100199431
OG0007603	Xenia|LOC124447095	Hydra|LOC100202677
OG0007604	Xenia|LOC124447714	Hydra|LOC100200394
OG0007605	Xenia|LOC124446713	Hydra|LOC100206919
OG0007606	Xenia|LOC124446629	Hydra|LOC100199195
OG0007607	Xenia|LOC124444118	Hydra|LOC100209793
OG0007608	Xenia|LOC124443667	Hydra|LOC100214458
OG0007609	Xenia|LOC124441834	Hydra|LOC100205103
OG0007610	Xenia|LOC124440934	Hydra|LOC101238882
OG0007611	Xenia|LOC124441750	Hydra|LOC101237435
OG0007612	Xenia|LOC124444209	Hydra|LOC101238888
OG0007613	Xenia|LOC124446520	Hydra|LOC100203179
OG0007614	Xenia|LOC124447585	Hydra|LOC100211184
OG0007615	Xenia|LOC124440752	Hydra|LOC100202845
OG0007616	Xenia|LOC124446731	Hydra|LOC100201248
OG0007617	Xenia|LOC124446140	Hydra|LOC100204109
OG0007618	Xenia|LOC124450238	Hydra|LOC100198782
OG0007619	Xenia|LOC124445193	Hydra|LOC101237032
OG0007620	Xenia|LOC124445490	Hydra|LOC101236936
OG0007621	Xenia|LOC124446478	Hydra|LOC100212445
OG0007622	Xenia|LOC124447421	Hydra|LOC100206609
OG0007624	Xenia|LOC124441300	Hydra|LOC100200700
OG0007625	Xenia|LOC124444327	Hydra|LOC100212586
OG0007626	Xenia|LOC124442434	Hydra|LOC100214173
OG0007627	Xenia|LOC124446770	Hydra|LOC100210820
OG0007628	Xenia|LOC124446014	Hydra|LOC100208622
OG0007629	Xenia|LOC124447098	Hydra|LOC100212275
OG0007630	Xenia|LOC124445068	Hydra|LOC105845183
OG0007631	Xenia|LOC124446204	Hydra|LOC100206164
OG0007632	Xenia|LOC124453134	Hydra|LOC100192245
OG0007633	Xenia|LOC124453207	Hydra|LOC100201793
OG0007634	Xenia|LOC124440459	Hydra|LOC100199800
OG0007635	Xenia|LOC124453282	Hydra|LOC100211695
OG0007636	Xenia|LOC124458124	Hydra|LOC124814610
OG0007638	Xenia|LOC124452580	Hydra|LOC100199092
OG0007639	Xenia|LOC124444941	Hydra|LOC100207766
OG0007640	Xenia|LOC124456684	Hydra|LOC100205535
OG0007641	Xenia|LOC124449474	Hydra|LOC100214921
OG0007642	Xenia|LOC124457572	Hydra|LOC100213294
OG0007643	Xenia|LOC124433343	Hydra|LOC100210827
OG0007644	Xenia|LOC124459590	Hydra|LOC105844333
OG0007645	Xenia|LOC124455876	Hydra|LOC100201794
OG0007647	Xenia|LOC124453721	Hydra|LOC100203810
OG0007648	Xenia|LOC124453256	Hydra|LOC100197572
OG0007649	Xenia|LOC124453488	Hydra|LOC101238085
OG0007650	Xenia|LOC124452550	Hydra|LOC100208472
OG0007651	Xenia|LOC124436403	Hydra|LOC100201810
OG0007652	Xenia|LOC124434221	Hydra|LOC100204152
OG0007653	Xenia|LOC124436364	Hydra|LOC100213789
OG0007654	Xenia|LOC124436214	Hydra|LOC100209560
OG0007655	Xenia|LOC124437813	Hydra|LOC100215051
OG0007657	Xenia|LOC124436629	Hydra|LOC100200458
OG0007659	Xenia|LOC124445260	Hydra|LOC100199364
OG0007660	Xenia|LOC124437050	Hydra|LOC100198283
OG0007661	Xenia|LOC124436287	Hydra|LOC100215979
OG0007662	Xenia|LOC124448642	Hydra|LOC100212825
OG0007663	Xenia|LOC124443603	Hydra|LOC100211559
OG0007664	Xenia|LOC124440252	Hydra|LOC100202228
OG0007665	Xenia|LOC124439090	Hydra|LOC100199226
OG0007666	Xenia|LOC124443114	Hydra|LOC100200061
OG0007667	Xenia|LOC124446147	Hydra|LOC100212204
OG0007668	Xenia|LOC124446149	Hydra|LOC100215802
OG0007669	Xenia|LOC124439254	Hydra|LOC100211422
OG0007670	Xenia|LOC124443885	Hydra|LOC100204442
OG0007671	Xenia|LOC124438598	Hydra|LOC100199702
OG0007672	Xenia|LOC124446654	Hydra|LOC100198333
OG0007673	Xenia|LOC124438448	Hydra|LOC100208174
OG0007674	Xenia|LOC124446196	Hydra|LOC100207312
OG0007675	Xenia|LOC124444563	Hydra|LOC124819364
OG0007676	Xenia|LOC124447258	Hydra|LOC100202813
OG0007677	Xenia|LOC124440902	Hydra|LOC100203299
OG0007678	Xenia|LOC124443845	Hydra|LOC100203652
OG0007679	Xenia|LOC124450811	Hydra|LOC100207284
OG0007680	Xenia|LOC124436264	Hydra|LOC100213772
OG0007681	Xenia|LOC124451084	Hydra|LOC100202010
OG0007682	Xenia|LOC124446597	Hydra|LOC100199127
OG0007683	Xenia|LOC124447180	Hydra|LOC100211882
OG0007684	Xenia|LOC124438796	Hydra|LOC100212701
OG0007685	Xenia|LOC124439383	Hydra|LOC101235056
OG0007686	Xenia|LOC124445926	Hydra|LOC100210786
OG0007687	Xenia|LOC124447262	Hydra|LOC100211391
OG0007688	Xenia|LOC124438827	Hydra|LOC100201603
OG0007689	Xenia|LOC124438785	Hydra|LOC101234863
OG0007690	Xenia|LOC124439579	Hydra|LOC100199407
OG0007691	Xenia|LOC124438218	Hydra|LOC100212589
OG0007692	Xenia|LOC124435656	Hydra|LOC100215355
OG0007693	Xenia|LOC124433289	Hydra|LOC124811346
OG0007694	Xenia|LOC124442979	Hydra|LOC100214851
OG0007695	Xenia|LOC124441944	Hydra|LOC100199340
OG0007696	Xenia|LOC124439538	Hydra|LOC100211944
OG0007697	Xenia|LOC124443047	Hydra|LOC100202692
OG0007698	Xenia|LOC124443605	Hydra|LOC100202062
OG0007699	Xenia|LOC124437255	Hydra|LOC100199609
OG0007700	Xenia|LOC124455210	Hydra|LOC124810026
OG0007701	Xenia|LOC124450814	Hydra|LOC100214607
OG0007702	Xenia|LOC124450716	Hydra|LOC100203724
OG0007703	Xenia|LOC124445102	Hydra|LOC100209879
OG0007704	Xenia|LOC124447380	Hydra|LOC100214284
OG0007706	Xenia|LOC124446085	Hydra|LOC100202894
OG0007707	Xenia|LOC124453345	Hydra|LOC100201404
OG0007708	Xenia|LOC124433467	Hydra|LOC100214516
OG0007709	Xenia|LOC124438263	Hydra|LOC100205843
OG0007710	Xenia|LOC124445137	Hydra|LOC101238397
OG0007712	Xenia|LOC124434835	Hydra|LOC100207615
OG0007713	Xenia|LOC124443024	Hydra|LOC100210351
OG0007714	Xenia|LOC124442160	Hydra|LOC100203807
OG0007715	Xenia|LOC124434701	Hydra|LOC101235361
OG0007716	Xenia|LOC124435515	Hydra|LOC100201517
OG0007717	Xenia|LOC124441872	Hydra|LOC100211080
OG0007718	Xenia|LOC124443556	Hydra|LOC100210748
OG0007719	Xenia|LOC124443608	Hydra|LOC105849831
OG0007720	Xenia|LOC124446489	Hydra|LOC100203123
OG0007721	Xenia|LOC124446209	Hydra|LOC100211564
OG0007722	Xenia|LOC124456188	Hydra|LOC100213537
OG0007724	Xenia|LOC124434299	Hydra|LOC100208539
OG0007725	Xenia|LOC124435889	Hydra|LOC100203163
OG0007726	Xenia|LOC124436434	Hydra|LOC100201157
OG0007727	Xenia|LOC124436993	Hydra|LOC100215460
OG0007728	Xenia|LOC124436803	Hydra|LOC100214754
OG0007729	Xenia|LOC124437151	Hydra|LOC100197007
OG0007730	Xenia|LOC124437267	Hydra|LOC100211486
OG0007731	Xenia|LOC124435938	Hydra|LOC100199021
OG0007732	Xenia|LOC124452252	Hydra|LOC100213307
OG0007733	Xenia|LOC124441706	Hydra|LOC100205360
OG0007734	Xenia|LOC124452588	Hydra|LOC100198685
OG0007735	Xenia|LOC124442740	Hydra|LOC100208448
OG0007736	Xenia|LOC124441337	Hydra|LOC100214874
OG0007737	Xenia|LOC124450740	Hydra|LOC100198878
OG0007738	Xenia|LOC124441992	Hydra|LOC100199781
OG0007739	Xenia|LOC124453664	Hydra|LOC100208662
OG0007740	Xenia|LOC124444485	Hydra|LOC100208604
OG0007742	Xenia|LOC124453288	Hydra|LOC100197596
OG0007743	Xenia|LOC124453542	Hydra|LOC100200964
OG0007744	Xenia|LOC124453224	Hydra|LOC101240098
OG0007745	Xenia|LOC124444339	Hydra|LOC100199170
OG0007746	Xenia|LOC124453711	Hydra|LOC101238562
OG0007747	Xenia|LOC124452991	Hydra|LOC100200754
OG0007748	Xenia|LOC124443943	Hydra|LOC100198369
OG0007749	Xenia|LOC124444066	Hydra|LOC101236307
OG0007750	Xenia|LOC124443419	Hydra|LOC100200334
OG0007751	Xenia|LOC124442792	Hydra|LOC100204051
OG0007752	Xenia|LOC124456277	Hydra|LOC100199337
OG0007753	Xenia|LOC124433421	Hydra|LOC100209000
OG0007754	Xenia|LOC124453594	Hydra|LOC100203679
OG0007755	Xenia|LOC124450584	Hydra|LOC100211745
OG0007756	Xenia|LOC124449679	Hydra|LOC100206362
OG0007757	Xenia|LOC124449280	Hydra|LOC100209589
OG0007758	Xenia|LOC124450044	Hydra|LOC100214281
OG0007759	Xenia|LOC124433394	Hydra|LOC100202957
OG0007760	Xenia|LOC124433455	Hydra|LOC100213612
OG0007761	Xenia|LOC124450242	Hydra|LOC100198995
OG0007762	Xenia|LOC124452444	Hydra|LOC100208210
OG0007763	Xenia|LOC124448208	Hydra|LOC100203090
OG0007764	Xenia|LOC124440588	Hydra|LOC100209012
OG0007765	Xenia|LOC124441860	Hydra|LOC100205446
OG0007766	Xenia|LOC124442645	Hydra|LOC100215068
OG0007767	Xenia|LOC124450230	Hydra|LOC100208413
OG0007768	Xenia|LOC124436861	Hydra|LOC100215260
OG0007769	Xenia|LOC124453064	Hydra|LOC100210596
OG0007770	Xenia|LOC124459093	Hydra|LOC100192236
OG0007771	Xenia|LOC124435574	Hydra|LOC100215331
OG0007772	Xenia|LOC124436409	Hydra|LOC101237868
OG0007773	Xenia|LOC124435297	Hydra|LOC100205469
OG0007775	Xenia|LOC124435714	Hydra|LOC101236392
OG0007776	Xenia|LOC124435275	Hydra|LOC101236610
OG0007777	Xenia|LOC124433991	Hydra|LOC100213958
OG0007778	Xenia|LOC124434517	Hydra|LOC100201906
OG0007779	Xenia|LOC124435286	Hydra|LOC100214314
OG0007780	Xenia|LOC124435311	Hydra|LOC100215129
OG0007781	Xenia|LOC124434555	Hydra|LOC100213269
OG0007783	Xenia|LOC124450283	Hydra|LOC100208678
OG0007784	Xenia|LOC124452635	Hydra|LOC105846685
OG0007785	Xenia|LOC124439428	Hydra|LOC100215216
OG0007786	Xenia|LOC124455467	Hydra|LOC100203637
OG0007787	Xenia|LOC124438514	Hydra|LOC100200409
OG0007788	Xenia|LOC124436819	Hydra|LOC100198371
OG0007789	Xenia|LOC124438365	Hydra|LOC100207503
OG0007791	Xenia|LOC124436874	Hydra|LOC100200809
OG0007792	Xenia|LOC124439590	Hydra|LOC100213987
OG0007793	Xenia|LOC124437559	Hydra|LOC100211964
OG0007794	Xenia|LOC124434158	Hydra|LOC100215587
OG0007795	Xenia|LOC124453776	Hydra|LOC100214962
OG0007796	Xenia|LOC124453459	Hydra|LOC100211381
OG0007797	Xenia|LOC124453287	Hydra|LOC100214696
OG0007798	Xenia|LOC124447801	Hydra|LOC100198804
OG0007799	Xenia|LOC124433493	Hydra|LOC100206150
OG0007800	Xenia|LOC124453557	Hydra|LOC101238609
OG0007801	Xenia|LOC124447741	Hydra|LOC100198168
OG0007802	Xenia|LOC124453127	Hydra|LOC100204852
OG0007803	Xenia|LOC124452982	Hydra|LOC100198794
OG0007804	Xenia|LOC124453677	Hydra|LOC100210552
OG0007805	Xenia|LOC124452563	Hydra|LOC100211249
OG0007806	Xenia|LOC124444661	Hydra|LOC100207689
OG0007808	Xenia|LOC124452492	Hydra|LOC101240185
OG0007809	Xenia|LOC124441323	Hydra|LOC100203025
OG0007810	Xenia|LOC124439925	Hydra|LOC100200403
OG0007811	Xenia|LOC124433480	Hydra|LOC100210318
OG0007812	Xenia|LOC124459622	Hydra|LOC100213931
OG0007813	Xenia|LOC124434575	Hydra|LOC124808011
OG0007814	Xenia|LOC124433490	Hydra|LOC100206649
OG0007815	Xenia|LOC124440894	Hydra|LOC100197717
OG0007816	Xenia|LOC124445694	Hydra|LOC105844798
OG0007817	Xenia|LOC124442205	Hydra|LOC100198406
OG0007818	Xenia|LOC124446297	Hydra|LOC100215623
OG0007819	Xenia|LOC124436221	Hydra|LOC100202565
OG0007820	Xenia|LOC124446946	Hydra|LOC100198990
OG0007821	Xenia|LOC124439070	Hydra|LOC105846101
OG0007822	Xenia|LOC124447584	Hydra|LOC101240534
OG0007823	Xenia|LOC124446528	Hydra|LOC100199931
OG0007824	Xenia|LOC124446435	Hydra|LOC105847893
OG0007825	Xenia|LOC124452135	Hydra|LOC100192269
