Orthogroup	longest_isoform_XeniaProteins	longest_isoform_ClytiaProteins
OG0007956	Xenia|LOC124446960	Clytia|LOC037488
OG0007957	Xenia|LOC124443203	Clytia|LOC037500
OG0007958	Xenia|LOC124444638	Clytia|LOC037510
OG0007959	Xenia|LOC124444910	Clytia|LOC037547
OG0007960	Xenia|LOC124444409	Clytia|LOC037578
OG0007962	Xenia|LOC124446754	Clytia|LOC037615
OG0007963	Xenia|LOC124446316	Clytia|LOC037616
OG0007964	Xenia|LOC124446493	Clytia|LOC037620
OG0007965	Xenia|LOC124433482	Clytia|LOC037621
OG0007966	Xenia|LOC124447269	Clytia|LOC037624
OG0007967	Xenia|LOC124445275	Clytia|LOC037632
OG0007968	Xenia|LOC124444934	Clytia|LOC037633
OG0007970	Xenia|LOC124445261	Clytia|LOC037637
OG0007971	Xenia|LOC124446207	Clytia|LOC037640
OG0007972	Xenia|LOC124447509	Clytia|LOC037645
OG0007973	Xenia|LOC124433522	Clytia|LOC037651
OG0007974	Xenia|LOC124455752	Clytia|LOC037652
OG0007975	Xenia|LOC124435075	Clytia|LOC037653
OG0007976	Xenia|LOC124434080	Clytia|LOC037654
OG0007977	Xenia|LOC124434839	Clytia|LOC037657
OG0007978	Xenia|LOC124445268	Clytia|LOC037661
OG0007979	Xenia|LOC124445603	Clytia|LOC037662
OG0007981	Xenia|LOC124447558	Clytia|LOC037670
OG0007982	Xenia|LOC124446949	Clytia|LOC037671
OG0007983	Xenia|LOC124446954	Clytia|LOC037677
OG0007984	Xenia|LOC124435350	Clytia|LOC037769
OG0007985	Xenia|LOC124435419	Clytia|LOC037771
OG0007986	Xenia|LOC124443846	Clytia|LOC037778
OG0007987	Xenia|LOC124442634	Clytia|LOC037779
OG0007988	Xenia|LOC124452410	Clytia|LOC037783
OG0007989	Xenia|LOC124451061	Clytia|LOC037812
OG0007991	Xenia|LOC124452555	Clytia|LOC037889
OG0007992	Xenia|LOC124435660	Clytia|LOC037893
OG0007993	Xenia|LOC124446834	Clytia|LOC037895
OG0007994	Xenia|LOC124444105	Clytia|LOC037901
OG0007995	Xenia|LOC124444328	Clytia|LOC037906
OG0007996	Xenia|LOC124444746	Clytia|LOC037919
OG0007997	Xenia|LOC124450913	Clytia|LOC037984
OG0007998	Xenia|LOC124453722	Clytia|LOC037999
OG0007999	Xenia|LOC124436358	Clytia|LOC038002
OG0008000	Xenia|LOC124453270	Clytia|LOC038004
OG0008001	Xenia|LOC124441011	Clytia|LOC038050
OG0008002	Xenia|LOC124442879	Clytia|LOC038051
OG0008003	Xenia|LOC124445143	Clytia|LOC038054
OG0008004	Xenia|LOC124442000	Clytia|LOC038056
OG0008005	Xenia|LOC124442501	Clytia|LOC038057
OG0008006	Xenia|LOC124443785	Clytia|LOC038061
OG0008007	Xenia|LOC124452456	Clytia|LOC038069
OG0008008	Xenia|LOC124436470	Clytia|LOC038073
OG0008009	Xenia|LOC124437645	Clytia|LOC038084
OG0008010	Xenia|LOC124436194	Clytia|LOC038085
OG0008011	Xenia|LOC124436994	Clytia|LOC038107
OG0008012	Xenia|LOC124436215	Clytia|LOC038108
OG0008013	Xenia|LOC124436222	Clytia|LOC038109
OG0008014	Xenia|LOC124452741	Clytia|LOC038110
OG0008015	Xenia|LOC124437321	Clytia|LOC038113
OG0008016	Xenia|LOC124436172	Clytia|LOC038114
OG0008017	Xenia|LOC124436473	Clytia|LOC038115
OG0008018	Xenia|LOC124448911	Clytia|LOC038133
OG0008019	Xenia|LOC124455393	Clytia|LOC038134
OG0008020	Xenia|LOC124449512	Clytia|LOC038136
OG0008021	Xenia|LOC124439219	Clytia|LOC038137
OG0008022	Xenia|LOC124456386	Clytia|LOC038138
OG0008023	Xenia|LOC124448233	Clytia|LOC038150
OG0008024	Xenia|LOC124449285	Clytia|LOC038152
OG0008025	Xenia|LOC124436450	Clytia|LOC038187
OG0008026	Xenia|LOC124436868	Clytia|LOC038198
OG0008027	Xenia|LOC124437850	Clytia|LOC038201
OG0008028	Xenia|LOC124437546	Clytia|LOC038207
OG0008029	Xenia|LOC124436439	Clytia|LOC038208
OG0008030	Xenia|LOC124448068	Clytia|LOC038214
OG0008031	Xenia|LOC124444351	Clytia|LOC038262
OG0008032	Xenia|LOC124443538	Clytia|LOC038270
OG0008033	Xenia|LOC124444218	Clytia|LOC038273
OG0008034	Xenia|LOC124436679	Clytia|LOC038293
OG0008035	Xenia|LOC124437537	Clytia|LOC038294
OG0008036	Xenia|LOC124436935	Clytia|LOC038295
OG0008037	Xenia|LOC124436155	Clytia|LOC038299
OG0008038	Xenia|LOC124440624	Clytia|LOC038304
OG0008039	Xenia|LOC124439134	Clytia|LOC038312
OG0008040	Xenia|LOC124448174	Clytia|LOC038321
OG0008041	Xenia|LOC124445018	Clytia|LOC038328
OG0008042	Xenia|LOC124438668	Clytia|LOC038330
OG0008043	Xenia|LOC124442604	Clytia|LOC038334
OG0008044	Xenia|LOC124444754	Clytia|LOC038336
OG0008045	Xenia|LOC124443597	Clytia|LOC038337
OG0008046	Xenia|LOC124442722	Clytia|LOC038339
OG0008047	Xenia|LOC124443160	Clytia|LOC038353
OG0008048	Xenia|LOC124448774	Clytia|LOC038365
OG0008049	Xenia|LOC124444884	Clytia|LOC038376
OG0008050	Xenia|LOC124448636	Clytia|LOC038382
OG0008051	Xenia|LOC124444852	Clytia|LOC038385
OG0008052	Xenia|LOC124435561	Clytia|LOC038387
OG0008053	Xenia|LOC124451769	Clytia|LOC038428
OG0008054	Xenia|LOC124437066	Clytia|LOC038455
OG0008055	Xenia|LOC124437666	Clytia|LOC038461
OG0008056	Xenia|LOC124436765	Clytia|LOC038462
OG0008057	Xenia|LOC124447496	Clytia|LOC038499
OG0008058	Xenia|LOC124456372	Clytia|LOC038510
OG0008059	Xenia|LOC124445831	Clytia|LOC038515
OG0008060	Xenia|LOC124439281	Clytia|LOC038516
OG0008061	Xenia|LOC124439909	Clytia|LOC038522
OG0008062	Xenia|LOC124444377	Clytia|LOC038526
OG0008063	Xenia|LOC124441459	Clytia|LOC038527
OG0008064	Xenia|LOC124440263	Clytia|LOC038528
OG0008065	Xenia|LOC124439222	Clytia|LOC038530
OG0008066	Xenia|LOC124440363	Clytia|LOC038531
OG0008067	Xenia|LOC124444565	Clytia|LOC038542
OG0008068	Xenia|LOC124434123	Clytia|LOC038553
OG0008069	Xenia|LOC124436487	Clytia|LOC038560
OG0008071	Xenia|LOC124438360	Clytia|LOC038622
OG0008072	Xenia|LOC124437634	Clytia|LOC038625
OG0008073	Xenia|LOC124437078	Clytia|LOC038628
OG0008075	Xenia|LOC124452249	Clytia|LOC038636
OG0008076	Xenia|LOC124440706	Clytia|LOC038641
OG0008077	Xenia|LOC124440719	Clytia|LOC038642
OG0008078	Xenia|LOC124440831	Clytia|LOC038647
OG0008079	Xenia|LOC124435305	Clytia|LOC038655
OG0008080	Xenia|LOC124441394	Clytia|LOC038663
OG0008081	Xenia|LOC124437844	Clytia|LOC038666
OG0008082	Xenia|LOC124440306	Clytia|LOC038675
OG0008083	Xenia|LOC124449346	Clytia|LOC038705
OG0008084	Xenia|LOC124435429	Clytia|LOC038712
OG0008085	Xenia|LOC124458628	Clytia|LOC038767
OG0008086	Xenia|LOC124453985	Clytia|LOC038770
OG0008088	Xenia|LOC124454837	Clytia|LOC038774
OG0008089	Xenia|LOC124457137	Clytia|LOC038775
OG0008090	Xenia|LOC124447270	Clytia|LOC038776
OG0008093	Xenia|LOC124440159	Clytia|LOC038801
OG0008094	Xenia|LOC124439755	Clytia|LOC038806
OG0008095	Xenia|LOC124440846	Clytia|LOC038807
OG0008097	Xenia|LOC124440147	Clytia|LOC038812
OG0008098	Xenia|LOC124440707	Clytia|LOC038816
OG0008099	Xenia|LOC124440659	Clytia|LOC038827
OG0008100	Xenia|LOC124440407	Clytia|LOC038828
OG0008101	Xenia|LOC124442283	Clytia|LOC038836
OG0008102	Xenia|LOC124440012	Clytia|LOC038839
OG0008103	Xenia|LOC124439835	Clytia|LOC038843
OG0008104	Xenia|LOC124441396	Clytia|LOC038844
OG0008105	Xenia|LOC124440558	Clytia|LOC038849
OG0008106	Xenia|LOC124442582	Clytia|LOC038852
OG0008107	Xenia|LOC124439507	Clytia|LOC038853
OG0008108	Xenia|LOC124434507	Clytia|LOC038871
OG0008109	Xenia|LOC124452985	Clytia|LOC038872
OG0008110	Xenia|LOC124440573	Clytia|LOC038876
OG0008111	Xenia|LOC124440907	Clytia|LOC038883
OG0008112	Xenia|LOC124440646	Clytia|LOC038884
OG0008113	Xenia|LOC124440827	Clytia|LOC038887
OG0008114	Xenia|LOC124439918	Clytia|LOC038894
OG0008115	Xenia|LOC124459506	Clytia|LOC038903
OG0008116	Xenia|LOC124440057	Clytia|LOC038904
OG0008117	Xenia|LOC124453173	Clytia|LOC038948
OG0008118	Xenia|LOC124445337	Clytia|LOC038951
OG0008119	Xenia|LOC124433816	Clytia|LOC038957
OG0008120	Xenia|LOC124436925	Clytia|LOC038974
OG0008121	Xenia|LOC124437034	Clytia|LOC038978
OG0008123	Xenia|LOC124436389	Clytia|LOC038987
OG0008124	Xenia|LOC124437208	Clytia|LOC038988
OG0008125	Xenia|LOC124437029	Clytia|LOC038998
OG0008126	Xenia|LOC124447703	Clytia|LOC038999
OG0008127	Xenia|LOC124453340	Clytia|LOC039000
OG0008128	Xenia|LOC124436188	Clytia|LOC039009
OG0008129	Xenia|LOC124437658	Clytia|LOC039014
OG0008130	Xenia|LOC124437664	Clytia|LOC039015
OG0008131	Xenia|LOC124437362	Clytia|LOC039026
OG0008132	Xenia|LOC124436291	Clytia|LOC039028
OG0008133	Xenia|LOC124436283	Clytia|LOC039029
OG0008134	Xenia|LOC124436391	Clytia|LOC039030
OG0008135	Xenia|LOC124448495	Clytia|LOC039031
OG0008136	Xenia|LOC124442366	Clytia|LOC039047
OG0008137	Xenia|LOC124439337	Clytia|LOC039055
OG0008138	Xenia|LOC124446957	Clytia|LOC039069
OG0008140	Xenia|LOC124441079	Clytia|LOC039091
OG0008141	Xenia|LOC124441474	Clytia|LOC039092
OG0008142	Xenia|LOC124442411	Clytia|LOC039107
OG0008143	Xenia|LOC124444693	Clytia|LOC039110
OG0008144	Xenia|LOC124437077	Clytia|LOC039142
OG0008145	Xenia|LOC124436951	Clytia|LOC039143
OG0008146	Xenia|LOC124452248	Clytia|LOC039145
OG0008147	Xenia|LOC124443055	Clytia|LOC039165
OG0008148	Xenia|LOC124452681	Clytia|LOC039173
OG0008149	Xenia|LOC124443882	Clytia|LOC039192
OG0008150	Xenia|LOC124444609	Clytia|LOC039194
OG0008151	Xenia|LOC124443676	Clytia|LOC039195
OG0008152	Xenia|LOC124442403	Clytia|LOC039196
OG0008153	Xenia|LOC124449618	Clytia|LOC039240
OG0008154	Xenia|LOC124433592	Clytia|LOC039245
OG0008155	Xenia|LOC124448356	Clytia|LOC039253
OG0008156	Xenia|LOC124449831	Clytia|LOC039257
OG0008157	Xenia|LOC124434529	Clytia|LOC039283
OG0008158	Xenia|LOC124434429	Clytia|LOC039284
OG0008159	Xenia|LOC124434177	Clytia|LOC039289
OG0008160	Xenia|LOC124434983	Clytia|LOC039290
OG0008161	Xenia|LOC124435408	Clytia|LOC039293
OG0008162	Xenia|LOC124434559	Clytia|LOC039297
OG0008163	Xenia|LOC124434383	Clytia|LOC039298
OG0008164	Xenia|LOC124434489	Clytia|LOC039300
OG0008165	Xenia|LOC124440356	Clytia|LOC039301
OG0008166	Xenia|LOC124434228	Clytia|LOC039302
OG0008167	Xenia|LOC124435670	Clytia|LOC039303
OG0008168	Xenia|LOC124439492	Clytia|LOC039304
OG0008169	Xenia|LOC124434875	Clytia|LOC039305
OG0008170	Xenia|LOC124435387	Clytia|LOC039307
OG0008171	Xenia|LOC124434201	Clytia|LOC039309
OG0008172	Xenia|LOC124447857	Clytia|LOC039346
OG0008173	Xenia|LOC124448370	Clytia|LOC039349
OG0008174	Xenia|LOC124448429	Clytia|LOC039356
OG0008175	Xenia|LOC124449268	Clytia|LOC039359
OG0008176	Xenia|LOC124448579	Clytia|LOC039361
OG0008177	Xenia|LOC124449310	Clytia|LOC039362
OG0008178	Xenia|LOC124441444	Clytia|LOC039389
OG0008179	Xenia|LOC124452479	Clytia|LOC039394
OG0008180	Xenia|LOC124458007	Clytia|LOC039396
OG0008181	Xenia|LOC124446542	Clytia|LOC039428
OG0008182	Xenia|LOC124442806	Clytia|LOC039437
OG0008183	Xenia|LOC124442600	Clytia|LOC039440
OG0008184	Xenia|LOC124443056	Clytia|LOC039443
OG0008185	Xenia|LOC124441756	Clytia|LOC039444
OG0008186	Xenia|LOC124443582	Clytia|LOC039451
OG0008187	Xenia|LOC124452283	Clytia|LOC039453
OG0008188	Xenia|LOC124443095	Clytia|LOC039479
OG0008189	Xenia|LOC124447247	Clytia|LOC039487
OG0008190	Xenia|LOC124446199	Clytia|LOC039494
OG0008191	Xenia|LOC124445269	Clytia|LOC039496
OG0008192	Xenia|LOC124446257	Clytia|LOC039497
OG0008193	Xenia|LOC124447543	Clytia|LOC039498
OG0008194	Xenia|LOC124445315	Clytia|LOC039500
OG0008195	Xenia|LOC124448672	Clytia|LOC039516
OG0008196	Xenia|LOC124447754	Clytia|LOC039525
OG0008197	Xenia|LOC124452158	Clytia|LOC039599
OG0008198	Xenia|LOC124447265	Clytia|LOC039637
OG0008199	Xenia|LOC124447549	Clytia|LOC039645
OG0008200	Xenia|LOC124447168	Clytia|LOC039647
OG0008201	Xenia|LOC124437060	Clytia|LOC039650
OG0008202	Xenia|LOC124446246	Clytia|LOC039668
OG0008203	Xenia|LOC124446513	Clytia|LOC039669
OG0008204	Xenia|LOC124448838	Clytia|LOC039699
OG0008205	Xenia|LOC124448472	Clytia|LOC039701
OG0008206	Xenia|LOC124448453	Clytia|LOC039702
OG0008207	Xenia|LOC124449601	Clytia|LOC039703
OG0008208	Xenia|LOC124449853	Clytia|LOC039704
OG0008209	Xenia|LOC124448368	Clytia|LOC039705
OG0008211	Xenia|LOC124446002	Clytia|LOC039764
OG0008212	Xenia|LOC124446416	Clytia|LOC039777
OG0008213	Xenia|LOC124453161	Clytia|LOC039814
OG0008214	Xenia|LOC124456315	Clytia|LOC039816
OG0008216	Xenia|LOC124439323	Clytia|LOC039827
OG0008217	Xenia|LOC124452519	Clytia|LOC039854
OG0008218	Xenia|LOC124444062	Clytia|LOC039855
OG0008219	Xenia|LOC124441708	Clytia|LOC039866
OG0008220	Xenia|LOC124452822	Clytia|LOC039886
OG0008221	Xenia|LOC124453745	Clytia|LOC039887
OG0008222	Xenia|LOC124442597	Clytia|LOC039895
OG0008223	Xenia|LOC124440770	Clytia|LOC039899
OG0008224	Xenia|LOC124439358	Clytia|LOC039919
OG0008225	Xenia|LOC124445361	Clytia|LOC039920
OG0008226	Xenia|LOC124446408	Clytia|LOC039924
OG0008228	Xenia|LOC124439371	Clytia|LOC040001
OG0008229	Xenia|LOC124434153	Clytia|LOC040027
OG0008230	Xenia|LOC124457981	Clytia|LOC040037
OG0008231	Xenia|LOC124438265	Clytia|LOC040038
OG0008232	Xenia|LOC124445675	Clytia|LOC040043
OG0008233	Xenia|LOC124445672	Clytia|LOC040044
OG0008234	Xenia|LOC124445648	Clytia|LOC040047
OG0008235	Xenia|LOC124445887	Clytia|LOC040048
OG0008236	Xenia|LOC124439570	Clytia|LOC040051
OG0008237	Xenia|LOC124439400	Clytia|LOC040052
OG0008238	Xenia|LOC124446871	Clytia|LOC040054
OG0008239	Xenia|LOC124446459	Clytia|LOC040055
OG0008241	Xenia|LOC124439110	Clytia|LOC040065
OG0008242	Xenia|LOC124445693	Clytia|LOC040067
OG0008243	Xenia|LOC124445354	Clytia|LOC040070
OG0008244	Xenia|LOC124446832	Clytia|LOC040071
OG0008245	Xenia|LOC124445896	Clytia|LOC040072
OG0008246	Xenia|LOC124438338	Clytia|LOC040075
OG0008247	Xenia|LOC124439396	Clytia|LOC040076
OG0008248	Xenia|LOC124445904	Clytia|LOC040077
OG0008249	Xenia|LOC124452753	Clytia|LOC040078
OG0008251	Xenia|LOC124439329	Clytia|LOC040148
OG0008252	Xenia|LOC124443725	Clytia|LOC040160
OG0008253	Xenia|LOC124452933	Clytia|LOC040168
OG0008254	Xenia|LOC124452572	Clytia|LOC040175
OG0008255	Xenia|LOC124434406	Clytia|LOC040193
OG0008256	Xenia|LOC124437019	Clytia|LOC040194
OG0008257	Xenia|LOC124446454	Clytia|LOC040197
OG0008258	Xenia|LOC124442909	Clytia|LOC040210
OG0008259	Xenia|LOC124447799	Clytia|LOC040214
OG0008260	Xenia|LOC124444680	Clytia|LOC040226
OG0008261	Xenia|LOC124440211	Clytia|LOC040228
OG0008262	Xenia|LOC124440208	Clytia|LOC040238
OG0008263	Xenia|LOC124439821	Clytia|LOC040239
OG0008264	Xenia|LOC124444704	Clytia|LOC040243
OG0008265	Xenia|LOC124459495	Clytia|LOC040258
OG0008266	Xenia|LOC124440324	Clytia|LOC040261
OG0008267	Xenia|LOC124438012	Clytia|LOC040265
OG0008268	Xenia|LOC124433667	Clytia|LOC040266
OG0008270	Xenia|LOC124441212	Clytia|LOC040312
OG0008271	Xenia|LOC124443025	Clytia|LOC040316
OG0008272	Xenia|LOC124441436	Clytia|LOC040318
OG0008273	Xenia|LOC124441876	Clytia|LOC040319
OG0008274	Xenia|LOC124441478	Clytia|LOC040320
OG0008275	Xenia|LOC124450381	Clytia|LOC040321
OG0008276	Xenia|LOC124437710	Clytia|LOC040344
OG0008277	Xenia|LOC124447251	Clytia|LOC040358
OG0008278	Xenia|LOC124448153	Clytia|LOC040368
OG0008279	Xenia|LOC124444073	Clytia|LOC040409
OG0008280	Xenia|LOC124434256	Clytia|LOC040411
OG0008281	Xenia|LOC124453099	Clytia|LOC040463
OG0008283	Xenia|LOC124457835	Clytia|LOC040490
OG0008284	Xenia|LOC124447727	Clytia|LOC040498
OG0008285	Xenia|LOC124446318	Clytia|LOC040504
OG0008286	Xenia|LOC124447174	Clytia|LOC040505
OG0008287	Xenia|LOC124447272	Clytia|LOC040506
OG0008288	Xenia|LOC124458500	Clytia|LOC040519
OG0008289	Xenia|LOC124453600	Clytia|LOC040537
OG0008290	Xenia|LOC124437425	Clytia|LOC040562
OG0008291	Xenia|LOC124433898	Clytia|LOC040578
OG0008292	Xenia|LOC124436650	Clytia|LOC040596
OG0008293	Xenia|LOC124441341	Clytia|LOC040599
OG0008294	Xenia|LOC124436292	Clytia|LOC040601
OG0008295	Xenia|LOC124454754	Clytia|LOC040603
OG0008296	Xenia|LOC124437057	Clytia|LOC040605
OG0008297	Xenia|LOC124450275	Clytia|LOC040610
OG0008298	Xenia|LOC124436833	Clytia|LOC040613
OG0008299	Xenia|LOC124446405	Clytia|LOC040665
OG0008300	Xenia|LOC124445735	Clytia|LOC040677
OG0008301	Xenia|LOC124435386	Clytia|LOC040693
OG0008302	Xenia|LOC124447108	Clytia|LOC040720
OG0008303	Xenia|LOC124441751	Clytia|LOC040725
OG0008304	Xenia|LOC124445998	Clytia|LOC040728
OG0008305	Xenia|LOC124438289	Clytia|LOC040729
OG0008306	Xenia|LOC124439552	Clytia|LOC040732
OG0008307	Xenia|LOC124446436	Clytia|LOC040733
OG0008308	Xenia|LOC124453266	Clytia|LOC040752
OG0008309	Xenia|LOC124453262	Clytia|LOC040757
OG0008310	Xenia|LOC124445030	Clytia|LOC040782
OG0008311	Xenia|LOC124444917	Clytia|LOC040819
OG0008312	Xenia|LOC124443868	Clytia|LOC040821
OG0008313	Xenia|LOC124453261	Clytia|LOC040822
OG0008314	Xenia|LOC124444296	Clytia|LOC040823
OG0008315	Xenia|LOC124435682	Clytia|LOC040863
OG0008316	Xenia|LOC124434772	Clytia|LOC040876
OG0008317	Xenia|LOC124434613	Clytia|LOC040881
OG0008318	Xenia|LOC124434326	Clytia|LOC040883
OG0008319	Xenia|LOC124434225	Clytia|LOC040887
OG0008320	Xenia|LOC124434168	Clytia|LOC040888
OG0008321	Xenia|LOC124440596	Clytia|LOC040915
OG0008322	Xenia|LOC124439718	Clytia|LOC040917
OG0008323	Xenia|LOC124438120	Clytia|LOC040918
OG0008324	Xenia|LOC124440609	Clytia|LOC040919
OG0008325	Xenia|LOC124445988	Clytia|LOC040921
OG0008326	Xenia|LOC124446285	Clytia|LOC040923
OG0008327	Xenia|LOC124440780	Clytia|LOC040926
OG0008328	Xenia|LOC124445943	Clytia|LOC040936
OG0008329	Xenia|LOC124446976	Clytia|LOC040937
OG0008330	Xenia|LOC124434600	Clytia|LOC040946
OG0008331	Xenia|LOC124438242	Clytia|LOC040972
OG0008332	Xenia|LOC124450271	Clytia|LOC040974
OG0008333	Xenia|LOC124438625	Clytia|LOC040981
OG0008334	Xenia|LOC124442666	Clytia|LOC040993
OG0008335	Xenia|LOC124438788	Clytia|LOC041001
OG0008336	Xenia|LOC124438023	Clytia|LOC041002
OG0008337	Xenia|LOC124440175	Clytia|LOC041004
OG0008338	Xenia|LOC124452435	Clytia|LOC041008
OG0008339	Xenia|LOC124452424	Clytia|LOC041047
OG0008340	Xenia|LOC124453231	Clytia|LOC041049
OG0008341	Xenia|LOC124444758	Clytia|LOC041066
OG0008342	Xenia|LOC124434743	Clytia|LOC041087
OG0008343	Xenia|LOC124459632	Clytia|LOC041088
OG0008344	Xenia|LOC124435034	Clytia|LOC041094
OG0008345	Xenia|LOC124435024	Clytia|LOC041096
OG0008346	Xenia|LOC124435071	Clytia|LOC041099
OG0008347	Xenia|LOC124434134	Clytia|LOC041101
OG0008348	Xenia|LOC124435302	Clytia|LOC041104
OG0008349	Xenia|LOC124434950	Clytia|LOC041106
OG0008350	Xenia|LOC124443782	Clytia|LOC041136
OG0008351	Xenia|LOC124443820	Clytia|LOC041146
OG0008352	Xenia|LOC124447911	Clytia|LOC041157
OG0008353	Xenia|LOC124448676	Clytia|LOC041159
OG0008354	Xenia|LOC124449562	Clytia|LOC041163
OG0008355	Xenia|LOC124449480	Clytia|LOC041169
OG0008356	Xenia|LOC124448795	Clytia|LOC041174
OG0008357	Xenia|LOC124437808	Clytia|LOC041225
OG0008358	Xenia|LOC124437403	Clytia|LOC041231
OG0008359	Xenia|LOC124435548	Clytia|LOC041242
OG0008360	Xenia|LOC124445449	Clytia|LOC041243
OG0008361	Xenia|LOC124447794	Clytia|LOC041288
OG0008362	Xenia|LOC124448338	Clytia|LOC041299
OG0008363	Xenia|LOC124450912	Clytia|LOC041309
OG0008364	Xenia|LOC124436628	Clytia|LOC041310
OG0008365	Xenia|LOC124449426	Clytia|LOC041311
OG0008366	Xenia|LOC124449432	Clytia|LOC041313
OG0008367	Xenia|LOC124449556	Clytia|LOC041315
OG0008368	Xenia|LOC124447772	Clytia|LOC041325
OG0008369	Xenia|LOC124458865	Clytia|LOC041328
OG0008370	Xenia|LOC124453631	Clytia|LOC041330
OG0008371	Xenia|LOC124440368	Clytia|LOC041338
OG0008373	Xenia|LOC124438243	Clytia|LOC041381
OG0008374	Xenia|LOC124434358	Clytia|LOC041397
OG0008375	Xenia|LOC124435194	Clytia|LOC041408
OG0008376	Xenia|LOC124435685	Clytia|LOC041413
OG0008377	Xenia|LOC124453627	Clytia|LOC041415
OG0008378	Xenia|LOC124453717	Clytia|LOC041417
OG0008379	Xenia|LOC124433777	Clytia|LOC041451
OG0008380	Xenia|LOC124434882	Clytia|LOC041456
OG0008381	Xenia|LOC124443482	Clytia|LOC041464
OG0008383	Xenia|LOC124438307	Clytia|LOC041558
OG0008384	Xenia|LOC124438958	Clytia|LOC041559
OG0008385	Xenia|LOC124447120	Clytia|LOC041563
OG0008386	Xenia|LOC124454023	Clytia|LOC041568
OG0008387	Xenia|LOC124458280	Clytia|LOC041569
OG0008388	Xenia|LOC124446727	Clytia|LOC041575
OG0008389	Xenia|LOC124451096	Clytia|LOC041606
OG0008390	Xenia|LOC124454975	Clytia|LOC041608
OG0008391	Xenia|LOC124443340	Clytia|LOC041610
OG0008392	Xenia|LOC124442425	Clytia|LOC041615
OG0008393	Xenia|LOC124441035	Clytia|LOC041616
OG0008394	Xenia|LOC124438698	Clytia|LOC041623
OG0008395	Xenia|LOC124450767	Clytia|LOC041628
OG0008396	Xenia|LOC124441060	Clytia|LOC041629
OG0008397	Xenia|LOC124456082	Clytia|LOC041632
OG0008398	Xenia|LOC124442741	Clytia|LOC041634
OG0008399	Xenia|LOC124441329	Clytia|LOC041635
OG0008400	Xenia|LOC124441105	Clytia|LOC041636
OG0008401	Xenia|LOC124442640	Clytia|LOC041641
OG0008402	Xenia|LOC124436213	Clytia|LOC041679
OG0008403	Xenia|LOC124446017	Clytia|LOC041682
OG0008404	Xenia|LOC124439869	Clytia|LOC041704
OG0008405	Xenia|LOC124440828	Clytia|LOC041707
OG0008406	Xenia|LOC124440036	Clytia|LOC041719
OG0008407	Xenia|LOC124437665	Clytia|LOC041727
OG0008408	Xenia|LOC124441831	Clytia|LOC041733
OG0008409	Xenia|LOC124438388	Clytia|LOC041745
OG0008410	Xenia|LOC124439676	Clytia|LOC041747
OG0008411	Xenia|LOC124439289	Clytia|LOC041748
OG0008412	Xenia|LOC124438229	Clytia|LOC041751
OG0008413	Xenia|LOC124444019	Clytia|LOC041752
OG0008414	Xenia|LOC124438116	Clytia|LOC041754
OG0008415	Xenia|LOC124438135	Clytia|LOC041758
OG0008416	Xenia|LOC124439556	Clytia|LOC041762
OG0008417	Xenia|LOC124444183	Clytia|LOC041765
OG0008418	Xenia|LOC124438794	Clytia|LOC041766
OG0008419	Xenia|LOC124433432	Clytia|LOC041780
OG0008420	Xenia|LOC124439927	Clytia|LOC041816
OG0008421	Xenia|LOC124442907, Xenia|LOC124436420	Clytia|LOC041818
OG0008422	Xenia|LOC124441480	Clytia|LOC041822
OG0008423	Xenia|LOC124450805	Clytia|LOC041824
OG0008424	Xenia|LOC124440500	Clytia|LOC041829
OG0008425	Xenia|LOC124444636	Clytia|LOC041833
OG0008426	Xenia|LOC124440503	Clytia|LOC041834
OG0008427	Xenia|LOC124440553	Clytia|LOC041836
OG0008428	Xenia|LOC124435283	Clytia|LOC041837
OG0008429	Xenia|LOC124440821	Clytia|LOC041839
OG0008430	Xenia|LOC124440769	Clytia|LOC041840
OG0008431	Xenia|LOC124442028	Clytia|LOC041841
OG0008432	Xenia|LOC124439884	Clytia|LOC041852
OG0008433	Xenia|LOC124440253	Clytia|LOC041854
OG0008434	Xenia|LOC124440695	Clytia|LOC041861
OG0008435	Xenia|LOC124448114	Clytia|LOC041884
OG0008436	Xenia|LOC124444265	Clytia|LOC041911
OG0008437	Xenia|LOC124449714	Clytia|LOC041920
OG0008438	Xenia|LOC124434289	Clytia|LOC041924
OG0008439	Xenia|LOC124433419	Clytia|LOC041947
OG0008440	Xenia|LOC124447248	Clytia|LOC041950
OG0008441	Xenia|LOC124436544, Xenia|LOC124436527	Clytia|LOC041975
OG0008442	Xenia|LOC124436227	Clytia|LOC041980
OG0008443	Xenia|LOC124444434	Clytia|LOC041990
OG0008444	Xenia|LOC124436774	Clytia|LOC041991
OG0008445	Xenia|LOC124444927	Clytia|LOC041993
OG0008446	Xenia|LOC124435894	Clytia|LOC041996
OG0008447	Xenia|LOC124437017	Clytia|LOC042013
OG0008448	Xenia|LOC124453283	Clytia|LOC042014
OG0008449	Xenia|LOC124441236	Clytia|LOC042077
OG0008451	Xenia|LOC124445043	Clytia|LOC042087
OG0008452	Xenia|LOC124439650	Clytia|LOC042088
OG0008453	Xenia|LOC124438367	Clytia|LOC042090
OG0008454	Xenia|LOC124439605	Clytia|LOC042095
OG0008455	Xenia|LOC124435719	Clytia|LOC042123
OG0008456	Xenia|LOC124445886	Clytia|LOC042124
OG0008457	Xenia|LOC124445692	Clytia|LOC042129
