Orthogroup	longest_isoform_XeniaProteins	longest_isoform_NematostellaProteins
OG0009012	Xenia|LOC124446325	Nematostella|LOC125573598, Nematostella|LOC125561309
OG0009014	Xenia|LOC124458456	Nematostella|LOC5518624, Nematostella|LOC5497468
OG0009015	Xenia|LOC124443594	Nematostella|LOC5501385
OG0009016	Xenia|LOC124459113	Nematostella|LOC5500954
OG0009017	Xenia|LOC124447642, Xenia|LOC124447635	Nematostella|LOC116613544
OG0009018	Xenia|LOC124452026	Nematostella|LOC5504058
OG0009019	Xenia|LOC124435712	Nematostella|LOC5511533
OG0009020	Xenia|LOC124450985	Nematostella|LOC5518746
OG0009021	Xenia|LOC124438500, Xenia|LOC124441381	Nematostella|LOC5505848
OG0009025	Xenia|LOC124453259	Nematostella|LOC5512637, Nematostella|LOC5512638
OG0009026	Xenia|LOC124443787	Nematostella|LOC116604443
OG0009027	Xenia|LOC124442580	Nematostella|LOC116609998, Nematostella|LOC116609997
OG0009034	Xenia|LOC124448151	Nematostella|LOC5512908
OG0009062	Xenia|LOC124457217, Xenia|LOC124454146, Xenia|LOC124454350	Nematostella|LOC5509960
OG0009065	Xenia|LOC124444370, Xenia|LOC124444378, Xenia|LOC124444375	Nematostella|LOC5521327
OG0009076	Xenia|LOC124455622	Nematostella|LOC116610900, Nematostella|LOC5518560, Nematostella|LOC5506674
OG0009077	Xenia|LOC124450334	Nematostella|LOC116613976, Nematostella|LOC5505722
OG0009079	Xenia|LOC124434001, Xenia|LOC124434004	Nematostella|LOC5525241, Nematostella|LOC5508896
OG0009080	Xenia|LOC124442265	Nematostella|LOC5513301
OG0009082	Xenia|LOC124436751	Nematostella|LOC5521606
OG0009082	Xenia|LOC124436567	Nematostella|LOC5519556
OG0009085	Xenia|LOC124454356	Nematostella|LOC5503785, Nematostella|LOC5516081
OG0009088	Xenia|LOC124444334	Nematostella|LOC116614173, Nematostella|LOC116612330, Nematostella|LOC5506517
OG0009089	Xenia|LOC124436741, Xenia|LOC124445652, Xenia|LOC124457049	Nematostella|LOC5513353
OG0009091	Xenia|LOC124435299	Nematostella|LOC5502646, Nematostella|LOC5504826
OG0009095	Xenia|LOC124443887	Nematostella|LOC116616786, Nematostella|LOC125565305, Nematostella|LOC116616785, Nematostella|LOC116619090
OG0009104	Xenia|LOC124435173, Xenia|LOC124435175, Xenia|LOC124435005, Xenia|LOC124435174	Nematostella|LOC5511127
OG0009107	Xenia|LOC124457182	Nematostella|LOC125557125, Nematostella|LOC116616959, Nematostella|LOC125567926, Nematostella|LOC116616110
OG0009108	Xenia|LOC124440641	Nematostella|LOC5507724, Nematostella|LOC5514846, Nematostella|LOC5507726, Nematostella|LOC5507725
OG0009109	Xenia|LOC124434348, Xenia|LOC124445761	Nematostella|LOC5508942, Nematostella|LOC5521764, Nematostella|LOC116615979
OG0009113	Xenia|LOC124454349	Nematostella|LOC5519816, Nematostella|LOC5514337, Nematostella|LOC5521862, Nematostella|LOC5513491
OG0009116	Xenia|LOC124448550	Nematostella|LOC5500862
OG0009116	Xenia|LOC124449417, Xenia|LOC124459628	Nematostella|LOC125560930
OG0009117	Xenia|LOC124438559	Nematostella|LOC5522051, Nematostella|LOC125560932, Nematostella|LOC116617504, Nematostella|LOC5518806
OG0009122	Xenia|LOC124455593, Xenia|LOC124443646, Xenia|LOC124457265, Xenia|LOC124443642	Nematostella|LOC116617632
OG0009126	Xenia|LOC124452559, Xenia|LOC124452557, Xenia|LOC124452558, Xenia|LOC124447189	Nematostella|LOC5522175
OG0009128	Xenia|LOC124440180, Xenia|LOC124440141, Xenia|LOC124440161, Xenia|LOC124451916	Nematostella|LOC5509048
OG0009131	Xenia|LOC124449218, Xenia|LOC124435126	Nematostella|LOC116617845, Nematostella|LOC125561765, Nematostella|LOC116617848
OG0009132	Xenia|LOC124450430, Xenia|LOC124452286, Xenia|LOC124452281	Nematostella|LOC5513073, Nematostella|LOC5513056
OG0009134	Xenia|LOC124456463, Xenia|LOC124455173, Xenia|LOC124441794, Xenia|LOC124438228	Nematostella|LOC116618984
OG0009135	Xenia|LOC124446174, Xenia|LOC124446173, Xenia|LOC124445957, Xenia|LOC124445958	Nematostella|LOC5513691
OG0009136	Xenia|LOC124449288, Xenia|LOC124445121	Nematostella|LOC116612454, Nematostella|LOC125561936, Nematostella|LOC5521928
OG0009137	Xenia|LOC124451172, Xenia|LOC124452118, Xenia|LOC124452117, Xenia|LOC124450753	Nematostella|LOC5511325
OG0009142	Xenia|LOC124444706	Nematostella|LOC5519891, Nematostella|LOC125556663, Nematostella|LOC5519809, Nematostella|LOC5511510
OG0009145	Xenia|LOC124444212	Nematostella|LOC5508355, Nematostella|LOC125567947, Nematostella|LOC116608842, Nematostella|LOC5501971
OG0009146	Xenia|LOC124440444, Xenia|LOC124440262, Xenia|LOC124440254, Xenia|LOC124440255	Nematostella|LOC5513291
OG0009153	Xenia|LOC124433907	Nematostella|LOC125570238, Nematostella|LOC125573806, Nematostella|LOC5517581, Nematostella|LOC125573807
OG0009154	Xenia|LOC124459146, Xenia|LOC124459147, Xenia|LOC124443378, Xenia|LOC124439269	Nematostella|LOC116619820
OG0009155	Xenia|LOC124438804	Nematostella|LOC5505366, Nematostella|LOC5505354
OG0009155	Xenia|LOC124438642	Nematostella|LOC5513510
OG0009156	Xenia|LOC124437439, Xenia|LOC124456835, Xenia|LOC124452069	Nematostella|LOC116612099, Nematostella|LOC5515448
OG0009160	Xenia|LOC124445702, Xenia|LOC124447177, Xenia|LOC124446477, Xenia|LOC124445699	Nematostella|LOC116610915
OG0009162	Xenia|LOC124454854, Xenia|LOC124454848, Xenia|LOC124454853, Xenia|LOC124454847	Nematostella|LOC116601228
OG0009164	Xenia|LOC124439618, Xenia|LOC124439624	Nematostella|LOC5509645, Nematostella|LOC5509644, Nematostella|LOC5509643
OG0009165	Xenia|LOC124441808, Xenia|LOC124452254, Xenia|LOC124451041, Xenia|LOC124451448	Nematostella|LOC5520624
OG0009166	Xenia|LOC124445170	Nematostella|LOC125556722, Nematostella|LOC116603656, Nematostella|LOC116603637, Nematostella|LOC116618829
OG0009167	Xenia|LOC124449525, Xenia|LOC124447644, Xenia|LOC124449524, Xenia|LOC124449136	Nematostella|LOC5518516
OG0009168	Xenia|LOC124437131, Xenia|LOC124437186, Xenia|LOC124436691, Xenia|LOC124436701	Nematostella|LOC5508059
OG0009170	Xenia|LOC124458239, Xenia|LOC124446023, Xenia|LOC124458238, Xenia|LOC124449491	Nematostella|LOC5509871
OG0009226	Xenia|LOC124458745	Nematostella|LOC5511778
OG0009228	Xenia|LOC124457671	Nematostella|LOC5517573
OG0009231	Xenia|LOC124439639	Nematostella|LOC5505343
OG0009233	Xenia|LOC124459583	Nematostella|LOC5504417
OG0009234	Xenia|LOC124450737	Nematostella|LOC5520481
OG0009240	Xenia|LOC124453672	Nematostella|LOC5516759
OG0009241	Xenia|LOC124435677	Nematostella|LOC5521793
OG0009246	Xenia|LOC124440112	Nematostella|LOC5514786
OG0009249	Xenia|LOC124438657	Nematostella|LOC116619983
OG0009251	Xenia|LOC124438555	Nematostella|LOC116618309
OG0009256	Xenia|LOC124450279	Nematostella|LOC116614805
OG0009263	Xenia|LOC124445764	Nematostella|LOC125556665
OG0009278	Xenia|LOC124436575	Nematostella|LOC5519499
OG0009283	Xenia|LOC124447210, Xenia|LOC124447185	Nematostella|LOC116619849
OG0009292	Xenia|LOC124441982	Nematostella|LOC5521257
OG0009297	Xenia|LOC124439473	Nematostella|LOC116602136
OG0009303	Xenia|LOC124437574	Nematostella|LOC5508041
OG0009307	Xenia|LOC124437652	Nematostella|LOC5521806
OG0009323	Xenia|LOC124447244	Nematostella|LOC5509519
OG0009329	Xenia|LOC124438888	Nematostella|LOC5514557
OG0009341	Xenia|LOC124433764	Nematostella|LOC5513949
OG0009343	Xenia|LOC124443039	Nematostella|LOC5510441
OG0009344	Xenia|LOC124438494	Nematostella|LOC5515657
OG0009346	Xenia|LOC124447809	Nematostella|LOC5521528
OG0009348	Xenia|LOC124438113	Nematostella|LOC5510475
OG0009350	Xenia|LOC124459606	Nematostella|LOC5521570
OG0009351	Xenia|LOC124436554	Nematostella|LOC5516304, Nematostella|LOC5508146
OG0009355	Xenia|LOC124454607	Nematostella|LOC116620692
OG0009357	Xenia|LOC124433336	Nematostella|LOC5503227
OG0009361	Xenia|LOC124438253	Nematostella|LOC5507953
OG0009364	Xenia|LOC124446095	Nematostella|LOC116614018
OG0009365	Xenia|LOC124446939	Nematostella|LOC5525170
OG0009376	Xenia|LOC124452587	Nematostella|LOC116603573
OG0009377	Xenia|LOC124453765	Nematostella|LOC5518682
OG0009383	Xenia|LOC124451019	Nematostella|LOC5513211
OG0009396	Xenia|LOC124440106	Nematostella|LOC5521870
OG0009397	Xenia|LOC124439941	Nematostella|LOC5502198
OG0009400	Xenia|LOC124446097	Nematostella|LOC5507809
OG0009405	Xenia|LOC124445394	Nematostella|LOC5509471
OG0009409	Xenia|LOC124433439	Nematostella|LOC5500961
OG0009412	Xenia|LOC124444344	Nematostella|LOC5518417
OG0009414	Xenia|LOC124448318	Nematostella|LOC5500553
OG0009418	Xenia|LOC124437167	Nematostella|LOC5505055
OG0009422	Xenia|LOC124438400	Nematostella|LOC5519302
OG0009423	Xenia|LOC124441340	Nematostella|LOC5509715
OG0009426	Xenia|LOC124446878	Nematostella|LOC116603064
OG0009430	Xenia|LOC124434491	Nematostella|LOC5509279
OG0009433	Xenia|LOC124435265	Nematostella|LOC5512346
OG0009434	Xenia|LOC124435727	Nematostella|LOC5515859
OG0009438	Xenia|LOC124444022	Nematostella|LOC5502639
OG0009439	Xenia|LOC124435533, Xenia|LOC124438669	Nematostella|LOC5514555
OG0009441	Xenia|LOC124452551	Nematostella|LOC5518173
OG0009443	Xenia|LOC124444354	Nematostella|LOC5503583
OG0009449	Xenia|LOC124440906	Nematostella|LOC5501518
OG0009451	Xenia|LOC124443672	Nematostella|LOC116618752
OG0009453	Xenia|LOC124439340	Nematostella|LOC5516235
OG0009454	Xenia|LOC124442467	Nematostella|LOC116618039
OG0009465	Xenia|LOC124436873	Nematostella|LOC5512228
OG0009467	Xenia|LOC124445436	Nematostella|LOC5518128
OG0009468	Xenia|LOC124443978	Nematostella|LOC5513832
OG0009470	Xenia|LOC124444288	Nematostella|LOC5503188
OG0009476	Xenia|LOC124440729, Xenia|LOC124440728	Nematostella|LOC5515751
OG0009478	Xenia|LOC124458095	Nematostella|LOC5510176
OG0009480	Xenia|LOC124445973	Nematostella|LOC5518899
OG0009496	Xenia|LOC124437080	Nematostella|LOC5505161
OG0009498	Xenia|LOC124435503	Nematostella|LOC5511107
OG0009504	Xenia|LOC124444727	Nematostella|LOC5521409
OG0009506	Xenia|LOC124444322	Nematostella|LOC5502647
OG0009507	Xenia|LOC124443606	Nematostella|LOC5513306
OG0009516	Xenia|LOC124440727	Nematostella|LOC5521196
OG0009520	Xenia|LOC124457736	Nematostella|LOC5517560
OG0009522	Xenia|LOC124442713, Xenia|LOC124440955	Nematostella|LOC116601131
OG0009526	Xenia|LOC124435532	Nematostella|LOC5510958
OG0009531	Xenia|LOC124452938	Nematostella|LOC5503008
OG0009534	Xenia|LOC124445059	Nematostella|LOC5521505
OG0009536	Xenia|LOC124452999	Nematostella|LOC5525265
OG0009542	Xenia|LOC124433335	Nematostella|LOC5502096
OG0009549	Xenia|LOC124433757	Nematostella|LOC5516537
OG0009557	Xenia|LOC124433788	Nematostella|LOC5522237
OG0009558	Xenia|LOC124452849	Nematostella|LOC5504088
OG0009560	Xenia|LOC124444035	Nematostella|LOC116611624
OG0009568	Xenia|LOC124457493	Nematostella|LOC5504991
OG0009572	Xenia|LOC124452625	Nematostella|LOC5504570
OG0009574	Xenia|LOC124454752	Nematostella|LOC5519906
OG0009580	Xenia|LOC124443950	Nematostella|LOC5521520
OG0009582	Xenia|LOC124437071	Nematostella|LOC5517410
OG0009586	Xenia|LOC124440107	Nematostella|LOC5521714
OG0009592	Xenia|LOC124441792	Nematostella|LOC5514930
OG0009594	Xenia|LOC124443070	Nematostella|LOC5520695
OG0009596	Xenia|LOC124435084	Nematostella|LOC5509201
OG0009601	Xenia|LOC124452693	Nematostella|LOC116615991
OG0009602	Xenia|LOC124453638	Nematostella|LOC5521672
OG0009604	Xenia|LOC124441806	Nematostella|LOC5518838
OG0009605	Xenia|LOC124445021	Nematostella|LOC5520936
OG0009608	Xenia|LOC124444733	Nematostella|LOC5521518
OG0009612	Xenia|LOC124447672	Nematostella|LOC5509595
OG0009614	Xenia|LOC124448832	Nematostella|LOC5511709
OG0009622	Xenia|LOC124443834	Nematostella|LOC5514482
OG0009626	Xenia|LOC124433287	Nematostella|LOC5508732
OG0009627	Xenia|LOC124444026	Nematostella|LOC5502635
OG0009630	Xenia|LOC124435077	Nematostella|LOC5507490
OG0009638	Xenia|LOC124445285	Nematostella|LOC5507731
OG0009641	Xenia|LOC124436134	Nematostella|LOC125568273
OG0009655	Xenia|LOC124434340	Nematostella|LOC5510683
OG0009660	Xenia|LOC124436121	Nematostella|LOC5519016, Nematostella|LOC5517169
OG0009670	Xenia|LOC124433475	Nematostella|LOC5506585
OG0009672	Xenia|LOC124445658	Nematostella|LOC5508683
OG0009677	Xenia|LOC124452665	Nematostella|LOC116613503
OG0009689	Xenia|LOC124446163	Nematostella|LOC5495971
OG0009693	Xenia|LOC124445995	Nematostella|LOC5517696
OG0009705	Xenia|LOC124446185	Nematostella|LOC5504861
OG0009706	Xenia|LOC124441748	Nematostella|LOC5514942
OG0009714	Xenia|LOC124447111	Nematostella|LOC5502431
OG0009721	Xenia|LOC124438072	Nematostella|LOC5507975
OG0009727	Xenia|LOC124443222	Nematostella|LOC5518994
OG0009732	Xenia|LOC124439186	Nematostella|LOC5503907
OG0009739	Xenia|LOC124440480	Nematostella|LOC5514826
OG0009742	Xenia|LOC124438396	Nematostella|LOC5509773
OG0009743	Xenia|LOC124440569	Nematostella|LOC5510111
OG0009750	Xenia|LOC124447695	Nematostella|LOC5504792
OG0009752	Xenia|LOC124438508, Xenia|LOC124438504	Nematostella|LOC5516226
OG0009765	Xenia|LOC124439830	Nematostella|LOC5521562
OG0009768	Xenia|LOC124434328	Nematostella|LOC5511044
OG0009770	Xenia|LOC124437865	Nematostella|LOC5503487
OG0009771	Xenia|LOC124449114	Nematostella|LOC5508377
OG0009773	Xenia|LOC124447076	Nematostella|LOC5509455
OG0009774	Xenia|LOC124444295	Nematostella|LOC5504259
OG0009777	Xenia|LOC124440782	Nematostella|LOC5521338
OG0009778	Xenia|LOC124439475	Nematostella|LOC5522216
OG0009781	Xenia|LOC124439716	Nematostella|LOC5502490
OG0009789	Xenia|LOC124433653	Nematostella|LOC5506567
OG0009790	Xenia|LOC124447535	Nematostella|LOC5507846
OG0009791	Xenia|LOC124443092	Nematostella|LOC5516000
OG0009793	Xenia|LOC124435039	Nematostella|LOC5512893
OG0009797	Xenia|LOC124446320	Nematostella|LOC5506048
OG0009802	Xenia|LOC124447442	Nematostella|LOC5506843
OG0009820	Xenia|LOC124435439	Nematostella|LOC5519739
OG0009821	Xenia|LOC124435441	Nematostella|LOC5519647
OG0009824	Xenia|LOC124435671	Nematostella|LOC5514453
OG0009825	Xenia|LOC124443741	Nematostella|LOC116604351
OG0009826	Xenia|LOC124440176	Nematostella|LOC5517123
OG0009832	Xenia|LOC124452205	Nematostella|LOC5506471
OG0009833	Xenia|LOC124433396	Nematostella|LOC5510395
OG0009836	Xenia|LOC124438828	Nematostella|LOC5503203
OG0009838	Xenia|LOC124445239	Nematostella|LOC5512325
OG0009840	Xenia|LOC124453126	Nematostella|LOC5518678
OG0009843	Xenia|LOC124441378	Nematostella|LOC5510313
OG0009853	Xenia|LOC124439896	Nematostella|LOC116613501
OG0009859	Xenia|LOC124438060	Nematostella|LOC5513463
OG0009877	Xenia|LOC124443064	Nematostella|LOC5520809
OG0009886	Xenia|LOC124434880	Nematostella|LOC5520441
OG0009893	Xenia|LOC124453168	Nematostella|LOC116601565
OG0009894	Xenia|LOC124440019	Nematostella|LOC5521353
OG0009905	Xenia|LOC124444984	Nematostella|LOC5513257
OG0009907	Xenia|LOC124452980	Nematostella|LOC5513661
OG0009920	Xenia|LOC124453401	Nematostella|LOC5508756
OG0009936	Xenia|LOC124453342	Nematostella|LOC5521132
OG0009938	Xenia|LOC124439167	Nematostella|LOC116617163
OG0009942	Xenia|LOC124433766	Nematostella|LOC5511578
OG0009952	Xenia|LOC124440851	Nematostella|LOC5525261
OG0009953	Xenia|LOC124439814	Nematostella|LOC5521639
OG0009955	Xenia|LOC124435289	Nematostella|LOC5516085
OG0009958	Xenia|LOC124435655	Nematostella|LOC5519598
OG0009985	Xenia|LOC124434744	Nematostella|LOC5519747
OG0009990	Xenia|LOC124443878	Nematostella|LOC5519483
OG0010003	Xenia|LOC124453323	Nematostella|LOC5518729
OG0010014	Xenia|LOC124448359	Nematostella|LOC5520586
OG0010015	Xenia|LOC124446125	Nematostella|LOC5503371
OG0010018	Xenia|LOC124436220	Nematostella|LOC5511903
OG0010020	Xenia|LOC124441082	Nematostella|LOC5503252
OG0010027	Xenia|LOC124438799	Nematostella|LOC5507440
OG0010048	Xenia|LOC124451941	Nematostella|LOC116605534
OG0010053	Xenia|LOC124443770	Nematostella|LOC5504930
OG0010058	Xenia|LOC124452877	Nematostella|LOC5516413
OG0010060	Xenia|LOC124436985	Nematostella|LOC5510857
OG0010063	Xenia|LOC124446356	Nematostella|LOC116616866
OG0010065	Xenia|LOC124436404	Nematostella|LOC116601605
OG0010067	Xenia|LOC124453687	Nematostella|LOC5513413
OG0010068	Xenia|LOC124446784	Nematostella|LOC5515429
OG0010069	Xenia|LOC124446124	Nematostella|LOC116614326
OG0010071	Xenia|LOC124446666	Nematostella|LOC5513558
OG0010075	Xenia|LOC124440899	Nematostella|LOC5504046
OG0010076	Xenia|LOC124453643	Nematostella|LOC5509066
OG0010077	Xenia|LOC124435546	Nematostella|LOC5517164
OG0010078	Xenia|LOC124440272	Nematostella|LOC5504261
OG0010084	Xenia|LOC124441760	Nematostella|LOC5509719
OG0010086	Xenia|LOC124438933	Nematostella|LOC5503024
OG0010088	Xenia|LOC124433567	Nematostella|LOC5519725
OG0010089	Xenia|LOC124446799	Nematostella|LOC5506061
OG0010090	Xenia|LOC124448773	Nematostella|LOC5502150
OG0010093	Xenia|LOC124445390	Nematostella|LOC5501664
OG0010095	Xenia|LOC124455188	Nematostella|LOC116601121
OG0010101	Xenia|LOC124434627	Nematostella|LOC5507270
OG0010106	Xenia|LOC124459566	Nematostella|LOC116611609
OG0010107	Xenia|LOC124442323	Nematostella|LOC116612385
OG0010114	Xenia|LOC124457414	Nematostella|LOC5509298
OG0010117	Xenia|LOC124437420	Nematostella|LOC5518096
OG0010118	Xenia|LOC124443733	Nematostella|LOC5506191
OG0010119	Xenia|LOC124442303	Nematostella|LOC5505781
OG0010121	Xenia|LOC124447500	Nematostella|LOC5511452
OG0010122	Xenia|LOC124433593	Nematostella|LOC5505272
OG0010127	Xenia|LOC124446326	Nematostella|LOC5511166
OG0010131	Xenia|LOC124452243	Nematostella|LOC116611746
OG0010132	Xenia|LOC124440580	Nematostella|LOC5514801
OG0010133	Xenia|LOC124436865	Nematostella|LOC5521508
OG0010135	Xenia|LOC124440101	Nematostella|LOC5517200
OG0010136	Xenia|LOC124438052	Nematostella|LOC5522205
OG0010137	Xenia|LOC124438331	Nematostella|LOC5515752
OG0010143	Xenia|LOC124446458	Nematostella|LOC5507818
OG0010145	Xenia|LOC124434632	Nematostella|LOC5516112
OG0010154	Xenia|LOC124441410	Nematostella|LOC5509739
OG0010158	Xenia|LOC124445396	Nematostella|LOC5517456
OG0010161	Xenia|LOC124438705	Nematostella|LOC5521968
OG0010167	Xenia|LOC124445783	Nematostella|LOC116602219
OG0010178	Xenia|LOC124434948	Nematostella|LOC5518241
OG0010183	Xenia|LOC124435273	Nematostella|LOC5511319
OG0010192	Xenia|LOC124446121	Nematostella|LOC5506741
OG0010196	Xenia|LOC124442304	Nematostella|LOC5502506
OG0010197	Xenia|LOC124439259	Nematostella|LOC5515260
OG0010200	Xenia|LOC124441759	Nematostella|LOC116614511
OG0010201	Xenia|LOC124438248	Nematostella|LOC116617174
OG0010202	Xenia|LOC124450845	Nematostella|LOC116616170
OG0010204	Xenia|LOC124441304	Nematostella|LOC5513645
OG0010206	Xenia|LOC124453015	Nematostella|LOC5513651
OG0010208	Xenia|LOC124443927	Nematostella|LOC5513243
OG0010210	Xenia|LOC124452204	Nematostella|LOC116617532
OG0010214	Xenia|LOC124443894	Nematostella|LOC116603599
OG0010215	Xenia|LOC124439286	Nematostella|LOC116618850
OG0010218	Xenia|LOC124457629	Nematostella|LOC116603018
OG0010225	Xenia|LOC124447116	Nematostella|LOC5506627
OG0010227	Xenia|LOC124434696	Nematostella|LOC5513109
OG0010229	Xenia|LOC124434779	Nematostella|LOC5502928
OG0010232	Xenia|LOC124452390	Nematostella|LOC5508748
OG0010240	Xenia|LOC124434393	Nematostella|LOC5509216
OG0010241	Xenia|LOC124435445	Nematostella|LOC5516551
OG0010243	Xenia|LOC124435230	Nematostella|LOC116604833
OG0010244	Xenia|LOC124435349	Nematostella|LOC5502937
OG0010248	Xenia|LOC124453364	Nematostella|LOC5514364
OG0010250	Xenia|LOC124433565	Nematostella|LOC5514747
OG0010254	Xenia|LOC124434782	Nematostella|LOC5506953
OG0010259	Xenia|LOC124444747	Nematostella|LOC5505716
OG0010260	Xenia|LOC124434750	Nematostella|LOC5519693
OG0010262	Xenia|LOC124433808	Nematostella|LOC5511587
OG0010267	Xenia|LOC124453297	Nematostella|LOC116619300
OG0010273	Xenia|LOC124453230	Nematostella|LOC116620845
OG0010275	Xenia|LOC124436849	Nematostella|LOC5513395
OG0010278	Xenia|LOC124443564	Nematostella|LOC5509387
OG0010279	Xenia|LOC124444608	Nematostella|LOC5509371
OG0010284	Xenia|LOC124435413	Nematostella|LOC5511656
OG0010287	Xenia|LOC124435680	Nematostella|LOC5518242
OG0010291	Xenia|LOC124436156	Nematostella|LOC5507376
OG0010292	Xenia|LOC124446090	Nematostella|LOC5515367
OG0010294	Xenia|LOC124435032	Nematostella|LOC5522370
OG0010298	Xenia|LOC124441177	Nematostella|LOC5518997
OG0010299	Xenia|LOC124437055	Nematostella|LOC5518064
OG0010303	Xenia|LOC124442233	Nematostella|LOC5508657
OG0010307	Xenia|LOC124436694	Nematostella|LOC5512246
OG0010309	Xenia|LOC124443461	Nematostella|LOC5516325
OG0010310	Xenia|LOC124437463	Nematostella|LOC5505841
OG0010312	Xenia|LOC124436444	Nematostella|LOC5518246
OG0010314	Xenia|LOC124439759	Nematostella|LOC5508760
OG0010315	Xenia|LOC124442273	Nematostella|LOC5521202
OG0010317	Xenia|LOC124440194	Nematostella|LOC5521179
OG0010320	Xenia|LOC124440699	Nematostella|LOC5514059
OG0010323	Xenia|LOC124447458	Nematostella|LOC5503860
OG0010324	Xenia|LOC124453621	Nematostella|LOC5501944
OG0010328	Xenia|LOC124448392	Nematostella|LOC5506908
OG0010329	Xenia|LOC124447399	Nematostella|LOC5510607
OG0010330	Xenia|LOC124448942	Nematostella|LOC5509537
OG0010331	Xenia|LOC124445581	Nematostella|LOC5516453
OG0010332	Xenia|LOC124445949	Nematostella|LOC5509559
OG0010339	Xenia|LOC124449032	Nematostella|LOC5507745, Nematostella|LOC125562948
OG0010340	Xenia|LOC124443627	Nematostella|LOC5521543
OG0010343	Xenia|LOC124441420	Nematostella|LOC5511944
OG0010344	Xenia|LOC124439369	Nematostella|LOC116619779
OG0010350	Xenia|LOC124442768	Nematostella|LOC5516030
OG0010353	Xenia|LOC124451311	Nematostella|LOC5515730
OG0010356	Xenia|LOC124446682	Nematostella|LOC5520025
OG0010361	Xenia|LOC124444942	Nematostella|LOC5509345
OG0010363	Xenia|LOC124439382	Nematostella|LOC5504475
OG0010364	Xenia|LOC124442270	Nematostella|LOC5509887
OG0010366	Xenia|LOC124433782	Nematostella|LOC5507666
OG0010371	Xenia|LOC124439566	Nematostella|LOC5509876
OG0010372	Xenia|LOC124446901	Nematostella|LOC5517265
OG0010375	Xenia|LOC124444120	Nematostella|LOC5521371
OG0010378	Xenia|LOC124439832	Nematostella|LOC5517960
OG0010379	Xenia|LOC124442793	Nematostella|LOC5512987
OG0010383	Xenia|LOC124436756	Nematostella|LOC5517594
OG0010385	Xenia|LOC124450356	Nematostella|LOC5521535
OG0010389	Xenia|LOC124456030	Nematostella|LOC5515148
OG0010390	Xenia|LOC124453696	Nematostella|LOC5511108
OG0010393	Xenia|LOC124442777	Nematostella|LOC5511998
OG0010395	Xenia|LOC124459469	Nematostella|LOC5504592
OG0010401	Xenia|LOC124438963	Nematostella|LOC5511398
OG0010413	Xenia|LOC124437668	Nematostella|LOC5510997
OG0010415	Xenia|LOC124434332	Nematostella|LOC5502386
OG0010417	Xenia|LOC124442618	Nematostella|LOC5510288
OG0010421	Xenia|LOC124445578	Nematostella|LOC116613931
OG0010424	Xenia|LOC124442873	Nematostella|LOC5510293
OG0010425	Xenia|LOC124436356	Nematostella|LOC5518534
OG0010430	Xenia|LOC124434425	Nematostella|LOC5504005
OG0010432	Xenia|LOC124446187	Nematostella|LOC5510799
OG0010439	Xenia|LOC124445204	Nematostella|LOC5511259
OG0010443	Xenia|LOC124440525	Nematostella|LOC5515518
OG0010444	Xenia|LOC124440125	Nematostella|LOC5514850
OG0010446	Xenia|LOC124445946	Nematostella|LOC5507926
OG0010447	Xenia|LOC124442916	Nematostella|LOC5516721
OG0010449	Xenia|LOC124443779	Nematostella|LOC5521054
OG0010450	Xenia|LOC124444845	Nematostella|LOC5515044
OG0010452	Xenia|LOC124444205	Nematostella|LOC5519881
OG0010457	Xenia|LOC124444173	Nematostella|LOC5519637
OG0010458	Xenia|LOC124438966	Nematostella|LOC5510482
OG0010459	Xenia|LOC124435219	Nematostella|LOC5509314
OG0010460	Xenia|LOC124439983	Nematostella|LOC116606144
OG0010467	Xenia|LOC124446714	Nematostella|LOC5506783
OG0010476	Xenia|LOC124436484	Nematostella|LOC5502320
OG0010479	Xenia|LOC124438387	Nematostella|LOC5520351, Nematostella|LOC116602980
OG0010483	Xenia|LOC124452036	Nematostella|LOC5517489
OG0010484	Xenia|LOC124445342	Nematostella|LOC5502573
OG0010489	Xenia|LOC124456784	Nematostella|LOC5517607
OG0010493	Xenia|LOC124436749	Nematostella|LOC5502318
OG0010494	Xenia|LOC124438802	Nematostella|LOC5510474
OG0010495	Xenia|LOC124437661	Nematostella|LOC116601600
OG0010496	Xenia|LOC124453988	Nematostella|LOC125561953, Nematostella|LOC125561236
OG0010497	Xenia|LOC124459586	Nematostella|LOC116619495
OG0010498	Xenia|LOC124437428	Nematostella|LOC5507374
OG0010500	Xenia|LOC124436417	Nematostella|LOC5500139
OG0010501	Xenia|LOC124436226	Nematostella|LOC5506282
OG0010505	Xenia|LOC124443816	Nematostella|LOC5506283
OG0010506	Xenia|LOC124437598	Nematostella|LOC116601618
OG0010508	Xenia|LOC124441770	Nematostella|LOC5504764
OG0010509	Xenia|LOC124437281	Nematostella|LOC5519525
OG0010511	Xenia|LOC124438138	Nematostella|LOC5519301
OG0010519	Xenia|LOC124437367	Nematostella|LOC5513393
OG0010522	Xenia|LOC124445324	Nematostella|LOC5506074
OG0010523	Xenia|LOC124436941	Nematostella|LOC116618822
OG0010524	Xenia|LOC124436958	Nematostella|LOC5506862
OG0010525	Xenia|LOC124448781	Nematostella|LOC116612326
OG0010526	Xenia|LOC124436293	Nematostella|LOC5521609
OG0010527	Xenia|LOC124436797	Nematostella|LOC5519557
OG0010528	Xenia|LOC124436870	Nematostella|LOC5503482
OG0010530	Xenia|LOC124436288	Nematostella|LOC5518076
