Orthogroup	longest_isoform_NematostellaProteins	longest_isoform_HydractiniaProteins
OG0010351	Nematostella|LOC5504702	Hydractinia|LOC130625808
OG0010354	Nematostella|LOC5514202	Hydractinia|LOC130612359
OG0010355	Nematostella|LOC5517172	Hydractinia|LOC130613144
OG0010356	Nematostella|LOC5520025	Hydractinia|LOC130641438
OG0010357	Nematostella|LOC116618548	Hydractinia|LOC130623753
OG0010358	Nematostella|LOC116603965	Hydractinia|LOC130629079
OG0010360	Nematostella|LOC5502322	Hydractinia|LOC130614092
OG0010361	Nematostella|LOC5509345	Hydractinia|LOC130634328
OG0010362	Nematostella|LOC5496852	Hydractinia|LOC130655167
OG0010363	Nematostella|LOC5504475	Hydractinia|LOC130655856
OG0010364	Nematostella|LOC5509887	Hydractinia|LOC130613068
OG0010366	Nematostella|LOC5507666	Hydractinia|LOC130625335
OG0010367	Nematostella|LOC5520462	Hydractinia|LOC130625843
OG0010369	Nematostella|LOC5513114	Hydractinia|LOC130625901
OG0010372	Nematostella|LOC5517265	Hydractinia|LOC130654678
OG0010374	Nematostella|LOC5508995	Hydractinia|LOC130656792
OG0010375	Nematostella|LOC5521371	Hydractinia|LOC130657006
OG0010378	Nematostella|LOC5517960	Hydractinia|LOC130621589
OG0010379	Nematostella|LOC5512987	Hydractinia|LOC130656137
OG0010382	Nematostella|LOC5502730	Hydractinia|LOC130623792
OG0010383	Nematostella|LOC5517594	Hydractinia|LOC130631271
OG0010385	Nematostella|LOC5521535	Hydractinia|LOC130612557
OG0010387	Nematostella|LOC5511069	Hydractinia|LOC130655828
OG0010388	Nematostella|LOC5514444	Hydractinia|LOC130625787
OG0010389	Nematostella|LOC5515148	Hydractinia|LOC130656901
OG0010393	Nematostella|LOC5511998	Hydractinia|LOC130630252
OG0010397	Nematostella|LOC116619867	Hydractinia|LOC130635655
OG0010401	Nematostella|LOC5511398	Hydractinia|LOC130656774
OG0010402	Nematostella|LOC5508200	Hydractinia|LOC130656910
OG0010404	Nematostella|LOC5512467	Hydractinia|LOC130655188
OG0010405	Nematostella|LOC5509101	Hydractinia|LOC130621714
OG0010407	Nematostella|LOC5506085	Hydractinia|LOC130655754
OG0010408	Nematostella|LOC5516820	Hydractinia|LOC130621622
OG0010409	Nematostella|LOC5522307	Hydractinia|LOC130621893
OG0010410	Nematostella|LOC5515566	Hydractinia|LOC130640976
OG0010411	Nematostella|LOC5510652	Hydractinia|LOC130625297
OG0010413	Nematostella|LOC5510997	Hydractinia|LOC130623335
OG0010414	Nematostella|LOC5502925	Hydractinia|LOC130622875
OG0010415	Nematostella|LOC5502386	Hydractinia|LOC130624071
OG0010416	Nematostella|LOC5521916	Hydractinia|LOC130623027
OG0010417	Nematostella|LOC5510288	Hydractinia|LOC130644302
OG0010418	Nematostella|LOC5510280	Hydractinia|LOC130644301
OG0010419	Nematostella|LOC5517135	Hydractinia|LOC130629558
OG0010421	Nematostella|LOC116613931	Hydractinia|LOC130654381
OG0010422	Nematostella|LOC5513404	Hydractinia|LOC130613661
OG0010424	Nematostella|LOC5510293	Hydractinia|LOC130645575
OG0010429	Nematostella|LOC5513406	Hydractinia|LOC130614529
OG0010430	Nematostella|LOC5504005	Hydractinia|LOC130654450
OG0010431	Nematostella|LOC5519974	Hydractinia|LOC130613580
OG0010432	Nematostella|LOC5510799	Hydractinia|LOC130655960
OG0010436	Nematostella|LOC5501961	Hydractinia|LOC130645776
OG0010438	Nematostella|LOC5511097	Hydractinia|LOC130629187
OG0010439	Nematostella|LOC5511259	Hydractinia|LOC130629243
OG0010440	Nematostella|LOC5521865	Hydractinia|LOC130621891
OG0010443	Nematostella|LOC5515518	Hydractinia|LOC130621733
OG0010445	Nematostella|LOC5514363	Hydractinia|LOC130622590
OG0010446	Nematostella|LOC5507926	Hydractinia|LOC130636302
OG0010448	Nematostella|LOC5504775	Hydractinia|LOC130644928
OG0010449	Nematostella|LOC5521054	Hydractinia|LOC130644344
OG0010452	Nematostella|LOC5519881	Hydractinia|LOC130644471
OG0010456	Nematostella|LOC5517933	Hydractinia|LOC130642005
OG0010457	Nematostella|LOC5519637	Hydractinia|LOC130662555
OG0010458	Nematostella|LOC5510482	Hydractinia|LOC130612072
OG0010460	Nematostella|LOC116606144	Hydractinia|LOC130621810
OG0010462	Nematostella|LOC5516650	Hydractinia|LOC130624076
OG0010463	Nematostella|LOC5514067	Hydractinia|LOC130612680
OG0010464	Nematostella|LOC5521072	Hydractinia|LOC130612331
OG0010465	Nematostella|LOC5521454	Hydractinia|LOC130645796
OG0010467	Nematostella|LOC5506783	Hydractinia|LOC130635873
OG0010469	Nematostella|LOC5513579	Hydractinia|LOC130654521
OG0010471	Nematostella|LOC5516400	Hydractinia|LOC130653572
OG0010472	Nematostella|LOC5511555	Hydractinia|LOC130654522
OG0010473	Nematostella|LOC5521065	Hydractinia|LOC130645611
OG0010476	Nematostella|LOC5502320	Hydractinia|LOC130613703
OG0010478	Nematostella|LOC5505630	Hydractinia|LOC130634539
OG0010481	Nematostella|LOC5516539	Hydractinia|LOC130623776
OG0010483	Nematostella|LOC5517489	Hydractinia|LOC130647555
OG0010484	Nematostella|LOC5502573	Hydractinia|LOC130654295
OG0010488	Nematostella|LOC116604252	Hydractinia|LOC130614223
OG0010489	Nematostella|LOC5517607	Hydractinia|LOC130655872
OG0010493	Nematostella|LOC5502318	Hydractinia|LOC130614533
OG0010494	Nematostella|LOC5510474	Hydractinia|LOC130645467
OG0010495	Nematostella|LOC116601600	Hydractinia|LOC130614838
OG0010497	Nematostella|LOC116619495	Hydractinia|LOC130613771
OG0010498	Nematostella|LOC5507374	Hydractinia|LOC130614347
OG0010500	Nematostella|LOC5500139	Hydractinia|LOC130614637
OG0010501	Nematostella|LOC5506282	Hydractinia|LOC130614826
OG0010505	Nematostella|LOC5506283	Hydractinia|LOC130614364
OG0010506	Nematostella|LOC116601618	Hydractinia|LOC130614846
OG0010508	Nematostella|LOC5504764	Hydractinia|LOC130614150
OG0010509	Nematostella|LOC5519525	Hydractinia|LOC130614114
OG0010511	Nematostella|LOC5519301	Hydractinia|LOC130614147
OG0010519	Nematostella|LOC5513393	Hydractinia|LOC130614117
OG0010522	Nematostella|LOC5506074	Hydractinia|LOC130614850
OG0010523	Nematostella|LOC116618822	Hydractinia|LOC130614708
OG0010524	Nematostella|LOC5506862	Hydractinia|LOC130614509
OG0010525	Nematostella|LOC116612326	Hydractinia|LOC130613900
OG0010526	Nematostella|LOC5521609	Hydractinia|LOC130613901
OG0010527	Nematostella|LOC5519557	Hydractinia|LOC130613700
OG0010528	Nematostella|LOC5503482	Hydractinia|LOC130613704
OG0010530	Nematostella|LOC5518076	Hydractinia|LOC130614220
OG0010533	Nematostella|LOC5510845	Hydractinia|LOC130614783
OG0010535	Nematostella|LOC5520776	Hydractinia|LOC130613920
OG0010537	Nematostella|LOC5513374	Hydractinia|LOC130614537
OG0010539	Nematostella|LOC5513928	Hydractinia|LOC130613688
OG0010540	Nematostella|LOC5518467	Hydractinia|LOC130648103, Hydractinia|LOC130647253
OG0010542	Nematostella|LOC5518063	Hydractinia|LOC130613666
OG0010543	Nematostella|LOC5518043	Hydractinia|LOC130614014
OG0010545	Nematostella|LOC5505294	Hydractinia|LOC130614422
OG0010546	Nematostella|LOC5506380	Hydractinia|LOC130654064
OG0010547	Nematostella|LOC5516078	Hydractinia|LOC130654062
OG0010548	Nematostella|LOC5510025	Hydractinia|LOC130653961
OG0010549	Nematostella|LOC5510314	Hydractinia|LOC130654115
OG0010550	Nematostella|LOC5511392	Hydractinia|LOC130655325
OG0010551	Nematostella|LOC5519665	Hydractinia|LOC130656019
OG0010552	Nematostella|LOC5510007	Hydractinia|LOC130653715
OG0010554	Nematostella|LOC5512946	Hydractinia|LOC130653580
OG0010555	Nematostella|LOC5509417	Hydractinia|LOC130654322
OG0010556	Nematostella|LOC5509416	Hydractinia|LOC130655545
OG0010557	Nematostella|LOC5522345	Hydractinia|LOC130654464
OG0010558	Nematostella|LOC5521959	Hydractinia|LOC130654455
OG0010559	Nematostella|LOC5512451	Hydractinia|LOC130655540
OG0010561	Nematostella|LOC5515342	Hydractinia|LOC130654144
OG0010563	Nematostella|LOC5506006	Hydractinia|LOC130654202
OG0010564	Nematostella|LOC5522032	Hydractinia|LOC130656023, Hydractinia|LOC130656026
OG0010565	Nematostella|LOC5502384	Hydractinia|LOC130653838
OG0010566	Nematostella|LOC5509443	Hydractinia|LOC130655383
OG0010567	Nematostella|LOC5507749	Hydractinia|LOC130653728
OG0010568	Nematostella|LOC5522378	Hydractinia|LOC130655725
OG0010570	Nematostella|LOC116617411, Nematostella|LOC5503958	Hydractinia|LOC130655595
OG0010571	Nematostella|LOC5522239	Hydractinia|LOC130654640
OG0010572	Nematostella|LOC5511981	Hydractinia|LOC130655191
OG0010573	Nematostella|LOC5513932	Hydractinia|LOC130655413
OG0010574	Nematostella|LOC5519359	Hydractinia|LOC130654043
OG0010575	Nematostella|LOC5521935	Hydractinia|LOC130654047
OG0010576	Nematostella|LOC5503266	Hydractinia|LOC130653756
OG0010577	Nematostella|LOC5512923	Hydractinia|LOC130655635
OG0010579	Nematostella|LOC5513607	Hydractinia|LOC130647781
OG0010581	Nematostella|LOC5520748	Hydractinia|LOC130655708
OG0010582	Nematostella|LOC5501622	Hydractinia|LOC130654057
OG0010583	Nematostella|LOC5504526	Hydractinia|LOC130655692
OG0010584	Nematostella|LOC5513522	Hydractinia|LOC130655689
OG0010585	Nematostella|LOC5515321	Hydractinia|LOC130655690
OG0010586	Nematostella|LOC5510821	Hydractinia|LOC130655760
OG0010588	Nematostella|LOC5506376	Hydractinia|LOC130654998
OG0010589	Nematostella|LOC5521983	Hydractinia|LOC130655227
OG0010590	Nematostella|LOC5519846	Hydractinia|LOC130623567
OG0010591	Nematostella|LOC5512130	Hydractinia|LOC130654157
OG0010593	Nematostella|LOC5512416	Hydractinia|LOC130655535
OG0010595	Nematostella|LOC116614310	Hydractinia|LOC130655925
OG0010598	Nematostella|LOC5521918	Hydractinia|LOC130654938
OG0010599	Nematostella|LOC5519212	Hydractinia|LOC130654550
OG0010600	Nematostella|LOC5521960	Hydractinia|LOC130656003
OG0010601	Nematostella|LOC5513493	Hydractinia|LOC130644741
OG0010603	Nematostella|LOC5506170	Hydractinia|LOC130654196
OG0010604	Nematostella|LOC5514522	Hydractinia|LOC130655510
OG0010606	Nematostella|LOC116615584	Hydractinia|LOC130654787
OG0010607	Nematostella|LOC5519172	Hydractinia|LOC130655740
OG0010609	Nematostella|LOC5520254	Hydractinia|LOC130655010
OG0010610	Nematostella|LOC5510622	Hydractinia|LOC130655011
OG0010611	Nematostella|LOC5504479	Hydractinia|LOC130655795
OG0010612	Nematostella|LOC5515033	Hydractinia|LOC130654862
OG0010613	Nematostella|LOC5506837	Hydractinia|LOC130655832
OG0010615	Nematostella|LOC5504549	Hydractinia|LOC130656037
OG0010616	Nematostella|LOC5522241	Hydractinia|LOC130654681
OG0010618	Nematostella|LOC5520535	Hydractinia|LOC130655173
OG0010619	Nematostella|LOC5516270	Hydractinia|LOC130653602
OG0010620	Nematostella|LOC5506068	Hydractinia|LOC130653603
OG0010621	Nematostella|LOC5516494	Hydractinia|LOC130653605
OG0010624	Nematostella|LOC5513235	Hydractinia|LOC130655892
OG0010625	Nematostella|LOC5508687	Hydractinia|LOC130655834
OG0010626	Nematostella|LOC5516569	Hydractinia|LOC130654247
OG0010627	Nematostella|LOC5500616	Hydractinia|LOC130654876
OG0010628	Nematostella|LOC5522106	Hydractinia|LOC130655491
OG0010631	Nematostella|LOC5519279	Hydractinia|LOC130654598
OG0010632	Nematostella|LOC5519223	Hydractinia|LOC130655100
OG0010633	Nematostella|LOC5512505	Hydractinia|LOC130655157
OG0010634	Nematostella|LOC5506763	Hydractinia|LOC130655415
OG0010635	Nematostella|LOC5507436	Hydractinia|LOC130655094
OG0010636	Nematostella|LOC5517783	Hydractinia|LOC130653987
OG0010637	Nematostella|LOC5511582	Hydractinia|LOC130654831
OG0010639	Nematostella|LOC5517619	Hydractinia|LOC130645404
OG0010641	Nematostella|LOC5521443	Hydractinia|LOC130644595
OG0010643	Nematostella|LOC5510289	Hydractinia|LOC130645237
OG0010644	Nematostella|LOC5518845	Hydractinia|LOC130645357
OG0010645	Nematostella|LOC5516772	Hydractinia|LOC130644294
OG0010646	Nematostella|LOC5508598	Hydractinia|LOC130644842
OG0010648	Nematostella|LOC5514674	Hydractinia|LOC130646191
OG0010649	Nematostella|LOC116612030	Hydractinia|LOC130649549
OG0010650	Nematostella|LOC5518600	Hydractinia|LOC130644850
OG0010653	Nematostella|LOC5502805	Hydractinia|LOC130646074
OG0010655	Nematostella|LOC5508213	Hydractinia|LOC130628920
OG0010657	Nematostella|LOC5517395	Hydractinia|LOC130628818
OG0010658	Nematostella|LOC5510878	Hydractinia|LOC130644663, Hydractinia|LOC130644668
OG0010662	Nematostella|LOC5515023	Hydractinia|LOC130644288
OG0010663	Nematostella|LOC5515577	Hydractinia|LOC130644362
OG0010664	Nematostella|LOC5519109	Hydractinia|LOC130630567
OG0010666	Nematostella|LOC5516677	Hydractinia|LOC130645089
OG0010667	Nematostella|LOC5504612	Hydractinia|LOC130645232
OG0010668	Nematostella|LOC5518510	Hydractinia|LOC130645225
OG0010670	Nematostella|LOC5500685	Hydractinia|LOC130645497
OG0010671	Nematostella|LOC5518815	Hydractinia|LOC130644942
OG0010672	Nematostella|LOC5507841	Hydractinia|LOC130645559
OG0010673	Nematostella|LOC5521905	Hydractinia|LOC130655281
OG0010674	Nematostella|LOC5520977	Hydractinia|LOC130645364
OG0010676	Nematostella|LOC5506682	Hydractinia|LOC130645215
OG0010677	Nematostella|LOC5515135	Hydractinia|LOC130645216
OG0010678	Nematostella|LOC5510411	Hydractinia|LOC130645384
OG0010679	Nematostella|LOC5504742	Hydractinia|LOC130644669
OG0010680	Nematostella|LOC5504459	Hydractinia|LOC130644341
OG0010681	Nematostella|LOC5521892	Hydractinia|LOC130644335
OG0010683	Nematostella|LOC5519657	Hydractinia|LOC130644624
OG0010684	Nematostella|LOC5510069	Hydractinia|LOC130646214, Hydractinia|LOC130644222
OG0010685	Nematostella|LOC5503359	Hydractinia|LOC130644422
OG0010687	Nematostella|LOC5520969	Hydractinia|LOC130645777
OG0010688	Nematostella|LOC5518788	Hydractinia|LOC130644272
OG0010689	Nematostella|LOC5505096	Hydractinia|LOC130644634
OG0010690	Nematostella|LOC5510321	Hydractinia|LOC130646311, Hydractinia|LOC130645670
OG0010691	Nematostella|LOC5513870	Hydractinia|LOC130644395
OG0010696	Nematostella|LOC5509911	Hydractinia|LOC130645429
OG0010697	Nematostella|LOC5500186, Nematostella|LOC5500189	Hydractinia|LOC130645068
OG0010699	Nematostella|LOC5511290	Hydractinia|LOC130645521
OG0010700	Nematostella|LOC5502640	Hydractinia|LOC130645255
OG0010701	Nematostella|LOC116617828	Hydractinia|LOC130644977
OG0010703	Nematostella|LOC5498590	Hydractinia|LOC130645589
OG0010704	Nematostella|LOC116618554	Hydractinia|LOC130644317
OG0010707	Nematostella|LOC5506797	Hydractinia|LOC130635852
OG0010709	Nematostella|LOC5508737	Hydractinia|LOC130636106
OG0010710	Nematostella|LOC5504837	Hydractinia|LOC130636349
OG0010711	Nematostella|LOC5518637	Hydractinia|LOC130614564
OG0010714	Nematostella|LOC5506643	Hydractinia|LOC130636704
OG0010716	Nematostella|LOC5506175	Hydractinia|LOC130636207
OG0010717	Nematostella|LOC5520228	Hydractinia|LOC130636208
OG0010720	Nematostella|LOC5515372	Hydractinia|LOC130636346
OG0010722	Nematostella|LOC5509942	Hydractinia|LOC130636757
OG0010724	Nematostella|LOC5511671	Hydractinia|LOC130636081
OG0010725	Nematostella|LOC5503210	Hydractinia|LOC130636181
OG0010726	Nematostella|LOC5512379	Hydractinia|LOC130635998
OG0010727	Nematostella|LOC5504850	Hydractinia|LOC130635666
OG0010730	Nematostella|LOC5522310	Hydractinia|LOC130636263
OG0010731	Nematostella|LOC5501525	Hydractinia|LOC130635878
OG0010732	Nematostella|LOC5511662	Hydractinia|LOC130636484
OG0010733	Nematostella|LOC5518499	Hydractinia|LOC130636606
OG0010734	Nematostella|LOC5512355	Hydractinia|LOC130635809
OG0010735	Nematostella|LOC5507960	Hydractinia|LOC130636033
OG0010736	Nematostella|LOC5518181	Hydractinia|LOC130636039
OG0010739	Nematostella|LOC5510964	Hydractinia|LOC130636753
OG0010744	Nematostella|LOC5510208	Hydractinia|LOC130636625
OG0010745	Nematostella|LOC5504347	Hydractinia|LOC130636298
OG0010746	Nematostella|LOC116619857	Hydractinia|LOC130653939
OG0010751	Nematostella|LOC116616940	Hydractinia|LOC130657365
OG0010752	Nematostella|LOC5520444	Hydractinia|LOC130657360
OG0010753	Nematostella|LOC5514977	Hydractinia|LOC130640886
OG0010754	Nematostella|LOC5522261	Hydractinia|LOC130657036
OG0010758	Nematostella|LOC116615408	Hydractinia|LOC130656390
OG0010759	Nematostella|LOC5504178	Hydractinia|LOC130657969
OG0010760	Nematostella|LOC5509677	Hydractinia|LOC130658037
OG0010761	Nematostella|LOC5507506	Hydractinia|LOC130657203
OG0010762	Nematostella|LOC5508579	Hydractinia|LOC130657174
OG0010763	Nematostella|LOC5514764	Hydractinia|LOC130656469
OG0010764	Nematostella|LOC5509055	Hydractinia|LOC130636259
OG0010765	Nematostella|LOC5520092	Hydractinia|LOC130657629
OG0010766	Nematostella|LOC5502514	Hydractinia|LOC130656641
OG0010767	Nematostella|LOC5504170	Hydractinia|LOC130657641
OG0010768	Nematostella|LOC5511374	Hydractinia|LOC130655961
OG0010769	Nematostella|LOC5502438	Hydractinia|LOC130656453
OG0010771	Nematostella|LOC5514320	Hydractinia|LOC130656223
OG0010772	Nematostella|LOC5521524	Hydractinia|LOC130657308
OG0010773	Nematostella|LOC5513253	Hydractinia|LOC130657540
OG0010774	Nematostella|LOC116614802	Hydractinia|LOC130656782
OG0010776	Nematostella|LOC5520686	Hydractinia|LOC130656489
OG0010777	Nematostella|LOC5511916	Hydractinia|LOC130657942
OG0010778	Nematostella|LOC5504190	Hydractinia|LOC130656506
OG0010779	Nematostella|LOC5519217	Hydractinia|LOC130657831
OG0010780	Nematostella|LOC5504182	Hydractinia|LOC130656977
OG0010781	Nematostella|LOC5511882	Hydractinia|LOC130657712
OG0010782	Nematostella|LOC5521954	Hydractinia|LOC130657711
OG0010784	Nematostella|LOC5505057	Hydractinia|LOC130656945
OG0010786	Nematostella|LOC5507007	Hydractinia|LOC130656833
OG0010787	Nematostella|LOC5508019	Hydractinia|LOC130656684
OG0010788	Nematostella|LOC5512758	Hydractinia|LOC130657644
OG0010789	Nematostella|LOC5502495	Hydractinia|LOC130657241
OG0010790	Nematostella|LOC5510972	Hydractinia|LOC130649514
OG0010791	Nematostella|LOC5520790	Hydractinia|LOC130656535
OG0010792	Nematostella|LOC5520762	Hydractinia|LOC130656533
OG0010793	Nematostella|LOC5501591	Hydractinia|LOC130656872
OG0010794	Nematostella|LOC5510763	Hydractinia|LOC130657223
OG0010795	Nematostella|LOC5503885	Hydractinia|LOC130658016
OG0010796	Nematostella|LOC116617291	Hydractinia|LOC130657470
OG0010797	Nematostella|LOC5520795	Hydractinia|LOC130656367
OG0010800	Nematostella|LOC5521318	Hydractinia|LOC130656455
OG0010802	Nematostella|LOC5502380	Hydractinia|LOC130658028
OG0010804	Nematostella|LOC5518647	Hydractinia|LOC130657097
OG0010805	Nematostella|LOC5513026	Hydractinia|LOC130656773
OG0010806	Nematostella|LOC5504799	Hydractinia|LOC130657484
OG0010807	Nematostella|LOC5516059	Hydractinia|LOC130658022
OG0010808	Nematostella|LOC5514588	Hydractinia|LOC130612424
OG0010809	Nematostella|LOC5507343	Hydractinia|LOC130612479
OG0010810	Nematostella|LOC5515244	Hydractinia|LOC130612047
OG0010812	Nematostella|LOC5507969	Hydractinia|LOC130612473, Hydractinia|LOC130612463
OG0010813	Nematostella|LOC5521569	Hydractinia|LOC130662694
OG0010814	Nematostella|LOC116619805	Hydractinia|LOC130613200
OG0010816	Nematostella|LOC5508802	Hydractinia|LOC130612302
OG0010817	Nematostella|LOC5509376	Hydractinia|LOC130612301
OG0010818	Nematostella|LOC5514113	Hydractinia|LOC130612148
OG0010819	Nematostella|LOC5508397	Hydractinia|LOC130613364
OG0010820	Nematostella|LOC5513885	Hydractinia|LOC130613348
OG0010821	Nematostella|LOC5507418	Hydractinia|LOC130662746
OG0010822	Nematostella|LOC5506130	Hydractinia|LOC130612270, Hydractinia|LOC130662609
OG0010823	Nematostella|LOC5520395	Hydractinia|LOC130612222
OG0010824	Nematostella|LOC5502193	Hydractinia|LOC130612297
OG0010825	Nematostella|LOC5512089	Hydractinia|LOC130612705
OG0010828	Nematostella|LOC5515017	Hydractinia|LOC130662466
OG0010829	Nematostella|LOC5520338	Hydractinia|LOC130662329
OG0010831	Nematostella|LOC5516240	Hydractinia|LOC130612760
OG0010832	Nematostella|LOC5516215	Hydractinia|LOC130612755
OG0010834	Nematostella|LOC5507240	Hydractinia|LOC130613151
OG0010837	Nematostella|LOC5511466	Hydractinia|LOC130613078
OG0010838	Nematostella|LOC5508393	Hydractinia|LOC130662379
OG0010839	Nematostella|LOC5515254	Hydractinia|LOC130612754
OG0010840	Nematostella|LOC5519399	Hydractinia|LOC130612373
OG0010841	Nematostella|LOC5515096	Hydractinia|LOC130662788
OG0010843	Nematostella|LOC5511081	Hydractinia|LOC130662604
OG0010844	Nematostella|LOC116614392	Hydractinia|LOC130612566
OG0010846	Nematostella|LOC5514011	Hydractinia|LOC130622623
OG0010847	Nematostella|LOC5515820	Hydractinia|LOC130622219
OG0010848	Nematostella|LOC5518335	Hydractinia|LOC130622407
OG0010849	Nematostella|LOC5504191	Hydractinia|LOC130654413
OG0010850	Nematostella|LOC5508907	Hydractinia|LOC130621815
OG0010851	Nematostella|LOC5516294	Hydractinia|LOC130622603
OG0010852	Nematostella|LOC5521704	Hydractinia|LOC130621438
OG0010853	Nematostella|LOC5514771	Hydractinia|LOC130621133
OG0010854	Nematostella|LOC5520970	Hydractinia|LOC130621257
OG0010855	Nematostella|LOC5508908	Hydractinia|LOC130622637
OG0010857	Nematostella|LOC5518948	Hydractinia|LOC130622674
OG0010858	Nematostella|LOC5515734	Hydractinia|LOC130622461
OG0010859	Nematostella|LOC5500864	Hydractinia|LOC130622039
OG0010860	Nematostella|LOC5521148	Hydractinia|LOC130621876
OG0010861	Nematostella|LOC116604276	Hydractinia|LOC130622277
OG0010862	Nematostella|LOC5521339	Hydractinia|LOC130621734
OG0010864	Nematostella|LOC5521169	Hydractinia|LOC130621656
OG0010865	Nematostella|LOC5521225	Hydractinia|LOC130621655
OG0010866	Nematostella|LOC5514821	Hydractinia|LOC130621804
OG0010867	Nematostella|LOC5521863	Hydractinia|LOC130621937
OG0010868	Nematostella|LOC5514285	Hydractinia|LOC130622029
OG0010869	Nematostella|LOC5521285	Hydractinia|LOC130622744
OG0010870	Nematostella|LOC5521608	Hydractinia|LOC130621171
OG0010871	Nematostella|LOC5515758	Hydractinia|LOC130622100
OG0010872	Nematostella|LOC5521197	Hydractinia|LOC130621904
OG0010873	Nematostella|LOC5504206	Hydractinia|LOC130621756
OG0010874	Nematostella|LOC5517963	Hydractinia|LOC130646983
OG0010875	Nematostella|LOC116603569	Hydractinia|LOC130621112
OG0010876	Nematostella|LOC5509688	Hydractinia|LOC130621518
OG0010877	Nematostella|LOC5510973	Hydractinia|LOC130622491
OG0010878	Nematostella|LOC5521769	Hydractinia|LOC130621769
OG0010879	Nematostella|LOC116614550	Hydractinia|LOC130621957
OG0010880	Nematostella|LOC5521137	Hydractinia|LOC130621427
OG0010882	Nematostella|LOC116616106	Hydractinia|LOC130621676
OG0010883	Nematostella|LOC5506582	Hydractinia|LOC130622732
OG0010884	Nematostella|LOC5502590	Hydractinia|LOC130622735
OG0010885	Nematostella|LOC5521184	Hydractinia|LOC130622689
OG0010888	Nematostella|LOC5514789	Hydractinia|LOC130641496
OG0010889	Nematostella|LOC116617391	Hydractinia|LOC130640849
OG0010890	Nematostella|LOC5512572	Hydractinia|LOC130642018
OG0010891	Nematostella|LOC116620087	Hydractinia|LOC130640892
OG0010893	Nematostella|LOC5521346	Hydractinia|LOC130641928
OG0010894	Nematostella|LOC5509086	Hydractinia|LOC130641943
OG0010895	Nematostella|LOC5507734	Hydractinia|LOC130641345
OG0010896	Nematostella|LOC116619636	Hydractinia|LOC130636513
OG0010898	Nematostella|LOC5504629	Hydractinia|LOC130642073
OG0010900	Nematostella|LOC5504350	Hydractinia|LOC130641028
OG0010901	Nematostella|LOC5504756	Hydractinia|LOC130641378
OG0010903	Nematostella|LOC5510064	Hydractinia|LOC130641965
OG0010904	Nematostella|LOC5508787	Hydractinia|LOC130641801
OG0010905	Nematostella|LOC5511281	Hydractinia|LOC130642089
OG0010906	Nematostella|LOC5506002	Hydractinia|LOC130641265
OG0010907	Nematostella|LOC5501845	Hydractinia|LOC130641992
OG0010908	Nematostella|LOC5509289	Hydractinia|LOC130641370
OG0010909	Nematostella|LOC5521817	Hydractinia|LOC130641310
OG0010910	Nematostella|LOC5514218	Hydractinia|LOC130641465
OG0010911	Nematostella|LOC5520000	Hydractinia|LOC130640930
OG0010912	Nematostella|LOC5501386	Hydractinia|LOC130640733
OG0010913	Nematostella|LOC5515648	Hydractinia|LOC130642127
OG0010914	Nematostella|LOC5505874	Hydractinia|LOC130614640
OG0010915	Nematostella|LOC5515312	Hydractinia|LOC130613889
OG0010916	Nematostella|LOC5507467	Hydractinia|LOC130614353
OG0010917	Nematostella|LOC5502037	Hydractinia|LOC130647108
OG0010921	Nematostella|LOC5503602	Hydractinia|LOC130640027
OG0010922	Nematostella|LOC5505732	Hydractinia|LOC130642230, Hydractinia|LOC130639089
OG0010923	Nematostella|LOC116619098	Hydractinia|LOC130642122, Hydractinia|LOC130638862
OG0010924	Nematostella|LOC5510396	Hydractinia|LOC130632100
OG0010926	Nematostella|LOC5516692	Hydractinia|LOC130633382
OG0010927	Nematostella|LOC5507642, Nematostella|LOC5503041	Hydractinia|LOC130646266
OG0010929	Nematostella|LOC5505642	Hydractinia|LOC130646651
OG0010930	Nematostella|LOC116601434	Hydractinia|LOC130633677
OG0010931	Nematostella|LOC5507067	Hydractinia|LOC130630574
OG0010933	Nematostella|LOC116620708	Hydractinia|LOC130623025
OG0010934	Nematostella|LOC5520276	Hydractinia|LOC130623231
OG0010936	Nematostella|LOC5499076	Hydractinia|LOC130623658
OG0010937	Nematostella|LOC5509203	Hydractinia|LOC130624280
OG0010938	Nematostella|LOC5507561	Hydractinia|LOC130623862
OG0010939	Nematostella|LOC5516784, Nematostella|LOC5516259	Hydractinia|LOC130656416
OG0010940	Nematostella|LOC5508219	Hydractinia|LOC130654065
OG0010941	Nematostella|LOC5516077	Hydractinia|LOC130623579
OG0010942	Nematostella|LOC5516532	Hydractinia|LOC130623875
OG0010943	Nematostella|LOC116617681	Hydractinia|LOC130624116
OG0010944	Nematostella|LOC5515894	Hydractinia|LOC130622954
OG0010945	Nematostella|LOC5503940	Hydractinia|LOC130622911
OG0010946	Nematostella|LOC5511055	Hydractinia|LOC130625739
OG0010947	Nematostella|LOC116620119	Hydractinia|LOC130623361
OG0010948	Nematostella|LOC5513969	Hydractinia|LOC130623360
OG0010950	Nematostella|LOC5516649	Hydractinia|LOC130623008, Hydractinia|LOC130624100
OG0010951	Nematostella|LOC5519588	Hydractinia|LOC130623636
OG0010952	Nematostella|LOC5519640	Hydractinia|LOC130623397
OG0010953	Nematostella|LOC5513124	Hydractinia|LOC130623129
OG0010954	Nematostella|LOC5520014	Hydractinia|LOC130623342
OG0010955	Nematostella|LOC5519717	Hydractinia|LOC130622867
