Orthogroup	longest_isoform_NematostellaProteins	longest_isoform_ClytiaProteins
OG0008111	Nematostella|LOC5506172	Clytia|LOC038883
OG0008112	Nematostella|LOC5515832	Clytia|LOC038884
OG0008113	Nematostella|LOC5515553	Clytia|LOC038887
OG0008114	Nematostella|LOC5521191	Clytia|LOC038894
OG0008115	Nematostella|LOC5514081	Clytia|LOC038903
OG0008116	Nematostella|LOC5516124	Clytia|LOC038904
OG0008117	Nematostella|LOC5514353	Clytia|LOC038948
OG0008118	Nematostella|LOC5512213	Clytia|LOC038951
OG0008119	Nematostella|LOC5520436	Clytia|LOC038957
OG0008120	Nematostella|LOC5513356	Clytia|LOC038974
OG0008121	Nematostella|LOC5512262	Clytia|LOC038978
OG0008123	Nematostella|LOC5510861	Clytia|LOC038987
OG0008124	Nematostella|LOC5508047	Clytia|LOC038988
OG0008125	Nematostella|LOC5519485	Clytia|LOC038998
OG0008126	Nematostella|LOC5520269	Clytia|LOC038999
OG0008127	Nematostella|LOC5521300	Clytia|LOC039000
OG0008128	Nematostella|LOC5519454	Clytia|LOC039009
OG0008129	Nematostella|LOC5513420	Clytia|LOC039014
OG0008130	Nematostella|LOC116607020	Clytia|LOC039015
OG0008131	Nematostella|LOC116615393	Clytia|LOC039026
OG0008132	Nematostella|LOC5507040	Clytia|LOC039028
OG0008133	Nematostella|LOC5501448	Clytia|LOC039029
OG0008134	Nematostella|LOC5506279	Clytia|LOC039030
OG0008135	Nematostella|LOC116618639	Clytia|LOC039031
OG0008136	Nematostella|LOC5511979	Clytia|LOC039047
OG0008137	Nematostella|LOC5515923	Clytia|LOC039055
OG0008138	Nematostella|LOC5518110	Clytia|LOC039069
OG0008139	Nematostella|LOC5519843	Clytia|LOC039073
OG0008140	Nematostella|LOC5513785	Clytia|LOC039091
OG0008141	Nematostella|LOC5503969	Clytia|LOC039092
OG0008142	Nematostella|LOC5512821	Clytia|LOC039107
OG0008143	Nematostella|LOC116604176	Clytia|LOC039110
OG0008144	Nematostella|LOC5501757	Clytia|LOC039142
OG0008145	Nematostella|LOC5508052	Clytia|LOC039143
OG0008146	Nematostella|LOC5515169	Clytia|LOC039145
OG0008147	Nematostella|LOC5511834	Clytia|LOC039165
OG0008148	Nematostella|LOC5518698	Clytia|LOC039173
OG0008149	Nematostella|LOC5521556	Clytia|LOC039192
OG0008150	Nematostella|LOC5508624	Clytia|LOC039194
OG0008151	Nematostella|LOC5506350	Clytia|LOC039195
OG0008152	Nematostella|LOC5505121	Clytia|LOC039196
OG0008153	Nematostella|LOC5508431	Clytia|LOC039240
OG0008154	Nematostella|LOC116603514	Clytia|LOC039245
OG0008155	Nematostella|LOC5520576	Clytia|LOC039253
OG0008156	Nematostella|LOC5508438	Clytia|LOC039257
OG0008157	Nematostella|LOC5501252	Clytia|LOC039283
OG0008158	Nematostella|LOC5514433	Clytia|LOC039284
OG0008159	Nematostella|LOC5517466	Clytia|LOC039289
OG0008160	Nematostella|LOC116614044	Clytia|LOC039290
OG0008161	Nematostella|LOC116619353	Clytia|LOC039293
OG0008162	Nematostella|LOC5503590	Clytia|LOC039297
OG0008163	Nematostella|LOC5520416	Clytia|LOC039298
OG0008164	Nematostella|LOC5517117	Clytia|LOC039300
OG0008165	Nematostella|LOC5506313	Clytia|LOC039301
OG0008166	Nematostella|LOC5501646	Clytia|LOC039302
OG0008167	Nematostella|LOC5520349	Clytia|LOC039303
OG0008168	Nematostella|LOC5520348	Clytia|LOC039304
OG0008169	Nematostella|LOC5517391	Clytia|LOC039305
OG0008170	Nematostella|LOC5499958	Clytia|LOC039307
OG0008171	Nematostella|LOC5519012	Clytia|LOC039309
OG0008172	Nematostella|LOC5520584	Clytia|LOC039346
OG0008173	Nematostella|LOC5511734	Clytia|LOC039349
OG0008174	Nematostella|LOC5514537	Clytia|LOC039356
OG0008175	Nematostella|LOC5520244	Clytia|LOC039359
OG0008176	Nematostella|LOC5520132	Clytia|LOC039361
OG0008177	Nematostella|LOC5520637	Clytia|LOC039362
OG0008178	Nematostella|LOC5503063	Clytia|LOC039389
OG0008179	Nematostella|LOC116601563	Clytia|LOC039394
OG0008180	Nematostella|LOC5507703	Clytia|LOC039396
OG0008181	Nematostella|LOC5515368	Clytia|LOC039428
OG0008182	Nematostella|LOC5511968	Clytia|LOC039437
OG0008183	Nematostella|LOC5506333	Clytia|LOC039440
OG0008184	Nematostella|LOC5520710	Clytia|LOC039443
OG0008185	Nematostella|LOC5509736	Clytia|LOC039444
OG0008186	Nematostella|LOC5501277	Clytia|LOC039451
OG0008187	Nematostella|LOC5518371	Clytia|LOC039453
OG0008188	Nematostella|LOC5515991	Clytia|LOC039479
OG0008189	Nematostella|LOC5503208	Clytia|LOC039487
OG0008190	Nematostella|LOC5504858	Clytia|LOC039494
OG0008191	Nematostella|LOC5509445	Clytia|LOC039496
OG0008192	Nematostella|LOC5509962	Clytia|LOC039497
OG0008193	Nematostella|LOC5519200	Clytia|LOC039498
OG0008194	Nematostella|LOC5499186	Clytia|LOC039500
OG0008195	Nematostella|LOC5511768	Clytia|LOC039516
OG0008196	Nematostella|LOC5510124	Clytia|LOC039525
OG0008197	Nematostella|LOC5508071	Clytia|LOC039599
OG0008198	Nematostella|LOC5517224	Clytia|LOC039637
OG0008199	Nematostella|LOC5506607	Clytia|LOC039645
OG0008200	Nematostella|LOC5504899, Nematostella|LOC116620855	Clytia|LOC039647
OG0008201	Nematostella|LOC5505155	Clytia|LOC039650
OG0008202	Nematostella|LOC5510989	Clytia|LOC039668
OG0008203	Nematostella|LOC5501668	Clytia|LOC039669
OG0008204	Nematostella|LOC5506895	Clytia|LOC039699
OG0008205	Nematostella|LOC5516900	Clytia|LOC039701
OG0008206	Nematostella|LOC5504662	Clytia|LOC039702
OG0008207	Nematostella|LOC5508300	Clytia|LOC039703
OG0008208	Nematostella|LOC5520211	Clytia|LOC039704
OG0008209	Nematostella|LOC5509634	Clytia|LOC039705
OG0008210	Nematostella|LOC5521525	Clytia|LOC039750, Clytia|LOC039755
OG0008211	Nematostella|LOC5506615	Clytia|LOC039764
OG0008212	Nematostella|LOC5509949	Clytia|LOC039777
OG0008213	Nematostella|LOC5501225	Clytia|LOC039814
OG0008214	Nematostella|LOC5502190	Clytia|LOC039816
OG0008215	Nematostella|LOC5503654	Clytia|LOC039819
OG0008216	Nematostella|LOC5509397	Clytia|LOC039827
OG0008217	Nematostella|LOC5518645	Clytia|LOC039854
OG0008218	Nematostella|LOC5509351	Clytia|LOC039855
OG0008219	Nematostella|LOC5518911	Clytia|LOC039866
OG0008220	Nematostella|LOC5514782	Clytia|LOC039886
OG0008221	Nematostella|LOC5500406	Clytia|LOC039887
OG0008222	Nematostella|LOC5507825	Clytia|LOC039895
OG0008223	Nematostella|LOC5514297	Clytia|LOC039899
OG0008224	Nematostella|LOC5513500	Clytia|LOC039919
OG0008225	Nematostella|LOC5516398	Clytia|LOC039920
OG0008226	Nematostella|LOC5519175	Clytia|LOC039924
OG0008227	Nematostella|LOC5519801	Clytia|LOC039994
OG0008228	Nematostella|LOC5505811	Clytia|LOC040001
OG0008230	Nematostella|LOC5521566	Clytia|LOC040037
OG0008231	Nematostella|LOC5515289	Clytia|LOC040038
OG0008232	Nematostella|LOC5519254	Clytia|LOC040043
OG0008233	Nematostella|LOC5519195	Clytia|LOC040044
OG0008234	Nematostella|LOC5516409	Clytia|LOC040047
OG0008235	Nematostella|LOC5511171	Clytia|LOC040048
OG0008236	Nematostella|LOC5512916	Clytia|LOC040051
OG0008237	Nematostella|LOC5512913	Clytia|LOC040052
OG0008238	Nematostella|LOC116618917	Clytia|LOC040054
OG0008239	Nematostella|LOC5509936	Clytia|LOC040055
OG0008240	Nematostella|LOC5514343	Clytia|LOC040061
OG0008241	Nematostella|LOC5515240	Clytia|LOC040065
OG0008242	Nematostella|LOC5517731	Clytia|LOC040067
OG0008243	Nematostella|LOC5513525	Clytia|LOC040070
OG0008244	Nematostella|LOC5521890	Clytia|LOC040071
OG0008245	Nematostella|LOC5516472	Clytia|LOC040072
OG0008246	Nematostella|LOC5510801	Clytia|LOC040075
OG0008247	Nematostella|LOC5512947	Clytia|LOC040076
OG0008248	Nematostella|LOC5507445	Clytia|LOC040077
OG0008249	Nematostella|LOC116618357	Clytia|LOC040078
OG0008250	Nematostella|LOC5507976	Clytia|LOC040159, Clytia|LOC040145
OG0008251	Nematostella|LOC5516263	Clytia|LOC040148
OG0008252	Nematostella|LOC5520941	Clytia|LOC040160
OG0008253	Nematostella|LOC5517861	Clytia|LOC040168
OG0008254	Nematostella|LOC5508924	Clytia|LOC040175
OG0008255	Nematostella|LOC5514196	Clytia|LOC040193
OG0008256	Nematostella|LOC5519476	Clytia|LOC040194
OG0008257	Nematostella|LOC5506824	Clytia|LOC040197
OG0008258	Nematostella|LOC5511863	Clytia|LOC040210
OG0008259	Nematostella|LOC5501231	Clytia|LOC040214
OG0008260	Nematostella|LOC116614911	Clytia|LOC040226
OG0008261	Nematostella|LOC5515833	Clytia|LOC040228
OG0008262	Nematostella|LOC5521172	Clytia|LOC040238
OG0008263	Nematostella|LOC5521619	Clytia|LOC040239
OG0008264	Nematostella|LOC5516356	Clytia|LOC040243
OG0008265	Nematostella|LOC5515564	Clytia|LOC040258
OG0008266	Nematostella|LOC5521171	Clytia|LOC040261
OG0008267	Nematostella|LOC5515817	Clytia|LOC040265
OG0008268	Nematostella|LOC5508791	Clytia|LOC040266
OG0008269	Nematostella|LOC116612560, Nematostella|LOC5516162	Clytia|LOC040267
OG0008270	Nematostella|LOC5504034	Clytia|LOC040312
OG0008271	Nematostella|LOC5520800	Clytia|LOC040316
OG0008272	Nematostella|LOC5518951	Clytia|LOC040318
OG0008273	Nematostella|LOC5510765	Clytia|LOC040319
OG0008274	Nematostella|LOC5511963	Clytia|LOC040320
OG0008275	Nematostella|LOC5504073	Clytia|LOC040321
OG0008276	Nematostella|LOC5520425	Clytia|LOC040344
OG0008277	Nematostella|LOC5512541	Clytia|LOC040358
OG0008278	Nematostella|LOC5520202	Clytia|LOC040368
OG0008279	Nematostella|LOC5516969	Clytia|LOC040409
OG0008280	Nematostella|LOC5518035	Clytia|LOC040411
OG0008281	Nematostella|LOC5514092	Clytia|LOC040463
OG0008282	Nematostella|LOC5514219	Clytia|LOC040478
OG0008283	Nematostella|LOC5520679	Clytia|LOC040490
OG0008284	Nematostella|LOC5504672	Clytia|LOC040498
OG0008285	Nematostella|LOC116601905	Clytia|LOC040504
OG0008286	Nematostella|LOC5507079	Clytia|LOC040505
OG0008287	Nematostella|LOC5512694	Clytia|LOC040506
OG0008288	Nematostella|LOC5516884	Clytia|LOC040519
OG0008289	Nematostella|LOC125556768	Clytia|LOC040537
OG0008290	Nematostella|LOC5518095	Clytia|LOC040562
OG0008291	Nematostella|LOC5521018	Clytia|LOC040578
OG0008292	Nematostella|LOC116602101	Clytia|LOC040596
OG0008293	Nematostella|LOC5518020	Clytia|LOC040599
OG0008294	Nematostella|LOC5521494	Clytia|LOC040601
OG0008295	Nematostella|LOC5517901	Clytia|LOC040603
OG0008296	Nematostella|LOC5505168	Clytia|LOC040605
OG0008297	Nematostella|LOC5507542	Clytia|LOC040610
OG0008298	Nematostella|LOC5503625	Clytia|LOC040613
OG0008299	Nematostella|LOC5510970	Clytia|LOC040665
OG0008300	Nematostella|LOC5515405	Clytia|LOC040677
OG0008301	Nematostella|LOC5506264	Clytia|LOC040693
OG0008302	Nematostella|LOC5510599	Clytia|LOC040720
OG0008303	Nematostella|LOC5520771	Clytia|LOC040725
OG0008304	Nematostella|LOC5512202	Clytia|LOC040728
OG0008305	Nematostella|LOC5498901	Clytia|LOC040729
OG0008306	Nematostella|LOC5514338, Nematostella|LOC5506384	Clytia|LOC040732
OG0008307	Nematostella|LOC116604641	Clytia|LOC040733
OG0008308	Nematostella|LOC5522129	Clytia|LOC040752
OG0008309	Nematostella|LOC5509391	Clytia|LOC040757
OG0008310	Nematostella|LOC5508606	Clytia|LOC040782
OG0008311	Nematostella|LOC5512578	Clytia|LOC040819
OG0008312	Nematostella|LOC5513247	Clytia|LOC040821
OG0008313	Nematostella|LOC5521848	Clytia|LOC040822
OG0008314	Nematostella|LOC5511250	Clytia|LOC040823
OG0008315	Nematostella|LOC5511972	Clytia|LOC040863
OG0008316	Nematostella|LOC5517347, Nematostella|LOC5517357	Clytia|LOC040876
OG0008317	Nematostella|LOC5509803	Clytia|LOC040881
OG0008318	Nematostella|LOC5511157	Clytia|LOC040883
OG0008319	Nematostella|LOC5515844	Clytia|LOC040887
OG0008320	Nematostella|LOC5510656	Clytia|LOC040888
OG0008321	Nematostella|LOC5517885	Clytia|LOC040915
OG0008322	Nematostella|LOC5515571	Clytia|LOC040917
OG0008323	Nematostella|LOC5521127	Clytia|LOC040918
OG0008324	Nematostella|LOC5517912	Clytia|LOC040919
OG0008325	Nematostella|LOC5505333	Clytia|LOC040921
OG0008326	Nematostella|LOC5517249	Clytia|LOC040923
OG0008327	Nematostella|LOC5514799	Clytia|LOC040926
OG0008328	Nematostella|LOC5516743	Clytia|LOC040936
OG0008329	Nematostella|LOC5518107	Clytia|LOC040937
OG0008330	Nematostella|LOC116604076	Clytia|LOC040946
OG0008331	Nematostella|LOC116614594	Clytia|LOC040972
OG0008332	Nematostella|LOC5522264	Clytia|LOC040974
OG0008333	Nematostella|LOC5519362	Clytia|LOC040981
OG0008334	Nematostella|LOC116604034	Clytia|LOC040993
OG0008335	Nematostella|LOC5519396	Clytia|LOC041001
OG0008336	Nematostella|LOC5515355	Clytia|LOC041002
OG0008337	Nematostella|LOC5517180	Clytia|LOC041004
OG0008338	Nematostella|LOC5509776	Clytia|LOC041008
OG0008339	Nematostella|LOC5508912	Clytia|LOC041047
OG0008340	Nematostella|LOC5521645	Clytia|LOC041049
OG0008341	Nematostella|LOC5508623	Clytia|LOC041066
OG0008342	Nematostella|LOC5510954	Clytia|LOC041087
OG0008343	Nematostella|LOC5502471	Clytia|LOC041088
OG0008344	Nematostella|LOC5512883	Clytia|LOC041094
OG0008345	Nematostella|LOC5501111	Clytia|LOC041096
OG0008346	Nematostella|LOC5519594	Clytia|LOC041099
OG0008347	Nematostella|LOC5503941	Clytia|LOC041101
OG0008348	Nematostella|LOC5512876	Clytia|LOC041104
OG0008349	Nematostella|LOC5504006	Clytia|LOC041106
OG0008350	Nematostella|LOC116604285	Clytia|LOC041136
OG0008351	Nematostella|LOC5509026	Clytia|LOC041146
OG0008352	Nematostella|LOC5510108	Clytia|LOC041157
OG0008353	Nematostella|LOC116611673	Clytia|LOC041159
OG0008354	Nematostella|LOC5520164	Clytia|LOC041163
OG0008355	Nematostella|LOC5508314	Clytia|LOC041169
OG0008356	Nematostella|LOC5520196	Clytia|LOC041174
OG0008357	Nematostella|LOC5507033	Clytia|LOC041225
OG0008358	Nematostella|LOC5508155	Clytia|LOC041231
OG0008359	Nematostella|LOC5519627	Clytia|LOC041242
OG0008360	Nematostella|LOC5504550	Clytia|LOC041243
OG0008361	Nematostella|LOC5520151	Clytia|LOC041288
OG0008362	Nematostella|LOC116615540	Clytia|LOC041299
OG0008363	Nematostella|LOC5517029	Clytia|LOC041309
OG0008364	Nematostella|LOC5512270	Clytia|LOC041310
OG0008365	Nematostella|LOC5508428	Clytia|LOC041311
OG0008366	Nematostella|LOC116616958	Clytia|LOC041313
OG0008367	Nematostella|LOC5510098	Clytia|LOC041315
OG0008368	Nematostella|LOC5501802	Clytia|LOC041325
OG0008369	Nematostella|LOC5506255	Clytia|LOC041328
OG0008370	Nematostella|LOC5509374	Clytia|LOC041330
OG0008371	Nematostella|LOC5516291	Clytia|LOC041338
OG0008372	Nematostella|LOC5508285	Clytia|LOC041370, Clytia|LOC041366
OG0008373	Nematostella|LOC116617202	Clytia|LOC041381
OG0008374	Nematostella|LOC5520491	Clytia|LOC041397
OG0008375	Nematostella|LOC5511144	Clytia|LOC041408
OG0008376	Nematostella|LOC5502738	Clytia|LOC041413
OG0008377	Nematostella|LOC5506485	Clytia|LOC041415
OG0008378	Nematostella|LOC5521737	Clytia|LOC041417
OG0008379	Nematostella|LOC5509833	Clytia|LOC041451
OG0008380	Nematostella|LOC5506266	Clytia|LOC041456
OG0008381	Nematostella|LOC5521379	Clytia|LOC041464
OG0008382	Nematostella|LOC5500548, Nematostella|LOC5501221	Clytia|LOC041482
OG0008383	Nematostella|LOC5517819	Clytia|LOC041558
OG0008384	Nematostella|LOC116617730	Clytia|LOC041559
OG0008385	Nematostella|LOC5519150	Clytia|LOC041563
OG0008386	Nematostella|LOC5516525	Clytia|LOC041568
OG0008387	Nematostella|LOC5507824	Clytia|LOC041569
OG0008388	Nematostella|LOC5508679	Clytia|LOC041575
OG0008389	Nematostella|LOC5517045	Clytia|LOC041606
OG0008390	Nematostella|LOC5501000	Clytia|LOC041608
OG0008391	Nematostella|LOC5520815	Clytia|LOC041610
OG0008392	Nematostella|LOC5503400	Clytia|LOC041615
OG0008393	Nematostella|LOC5507108	Clytia|LOC041616
OG0008394	Nematostella|LOC5521439	Clytia|LOC041623
OG0008395	Nematostella|LOC5504630	Clytia|LOC041628
OG0008396	Nematostella|LOC5504956	Clytia|LOC041629
OG0008397	Nematostella|LOC5519375	Clytia|LOC041632
OG0008398	Nematostella|LOC5501593	Clytia|LOC041634
OG0008399	Nematostella|LOC5520705	Clytia|LOC041635
OG0008400	Nematostella|LOC5507097	Clytia|LOC041636
OG0008401	Nematostella|LOC5513009	Clytia|LOC041641
OG0008402	Nematostella|LOC5518497	Clytia|LOC041679
OG0008403	Nematostella|LOC5510572	Clytia|LOC041682
OG0008404	Nematostella|LOC5513160	Clytia|LOC041704
OG0008405	Nematostella|LOC5514340	Clytia|LOC041707
OG0008406	Nematostella|LOC5515520	Clytia|LOC041719
OG0008407	Nematostella|LOC5504200	Clytia|LOC041727
OG0008408	Nematostella|LOC5514945	Clytia|LOC041733
OG0008409	Nematostella|LOC5508385	Clytia|LOC041745
OG0008410	Nematostella|LOC5515210	Clytia|LOC041747
OG0008411	Nematostella|LOC5502105	Clytia|LOC041748
OG0008412	Nematostella|LOC5507980	Clytia|LOC041751
OG0008413	Nematostella|LOC5518144	Clytia|LOC041752
OG0008414	Nematostella|LOC5501013	Clytia|LOC041754
OG0008415	Nematostella|LOC116620266	Clytia|LOC041758
OG0008416	Nematostella|LOC5502103	Clytia|LOC041762
OG0008417	Nematostella|LOC5513130	Clytia|LOC041765
OG0008418	Nematostella|LOC116613704	Clytia|LOC041766
OG0008419	Nematostella|LOC116617595	Clytia|LOC041780
OG0008420	Nematostella|LOC5518329	Clytia|LOC041816
OG0008421	Nematostella|LOC5514599, Nematostella|LOC5507584	Clytia|LOC041818
OG0008422	Nematostella|LOC5518514	Clytia|LOC041822
OG0008423	Nematostella|LOC5519131	Clytia|LOC041824
OG0008424	Nematostella|LOC5521173	Clytia|LOC041829
OG0008425	Nematostella|LOC5519838	Clytia|LOC041833
OG0008426	Nematostella|LOC5521772	Clytia|LOC041834
OG0008427	Nematostella|LOC5517940	Clytia|LOC041836
OG0008428	Nematostella|LOC5517947	Clytia|LOC041837
OG0008429	Nematostella|LOC5513155	Clytia|LOC041839
OG0008430	Nematostella|LOC5521762	Clytia|LOC041840
OG0008431	Nematostella|LOC116604234	Clytia|LOC041841
OG0008432	Nematostella|LOC5521334	Clytia|LOC041852
OG0008433	Nematostella|LOC5505206	Clytia|LOC041854
OG0008434	Nematostella|LOC5515593	Clytia|LOC041861
OG0008435	Nematostella|LOC116615692	Clytia|LOC041884
OG0008436	Nematostella|LOC5502211	Clytia|LOC041911
OG0008437	Nematostella|LOC5511796	Clytia|LOC041920
OG0008438	Nematostella|LOC5516563	Clytia|LOC041924
OG0008439	Nematostella|LOC5503136	Clytia|LOC041947
OG0008440	Nematostella|LOC5503089	Clytia|LOC041950
OG0008442	Nematostella|LOC5503635	Clytia|LOC041980
OG0008443	Nematostella|LOC5500687	Clytia|LOC041990
OG0008444	Nematostella|LOC5518582	Clytia|LOC041991
OG0008445	Nematostella|LOC5512587	Clytia|LOC041993
OG0008446	Nematostella|LOC5513415	Clytia|LOC041996
OG0008447	Nematostella|LOC116617402	Clytia|LOC042013
OG0008448	Nematostella|LOC5515583	Clytia|LOC042014
OG0008449	Nematostella|LOC5504004	Clytia|LOC042077
OG0008450	Nematostella|LOC5514220	Clytia|LOC042083
OG0008451	Nematostella|LOC5511092	Clytia|LOC042087
OG0008452	Nematostella|LOC5505910	Clytia|LOC042088
OG0008454	Nematostella|LOC5510477	Clytia|LOC042095
OG0008455	Nematostella|LOC116616157	Clytia|LOC042123
OG0008456	Nematostella|LOC5511173	Clytia|LOC042124
OG0008457	Nematostella|LOC5510603	Clytia|LOC042129
OG0008458	Nematostella|LOC5506960	Clytia|LOC042135
OG0008459	Nematostella|LOC5502391	Clytia|LOC042136
OG0008461	Nematostella|LOC5513590	Clytia|LOC042152
OG0008462	Nematostella|LOC5518247	Clytia|LOC042187
OG0008463	Nematostella|LOC5506257	Clytia|LOC042190
OG0008464	Nematostella|LOC5515930	Clytia|LOC042195
OG0008465	Nematostella|LOC5515879	Clytia|LOC042197
OG0008466	Nematostella|LOC5516290	Clytia|LOC042198
OG0008467	Nematostella|LOC5514436	Clytia|LOC042199
OG0008468	Nematostella|LOC5517404	Clytia|LOC042200
OG0008469	Nematostella|LOC5509784	Clytia|LOC042201
OG0008470	Nematostella|LOC5511158	Clytia|LOC042206
OG0008471	Nematostella|LOC5510922	Clytia|LOC042238
OG0008472	Nematostella|LOC5512739	Clytia|LOC042239
OG0008473	Nematostella|LOC5502437	Clytia|LOC042240
OG0008474	Nematostella|LOC5522144	Clytia|LOC042245
OG0008475	Nematostella|LOC5504043	Clytia|LOC042247
OG0008476	Nematostella|LOC5504361	Clytia|LOC042254
OG0008477	Nematostella|LOC5511889	Clytia|LOC042260
OG0008478	Nematostella|LOC5510974	Clytia|LOC042264
OG0008479	Nematostella|LOC5511054	Clytia|LOC042295
OG0008480	Nematostella|LOC5507540	Clytia|LOC042329
OG0008481	Nematostella|LOC5520442	Clytia|LOC042331
OG0008482	Nematostella|LOC5503442	Clytia|LOC042332
OG0008483	Nematostella|LOC5506769	Clytia|LOC042333
OG0008484	Nematostella|LOC5508295	Clytia|LOC042355
OG0008485	Nematostella|LOC5511727	Clytia|LOC042358
OG0008487	Nematostella|LOC5518215	Clytia|LOC042399
OG0008488	Nematostella|LOC5505628	Clytia|LOC042403
OG0008489	Nematostella|LOC5502062	Clytia|LOC042419
OG0008490	Nematostella|LOC5514319	Clytia|LOC042438
OG0008491	Nematostella|LOC5520443	Clytia|LOC042454
OG0008492	Nematostella|LOC5510671	Clytia|LOC042455
OG0008493	Nematostella|LOC5518304	Clytia|LOC042472
OG0008494	Nematostella|LOC5515949	Clytia|LOC042479, Clytia|LOC042480
OG0008495	Nematostella|LOC5507582	Clytia|LOC042481
OG0008496	Nematostella|LOC5514421	Clytia|LOC042482
OG0008497	Nematostella|LOC5516707	Clytia|LOC042526, Clytia|LOC043341
OG0008498	Nematostella|LOC116620296	Clytia|LOC042537
OG0008499	Nematostella|LOC116601455	Clytia|LOC042546
OG0008500	Nematostella|LOC5517767	Clytia|LOC042547
OG0008501	Nematostella|LOC5514696	Clytia|LOC042580
OG0008502	Nematostella|LOC5503854	Clytia|LOC042584
OG0008503	Nematostella|LOC5511674	Clytia|LOC042600
OG0008504	Nematostella|LOC5507128	Clytia|LOC042609
OG0008505	Nematostella|LOC5520884	Clytia|LOC042615
OG0008506	Nematostella|LOC5511961	Clytia|LOC042620
OG0008507	Nematostella|LOC116603703	Clytia|LOC042661
OG0008508	Nematostella|LOC5519051	Clytia|LOC042667
OG0008509	Nematostella|LOC5515185	Clytia|LOC042670
OG0008510	Nematostella|LOC5517166	Clytia|LOC042676
OG0008511	Nematostella|LOC5504501	Clytia|LOC042720
OG0008512	Nematostella|LOC5515202	Clytia|LOC042721
OG0008513	Nematostella|LOC5519003	Clytia|LOC042798
OG0008514	Nematostella|LOC5515481	Clytia|LOC042802
OG0008515	Nematostella|LOC5509935	Clytia|LOC042803
OG0008516	Nematostella|LOC5512392	Clytia|LOC042804
OG0008517	Nematostella|LOC116601872	Clytia|LOC042805
OG0008518	Nematostella|LOC5509474	Clytia|LOC042810
OG0008519	Nematostella|LOC5517175	Clytia|LOC042811
OG0008520	Nematostella|LOC5502904	Clytia|LOC042847
OG0008521	Nematostella|LOC5522320	Clytia|LOC042877
OG0008522	Nematostella|LOC5511330	Clytia|LOC042880
OG0008523	Nematostella|LOC5504980	Clytia|LOC042881
OG0008524	Nematostella|LOC5517728	Clytia|LOC042884
OG0008525	Nematostella|LOC5512142	Clytia|LOC042888
OG0008526	Nematostella|LOC5520898	Clytia|LOC042892
OG0008527	Nematostella|LOC5516776	Clytia|LOC042898
OG0008528	Nematostella|LOC5516843	Clytia|LOC042899
OG0008529	Nematostella|LOC5517874	Clytia|LOC042900
OG0008530	Nematostella|LOC5515579	Clytia|LOC042901
OG0008531	Nematostella|LOC5515536	Clytia|LOC042906
OG0008532	Nematostella|LOC5521107	Clytia|LOC042908
OG0008533	Nematostella|LOC5509274	Clytia|LOC042912
OG0008534	Nematostella|LOC5516428	Clytia|LOC042916
OG0008535	Nematostella|LOC5515747	Clytia|LOC042921
OG0008536	Nematostella|LOC5509133	Clytia|LOC042926
OG0008537	Nematostella|LOC5516748	Clytia|LOC042927
OG0008538	Nematostella|LOC5514339	Clytia|LOC042932
OG0008539	Nematostella|LOC5506652	Clytia|LOC042974
OG0008540	Nematostella|LOC5518155	Clytia|LOC042977
OG0008541	Nematostella|LOC5506204	Clytia|LOC042983
OG0008542	Nematostella|LOC5504250	Clytia|LOC042991
OG0008543	Nematostella|LOC5503418	Clytia|LOC042992
OG0008544	Nematostella|LOC5521547	Clytia|LOC042996
OG0008545	Nematostella|LOC5521181	Clytia|LOC042998
OG0008546	Nematostella|LOC5521869	Clytia|LOC043045
OG0008547	Nematostella|LOC5506616	Clytia|LOC043052
OG0008548	Nematostella|LOC5504901	Clytia|LOC043053
OG0008549	Nematostella|LOC5506437	Clytia|LOC043054
OG0008550	Nematostella|LOC116601898	Clytia|LOC043058
OG0008551	Nematostella|LOC5518112	Clytia|LOC043061
OG0008552	Nematostella|LOC5525259	Clytia|LOC043125
OG0008553	Nematostella|LOC5508901	Clytia|LOC043130
OG0008554	Nematostella|LOC5508928	Clytia|LOC043153
OG0008555	Nematostella|LOC5509368	Clytia|LOC043158
OG0008556	Nematostella|LOC5516147	Clytia|LOC043214, Clytia|LOC043227
OG0008557	Nematostella|LOC5509230	Clytia|LOC043218
OG0008558	Nematostella|LOC5511344	Clytia|LOC043220
OG0008559	Nematostella|LOC5512875	Clytia|LOC043223
OG0008560	Nematostella|LOC5503963	Clytia|LOC043225
OG0008561	Nematostella|LOC5519976	Clytia|LOC043226
OG0008562	Nematostella|LOC5519170	Clytia|LOC043230
OG0008563	Nematostella|LOC5503788	Clytia|LOC043247, Clytia|LOC043248
OG0008564	Nematostella|LOC116604147	Clytia|LOC043261
OG0008565	Nematostella|LOC5515022	Clytia|LOC043278
OG0008566	Nematostella|LOC5504697	Clytia|LOC043288
OG0008567	Nematostella|LOC5520323	Clytia|LOC043289
OG0008568	Nematostella|LOC5509838	Clytia|LOC043290
OG0008569	Nematostella|LOC5521311	Clytia|LOC043320
OG0008570	Nematostella|LOC5516487	Clytia|LOC043343
OG0008571	Nematostella|LOC5514012	Clytia|LOC043364
OG0008572	Nematostella|LOC5518598	Clytia|LOC043382
OG0008573	Nematostella|LOC5500684	Clytia|LOC043383
OG0008574	Nematostella|LOC5517990	Clytia|LOC043387
OG0008575	Nematostella|LOC5518535	Clytia|LOC043388
OG0008576	Nematostella|LOC5521354	Clytia|LOC043395
