Orthogroup	longest_isoform_NematostellaProteins	longest_isoform_XeniaProteins
OG0009134	Nematostella|LOC116618984	Xenia|LOC124456463, Xenia|LOC124455173, Xenia|LOC124441794, Xenia|LOC124438228
OG0009135	Nematostella|LOC5513691	Xenia|LOC124446174, Xenia|LOC124446173, Xenia|LOC124445957, Xenia|LOC124445958
OG0009136	Nematostella|LOC116612454, Nematostella|LOC125561936, Nematostella|LOC5521928	Xenia|LOC124449288, Xenia|LOC124445121
OG0009137	Nematostella|LOC5511325	Xenia|LOC124451172, Xenia|LOC124452118, Xenia|LOC124452117, Xenia|LOC124450753
OG0009142	Nematostella|LOC5519891, Nematostella|LOC125556663, Nematostella|LOC5519809, Nematostella|LOC5511510	Xenia|LOC124444706
OG0009145	Nematostella|LOC5508355, Nematostella|LOC125567947, Nematostella|LOC116608842, Nematostella|LOC5501971	Xenia|LOC124444212
OG0009146	Nematostella|LOC5513291	Xenia|LOC124440444, Xenia|LOC124440262, Xenia|LOC124440254, Xenia|LOC124440255
OG0009153	Nematostella|LOC125570238, Nematostella|LOC125573806, Nematostella|LOC5517581, Nematostella|LOC125573807	Xenia|LOC124433907
OG0009154	Nematostella|LOC116619820	Xenia|LOC124459146, Xenia|LOC124459147, Xenia|LOC124443378, Xenia|LOC124439269
OG0009155	Nematostella|LOC5505366, Nematostella|LOC5505354	Xenia|LOC124438804
OG0009155	Nematostella|LOC5513510	Xenia|LOC124438642
OG0009156	Nematostella|LOC116612099, Nematostella|LOC5515448	Xenia|LOC124437439, Xenia|LOC124456835, Xenia|LOC124452069
OG0009160	Nematostella|LOC116610915	Xenia|LOC124445702, Xenia|LOC124447177, Xenia|LOC124446477, Xenia|LOC124445699
OG0009162	Nematostella|LOC116601228	Xenia|LOC124454854, Xenia|LOC124454848, Xenia|LOC124454853, Xenia|LOC124454847
OG0009164	Nematostella|LOC5509645, Nematostella|LOC5509644, Nematostella|LOC5509643	Xenia|LOC124439618, Xenia|LOC124439624
OG0009165	Nematostella|LOC5520624	Xenia|LOC124441808, Xenia|LOC124452254, Xenia|LOC124451041, Xenia|LOC124451448
OG0009166	Nematostella|LOC125556722, Nematostella|LOC116603656, Nematostella|LOC116603637, Nematostella|LOC116618829	Xenia|LOC124445170
OG0009167	Nematostella|LOC5518516	Xenia|LOC124449525, Xenia|LOC124447644, Xenia|LOC124449524, Xenia|LOC124449136
OG0009168	Nematostella|LOC5508059	Xenia|LOC124437131, Xenia|LOC124437186, Xenia|LOC124436691, Xenia|LOC124436701
OG0009170	Nematostella|LOC5509871	Xenia|LOC124458239, Xenia|LOC124446023, Xenia|LOC124458238, Xenia|LOC124449491
OG0009226	Nematostella|LOC5511778	Xenia|LOC124458745
OG0009228	Nematostella|LOC5517573	Xenia|LOC124457671
OG0009231	Nematostella|LOC5505343	Xenia|LOC124439639
OG0009233	Nematostella|LOC5504417	Xenia|LOC124459583
OG0009234	Nematostella|LOC5520481	Xenia|LOC124450737
OG0009240	Nematostella|LOC5516759	Xenia|LOC124453672
OG0009241	Nematostella|LOC5521793	Xenia|LOC124435677
OG0009246	Nematostella|LOC5514786	Xenia|LOC124440112
OG0009249	Nematostella|LOC116619983	Xenia|LOC124438657
OG0009251	Nematostella|LOC116618309	Xenia|LOC124438555
OG0009256	Nematostella|LOC116614805	Xenia|LOC124450279
OG0009263	Nematostella|LOC125556665	Xenia|LOC124445764
OG0009278	Nematostella|LOC5519499	Xenia|LOC124436575
OG0009283	Nematostella|LOC116619849	Xenia|LOC124447210, Xenia|LOC124447185
OG0009292	Nematostella|LOC5521257	Xenia|LOC124441982
OG0009297	Nematostella|LOC116602136	Xenia|LOC124439473
OG0009303	Nematostella|LOC5508041	Xenia|LOC124437574
OG0009307	Nematostella|LOC5521806	Xenia|LOC124437652
OG0009323	Nematostella|LOC5509519	Xenia|LOC124447244
OG0009329	Nematostella|LOC5514557	Xenia|LOC124438888
OG0009341	Nematostella|LOC5513949	Xenia|LOC124433764
OG0009343	Nematostella|LOC5510441	Xenia|LOC124443039
OG0009344	Nematostella|LOC5515657	Xenia|LOC124438494
OG0009346	Nematostella|LOC5521528	Xenia|LOC124447809
OG0009348	Nematostella|LOC5510475	Xenia|LOC124438113
OG0009350	Nematostella|LOC5521570	Xenia|LOC124459606
OG0009351	Nematostella|LOC5516304, Nematostella|LOC5508146	Xenia|LOC124436554
OG0009355	Nematostella|LOC116620692	Xenia|LOC124454607
OG0009357	Nematostella|LOC5503227	Xenia|LOC124433336
OG0009361	Nematostella|LOC5507953	Xenia|LOC124438253
OG0009364	Nematostella|LOC116614018	Xenia|LOC124446095
OG0009365	Nematostella|LOC5525170	Xenia|LOC124446939
OG0009376	Nematostella|LOC116603573	Xenia|LOC124452587
OG0009377	Nematostella|LOC5518682	Xenia|LOC124453765
OG0009383	Nematostella|LOC5513211	Xenia|LOC124451019
OG0009396	Nematostella|LOC5521870	Xenia|LOC124440106
OG0009397	Nematostella|LOC5502198	Xenia|LOC124439941
OG0009400	Nematostella|LOC5507809	Xenia|LOC124446097
OG0009405	Nematostella|LOC5509471	Xenia|LOC124445394
OG0009409	Nematostella|LOC5500961	Xenia|LOC124433439
OG0009412	Nematostella|LOC5518417	Xenia|LOC124444344
OG0009414	Nematostella|LOC5500553	Xenia|LOC124448318
OG0009418	Nematostella|LOC5505055	Xenia|LOC124437167
OG0009422	Nematostella|LOC5519302	Xenia|LOC124438400
OG0009423	Nematostella|LOC5509715	Xenia|LOC124441340
OG0009426	Nematostella|LOC116603064	Xenia|LOC124446878
OG0009430	Nematostella|LOC5509279	Xenia|LOC124434491
OG0009433	Nematostella|LOC5512346	Xenia|LOC124435265
OG0009434	Nematostella|LOC5515859	Xenia|LOC124435727
OG0009438	Nematostella|LOC5502639	Xenia|LOC124444022
OG0009439	Nematostella|LOC5514555	Xenia|LOC124435533, Xenia|LOC124438669
OG0009441	Nematostella|LOC5518173	Xenia|LOC124452551
OG0009443	Nematostella|LOC5503583	Xenia|LOC124444354
OG0009449	Nematostella|LOC5501518	Xenia|LOC124440906
OG0009451	Nematostella|LOC116618752	Xenia|LOC124443672
OG0009453	Nematostella|LOC5516235	Xenia|LOC124439340
OG0009454	Nematostella|LOC116618039	Xenia|LOC124442467
OG0009465	Nematostella|LOC5512228	Xenia|LOC124436873
OG0009467	Nematostella|LOC5518128	Xenia|LOC124445436
OG0009468	Nematostella|LOC5513832	Xenia|LOC124443978
OG0009470	Nematostella|LOC5503188	Xenia|LOC124444288
OG0009476	Nematostella|LOC5515751	Xenia|LOC124440729, Xenia|LOC124440728
OG0009478	Nematostella|LOC5510176	Xenia|LOC124458095
OG0009480	Nematostella|LOC5518899	Xenia|LOC124445973
OG0009496	Nematostella|LOC5505161	Xenia|LOC124437080
OG0009498	Nematostella|LOC5511107	Xenia|LOC124435503
OG0009504	Nematostella|LOC5521409	Xenia|LOC124444727
OG0009506	Nematostella|LOC5502647	Xenia|LOC124444322
OG0009507	Nematostella|LOC5513306	Xenia|LOC124443606
OG0009516	Nematostella|LOC5521196	Xenia|LOC124440727
OG0009520	Nematostella|LOC5517560	Xenia|LOC124457736
OG0009522	Nematostella|LOC116601131	Xenia|LOC124442713, Xenia|LOC124440955
OG0009526	Nematostella|LOC5510958	Xenia|LOC124435532
OG0009531	Nematostella|LOC5503008	Xenia|LOC124452938
OG0009534	Nematostella|LOC5521505	Xenia|LOC124445059
OG0009536	Nematostella|LOC5525265	Xenia|LOC124452999
OG0009542	Nematostella|LOC5502096	Xenia|LOC124433335
OG0009549	Nematostella|LOC5516537	Xenia|LOC124433757
OG0009557	Nematostella|LOC5522237	Xenia|LOC124433788
OG0009558	Nematostella|LOC5504088	Xenia|LOC124452849
OG0009560	Nematostella|LOC116611624	Xenia|LOC124444035
OG0009568	Nematostella|LOC5504991	Xenia|LOC124457493
OG0009572	Nematostella|LOC5504570	Xenia|LOC124452625
OG0009574	Nematostella|LOC5519906	Xenia|LOC124454752
OG0009580	Nematostella|LOC5521520	Xenia|LOC124443950
OG0009582	Nematostella|LOC5517410	Xenia|LOC124437071
OG0009586	Nematostella|LOC5521714	Xenia|LOC124440107
OG0009592	Nematostella|LOC5514930	Xenia|LOC124441792
OG0009594	Nematostella|LOC5520695	Xenia|LOC124443070
OG0009596	Nematostella|LOC5509201	Xenia|LOC124435084
OG0009601	Nematostella|LOC116615991	Xenia|LOC124452693
OG0009602	Nematostella|LOC5521672	Xenia|LOC124453638
OG0009604	Nematostella|LOC5518838	Xenia|LOC124441806
OG0009605	Nematostella|LOC5520936	Xenia|LOC124445021
OG0009608	Nematostella|LOC5521518	Xenia|LOC124444733
OG0009612	Nematostella|LOC5509595	Xenia|LOC124447672
OG0009614	Nematostella|LOC5511709	Xenia|LOC124448832
OG0009622	Nematostella|LOC5514482	Xenia|LOC124443834
OG0009626	Nematostella|LOC5508732	Xenia|LOC124433287
OG0009627	Nematostella|LOC5502635	Xenia|LOC124444026
OG0009630	Nematostella|LOC5507490	Xenia|LOC124435077
OG0009638	Nematostella|LOC5507731	Xenia|LOC124445285
OG0009641	Nematostella|LOC125568273	Xenia|LOC124436134
OG0009655	Nematostella|LOC5510683	Xenia|LOC124434340
OG0009660	Nematostella|LOC5519016, Nematostella|LOC5517169	Xenia|LOC124436121
OG0009670	Nematostella|LOC5506585	Xenia|LOC124433475
OG0009672	Nematostella|LOC5508683	Xenia|LOC124445658
OG0009677	Nematostella|LOC116613503	Xenia|LOC124452665
OG0009689	Nematostella|LOC5495971	Xenia|LOC124446163
OG0009693	Nematostella|LOC5517696	Xenia|LOC124445995
OG0009705	Nematostella|LOC5504861	Xenia|LOC124446185
OG0009706	Nematostella|LOC5514942	Xenia|LOC124441748
OG0009714	Nematostella|LOC5502431	Xenia|LOC124447111
OG0009721	Nematostella|LOC5507975	Xenia|LOC124438072
OG0009727	Nematostella|LOC5518994	Xenia|LOC124443222
OG0009732	Nematostella|LOC5503907	Xenia|LOC124439186
OG0009739	Nematostella|LOC5514826	Xenia|LOC124440480
OG0009742	Nematostella|LOC5509773	Xenia|LOC124438396
OG0009743	Nematostella|LOC5510111	Xenia|LOC124440569
OG0009750	Nematostella|LOC5504792	Xenia|LOC124447695
OG0009752	Nematostella|LOC5516226	Xenia|LOC124438508, Xenia|LOC124438504
OG0009765	Nematostella|LOC5521562	Xenia|LOC124439830
OG0009768	Nematostella|LOC5511044	Xenia|LOC124434328
OG0009770	Nematostella|LOC5503487	Xenia|LOC124437865
OG0009771	Nematostella|LOC5508377	Xenia|LOC124449114
OG0009773	Nematostella|LOC5509455	Xenia|LOC124447076
OG0009774	Nematostella|LOC5504259	Xenia|LOC124444295
OG0009777	Nematostella|LOC5521338	Xenia|LOC124440782
OG0009778	Nematostella|LOC5522216	Xenia|LOC124439475
OG0009781	Nematostella|LOC5502490	Xenia|LOC124439716
OG0009789	Nematostella|LOC5506567	Xenia|LOC124433653
OG0009790	Nematostella|LOC5507846	Xenia|LOC124447535
OG0009791	Nematostella|LOC5516000	Xenia|LOC124443092
OG0009793	Nematostella|LOC5512893	Xenia|LOC124435039
OG0009797	Nematostella|LOC5506048	Xenia|LOC124446320
OG0009802	Nematostella|LOC5506843	Xenia|LOC124447442
OG0009820	Nematostella|LOC5519739	Xenia|LOC124435439
OG0009821	Nematostella|LOC5519647	Xenia|LOC124435441
OG0009824	Nematostella|LOC5514453	Xenia|LOC124435671
OG0009825	Nematostella|LOC116604351	Xenia|LOC124443741
OG0009826	Nematostella|LOC5517123	Xenia|LOC124440176
OG0009832	Nematostella|LOC5506471	Xenia|LOC124452205
OG0009833	Nematostella|LOC5510395	Xenia|LOC124433396
OG0009836	Nematostella|LOC5503203	Xenia|LOC124438828
OG0009838	Nematostella|LOC5512325	Xenia|LOC124445239
OG0009840	Nematostella|LOC5518678	Xenia|LOC124453126
OG0009843	Nematostella|LOC5510313	Xenia|LOC124441378
OG0009853	Nematostella|LOC116613501	Xenia|LOC124439896
OG0009859	Nematostella|LOC5513463	Xenia|LOC124438060
OG0009877	Nematostella|LOC5520809	Xenia|LOC124443064
OG0009886	Nematostella|LOC5520441	Xenia|LOC124434880
OG0009893	Nematostella|LOC116601565	Xenia|LOC124453168
OG0009894	Nematostella|LOC5521353	Xenia|LOC124440019
OG0009905	Nematostella|LOC5513257	Xenia|LOC124444984
OG0009907	Nematostella|LOC5513661	Xenia|LOC124452980
OG0009920	Nematostella|LOC5508756	Xenia|LOC124453401
OG0009936	Nematostella|LOC5521132	Xenia|LOC124453342
OG0009938	Nematostella|LOC116617163	Xenia|LOC124439167
OG0009942	Nematostella|LOC5511578	Xenia|LOC124433766
OG0009952	Nematostella|LOC5525261	Xenia|LOC124440851
OG0009953	Nematostella|LOC5521639	Xenia|LOC124439814
OG0009955	Nematostella|LOC5516085	Xenia|LOC124435289
OG0009958	Nematostella|LOC5519598	Xenia|LOC124435655
OG0009985	Nematostella|LOC5519747	Xenia|LOC124434744
OG0009990	Nematostella|LOC5519483	Xenia|LOC124443878
OG0010003	Nematostella|LOC5518729	Xenia|LOC124453323
OG0010014	Nematostella|LOC5520586	Xenia|LOC124448359
OG0010015	Nematostella|LOC5503371	Xenia|LOC124446125
OG0010018	Nematostella|LOC5511903	Xenia|LOC124436220
OG0010020	Nematostella|LOC5503252	Xenia|LOC124441082
OG0010027	Nematostella|LOC5507440	Xenia|LOC124438799
OG0010048	Nematostella|LOC116605534	Xenia|LOC124451941
OG0010053	Nematostella|LOC5504930	Xenia|LOC124443770
OG0010058	Nematostella|LOC5516413	Xenia|LOC124452877
OG0010060	Nematostella|LOC5510857	Xenia|LOC124436985
OG0010063	Nematostella|LOC116616866	Xenia|LOC124446356
OG0010065	Nematostella|LOC116601605	Xenia|LOC124436404
OG0010067	Nematostella|LOC5513413	Xenia|LOC124453687
OG0010068	Nematostella|LOC5515429	Xenia|LOC124446784
OG0010069	Nematostella|LOC116614326	Xenia|LOC124446124
OG0010071	Nematostella|LOC5513558	Xenia|LOC124446666
OG0010075	Nematostella|LOC5504046	Xenia|LOC124440899
OG0010076	Nematostella|LOC5509066	Xenia|LOC124453643
OG0010077	Nematostella|LOC5517164	Xenia|LOC124435546
OG0010078	Nematostella|LOC5504261	Xenia|LOC124440272
OG0010084	Nematostella|LOC5509719	Xenia|LOC124441760
OG0010086	Nematostella|LOC5503024	Xenia|LOC124438933
OG0010088	Nematostella|LOC5519725	Xenia|LOC124433567
OG0010089	Nematostella|LOC5506061	Xenia|LOC124446799
OG0010090	Nematostella|LOC5502150	Xenia|LOC124448773
OG0010093	Nematostella|LOC5501664	Xenia|LOC124445390
OG0010095	Nematostella|LOC116601121	Xenia|LOC124455188
OG0010101	Nematostella|LOC5507270	Xenia|LOC124434627
OG0010106	Nematostella|LOC116611609	Xenia|LOC124459566
OG0010107	Nematostella|LOC116612385	Xenia|LOC124442323
OG0010114	Nematostella|LOC5509298	Xenia|LOC124457414
OG0010117	Nematostella|LOC5518096	Xenia|LOC124437420
OG0010118	Nematostella|LOC5506191	Xenia|LOC124443733
OG0010119	Nematostella|LOC5505781	Xenia|LOC124442303
OG0010121	Nematostella|LOC5511452	Xenia|LOC124447500
OG0010122	Nematostella|LOC5505272	Xenia|LOC124433593
OG0010127	Nematostella|LOC5511166	Xenia|LOC124446326
OG0010131	Nematostella|LOC116611746	Xenia|LOC124452243
OG0010132	Nematostella|LOC5514801	Xenia|LOC124440580
OG0010133	Nematostella|LOC5521508	Xenia|LOC124436865
OG0010135	Nematostella|LOC5517200	Xenia|LOC124440101
OG0010136	Nematostella|LOC5522205	Xenia|LOC124438052
OG0010137	Nematostella|LOC5515752	Xenia|LOC124438331
OG0010143	Nematostella|LOC5507818	Xenia|LOC124446458
OG0010145	Nematostella|LOC5516112	Xenia|LOC124434632
OG0010154	Nematostella|LOC5509739	Xenia|LOC124441410
OG0010158	Nematostella|LOC5517456	Xenia|LOC124445396
OG0010161	Nematostella|LOC5521968	Xenia|LOC124438705
OG0010167	Nematostella|LOC116602219	Xenia|LOC124445783
OG0010178	Nematostella|LOC5518241	Xenia|LOC124434948
OG0010183	Nematostella|LOC5511319	Xenia|LOC124435273
OG0010192	Nematostella|LOC5506741	Xenia|LOC124446121
OG0010196	Nematostella|LOC5502506	Xenia|LOC124442304
OG0010197	Nematostella|LOC5515260	Xenia|LOC124439259
OG0010200	Nematostella|LOC116614511	Xenia|LOC124441759
OG0010201	Nematostella|LOC116617174	Xenia|LOC124438248
OG0010202	Nematostella|LOC116616170	Xenia|LOC124450845
OG0010204	Nematostella|LOC5513645	Xenia|LOC124441304
OG0010206	Nematostella|LOC5513651	Xenia|LOC124453015
OG0010208	Nematostella|LOC5513243	Xenia|LOC124443927
OG0010210	Nematostella|LOC116617532	Xenia|LOC124452204
OG0010214	Nematostella|LOC116603599	Xenia|LOC124443894
OG0010215	Nematostella|LOC116618850	Xenia|LOC124439286
OG0010218	Nematostella|LOC116603018	Xenia|LOC124457629
OG0010225	Nematostella|LOC5506627	Xenia|LOC124447116
OG0010227	Nematostella|LOC5513109	Xenia|LOC124434696
OG0010229	Nematostella|LOC5502928	Xenia|LOC124434779
OG0010232	Nematostella|LOC5508748	Xenia|LOC124452390
OG0010240	Nematostella|LOC5509216	Xenia|LOC124434393
OG0010241	Nematostella|LOC5516551	Xenia|LOC124435445
OG0010243	Nematostella|LOC116604833	Xenia|LOC124435230
OG0010244	Nematostella|LOC5502937	Xenia|LOC124435349
OG0010248	Nematostella|LOC5514364	Xenia|LOC124453364
OG0010250	Nematostella|LOC5514747	Xenia|LOC124433565
OG0010254	Nematostella|LOC5506953	Xenia|LOC124434782
OG0010259	Nematostella|LOC5505716	Xenia|LOC124444747
OG0010260	Nematostella|LOC5519693	Xenia|LOC124434750
OG0010262	Nematostella|LOC5511587	Xenia|LOC124433808
OG0010267	Nematostella|LOC116619300	Xenia|LOC124453297
OG0010273	Nematostella|LOC116620845	Xenia|LOC124453230
OG0010275	Nematostella|LOC5513395	Xenia|LOC124436849
OG0010278	Nematostella|LOC5509387	Xenia|LOC124443564
OG0010279	Nematostella|LOC5509371	Xenia|LOC124444608
OG0010284	Nematostella|LOC5511656	Xenia|LOC124435413
OG0010287	Nematostella|LOC5518242	Xenia|LOC124435680
OG0010291	Nematostella|LOC5507376	Xenia|LOC124436156
OG0010292	Nematostella|LOC5515367	Xenia|LOC124446090
OG0010294	Nematostella|LOC5522370	Xenia|LOC124435032
OG0010298	Nematostella|LOC5518997	Xenia|LOC124441177
OG0010299	Nematostella|LOC5518064	Xenia|LOC124437055
OG0010303	Nematostella|LOC5508657	Xenia|LOC124442233
OG0010307	Nematostella|LOC5512246	Xenia|LOC124436694
OG0010309	Nematostella|LOC5516325	Xenia|LOC124443461
OG0010310	Nematostella|LOC5505841	Xenia|LOC124437463
OG0010312	Nematostella|LOC5518246	Xenia|LOC124436444
OG0010314	Nematostella|LOC5508760	Xenia|LOC124439759
OG0010315	Nematostella|LOC5521202	Xenia|LOC124442273
OG0010317	Nematostella|LOC5521179	Xenia|LOC124440194
OG0010320	Nematostella|LOC5514059	Xenia|LOC124440699
OG0010323	Nematostella|LOC5503860	Xenia|LOC124447458
OG0010324	Nematostella|LOC5501944	Xenia|LOC124453621
OG0010328	Nematostella|LOC5506908	Xenia|LOC124448392
OG0010329	Nematostella|LOC5510607	Xenia|LOC124447399
OG0010330	Nematostella|LOC5509537	Xenia|LOC124448942
OG0010331	Nematostella|LOC5516453	Xenia|LOC124445581
OG0010332	Nematostella|LOC5509559	Xenia|LOC124445949
OG0010339	Nematostella|LOC5507745, Nematostella|LOC125562948	Xenia|LOC124449032
OG0010340	Nematostella|LOC5521543	Xenia|LOC124443627
OG0010343	Nematostella|LOC5511944	Xenia|LOC124441420
OG0010344	Nematostella|LOC116619779	Xenia|LOC124439369
OG0010350	Nematostella|LOC5516030	Xenia|LOC124442768
OG0010353	Nematostella|LOC5515730	Xenia|LOC124451311
OG0010356	Nematostella|LOC5520025	Xenia|LOC124446682
OG0010361	Nematostella|LOC5509345	Xenia|LOC124444942
OG0010363	Nematostella|LOC5504475	Xenia|LOC124439382
OG0010364	Nematostella|LOC5509887	Xenia|LOC124442270
OG0010366	Nematostella|LOC5507666	Xenia|LOC124433782
OG0010371	Nematostella|LOC5509876	Xenia|LOC124439566
OG0010372	Nematostella|LOC5517265	Xenia|LOC124446901
OG0010375	Nematostella|LOC5521371	Xenia|LOC124444120
OG0010378	Nematostella|LOC5517960	Xenia|LOC124439832
OG0010379	Nematostella|LOC5512987	Xenia|LOC124442793
OG0010383	Nematostella|LOC5517594	Xenia|LOC124436756
OG0010385	Nematostella|LOC5521535	Xenia|LOC124450356
OG0010389	Nematostella|LOC5515148	Xenia|LOC124456030
OG0010390	Nematostella|LOC5511108	Xenia|LOC124453696
OG0010393	Nematostella|LOC5511998	Xenia|LOC124442777
OG0010395	Nematostella|LOC5504592	Xenia|LOC124459469
OG0010401	Nematostella|LOC5511398	Xenia|LOC124438963
OG0010413	Nematostella|LOC5510997	Xenia|LOC124437668
OG0010415	Nematostella|LOC5502386	Xenia|LOC124434332
OG0010417	Nematostella|LOC5510288	Xenia|LOC124442618
OG0010421	Nematostella|LOC116613931	Xenia|LOC124445578
OG0010424	Nematostella|LOC5510293	Xenia|LOC124442873
OG0010425	Nematostella|LOC5518534	Xenia|LOC124436356
OG0010430	Nematostella|LOC5504005	Xenia|LOC124434425
OG0010432	Nematostella|LOC5510799	Xenia|LOC124446187
OG0010439	Nematostella|LOC5511259	Xenia|LOC124445204
OG0010443	Nematostella|LOC5515518	Xenia|LOC124440525
OG0010444	Nematostella|LOC5514850	Xenia|LOC124440125
OG0010446	Nematostella|LOC5507926	Xenia|LOC124445946
OG0010447	Nematostella|LOC5516721	Xenia|LOC124442916
OG0010449	Nematostella|LOC5521054	Xenia|LOC124443779
OG0010450	Nematostella|LOC5515044	Xenia|LOC124444845
OG0010452	Nematostella|LOC5519881	Xenia|LOC124444205
OG0010457	Nematostella|LOC5519637	Xenia|LOC124444173
OG0010458	Nematostella|LOC5510482	Xenia|LOC124438966
OG0010459	Nematostella|LOC5509314	Xenia|LOC124435219
OG0010460	Nematostella|LOC116606144	Xenia|LOC124439983
OG0010467	Nematostella|LOC5506783	Xenia|LOC124446714
OG0010476	Nematostella|LOC5502320	Xenia|LOC124436484
OG0010479	Nematostella|LOC5520351, Nematostella|LOC116602980	Xenia|LOC124438387
OG0010483	Nematostella|LOC5517489	Xenia|LOC124452036
OG0010484	Nematostella|LOC5502573	Xenia|LOC124445342
OG0010489	Nematostella|LOC5517607	Xenia|LOC124456784
OG0010493	Nematostella|LOC5502318	Xenia|LOC124436749
OG0010494	Nematostella|LOC5510474	Xenia|LOC124438802
OG0010495	Nematostella|LOC116601600	Xenia|LOC124437661
OG0010496	Nematostella|LOC125561953, Nematostella|LOC125561236	Xenia|LOC124453988
OG0010497	Nematostella|LOC116619495	Xenia|LOC124459586
OG0010498	Nematostella|LOC5507374	Xenia|LOC124437428
OG0010500	Nematostella|LOC5500139	Xenia|LOC124436417
OG0010501	Nematostella|LOC5506282	Xenia|LOC124436226
OG0010505	Nematostella|LOC5506283	Xenia|LOC124443816
OG0010506	Nematostella|LOC116601618	Xenia|LOC124437598
OG0010508	Nematostella|LOC5504764	Xenia|LOC124441770
OG0010509	Nematostella|LOC5519525	Xenia|LOC124437281
OG0010511	Nematostella|LOC5519301	Xenia|LOC124438138
OG0010519	Nematostella|LOC5513393	Xenia|LOC124437367
OG0010522	Nematostella|LOC5506074	Xenia|LOC124445324
OG0010523	Nematostella|LOC116618822	Xenia|LOC124436941
OG0010524	Nematostella|LOC5506862	Xenia|LOC124436958
OG0010525	Nematostella|LOC116612326	Xenia|LOC124448781
OG0010526	Nematostella|LOC5521609	Xenia|LOC124436293
OG0010527	Nematostella|LOC5519557	Xenia|LOC124436797
OG0010528	Nematostella|LOC5503482	Xenia|LOC124436870
OG0010530	Nematostella|LOC5518076	Xenia|LOC124436288
OG0010533	Nematostella|LOC5510845	Xenia|LOC124436562
OG0010535	Nematostella|LOC5520776	Xenia|LOC124441038
OG0010537	Nematostella|LOC5513374	Xenia|LOC124437631
OG0010539	Nematostella|LOC5513928	Xenia|LOC124438684
OG0010542	Nematostella|LOC5518063	Xenia|LOC124437553
OG0010543	Nematostella|LOC5518043	Xenia|LOC124437421
OG0010545	Nematostella|LOC5505294	Xenia|LOC124444419
OG0010546	Nematostella|LOC5506380	Xenia|LOC124439616
OG0010547	Nematostella|LOC5516078	Xenia|LOC124450319
OG0010548	Nematostella|LOC5510025	Xenia|LOC124438568
OG0010549	Nematostella|LOC5510314	Xenia|LOC124442595
OG0010550	Nematostella|LOC5511392	Xenia|LOC124439054
OG0010551	Nematostella|LOC5519665	Xenia|LOC124451927
OG0010552	Nematostella|LOC5510007	Xenia|LOC124438812
OG0010554	Nematostella|LOC5512946	Xenia|LOC124439064
OG0010555	Nematostella|LOC5509417	Xenia|LOC124445746
OG0010556	Nematostella|LOC5509416	Xenia|LOC124446479
OG0010557	Nematostella|LOC5522345	Xenia|LOC124446684
OG0010558	Nematostella|LOC5521959	Xenia|LOC124446107
OG0010559	Nematostella|LOC5512451	Xenia|LOC124438050
OG0010561	Nematostella|LOC5515342	Xenia|LOC124438317
OG0010563	Nematostella|LOC5506006	Xenia|LOC124439169
OG0010565	Nematostella|LOC5502384	Xenia|LOC124451085
OG0010566	Nematostella|LOC5509443	Xenia|LOC124445670
OG0010567	Nematostella|LOC5507749	Xenia|LOC124450361
OG0010568	Nematostella|LOC5522378	Xenia|LOC124444619
OG0010571	Nematostella|LOC5522239	Xenia|LOC124451046
OG0010572	Nematostella|LOC5511981	Xenia|LOC124441446
OG0010573	Nematostella|LOC5513932	Xenia|LOC124451924
OG0010574	Nematostella|LOC5519359	Xenia|LOC124439266
OG0010575	Nematostella|LOC5521935	Xenia|LOC124447238
OG0010576	Nematostella|LOC5503266	Xenia|LOC124442364
OG0010577	Nematostella|LOC5512923	Xenia|LOC124438962
OG0010579	Nematostella|LOC5513607	Xenia|LOC124444345
OG0010580	Nematostella|LOC5517932	Xenia|LOC124436178, Xenia|LOC124436179
OG0010581	Nematostella|LOC5520748	Xenia|LOC124441954
OG0010582	Nematostella|LOC5501622	Xenia|LOC124438587
OG0010583	Nematostella|LOC5504526	Xenia|LOC124447166
OG0010584	Nematostella|LOC5513522	Xenia|LOC124446361
OG0010585	Nematostella|LOC5515321	Xenia|LOC124439526
OG0010586	Nematostella|LOC5510821	Xenia|LOC124438414
OG0010588	Nematostella|LOC5506376	Xenia|LOC124439494
OG0010589	Nematostella|LOC5521983	Xenia|LOC124446053
OG0010590	Nematostella|LOC5519846	Xenia|LOC124451397
OG0010591	Nematostella|LOC5512130	Xenia|LOC124445085
OG0010593	Nematostella|LOC5512416	Xenia|LOC124439017
OG0010595	Nematostella|LOC116614310	Xenia|LOC124446122
OG0010598	Nematostella|LOC5521918	Xenia|LOC124447491
OG0010599	Nematostella|LOC5519212	Xenia|LOC124445494
OG0010600	Nematostella|LOC5521960	Xenia|LOC124446106
OG0010601	Nematostella|LOC5513493	Xenia|LOC124451921
OG0010603	Nematostella|LOC5506170	Xenia|LOC124441338
OG0010604	Nematostella|LOC5514522	Xenia|LOC124452839
OG0010606	Nematostella|LOC116615584	Xenia|LOC124434679
OG0010607	Nematostella|LOC5519172	Xenia|LOC124445487
OG0010609	Nematostella|LOC5520254	Xenia|LOC124448149
OG0010610	Nematostella|LOC5510622	Xenia|LOC124447398
OG0010611	Nematostella|LOC5504479	Xenia|LOC124439476
OG0010612	Nematostella|LOC5515033	Xenia|LOC124444900
OG0010613	Nematostella|LOC5506837	Xenia|LOC124445770
OG0010615	Nematostella|LOC5504549	Xenia|LOC124445444
OG0010616	Nematostella|LOC5522241	Xenia|LOC124443980
