Orthogroup	longest_isoform_NematostellaProteins	longest_isoform_HydraProteins
OG0008795	Nematostella|LOC116614068	Hydra|LOC100205423
OG0008796	Nematostella|LOC5503627	Hydra|LOC100211782
OG0008797	Nematostella|LOC5513388	Hydra|LOC100197600
OG0008798	Nematostella|LOC5504661	Hydra|LOC100205999
OG0008800	Nematostella|LOC5512268	Hydra|LOC105844100
OG0008801	Nematostella|LOC5505157	Hydra|LOC100212905
OG0008802	Nematostella|LOC5502319	Hydra|LOC105848502
OG0008803	Nematostella|LOC116613718	Hydra|LOC100202591
OG0008804	Nematostella|LOC5518693	Hydra|LOC100206351
OG0008805	Nematostella|LOC5513379	Hydra|LOC100205084
OG0008806	Nematostella|LOC116602117	Hydra|LOC100211542
OG0008807	Nematostella|LOC5514582	Hydra|LOC105849132
OG0008808	Nematostella|LOC5518065	Hydra|LOC100204247
OG0008809	Nematostella|LOC5512248	Hydra|LOC100211256
OG0008810	Nematostella|LOC5502324	Hydra|LOC105850268
OG0008811	Nematostella|LOC5505279	Hydra|LOC101239296
OG0008812	Nematostella|LOC5517488	Hydra|LOC100210976
OG0008813	Nematostella|LOC5508133	Hydra|LOC100200270
OG0008814	Nematostella|LOC5502684	Hydra|LOC100203058
OG0008815	Nematostella|LOC5520712	Hydra|LOC101238239
OG0008816	Nematostella|LOC5500555	Hydra|LOC100212704
OG0008817	Nematostella|LOC5520681	Hydra|LOC100204357
OG0008818	Nematostella|LOC5501799	Hydra|LOC101237510
OG0008819	Nematostella|LOC5520631	Hydra|LOC100210085
OG0008820	Nematostella|LOC5509908	Hydra|LOC100211353
OG0008821	Nematostella|LOC5506697	Hydra|LOC100208154
OG0008822	Nematostella|LOC5520891	Hydra|LOC100203028
OG0008823	Nematostella|LOC5518889	Hydra|LOC100209907
OG0008824	Nematostella|LOC116616245	Hydra|LOC101236630
OG0008825	Nematostella|LOC5520794	Hydra|LOC100208491
OG0008826	Nematostella|LOC5507004	Hydra|LOC100209442
OG0008827	Nematostella|LOC5512307	Hydra|LOC100205664
OG0008828	Nematostella|LOC5518366	Hydra|LOC100207150
OG0008829	Nematostella|LOC5512088	Hydra|LOC100204898
OG0008830	Nematostella|LOC5509726	Hydra|LOC100210099
OG0008831	Nematostella|LOC5511978	Hydra|LOC100197484
OG0008832	Nematostella|LOC5511248	Hydra|LOC100205127
OG0008833	Nematostella|LOC5508241	Hydra|LOC100212793
OG0008834	Nematostella|LOC5512201	Hydra|LOC100199848
OG0008835	Nematostella|LOC5513926	Hydra|LOC100203557
OG0008836	Nematostella|LOC5519569	Hydra|LOC100209788
OG0008837	Nematostella|LOC5512890	Hydra|LOC100202633, Hydra|LOC100209732
OG0008838	Nematostella|LOC5511040	Hydra|LOC100211916
OG0008839	Nematostella|LOC5511626	Hydra|LOC100208465
OG0008840	Nematostella|LOC5501318	Hydra|LOC101237302
OG0008841	Nematostella|LOC5518176	Hydra|LOC100210216
OG0008842	Nematostella|LOC5506269	Hydra|LOC100200545
OG0008843	Nematostella|LOC5514406	Hydra|LOC100202646
OG0008844	Nematostella|LOC5519092	Hydra|LOC100200439
OG0008846	Nematostella|LOC5519164	Hydra|LOC100197929
OG0008847	Nematostella|LOC5509517	Hydra|LOC100206366
OG0008848	Nematostella|LOC5514685	Hydra|LOC100210256
OG0008849	Nematostella|LOC5508652	Hydra|LOC100214521
OG0008850	Nematostella|LOC5505456	Hydra|LOC100215728
OG0008852	Nematostella|LOC5515519	Hydra|LOC105844417
OG0008853	Nematostella|LOC5507706	Hydra|LOC101241087
OG0008854	Nematostella|LOC5518436	Hydra|LOC100199715
OG0008856	Nematostella|LOC5518446	Hydra|LOC101237027
OG0008857	Nematostella|LOC5501347	Hydra|LOC100213966
OG0008858	Nematostella|LOC5514752	Hydra|LOC100199133
OG0008859	Nematostella|LOC5518590	Hydra|LOC105845795
OG0008860	Nematostella|LOC116618952	Hydra|LOC101237863
OG0008861	Nematostella|LOC5519473	Hydra|LOC100203790
OG0008862	Nematostella|LOC116601598	Hydra|LOC105847758
OG0008863	Nematostella|LOC116615483	Hydra|LOC100201039
OG0008864	Nematostella|LOC5518081	Hydra|LOC100211497
OG0008869	Nematostella|LOC5519902	Hydra|LOC101237360
OG0008873	Nematostella|LOC5503473	Hydra|LOC101235090, Hydra|LOC100215754
OG0008876	Nematostella|LOC5516780	Hydra|LOC100201425
OG0008877	Nematostella|LOC5513352	Hydra|LOC101237380
OG0008880	Nematostella|LOC5520233	Hydra|LOC105849368, Hydra|LOC100215468
OG0008881	Nematostella|LOC5515101, Nematostella|LOC5513098	Hydra|LOC101237001
OG0008885	Nematostella|LOC5512216, Nematostella|LOC125556810	Hydra|LOC100213507
OG0008887	Nematostella|LOC5522031, Nematostella|LOC5521893	Hydra|LOC100203695
OG0008890	Nematostella|LOC5507417	Hydra|LOC100205571
OG0008894	Nematostella|LOC116615576, Nematostella|LOC5511070	Hydra|LOC100214365
OG0008897	Nematostella|LOC5512498	Hydra|LOC100213039
OG0008898	Nematostella|LOC5511401	Hydra|LOC100214073
OG0008900	Nematostella|LOC5514225	Hydra|LOC100206121
OG0008901	Nematostella|LOC5500615	Hydra|LOC100210246
OG0008902	Nematostella|LOC5517782	Hydra|LOC100215547
OG0008904	Nematostella|LOC5513214	Hydra|LOC100214051
OG0008905	Nematostella|LOC5510418, Nematostella|LOC5510325	Hydra|LOC100200557
OG0008906	Nematostella|LOC5510329	Hydra|LOC100212947
OG0008907	Nematostella|LOC5517033, Nematostella|LOC5521493	Hydra|LOC105848601, Hydra|LOC124808997, Hydra|LOC101240568
OG0008910	Nematostella|LOC5518769, Nematostella|LOC5504773	Hydra|LOC105846016
OG0008912	Nematostella|LOC5502486	Hydra|LOC105844712, Hydra|LOC100205422
OG0008913	Nematostella|LOC5503642	Hydra|LOC100201805
OG0008914	Nematostella|LOC5521395	Hydra|LOC100214436
OG0008915	Nematostella|LOC5510412	Hydra|LOC100213814, Hydra|LOC124815541
OG0008916	Nematostella|LOC5501522	Hydra|LOC105843324
OG0008917	Nematostella|LOC5519422	Hydra|LOC100199207
OG0008918	Nematostella|LOC5508062	Hydra|LOC100203316
OG0008919	Nematostella|LOC5519803	Hydra|LOC124808402
OG0008921	Nematostella|LOC5507334	Hydra|LOC100214862
OG0008925	Nematostella|LOC5506215	Hydra|LOC124809940, Hydra|LOC100212649
OG0008927	Nematostella|LOC116616116	Hydra|LOC124809362, Hydra|LOC124809993, Hydra|LOC124809994
OG0008930	Nematostella|LOC5518377	Hydra|LOC100207637
OG0008931	Nematostella|LOC5517846	Hydra|LOC100204657
OG0008932	Nematostella|LOC5514695	Hydra|LOC100208943
OG0008942	Nematostella|LOC5520195	Hydra|LOC100200804
OG0008943	Nematostella|LOC5510779	Hydra|LOC101237982
OG0008948	Nematostella|LOC5510046	Hydra|LOC100211347
OG0008950	Nematostella|LOC116617642	Hydra|LOC100207379
OG0008951	Nematostella|LOC5503586	Hydra|LOC100208067
OG0008953	Nematostella|LOC5507229	Hydra|LOC100198440
OG0008955	Nematostella|LOC5521510	Hydra|LOC100199397
OG0008956	Nematostella|LOC5506013	Hydra|LOC105843570
OG0008957	Nematostella|LOC5519910	Hydra|LOC100211983
OG0008958	Nematostella|LOC5508367	Hydra|LOC100210577
OG0008961	Nematostella|LOC5519400	Hydra|LOC105848666
OG0008962	Nematostella|LOC125560618, Nematostella|LOC125568402, Nematostella|LOC125567907, Nematostella|LOC125560696	Hydra|LOC124812737
OG0008964	Nematostella|LOC5515545	Hydra|LOC100212616
OG0008968	Nematostella|LOC5505866	Hydra|LOC100213508
OG0008969	Nematostella|LOC5512768	Hydra|LOC100203452
OG0008970	Nematostella|LOC5519927, Nematostella|LOC5500760	Hydra|LOC105843150
OG0008972	Nematostella|LOC5517297, Nematostella|LOC5512403	Hydra|LOC100208910
OG0008976	Nematostella|LOC5512958, Nematostella|LOC5504482	Hydra|LOC101240617
OG0008977	Nematostella|LOC116613807, Nematostella|LOC125568398, Nematostella|LOC116617649	Hydra|LOC124818258, Hydra|LOC124814076
OG0008978	Nematostella|LOC5517976	Hydra|LOC100209666
OG0008979	Nematostella|LOC5517444	Hydra|LOC100210972
OG0008980	Nematostella|LOC5511035	Hydra|LOC100205675, Hydra|LOC100200436
OG0008982	Nematostella|LOC5511484	Hydra|LOC100204282
OG0008983	Nematostella|LOC5521678	Hydra|LOC100205562
OG0008984	Nematostella|LOC5505688	Hydra|LOC100203459
OG0008985	Nematostella|LOC116614039	Hydra|LOC100198599
OG0008986	Nematostella|LOC5516781, Nematostella|LOC5516830	Hydra|LOC101235561
OG0008987	Nematostella|LOC5521812	Hydra|LOC100209935
OG0008988	Nematostella|LOC5521240	Hydra|LOC105844096
OG0008989	Nematostella|LOC5501758	Hydra|LOC101234387
OG0008991	Nematostella|LOC5509163	Hydra|LOC100205414
OG0008992	Nematostella|LOC5513419	Hydra|LOC100210293
OG0008994	Nematostella|LOC116611644	Hydra|LOC105845730
OG0008995	Nematostella|LOC116619132	Hydra|LOC105850972
OG0008996	Nematostella|LOC5521699	Hydra|LOC100214071
OG0008998	Nematostella|LOC5508660	Hydra|LOC100209109
OG0008999	Nematostella|LOC125556696	Hydra|LOC105843122, Hydra|LOC100214744, Hydra|LOC101238603, Hydra|LOC100214723
OG0009000	Nematostella|LOC116601441	Hydra|LOC100204735
OG0009001	Nematostella|LOC5504619, Nematostella|LOC116617365	Hydra|LOC100204118
OG0009002	Nematostella|LOC5505985	Hydra|LOC100209496
OG0009004	Nematostella|LOC5502212	Hydra|LOC105844917
OG0009005	Nematostella|LOC5504279	Hydra|LOC100213133
OG0009006	Nematostella|LOC5519596	Hydra|LOC100213607
OG0009007	Nematostella|LOC5509429	Hydra|LOC100212147
OG0009008	Nematostella|LOC116616257	Hydra|LOC105847528, Hydra|LOC124817733
OG0009009	Nematostella|LOC5503807	Hydra|LOC100211312
OG0009012	Nematostella|LOC125573598, Nematostella|LOC125561309	Hydra|LOC124817282
OG0009013	Nematostella|LOC116612038	Hydra|LOC124818122
OG0009014	Nematostella|LOC5518624, Nematostella|LOC5497468	Hydra|LOC100199969
OG0009015	Nematostella|LOC5501385	Hydra|LOC100212938
OG0009016	Nematostella|LOC5500954	Hydra|LOC124818613, Hydra|LOC101235144
OG0009017	Nematostella|LOC116613544	Hydra|LOC100207695
OG0009018	Nematostella|LOC5504058	Hydra|LOC101238227
OG0009019	Nematostella|LOC5511533	Hydra|LOC100205235
OG0009020	Nematostella|LOC5518746	Hydra|LOC100213944, Hydra|LOC124806465
OG0009021	Nematostella|LOC5505848	Hydra|LOC101235002, Hydra|LOC124806713
OG0009022	Nematostella|LOC5510668	Hydra|LOC100206515
OG0009024	Nematostella|LOC5510939, Nematostella|LOC5515270	Hydra|LOC124807276, Hydra|LOC124807272
OG0009025	Nematostella|LOC5512637, Nematostella|LOC5512638	Hydra|LOC100202307
OG0009026	Nematostella|LOC116604443	Hydra|LOC100212073
OG0009027	Nematostella|LOC116609998, Nematostella|LOC116609997	Hydra|LOC100212196
OG0009230	Nematostella|LOC116613833	Hydra|LOC100215604
OG0009231	Nematostella|LOC5505343	Hydra|LOC101236352
OG0009232	Nematostella|LOC116601243	Hydra|LOC101241677
OG0009235	Nematostella|LOC5507728	Hydra|LOC124818087
OG0009236	Nematostella|LOC5511787	Hydra|LOC101241059
OG0009247	Nematostella|LOC5518708	Hydra|LOC101238379
OG0009258	Nematostella|LOC5509426	Hydra|LOC100199727
OG0009267	Nematostella|LOC5513208	Hydra|LOC100203689
OG0009270	Nematostella|LOC5520708	Hydra|LOC101234390
OG0009271	Nematostella|LOC5513004	Hydra|LOC105843211
OG0009280	Nematostella|LOC5501894	Hydra|LOC101238318
OG0009281	Nematostella|LOC116617869	Hydra|LOC101237644
OG0009284	Nematostella|LOC5507931	Hydra|LOC100208040
OG0009290	Nematostella|LOC5508778	Hydra|LOC100211618
OG0009292	Nematostella|LOC5521257	Hydra|LOC100209498
OG0009295	Nematostella|LOC5517765	Hydra|LOC101235260
OG0009300	Nematostella|LOC5506858	Hydra|LOC100210915
OG0009301	Nematostella|LOC5521600	Hydra|LOC100207329
OG0009305	Nematostella|LOC5501379	Hydra|LOC101239808
OG0009309	Nematostella|LOC116601139	Hydra|LOC124806239
OG0009310	Nematostella|LOC5520002	Hydra|LOC100208784
OG0009312	Nematostella|LOC5500621	Hydra|LOC100198904
OG0009313	Nematostella|LOC116614798	Hydra|LOC100213046
OG0009314	Nematostella|LOC116611058	Hydra|LOC105850864
OG0009315	Nematostella|LOC116617555	Hydra|LOC100210739
OG0009318	Nematostella|LOC5514060	Hydra|LOC101239291
OG0009319	Nematostella|LOC5508435	Hydra|LOC100211376
OG0009320	Nematostella|LOC5516912	Hydra|LOC101238443
OG0009326	Nematostella|LOC5513542	Hydra|LOC100201459
OG0009328	Nematostella|LOC5511165	Hydra|LOC101240938
OG0009330	Nematostella|LOC5501376	Hydra|LOC100200928
OG0009332	Nematostella|LOC5514200	Hydra|LOC101240069
OG0009337	Nematostella|LOC5504187	Hydra|LOC100203991
OG0009338	Nematostella|LOC5501958	Hydra|LOC100209854
OG0009341	Nematostella|LOC5513949	Hydra|LOC101238020
OG0009349	Nematostella|LOC5519909	Hydra|LOC100200131
OG0009352	Nematostella|LOC5506521	Hydra|LOC101238518
OG0009354	Nematostella|LOC5514681	Hydra|LOC100198810
OG0009356	Nematostella|LOC5514996	Hydra|LOC100202066
OG0009357	Nematostella|LOC5503227	Hydra|LOC100200326
OG0009358	Nematostella|LOC5512437	Hydra|LOC105843846
OG0009362	Nematostella|LOC5507801	Hydra|LOC100213704
OG0009367	Nematostella|LOC5516155	Hydra|LOC100204693
OG0009368	Nematostella|LOC5508150	Hydra|LOC100201342
OG0009370	Nematostella|LOC5506009, Nematostella|LOC5506008	Hydra|LOC101238714
OG0009372	Nematostella|LOC5516542	Hydra|LOC100202969
OG0009373	Nematostella|LOC5505823	Hydra|LOC100205470
OG0009385	Nematostella|LOC5509994	Hydra|LOC105848528
OG0009397	Nematostella|LOC5502198	Hydra|LOC100205928
OG0009400	Nematostella|LOC5507809	Hydra|LOC105845153
OG0009401	Nematostella|LOC116621507	Hydra|LOC124809736
OG0009402	Nematostella|LOC5506220	Hydra|LOC100212244
OG0009403	Nematostella|LOC5515390	Hydra|LOC100210634
OG0009413	Nematostella|LOC5507645	Hydra|LOC100206165
OG0009419	Nematostella|LOC5517013	Hydra|LOC105848884
OG0009427	Nematostella|LOC5516564	Hydra|LOC100211359
OG0009428	Nematostella|LOC116604582	Hydra|LOC101241194
OG0009429	Nematostella|LOC5520358	Hydra|LOC100206557
OG0009431	Nematostella|LOC5516636	Hydra|LOC100201155
OG0009437	Nematostella|LOC5503793	Hydra|LOC100206861
OG0009438	Nematostella|LOC5502639	Hydra|LOC100197855
OG0009440	Nematostella|LOC5520011	Hydra|LOC101234768
OG0009442	Nematostella|LOC5511822	Hydra|LOC100215261
OG0009461	Nematostella|LOC5502532	Hydra|LOC100214453
OG0009462	Nematostella|LOC5521573	Hydra|LOC100197503
OG0009463	Nematostella|LOC5508350	Hydra|LOC100207121
OG0009465	Nematostella|LOC5512228	Hydra|LOC100209872
OG0009466	Nematostella|LOC5506871	Hydra|LOC100206372
OG0009468	Nematostella|LOC5513832	Hydra|LOC100205347
OG0009469	Nematostella|LOC5507059	Hydra|LOC100211192
OG0009473	Nematostella|LOC116617826	Hydra|LOC101234784
OG0009474	Nematostella|LOC5507973	Hydra|LOC100199534
OG0009481	Nematostella|LOC5519616	Hydra|LOC100200384
OG0009484	Nematostella|LOC5516298	Hydra|LOC100210564
OG0009485	Nematostella|LOC5509813	Hydra|LOC101240962
OG0009501	Nematostella|LOC5520657	Hydra|LOC101241177
OG0009508	Nematostella|LOC5501687	Hydra|LOC100208428
OG0009509	Nematostella|LOC5506791	Hydra|LOC100200724
OG0009510	Nematostella|LOC5505622	Hydra|LOC100214907
OG0009511	Nematostella|LOC5508627	Hydra|LOC100213530
OG0009518	Nematostella|LOC5521860	Hydra|LOC100213250
OG0009519	Nematostella|LOC116621176	Hydra|LOC100198876
OG0009527	Nematostella|LOC5500095	Hydra|LOC100198280
OG0009532	Nematostella|LOC5517834	Hydra|LOC100203780
OG0009537	Nematostella|LOC5514311	Hydra|LOC100213067
OG0009538	Nematostella|LOC5504096	Hydra|LOC100203757
OG0009539	Nematostella|LOC5503178	Hydra|LOC100197405
OG0009541	Nematostella|LOC5516592	Hydra|LOC105846746
OG0009543	Nematostella|LOC5515172	Hydra|LOC100205189
OG0009546	Nematostella|LOC5521994	Hydra|LOC100213509
OG0009552	Nematostella|LOC5521284	Hydra|LOC100213627
OG0009554	Nematostella|LOC5513037	Hydra|LOC101235874
OG0009556	Nematostella|LOC5518628	Hydra|LOC105847611
OG0009558	Nematostella|LOC5504088	Hydra|LOC100201939
OG0009561	Nematostella|LOC116617817	Hydra|LOC100197559
OG0009564	Nematostella|LOC5519887	Hydra|LOC100200372
OG0009573	Nematostella|LOC5520372	Hydra|LOC100209695
OG0009577	Nematostella|LOC5519719	Hydra|LOC101239489
OG0009578	Nematostella|LOC116618644	Hydra|LOC100203918
OG0009579	Nematostella|LOC5498973	Hydra|LOC101235743
OG0009580	Nematostella|LOC5521520	Hydra|LOC100200767
OG0009585	Nematostella|LOC5510639	Hydra|LOC105844427
OG0009588	Nematostella|LOC5514460	Hydra|LOC100213985
OG0009590	Nematostella|LOC5501458	Hydra|LOC100207016
OG0009595	Nematostella|LOC5509304	Hydra|LOC100197660
OG0009597	Nematostella|LOC5511522	Hydra|LOC100199667
OG0009603	Nematostella|LOC5506706	Hydra|LOC100210049
OG0009607	Nematostella|LOC5505437	Hydra|LOC100202944
OG0009609	Nematostella|LOC5514779	Hydra|LOC100213728
OG0009613	Nematostella|LOC5509660	Hydra|LOC100201795
OG0009615	Nematostella|LOC5508454	Hydra|LOC100211804
OG0009616	Nematostella|LOC5508989	Hydra|LOC124809013
OG0009620	Nematostella|LOC116604019	Hydra|LOC124811440
OG0009621	Nematostella|LOC5511888	Hydra|LOC101236274
OG0009625	Nematostella|LOC5503028	Hydra|LOC100214125
OG0009631	Nematostella|LOC5506457	Hydra|LOC100208822
OG0009637	Nematostella|LOC5510034	Hydra|LOC100201205
OG0009638	Nematostella|LOC5507731	Hydra|LOC124815547
OG0009640	Nematostella|LOC5518394	Hydra|LOC124818837
OG0009642	Nematostella|LOC5502772	Hydra|LOC100199394
OG0009650	Nematostella|LOC5512640	Hydra|LOC100200566
OG0009653	Nematostella|LOC5504706	Hydra|LOC100211539
OG0009658	Nematostella|LOC5501544	Hydra|LOC101240667
OG0009659	Nematostella|LOC5507713	Hydra|LOC105843471
OG0009664	Nematostella|LOC116616975	Hydra|LOC105843623
OG0009665	Nematostella|LOC5510141	Hydra|LOC100199358
OG0009667	Nematostella|LOC5521684	Hydra|LOC100203990
OG0009673	Nematostella|LOC5507434	Hydra|LOC101239717
OG0009676	Nematostella|LOC5505198	Hydra|LOC101236609
OG0009679	Nematostella|LOC5501317	Hydra|LOC100206786
OG0009684	Nematostella|LOC5520429	Hydra|LOC100206310
OG0009686	Nematostella|LOC5519214	Hydra|LOC100211818
OG0009688	Nematostella|LOC5506677	Hydra|LOC100203982
OG0009689	Nematostella|LOC5495971	Hydra|LOC100205156
OG0009690	Nematostella|LOC5519829	Hydra|LOC100207849
OG0009691	Nematostella|LOC5510553	Hydra|LOC100206241
OG0009699	Nematostella|LOC5514355	Hydra|LOC100209434
OG0009707	Nematostella|LOC5504461	Hydra|LOC100208841
OG0009713	Nematostella|LOC5507631	Hydra|LOC100205101
OG0009715	Nematostella|LOC5522112	Hydra|LOC100210575
OG0009717	Nematostella|LOC5519155	Hydra|LOC100214915
OG0009718	Nematostella|LOC5514144	Hydra|LOC100213674
OG0009720	Nematostella|LOC5518802	Hydra|LOC100211677
OG0009721	Nematostella|LOC5507975	Hydra|LOC100207857
OG0009722	Nematostella|LOC5518116	Hydra|LOC100203833
OG0009732	Nematostella|LOC5503907	Hydra|LOC101240049
OG0009736	Nematostella|LOC5509759	Hydra|LOC101236350
OG0009737	Nematostella|LOC5502999	Hydra|LOC100214622
OG0009739	Nematostella|LOC5514826	Hydra|LOC100209883
OG0009744	Nematostella|LOC5512002	Hydra|LOC100204348
OG0009749	Nematostella|LOC5516893	Hydra|LOC101236604
OG0009755	Nematostella|LOC5504217	Hydra|LOC100201308
OG0009760	Nematostella|LOC5504678	Hydra|LOC100197094
OG0009761	Nematostella|LOC5519743	Hydra|LOC100207752
OG0009762	Nematostella|LOC5513944	Hydra|LOC101235703
OG0009763	Nematostella|LOC5507357	Hydra|LOC100202014
OG0009764	Nematostella|LOC5510355	Hydra|LOC100202870
OG0009776	Nematostella|LOC5509070	Hydra|LOC124813576
OG0009777	Nematostella|LOC5521338	Hydra|LOC100202199
OG0009779	Nematostella|LOC5515643	Hydra|LOC100213236
OG0009780	Nematostella|LOC5520022	Hydra|LOC101238172
OG0009786	Nematostella|LOC5504091	Hydra|LOC101236860
OG0009787	Nematostella|LOC5519675	Hydra|LOC100209086
OG0009792	Nematostella|LOC116619567	Hydra|LOC105849691
OG0009795	Nematostella|LOC116614363	Hydra|LOC124807840
OG0009800	Nematostella|LOC5519560	Hydra|LOC124816442
OG0009803	Nematostella|LOC5515672	Hydra|LOC100214438
OG0009805	Nematostella|LOC5522076	Hydra|LOC101240266
OG0009815	Nematostella|LOC5514591	Hydra|LOC100198279
OG0009816	Nematostella|LOC5508369	Hydra|LOC101241551
OG0009817	Nematostella|LOC5506965	Hydra|LOC101240416
OG0009818	Nematostella|LOC5502600	Hydra|LOC105843426
OG0009823	Nematostella|LOC5505988	Hydra|LOC100199558
OG0009826	Nematostella|LOC5517123	Hydra|LOC100201681
OG0009830	Nematostella|LOC5507610	Hydra|LOC100202883
OG0009831	Nematostella|LOC5502996	Hydra|LOC101239788
OG0009842	Nematostella|LOC5506098	Hydra|LOC100198958
OG0009845	Nematostella|LOC116604548	Hydra|LOC101235039
OG0009847	Nematostella|LOC5522113	Hydra|LOC100200562
OG0009849	Nematostella|LOC5509381	Hydra|LOC100211597
OG0009851	Nematostella|LOC5507497	Hydra|LOC100203056
OG0009856	Nematostella|LOC5519956	az
OG0009857	Nematostella|LOC5507870	Hydra|LOC100213807
OG0009864	Nematostella|LOC5503601	Hydra|LOC100211767
OG0009865	Nematostella|LOC5509219	Hydra|LOC100201879
OG0009868	Nematostella|LOC5505689	Hydra|LOC101237884
OG0009872	Nematostella|LOC5504230	Hydra|LOC100207207
OG0009876	Nematostella|LOC5507767	Hydra|LOC100209222
OG0009878	Nematostella|LOC5518429	Hydra|LOC100205659
OG0009879	Nematostella|LOC5517074	Hydra|LOC100215220
OG0009881	Nematostella|LOC5511385	Hydra|LOC100202110
OG0009887	Nematostella|LOC5500535	Hydra|LOC100206311
OG0009890	Nematostella|LOC5513139	Hydra|LOC100199656
OG0009892	Nematostella|LOC5519090	Hydra|LOC100200707
OG0009897	Nematostella|LOC125568023	Hydra|LOC124806199
OG0009898	Nematostella|LOC5519584	Hydra|LOC100214685
OG0009903	Nematostella|LOC5503271	Hydra|LOC100208123
OG0009904	Nematostella|LOC5516096	Hydra|LOC100211879
OG0009911	Nematostella|LOC5511997	Hydra|LOC100197834
OG0009919	Nematostella|LOC5503067	Hydra|LOC101239181
OG0009921	Nematostella|LOC5507571	Hydra|LOC100199791
OG0009924	Nematostella|LOC116607037	Hydra|LOC101239803
OG0009928	Nematostella|LOC5515480	Hydra|LOC100202345
OG0009934	Nematostella|LOC5515122	Hydra|LOC100208301
OG0009939	Nematostella|LOC116618947	Hydra|LOC100213752
OG0009940	Nematostella|LOC5502681	Hydra|LOC101240255
OG0009944	Nematostella|LOC5505449	Hydra|LOC100197220
OG0009945	Nematostella|LOC5515265	Hydra|LOC105843790
OG0009957	Nematostella|LOC5519749	Hydra|LOC101239636
OG0009960	Nematostella|LOC5506349	Hydra|LOC100212248
OG0009967	Nematostella|LOC5516435	Hydra|LOC101234776
OG0009968	Nematostella|LOC5521592	Hydra|LOC100207697
OG0009971	Nematostella|LOC116613163	Hydra|LOC101237753
OG0009979	Nematostella|LOC5516777	Hydra|LOC100198719
OG0009990	Nematostella|LOC5519483	Hydra|LOC100207713
OG0009994	Nematostella|LOC5518187	Hydra|LOC100208710
OG0009997	Nematostella|LOC5513144	Hydra|LOC105843425
OG0010006	Nematostella|LOC116604165	Hydra|LOC100202853
OG0010009	Nematostella|LOC116613705	Hydra|LOC100211279
OG0010012	Nematostella|LOC5516768	Hydra|LOC100214556
OG0010018	Nematostella|LOC5511903	Hydra|LOC100200972
OG0010024	Nematostella|LOC5520568	Hydra|LOC105843712
OG0010025	Nematostella|LOC5504338	Hydra|LOC100209751
OG0010027	Nematostella|LOC5507440	Hydra|LOC100209361
OG0010044	Nematostella|LOC5515696	Hydra|LOC100209237
OG0010045	Nematostella|LOC5509285	Hydra|LOC100212074
OG0010046	Nematostella|LOC5509079	Hydra|LOC100199949
OG0010051	Nematostella|LOC116620369	Hydra|LOC100211803
OG0010060	Nematostella|LOC5510857	Hydra|LOC100214074
OG0010064	Nematostella|LOC116618423	Hydra|LOC101235529
OG0010066	Nematostella|LOC5504751	Hydra|LOC100212596
OG0010067	Nematostella|LOC5513413	Hydra|LOC100204168
OG0010068	Nematostella|LOC5515429	Hydra|LOC100211470
OG0010073	Nematostella|LOC5520886	Hydra|LOC100204757
OG0010080	Nematostella|LOC5520590	Hydra|LOC105844205
OG0010081	Nematostella|LOC5520275	Hydra|LOC105845064
OG0010082	Nematostella|LOC5504404	Hydra|LOC100200947
OG0010083	Nematostella|LOC5521304	Hydra|LOC100197388
OG0010085	Nematostella|LOC5512511	Hydra|LOC100207626
OG0010092	Nematostella|LOC5518748	Hydra|LOC101240982
OG0010095	Nematostella|LOC116601121	Hydra|LOC124816702
OG0010096	Nematostella|LOC5511960	Hydra|LOC100215729
OG0010097	Nematostella|LOC116617300	Hydra|LOC100203232
OG0010098	Nematostella|LOC5501959	Hydra|LOC100200802
OG0010100	Nematostella|LOC5502917	Hydra|LOC105846896
OG0010102	Nematostella|LOC5520919	Hydra|LOC100201907
OG0010103	Nematostella|LOC5512833	Hydra|LOC100199794
OG0010104	Nematostella|LOC5511026	Hydra|LOC100199898
OG0010105	Nematostella|LOC5514080	Hydra|LOC100201654
OG0010106	Nematostella|LOC116611609	Hydra|LOC101236065
OG0010110	Nematostella|LOC116621493	Hydra|LOC101236199
OG0010111	Nematostella|LOC5511177	Hydra|LOC101237408
OG0010112	Nematostella|LOC5513549	Hydra|LOC100210387
OG0010116	Nematostella|LOC5510087	Hydra|LOC101234588
OG0010119	Nematostella|LOC5505781	Hydra|LOC100215027
OG0010123	Nematostella|LOC5511704	Hydra|LOC100200042
OG0010124	Nematostella|LOC5516184	Hydra|LOC100203680
OG0010126	Nematostella|LOC5510818	Hydra|LOC100211484
OG0010130	Nematostella|LOC5519275	Hydra|LOC100209930
OG0010134	Nematostella|LOC5513137	Hydra|LOC100213358
OG0010136	Nematostella|LOC5522205	Hydra|LOC100214039
OG0010139	Nematostella|LOC5499548	Hydra|LOC100211062
OG0010140	Nematostella|LOC5512676	Hydra|LOC101238951
OG0010146	Nematostella|LOC5506312	Hydra|LOC124819275
OG0010148	Nematostella|LOC5514616	Hydra|LOC100209826
OG0010149	Nematostella|LOC5508622	Hydra|LOC100205630
OG0010150	Nematostella|LOC5513580	Hydra|LOC100210718
OG0010151	Nematostella|LOC5506066	Hydra|LOC100207141
OG0010153	Nematostella|LOC5521233	Hydra|LOC100197364
OG0010155	Nematostella|LOC5513910	Hydra|LOC100215615
OG0010160	Nematostella|LOC116618362	Hydra|LOC105844888
OG0010163	Nematostella|LOC5519189	Hydra|LOC100214305
